State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total,Rural_Households
MADHYA PRADESH,34,RAJGARH,3854.44,2598.48,899.33,356.63,2939.44,944.48,3250.99,7134.91,2389.88,819.14,310.20,3519.22,94365,80166,174531,44,3206,244,10,0,117406,66241,183647,43,3622,244,33,0,1861.30,2330.39,100.00,683.66,755.87,100.00,12.20,26.43,100.00,66.00,51.80,78.48,94365,80166,174531,117406,33567,10171,73668,0,37.25,66241,0,0,0,0,0,0,183647,289795
MADHYA PRADESH,35,RATLAM,2002.65,1344.58,458.73,199.34,1621.73,412.09,218.20,2252.02,1225.19,407.75,218.20,1851.13,51248,88719,139967,24,1392,158,5,1,64940,83025,147965,10,2029,158,11,2,1013.04,1433.40,100.00,280.50,216.96,77.35,8.41,7.59,90.25,48.00,19.88,41.42,51248,88719,139967,64940,15514,28547,20872,7,67.85,83025,0,0,0,0,0,0,147965,211063
MADHYA PRADESH,36,REWA,7676.61,4560.04,2090.66,1025.91,4916.90,1994.39,1050.11,7961.40,3813.84,1665.00,1044.10,6522.94,121538,197742,319280,9,8902,2153,10,0,150220,123631,273851,18,6928,211,9,0,2882.54,4713.35,100.00,2571.50,1046.37,40.69,171.05,59.75,34.93,13.52,53.27,100.00,121538,197742,319280,150220,30722,25406,94092,127,37.36,123631,2269,1509,0,0,0,0,273851,467403
MADHYA PRADESH,37,SAGAR,9087.00,5631.34,2370.70,1084.96,5825.63,1820.06,793.17,8438.86,3359.21,1334.65,394.74,5088.60,208079,137113,345192,22,3749,139,10,1,121987,91939,213926,22,5317,302,10,2,5872.94,3309.46,56.35,769.46,1096.10,100.00,6.96,9.25,100.00,43.00,44.95,100.00,208079,137113,345192,121987,38662,21756,61569,13,49.53,91939,0,0,0,0,0,0,213926,376804
MADHYA PRADESH,38,SATNA,9696.16,5725.11,2541.41,1429.64,5942.85,2296.34,558.41,8797.60,4692.31,1664.19,505.37,6861.87,225199,119149,344348,66,3358,1845,7,1,174947,100993,275940,44,4966,1845,5,0,6720.16,5542.15,82.47,671.60,677.27,100.00,92.26,2.50,2.71,124.00,69.10,55.73,225199,119149,344348,174947,59953,46073,68921,5,60.60,100993,0,0,0,0,0,0,275940,390426
MADHYA PRADESH,39,SEHORE,2183.91,1496.35,543.95,143.61,1741.04,547.36,130.33,2418.73,1763.98,504.17,124.84,2392.99,34355,86987,121342,4,3230,62,10,0,80454,73185,153639,4,2729,198,13,0,603.35,1925.04,100.00,959.36,287.53,29.97,3.10,11.68,100.00,6.01,10.16,100.00,34355,86987,121342,80454,16089,8045,56320,0,30.00,73185,0,0,0,0,0,0,153639,206935
MADHYA PRADESH,40,SEONI,3824.66,2573.32,910.43,340.91,2965.78,749.23,792.80,4507.81,2205.01,749.23,269.58,3223.82,104769,122727,227496,10,2794,1718,4,0,94536,82321,176857,5,2780,897,22,0,1800.17,1893.80,100.00,739.86,972.33,100.00,111.72,31.61,28.29,20.00,9.51,47.55,104769,122727,227496,94536,9453,28361,56722,104,40.00,82321,447,1148,1647,414,2526,161,176857,277982
MADHYA PRADESH,41,SHAHDOL,3312.37,2221.07,776.12,315.18,2420.34,761.52,295.61,3477.47,1483.06,601.33,233.85,2318.24,84802,74157,158959,45,2500,878,8,1,86917,69983,156900,35,3669,849,14,1,1641.49,1533.37,93.41,585.50,479.96,81.97,48.38,23.60,48.78,90.00,51.98,57.76,84802,74157,158959,86917,9545,49069,28303,0,67.44,69983,68286,0,0,0,0,0,156900,204690
MADHYA PRADESH,42,SHAJAPUR,3302.24,2250.05,807.00,245.19,2539.00,669.43,269.31,3477.74,1790.77,646.69,269.31,2706.78,65429,91295,156724,18,3259,313,7,1,76191,87993,164184,17,2100,288,8,1,1339.50,1906.40,100.00,948.36,470.83,49.65,17.88,14.42,80.65,27.00,29.00,100.00,65429,91295,156724,76191,34189,1080,40922,0,46.29,87993,1620,92,2370,341,20,75,164184,243638
MADHYA PRADESH,43,SHEOPUR,1081.77,745.88,257.14,78.75,894.07,152.50,49.04,1095.61,785.09,146.55,33.19,964.83,18198,63230,81428,10,1054,189,9,1,29309,45066,74375,9,964,189,2,1,422.37,716.90,100.00,274.10,126.57,46.18,13.30,10.40,78.20,16.00,13.02,81.38,18198,63230,81428,29309,9284,9316,10709,0,63.46,45066,0,0,0,0,0,0,74375,124647
MADHYA PRADESH,44,SHIVPURI,3320.76,2229.87,829.76,261.13,2621.00,654.99,241.03,3517.02,1599.45,625.19,185.15,2409.79,65212,149252,214464,52,2814,148,7,1,47230,95368,142598,20,3594,148,3,0,1869.00,1278.45,68.40,656.26,841.94,100.00,7.40,6.03,81.49,103.00,83.39,80.96,65212,149252,214464,47230,15908,12358,18954,0,59.85,95368,1886,1627,2555,0,0,0,142598,303041
MADHYA PRADESH,45,SIDHI,5118.91,3465.78,1179.46,473.67,2999.35,1127.72,482.03,4609.10,1986.64,876.52,365.58,3228.74,127045,68292,195337,20,1458,488,8,1,66320,54258,120578,9,2971,488,4,0,3605.37,2274.29,63.08,291.60,677.73,100.00,37.31,35.28,94.56,40.00,18.00,45.00,127045,68292,195337,66320,20216,23835,22269,66320,66.42,54258,918,864,736,738,405,368,120578,220630
MADHYA PRADESH,46,SINGRAULI,3718.42,2429.16,976.07,313.19,1811.50,689.72,1299.44,3800.66,1299.55,621.83,0.00,1921.38,53722,98994,152716,7,1936,472,3,0,53722,39623,93345,7,2975,468,3,0,2029.71,1290.98,63.60,677.60,560.15,82.67,37.77,40.16,100.00,14.00,0.00,0.00,53722,98994,152716,53722,18756,19304,15603,0,70.85,39623,85,212,0,0,0,0,93345,193734
MADHYA PRADESH,47,TIKAMGARH,4759.02,3281.72,1201.48,275.82,3342.18,717.59,188.85,4248.62,1892.57,670.60,188.85,2752.02,66866,97843,164709,30,5086,112,6,0,45338,43963,89301,5,3940,110,9,1,1828.18,1512.60,82.74,1616.60,984.03,60.87,7.22,5.82,80.61,60.00,29.52,49.20,66866,97843,164709,45338,17401,4715,23222,0,48.78,43963,0,0,0,0,0,0,89301,253752
MADHYA PRADESH,48,UJJAIN,3878.22,2649.56,956.11,272.55,2895.67,892.28,559.01,4346.96,2199.53,742.53,270.74,3212.80,68225,166634,234859,50,3800,1006,10,0,79057,116640,195697,45,2843,1006,16,3,1551.69,2037.97,100.00,1108.90,545.43,49.19,50.30,15.86,31.53,75.00,62.84,83.79,68225,166634,234859,79057,28872,3789,46389,0,41.31,116640,946,71,757,343,88,97,195697,237288
MADHYA PRADESH,49,UMARIA,2513.42,1714.93,618.92,179.57,1773.42,488.12,117.98,2379.52,1440.75,433.65,100.44,1974.84,40359,78621,118980,51,2303,300,9,1,55651,64990,120641,39,2471,326,2,1,1058.65,1224.06,100.00,623.50,547.63,87.83,17.99,22.17,100.00,76.50,58.40,76.34,40359,78621,118980,55651,7136,30674,17203,0,67.94,64990,0,0,0,0,0,0,120641,121448
MADHYA PRADESH,50,VIDISHA,4602.03,3115.01,1120.89,366.13,3332.82,780.92,383.53,4497.27,2432.25,764.11,371.93,3568.30,96852,88789,185641,14,2940,145,6,1,85348,69599,154947,43,2741,145,12,0,2636.00,2567.63,97.41,763.36,686.51,89.93,7.47,4.90,65.60,21.00,69.00,100.00,96852,88789,185641,85348,22560,9600,53188,10,37.68,69599,750,465,3365,745,396,200,154947,231876
MAHARASHTRA,1,AHMEDNAGAR,4545.41,2935.06,1064.81,545.54,2341.59,1186.81,193.90,3722.30,2361.87,971.04,192.29,3525.20,134247,304214,438461,50,2800,3646,14,0,133649,310929,444578,50,2800,3646,14,0,2492.85,1662.21,66.68,560.00,592.80,100.00,200.05,228.50,100.00,37.50,184.00,100.00,134247,304214,438461,133649,34777,29317,69454,2,47.96,310929,0,0,0,0,0,0,444578,717718
MAHARASHTRA,2,AKOLA,2959.32,1970.82,712.04,276.46,938.04,942.72,42.98,1923.74,865.92,518.94,42.98,1427.84,81443,106045,187488,0,1547,1000,7,0,57920,67006,124926,3,1547,1000,14,5,2010.38,635.32,31.60,309.40,427.87,100.00,50.01,57.74,100.00,0.00,0.00,0.00,81443,106045,187488,57920,24120,7865,20452,290,55.22,67006,0,0,0,0,0,0,124926,247752
MAHARASHTRA,3,AMRAVATI,5987.50,3961.39,1456.74,569.37,2871.04,1041.91,450.35,4363.30,1996.33,892.07,307.98,3196.38,176172,133894,310066,108,1587,1801,10,0,99590,79837,179427,67,1587,1664,11,2,4512.87,2038.08,45.16,317.40,338.64,100.00,94.20,85.04,90.28,118.80,128.80,100.00,176172,133894,310066,99590,23189,14909,61451,1,38.25,79837,222,40,827,251,4,76,179427,424563
MAHARASHTRA,4,AURANGABAD,4819.50,3194.93,1160.90,463.67,2240.18,1192.08,522.25,3954.51,1557.02,804.37,249.68,2611.07,110190,174106,284296,154,1787,1810,10,0,61766,121458,183224,170,1787,1810,20,0,2950.45,1190.95,40.37,357.40,354.55,99.20,98.11,100.46,100.00,109.34,99.00,90.54,110190,174106,284296,61766,13972,7399,40395,61766,34.60,121458,0,0,0,0,0,0,183224,419120
MAHARASHTRA,5,BEED,4189.63,2776.51,1029.33,383.79,1881.64,981.03,221.59,3084.26,1752.30,771.25,193.25,2716.80,90500,385000,475500,53,3154,1614,10,0,58244,109630,167874,143,3154,2108,45,0,2438.12,1407.41,57.73,630.80,568.11,90.06,83.38,155.15,100.00,78.97,153.40,100.00,90500,385000,475500,58244,11879,576,45407,382,21.38,109630,0,0,0,0,0,0,167874,446114
MAHARASHTRA,6,BHANDARA,3128.96,2041.92,731.40,355.64,1498.05,706.90,217.67,2422.62,1275.07,512.91,134.82,1922.79,93065,39555,132620,45,1347,1081,5,2,82085,63796,145881,45,1347,1081,10,2,1912.77,1245.98,65.14,269.40,262.51,97.44,57.00,49.16,86.25,54.00,54.00,100,93065,39555,132620,82085,15745,5446,60894,2,25.82,63796,84,65,696,180,6,93,145881,223299
MAHARASHTRA,7,BULDHANA,5227.70,3487.91,1268.57,471.22,2544.43,882.27,218.01,3644.71,2032.47,806.59,200.45,3039.51,117275,208512,325787,70,2730,1833,28,0,71791,76082,147873,70,2730,2310,25,5,3212.33,1869.58,58.20,546.00,536.99,98.35,101.50,101.37,99.87,28.00,27.89,99.61,117275,208512,325787,71791,12819,1960,43938,100,20.59,76082,65,1,298,64,2,30,147873,445247
MAHARASHTRA,8,CHANDRAPUR,4881.19,3124.09,1208.52,548.58,2214.06,1662.34,2389.80,6266.20,1955.05,837.73,360.86,3153.64,143479,148429,291908,66,2022,1833,25,0,115623,108161,223784,55,2022,1833,22,0,3335.48,2212.24,66.32,404.40,395.86,97.89,91.66,88.96,97.05,132.00,117.20,88.79,143479,148429,291908,115623,16171,20579,42822,0,31.78,108161,449,861,981,368,16,193,223784,352643
MAHARASHTRA,9,DHULE,3871.14,2566.57,909.77,394.80,1744.71,674.27,108.65,2527.63,926.13,456.39,108.58,1491.11,106598,77574,184172,142,1473,1489,10,0,86656,72915,159571,142,1473,1793,96,4,2459.71,534.10,21.71,294.60,291.40,98.91,74.46,95.61,100.00,162.93,170.13,100.00,106598,77574,184172,86656,1554,6763,20013,0,9.60,72915,15,212,83,73,1,5,159571,298915
MAHARASHTRA,10,GADCHIROLI,2352.55,1536.96,530.74,284.85,1272.49,869.30,38.07,2179.86,1578.35,529.00,13.77,2121.12,75900,53113,129013,54,1278,1321,9,3,76494,42493,118987,56,1278,1321,24,0,1381.10,1392.43,100.00,255.60,254.50,99.57,66.06,65.78,99.58,46.00,99.60,100.00,75900,53113,129013,76494,11563,26727,38182,0,50.06,42493,0,0,0,0,0,0,118987,218935
MAHARASHTRA,11,GONDIA,3646.28,2349.39,833.34,463.55,1652.08,1059.12,75.01,2786.21,1775.38,636.01,60.17,2471.56,120714,59502,180216,175,1731,1298,6,2,114199,57618,171817,69,1731,1298,20,0,2060.54,1487.30,72.18,349.66,332.05,94.96,64.90,61.99,95.52,230.00,137.21,59.66,120714,59502,180216,114199,23243,18677,63059,0,36.71,57618,0,0,0,0,0,0,171817,241802
MAHARASHTRA,12,HINGOLI,2699.49,1788.09,660.17,251.23,1408.34,724.28,183.44,2316.06,1559.64,461.62,153.06,2174.32,52157,146643,198800,200,1797,910,9,1,48611,108513,157124,200,1797,910,9,1,1161.35,883.81,76.10,375.30,359.46,95.78,45.50,44.46,97.71,350.00,301.28,86.08,52157,146643,198800,48611,11185,5290,17518,0,33.89,108513,0,0,0,0,0,0,157124,195143
MAHARASHTRA,13,JALGAON,9719.11,6355.42,2441.97,921.72,4337.86,1263.13,489.41,6090.40,3196.26,1150.02,488.76,4835.04,214260,304787,519047,725,3627,2618,15,0,132817,162806,295623,725,3627,2802,15,0,5667.10,1775.17,31.32,752.70,733.80,97.49,130.90,140.10,100.00,1420.00,1378.30,97.06,214260,304787,519047,132817,32604,31302,68911,0,48.12,162806,0,0,0,0,0,0,295623,618314
MAHARASHTRA,14,JALNA,3125.27,2048.28,744.16,332.83,1537.24,849.09,243.95,2630.28,1246.57,468.36,243.95,1958.88,85470,139011,224481,124,2200,1550,8,0,83756,130430,214186,75,2200,1550,8,0,1802.37,828.79,45.98,440.00,466.44,100.00,85.94,75.86,88.27,92.29,106.36,100.00,85470,139011,224481,83756,15343,1530,58237,15,20.15,130430,14249,10,0,0,0,0,214186,318563
MAHARASHTRA,15,KOLHAPUR,3203.50,2132.63,770.31,300.56,1663.54,668.99,177.30,2509.83,1374.73,631.53,177.30,2183.56,75993,322439,398432,985,2210,3167,10,0,61245,323596,384841,947,2510,3964,25,0,1354.27,625.10,46.16,442.00,442.00,100,158.36,223.20,100.00,359.16,293.94,81.84,75993,322439,398432,61245,24705,196,36240,0,40.66,323596,31,0,198,45,2,20,384841,556628
MAHARASHTRA,16,LATUR,3531.81,2362.48,875.69,293.64,1690.04,376.56,55.86,2122.46,1470.33,376.56,55.61,1902.50,74260,200093,274353,115,2556,1017,8,2,47677,92566,140243,53,2556,1181,14,0,1889.30,756.21,40.03,567.30,513.44,90.51,60.59,70.23,100.00,230.00,112.80,49.04,74260,200093,274353,47677,13712,2326,29522,29,33.64,92566,0,0,0,0,0,0,140243,359858
MAHARASHTRA,17,NAGPUR,3912.10,2591.91,970.29,349.90,1810.27,975.09,242.68,3028.04,1466.95,958.01,242.46,2667.42,67367,182311,249678,300,2219,1775,10,0,60242,149724,209966,192,2219,1649,67,13,1646.27,1329.15,80.74,541.30,541.30,100,101.78,91.65,90.05,600.00,358.80,59.80,67367,182311,249678,60242,13618,17888,27567,0,52.30,149724,0,0,0,0,0,0,209966,324568
MAHARASHTRA,18,NANDED,4799.86,3202.91,1192.22,404.73,2419.23,1043.85,349.11,3812.19,2119.06,904.93,311.98,3335.97,101990,189813,291803,69,4432,2695,10,0,57610,99402,157012,19,4432,2695,16,0,2768.58,1805.76,65.22,886.40,785.65,88.63,134.76,134.75,99.99,72.45,31.36,43.29,101990,189813,291803,57610,12748,4102,24136,0,29.25,99402,0,0,0,0,0,0,157012,487624
MAHARASHTRA,19,NANDURBAR,5686.32,3788.13,1409.23,488.96,2558.15,1253.50,240.13,4051.77,1811.04,880.61,231.28,2922.94,134118,79135,213253,132,2216,866,6,0,76700,31329,108029,77,2216,1211,6,0,3940.33,1778.03,45.12,518.20,493.42,95.22,46.30,148.79,100.00,232.02,129.26,55.71,134118,79135,213253,76700,6060,56992,13486,162,82.21,31329,0,0,0,0,0,0,108029,270533
MAHARASHTRA,20,NASHIK,6872.10,4519.83,1657.58,694.69,2151.35,753.85,433.75,3338.95,1740.42,648.15,433.75,2822.32,202284,249900,452184,54,2072,3427,12,3,150789,194059,344848,41,2072,2073,31,0,4514.29,1939.41,42.96,414.40,344.68,83.18,212.03,107.24,50.58,51.21,50.75,99.10,202284,249900,452184,150789,17355,85889,44342,0,68.47,194059,0,0,0,0,0,0,344848,661977
MAHARASHTRA,21,OSMANABAD,2001.79,1294.66,488.65,218.48,976.58,513.83,242.98,1733.39,830.73,405.67,125.67,1362.07,54312,144344,198656,57,1689,752,3,1,54533,89546,144079,30,1689,981,26,1,1141.98,534.50,46.80,337.80,337.80,100,37.61,55.92,100.00,46.74,45.92,98.25,54312,144344,198656,54533,16155,2536,35461,0,34.27,89546,0,0,0,0,0,0,144079,294816
MAHARASHTRA,22,PARBHANI,2189.80,1439.62,537.77,212.41,903.75,421.91,88.42,1414.08,766.99,311.64,88.25,1166.88,53647,200093,253740,56,1540,863,6,3,47292,68425,115717,32,1540,1263,12,0,1381.85,494.08,35.75,308.00,310.06,100.00,43.16,79.66,100.00,44.80,51.54,100.00,53647,200093,253740,47292,12014,987,34291,0,27.49,68425,28,1,280,26,0,15,115717,256063
MAHARASHTRA,23,PUNE,4835.64,3104.75,1232.22,498.67,2452.69,1270.51,310.81,4034.01,2476.54,1264.31,305.74,4046.59,97302,305917,403219,633,5684,2480,10,0,96368,307671,404039,331,5684,3680,46,1,1715.05,1241.11,72.37,1136.80,1136.80,100,124.00,275.48,100.00,613.00,651.56,100.00,97302,305917,403219,96368,15135,7787,60843,0,23.79,307671,227,143,701,689,2,11,404039,744114
MAHARASHTRA,24,RAIGAD,6569.89,4337.97,1662.77,569.15,3357.00,1280.68,3526.42,8164.10,2958.26,1254.93,3525.71,7738.91,124656,183838,308494,500,4915,1931,10,0,99351,194331,293682,603,4915,2131,22,0,2672.46,2873.44,100.00,1338.20,1534.71,100.00,96.56,270.38,100.00,850.50,1638.48,100.00,124656,183838,308494,99351,4790,7878,86683,0,12.75,194331,2600,1822,0,0,0,0,293682,376520
MAHARASHTRA,25,RATNAGIRI,3019.85,1835.73,734.49,449.63,1562.56,823.74,335.10,2721.40,1526.45,749.30,315.24,2590.99,95726,222099,317825,575,4167,1147,10,0,102382,162267,264649,541,4167,1812,9,0,1102.85,992.10,89.96,713.15,829.15,100.00,57.36,137.17,100.00,247.49,219.87,88.84,95726,222099,317825,102382,21930,1137,78985,0,22.53,162267,63,20,201,67,4,132,264649,333645
MAHARASHTRA,26,SANGLI,4578.41,2954.82,1216.70,406.89,2300.93,857.94,186.50,3345.37,2025.07,857.94,186.50,3069.51,50210,199976,250186,900,3274,2151,10,0,42374,181190,223564,306,3274,2278,25,2,1250.75,1318.26,100.00,740.60,658.46,88.91,111.49,116.64,100.00,1534.80,417.95,27.23,50210,199976,250186,42374,7440,0,34817,0,17.56,181190,0,0,0,0,0,0,223564,432579
MAHARASHTRA,27,SATARA,6239.22,4116.67,1581.12,541.43,3280.42,1224.93,249.20,4754.55,2955.87,1114.00,249.20,4319.07,83517,306199,389716,852,4419,3431,10,0,72387,301592,373979,852,4878,3650,49,0,1843.44,981.11,53.22,883.80,980.73,100.00,171.56,244.70,100.00,1704.00,821.97,48.24,83517,306199,389716,72387,4949,46,67392,0,6.90,301592,271,0,1749,367,7,166,373979,518187
MAHARASHTRA,28,SINDHUDURG,2084.95,1346.18,502.92,235.85,1160.12,502.92,342.40,2005.44,1157.49,477.46,342.40,1977.35,43874,73459,117333,460,2292,1050,3,1,45832,77407,123239,460,2292,1101,17,0,591.35,598.90,100.00,458.40,512.00,100.00,52.50,54.72,100.00,413.76,486.71,100.00,43874,73459,117333,45832,3263,78,42491,0,7.29,77407,238,29,677,398,29,876,123239,180494
MAHARASHTRA,29,SOLAPUR,6243.25,4067.68,1535.61,639.96,2917.76,1074.55,259.39,4251.70,1950.48,703.43,220.67,2874.58,167757,291036,458793,52,4045,3378,9,1,118651,250626,369277,22,4045,3378,11,0,4137.63,1003.40,24.25,809.00,808.83,99.98,168.92,149.14,88.29,39.00,22.50,57.69,167757,291036,458793,118651,17250,5089,87886,0,18.83,250626,0,0,0,0,0,0,369277,583706
MAHARASHTRA,30,THANE,7933.25,5278.51,1804.93,849.81,4219.98,1606.44,594.83,6421.25,3959.82,1431.86,591.54,5983.22,235922,299502,535424,300,4883,2616,10,3,226761,297442,524203,300,4883,2616,16,3,4466.08,3362.96,75.30,976.60,978.70,100.00,133.08,133.08,100,240.00,225.95,94.15,235922,299502,535424,226761,9145,152306,64757,844,71.20,297442,0,0,0,0,0,0,524203,526397
MAHARASHTRA,31,WARDHA,2270.99,1509.48,521.24,240.27,1181.56,492.86,96.82,1771.24,1291.77,486.02,96.82,1874.61,63339,71069,134408,56,1298,852,6,2,60015,62359,122374,38,1298,852,10,6,1311.05,1040.47,79.36,259.60,259.04,99.78,42.60,42.85,100.00,24.64,29.90,100.00,63339,71069,134408,60015,10080,6255,43679,111,27.22,62359,0,0,0,0,0,0,122374,210284
MAHARASHTRA,32,WASHIM,4337.69,2837.65,1098.04,402.00,1250.89,714.66,76.66,2042.21,917.80,627.23,64.25,1609.28,107896,97057,204953,50,1526,950,4,2,49552,50012,99564,38,1684,1075,4,0,3222.21,788.47,24.47,305.20,338.19,100.00,52.24,57.54,100.00,40.00,34.34,85.85,107896,97057,204953,49552,0,0,49552,0,0.00,50012,0,0,0,0,0,0,99564,217490
MAHARASHTRA,33,YAVATMAL,7505.57,4912.82,1870.28,722.47,2321.92,1467.18,184.27,3973.37,2706.55,1154.77,183.67,4044.99,187799,206239,394038,98,2935,1724,16,0,87874,116474,204348,76,2935,1946,32,4,5428.60,2199.63,40.52,587.00,619.04,100.00,86.20,119.06,100.00,220.00,213.90,97.23,187799,206239,394038,87874,8602,11195,45057,0,22.53,116474,1051,1673,2286,1092,106,406,204348,513041
MANIPUR,1,BISHNUPUR,669.20,467.84,150.91,50.45,446.46,115.05,19.51,581.02,364.85,115.05,19.51,499.41,12152,4850,17002,24,302,84,2,0,10840,4450,15290,24,302,84,0,3,388.86,353.40,90.88,68.17,57.77,84.74,7.40,4.50,60.81,48.00,62.60,100.00,12152,4850,17002,10840,308,90,10442,0,3.67,4450,20,0,0,0,0,0,15290,28147
MANIPUR,2,CHANDEL,1099.64,770.00,253.21,76.43,657.49,96.00,36.00,789.49,459.01,96.00,36.00,591.01,17610,0,17610,50,434,182,5,0,13985,0,13985,45,434,182,0,0,639.40,377.58,59.05,106.04,75.00,70.73,15.70,8.00,50.96,100.00,63.63,63.63,17610,0,17610,13985,0,13985,0,0,100.00,0,0,0,0,0,0,0,13985,25860
MANIPUR,3,CHURACHANDPUR,1986.26,1398.73,457.12,130.41,1201.60,110.00,57.00,1368.60,842.00,110.00,57.00,1009.00,33864,3762,37626,50,676,190,7,0,16755,3762,20517,37,676,190,5,0,1299.01,631.62,48.62,200.50,124.69,62.19,15.26,41.33,100.00,99.79,79.39,79.56,33864,3762,37626,16755,35,16681,24,15,99.77,3762,0,0,0,0,0,0,20517,46647
MANIPUR,4,IMPHAL EAST,1008.50,700.15,243.45,64.90,641.74,167.42,40.38,849.54,484.22,142.63,40.38,667.23,13189,12030,25219,50,804,119,3,0,12550,7915,20465,52,804,119,3,0,455.44,409.13,89.83,257.19,114.33,44.45,11.26,8.61,76.47,98.60,86.61,87.84,13189,12030,25219,12550,36,20,12494,0,0.45,7915,6,15,2990,50,0,10,20465,54014
MANIPUR,5,IMPHAL WEST,942.21,656.51,209.11,76.59,598.93,129.35,16.13,744.41,298.17,113.42,16.13,427.72,20608,4405,25013,45,156,0,5,0,16774,3509,20283,40,156,0,6,0,715.60,269.97,37.73,27.04,35.00,100.00,0.00,0.00,0.00,73.35,62.53,85.25,20608,4405,25013,16774,89,153,16532,0,1.44,3509,0,0,0,0,0,0,20283,41512
MANIPUR,6,SENAPATI,2509.77,1766.20,564.69,178.88,1468.05,146.00,58.30,1672.35,910.41,143.76,58.30,1112.46,47968,28392,76360,50,490,185,1,0,37872,14181,52053,36,490,185,0,0,1797.66,739.32,41.13,151.66,102.82,67.80,17.26,7.80,45.19,99.79,56.91,57.03,47968,28392,76360,37872,169,37703,0,0,100.00,14181,0,0,0,0,0,0,52053,32968
MANIPUR,7,TAMENGLONG,883.84,617.51,204.61,61.72,565.04,96.00,42.30,703.34,436.18,96.00,42.30,574.49,13380,1486,14866,50,424,0,4,0,12137,1486,13623,40,424,0,0,0,471.94,353.75,74.96,108.11,70.96,65.64,0.00,0.00,0.00,99.79,93.46,93.66,13380,1486,14866,12137,0,12137,0,0,100.00,1486,0,0,0,0,0,0,13623,21069
MANIPUR,8,THOUBAL,1351.23,954.19,303.18,93.86,872.35,135.88,521.85,1530.08,677.89,135.01,75.90,888.80,23264,5250,28514,42,395,42,3,0,18915,9092,28007,42,395,42,3,0,849.73,642.46,75.61,141.16,107.42,76.10,2.10,2.10,100,84.00,72.80,86.67,23264,5250,28514,18915,0,87,18828,0,0.46,9092,76,4,2285,1353,52,72,28007,54653
MANIPUR,9,UKHRUL,823.38,577.60,193.22,52.56,493.95,49.13,2.99,546.07,157.48,30.33,2.99,190.80,12852,8192,21044,25,238,399,5,0,1625,8192,9817,2,238,399,0,0,504.13,29.91,5.93,76.83,41.28,53.73,39.92,15.96,39.98,50.00,3.20,6.40,12852,8192,21044,1625,0,1364,0,0,83.94,8192,0,0,0,0,0,0,9817,30882
MEGHALAYA,1,EAST GARO HILLS,1899.42,1355.15,443.55,100.72,1817.24,448.73,15.48,2281.45,1293.28,351.94,15.00,1660.22,31739,6469,38208,10,1311,177,10,0,21924,9750,31674,25,1131,177,6,0,890.01,629.99,70.78,430.73,737.12,100.00,17.22,8.70,50.52,74.77,50.70,67.81,31739,6469,38208,21924,0,21924,0,0,100.00,9750,0,0,0,0,0,0,31674,49612
MEGHALAYA,2,EAST KHASI HILLS,2784.15,1957.65,651.34,175.16,2547.88,583.62,99.39,3230.89,1816.70,482.52,86.26,2385.48,42284,32778,75062,50,2148,349,4,0,34553,27645,62198,53,2148,402,0,0,1416.21,1245.70,87.96,662.51,691.06,100.00,31.16,40.72,100.00,93.35,104.79,100.00,42284,32778,75062,34553,0,34553,0,0,100.00,27645,0,27645,0,0,0,0,62198,84694
MEGHALAYA,3,JAINTIA HILLS,1625.05,1141.78,372.82,110.45,1463.90,325.45,37.17,1826.52,747.52,296.13,37.17,1080.82,31950,6729,38679,50,595,155,5,0,20452,4585,25037,26,493,141,5,0,1148.83,663.21,57.73,173.39,153.82,88.71,15.50,1.46,9.42,100.00,40.96,40.96,31950,6729,38679,20452,0,19812,0,0,96.87,4585,0,0,0,0,0,0,25037,59681
