State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total,Rural_Households
HARYANA,11,KURUKSHETRA,1248.57,694.64,338.67,215.26,1170.02,272.33,186.54,1628.89,527.16,272.25,174.00,973.41,30598,67780,98378,100,563,465,0,0,30681,67807,98488,100,563,465,5,0,638.25,507.96,79.59,156.86,154.39,98.43,28.66,23.43,81.75,167.50,96.75,57.76,30598,67780,98378,30681,9928,0,20753,0,32.36,67807,0,0,0,0,0,0,98488,126220
HARYANA,12,MAHENDRAGARH,625.34,394.20,139.20,91.94,982.95,141.25,126.60,1250.80,371.19,135.37,92.16,598.72,17500,80000,97500,81,253,554,0,0,17500,80000,97500,81,253,554,1,0,302.69,280.17,92.56,50.60,50.60,100,27.70,27.70,100,121.50,121.50,100,17500,80000,97500,17500,7723,0,9777,0,44.13,80000,0,0,0,0,0,0,97500,145235
HARYANA,13,MEWAT,947.93,634.09,221.59,92.25,1195.58,196.52,112.47,1504.58,545.99,196.52,112.47,854.98,21875,99024,120899,50,497,185,0,0,20472,49008,69480,50,497,185,5,0,504.97,485.68,96.18,99.40,99.40,100,9.25,9.25,100,75.00,75.00,100,21875,99024,120899,20472,4091,0,16381,0,19.98,49008,0,0,0,0,0,0,69480,137261
HARYANA,14,PANCHKULA,397.79,257.66,92.07,48.06,448.72,82.14,34.22,565.08,218.82,76.85,34.12,329.79,8760,18801,27561,58,126,68,0,0,9888,20161,30049,58,126,97,3,0,156.34,141.91,90.77,25.20,25.07,99.48,3.40,4.65,100.00,87.00,93.84,100.00,8760,18801,27561,9888,2775,0,7113,27,28.06,20161,0,0,0,0,0,0,30049,42651
HARYANA,15,PANIPAT,1016.81,489.84,263.53,263.44,807.68,247.20,216.27,1271.15,456.32,247.20,216.27,919.79,28000,39720,67720,64,182,216,0,0,28000,39720,67720,64,235,216,10,1,554.96,476.34,85.83,36.40,53.19,100.00,10.80,11.00,100.00,111.81,104.97,93.88,28000,39720,67720,28000,14825,0,13113,42,52.95,39720,0,0,0,0,0,0,67720,114922
HARYANA,16,REWARI,1156.72,763.99,272.43,120.30,1204.00,210.80,116.39,1531.19,550.78,204.25,109.72,864.74,30000,66388,96388,50,694,0,0,0,27097,64821,91918,49,696,19,5,0,644.51,474.60,73.64,138.80,156.45,100.00,0.00,0.97,0.00,75.00,63.00,84.00,30000,66388,96388,27097,13253,0,13844,2,48.91,64821,0,0,0,0,0,0,91918,126261
HARYANA,17,ROHTAK,751.85,479.10,168.23,104.52,755.12,170.73,57.65,983.50,350.28,144.36,55.15,549.79,22171,79851,102022,79,156,17,0,0,22171,79851,102022,79,158,17,2,2,422.76,256.33,60.63,31.20,38.67,100.00,0.86,0.86,100,118.50,108.74,91.76,22171,79851,102022,22171,10198,0,11973,0,46.00,79851,0,0,0,0,0,0,102022,115506
HARYANA,18,SIRSA,1009.16,650.49,218.30,140.37,1274.28,213.36,145.13,1632.77,638.46,209.91,145.13,993.49,35400,28111,63511,50,400,354,0,0,35400,28111,63511,50,400,354,4,0,515.87,497.16,96.37,80.00,80.57,100.00,17.70,17.24,97.40,75.00,73.76,98.35,35400,28111,63511,35400,24780,0,10620,0,70.00,28111,0,0,0,0,0,0,63511,178789
HARYANA,19,SONIPAT,1130.43,563.34,302.50,264.60,1071.79,558.72,690.16,2320.67,353.24,150.61,91.55,595.40,29808,94725,124533,50,100,368,5,0,30300,134800,165100,50,100,368,5,4,738.89,239.06,32.35,20.00,20.00,100,18.40,18.40,100,75.00,75.00,100,29808,94725,124533,30300,11923,0,18377,0,39.35,134800,30300,0,0,0,0,0,165100,180286
HARYANA,20,YAMUNANAGAR,2253.64,1457.36,570.70,225.58,1645.07,299.26,142.01,2086.34,824.08,292.77,136.34,1253.19,52539,84491,137030,50,1284,611,0,0,52539,84491,137030,50,1284,611,10,0,1147.33,615.99,53.69,373.63,323.34,86.54,38.87,34.53,88.83,75.00,67.50,90.0,52539,84491,137030,52539,26626,0,25913,0,50.68,84491,0,0,0,0,0,0,137030,133009
HIMACHAL PRADESH,1,BILASPUR,1157.15,793.98,284.38,78.79,525.79,188.32,34.98,749.10,481.66,172.87,34.98,689.51,11931,38738,50669,100,957,500,6,0,13221,39706,52927,51,820,466,0,0,248.64,78.86,31.72,296.11,234.18,79.09,33.40,23.30,69.76,200.00,119.00,59.50,11931,38738,50669,13221,3347,694,9180,0,30.57,39706,191,23,114,0,1,103,52927,74661
HIMACHAL PRADESH,2,CHAMBA,2367.96,1360.06,622.82,385.08,958.32,347.96,80.01,1386.29,1121.96,336.87,80.01,1538.84,44429,31646,76075,50,1778,105,10,0,58422,40186,98608,50,1778,158,0,0,1359.33,466.70,34.33,519.51,708.15,100.00,5.26,7.73,100.00,100.00,108.18,100.00,44429,31646,76075,58422,17877,24750,15748,67,72.96,40186,614,941,0,0,0,0,98608,94574
HIMACHAL PRADESH,3,HAMIRPUR,1281.89,888.67,316.82,76.40,635.07,226.20,54.63,915.90,595.29,219.92,54.64,869.85,11593,45592,57185,60,1400,900,3,0,11593,45683,57276,41,1131,689,1,0,289.43,277.33,95.82,433.00,275.47,63.62,60.56,36.10,59.61,120.00,80.71,67.26,11593,45592,57185,11593,3526,38,8029,14,30.74,45683,0,0,0,0,0,0,57276,97893
HIMACHAL PRADESH,4,KANGRA,4345.77,3087.38,1063.16,195.23,1485.88,511.70,8.36,2005.94,1512.28,460.59,8.17,1981.05,45000,159201,204201,116,4000,4200,4,0,61930,269640,331570,59,2844,3958,1,0,1289.79,345.28,26.77,1362.96,974.76,71.52,375.00,68.90,18.37,232.02,71.52,30.82,45000,159201,204201,61930,14882,2659,44389,0,28.32,269640,120,105,135,15,2,90,331570,316419
HIMACHAL PRADESH,5,KINNAUR,301.07,207.89,76.88,16.30,112.23,34.50,6.90,153.62,89.74,32.88,4.44,127.06,1560,13383,14943,65,350,226,1,0,1560,13263,14823,28,272,66,0,0,42.08,0.05,0.12,84.43,37.07,43.91,20.96,7.90,37.69,62.50,36.94,59.10,1560,13383,14943,1560,798,762,0,0,100.00,13263,0,0,0,0,0,0,14823,19535
HIMACHAL PRADESH,6,KULLU,1145.97,776.61,296.66,72.70,569.84,217.89,30.11,817.84,542.20,209.91,28.79,780.90,9989,41986,51975,150,1150,956,2,0,9989,45947,55936,113,1150,942,0,0,256.18,242.61,94.70,324.51,249.30,76.82,75.61,12.39,16.39,300.00,171.40,57.13,9989,41986,51975,9989,4506,160,5305,18,46.71,45947,48,2,362,13,0,17,55936,84501
HIMACHAL PRADESH,7,LAHAUL & SPITI,154.05,103.22,41.47,9.36,58.80,11.77,0.00,70.57,23.28,9.19,0.00,32.47,2413,3049,5462,4,263,112,1,0,2413,3049,5462,4,263,112,1,0,71.89,0.00,0.00,58.16,11.95,20.55,5.70,2.10,36.84,0.80,7.65,100.00,2413,3049,5462,2413,540,1873,0,0,100.00,3049,0,0,0,0,0,0,5462,6695
HIMACHAL PRADESH,8,MANDI,2287.10,1359.93,627.46,299.71,1171.95,540.75,267.71,1980.40,1177.35,540.49,267.61,1985.46,34407,117797,152204,100,3409,224,10,0,34408,117797,152205,125,3434,124,5,0,721.89,706.24,97.83,861.34,721.45,83.76,17.76,12.20,68.69,200.00,174.12,87.06,34407,117797,152204,34408,13639,747,19787,0,41.81,117797,0,0,0,0,0,0,152205,204051
HIMACHAL PRADESH,9,SHIMLA,1864.86,1293.65,452.59,118.62,1082.06,378.55,108.76,1569.37,1070.75,355.89,97.64,1524.28,23874,53231,77105,70,2489,923,10,0,24314,55048,79362,70,2489,840,0,0,546.91,541.43,99.00,634.89,505.00,79.54,58.06,47.10,81.12,140.00,136.95,97.82,23874,53231,77105,24314,11720,0,12594,0,48.20,55048,0,0,0,0,0,0,79362,130864
HIMACHAL PRADESH,10,SIRMAUR,2707.19,1875.30,686.50,145.39,1208.92,442.59,65.29,1716.80,1133.44,428.22,64.59,1626.25,13753,44978,58731,264,2804,223,6,0,13671,70126,83797,75,1852,223,6,2,359.79,321.76,89.43,1026.99,755.31,73.55,21.32,12.17,57.08,463.20,222.50,48.04,13753,44978,58731,13671,4972,305,8394,29,38.60,70126,194,14,378,5,6,37,83797,84317
HIMACHAL PRADESH,11,SOLAN,1265.26,845.41,339.09,80.76,567.24,227.53,122.14,916.91,476.07,179.05,50.79,705.90,10858,38230,49088,225,1288,1244,4,0,10858,38230,49088,207,1288,1244,1,0,230.58,189.95,82.38,380.26,228.81,60.17,101.42,28.10,27.71,375.00,108.16,28.84,10858,38230,49088,10858,4882,1413,4563,0,57.98,38230,0,0,0,0,0,0,49088,97237
HIMACHAL PRADESH,12,UNA,754.28,526.30,189.50,38.48,372.09,139.92,115.12,627.13,304.10,119.09,8.20,431.38,8360,44752,53112,25,850,695,2,0,8360,44752,53112,25,850,695,5,0,220.60,0.00,0.00,277.67,244.92,88.21,60.26,34.55,57.33,50.00,50.00,100,8360,44752,53112,8360,2897,130,5333,0,36.21,44752,10065,8873,0,0,0,0,53112,99791
JAMMU & KASHMIR,1,ANANTNAG,3493.37,2440.13,763.10,290.14,1385.79,287.11,1343.81,3016.71,1220.61,278.93,194.74,1694.27,75476,18061,93537,50,1315,75,3,0,63066,19204,82270,50,1315,9,0,0,2330.61,1308.65,56.15,265.03,262.39,99.00,7.12,0.45,6.32,100.00,89.32,89.32,75476,18061,93537,63066,0,0,63066,0,0.00,19204,0,0,0,0,0,0,82270,109465
JAMMU & KASHMIR,2,BANDIPORA,962.47,670.15,234.65,57.67,290.22,40.74,174.77,505.73,230.46,37.54,7.15,275.15,13100,31466,44566,10,360,10,10,0,5876,0,5876,7,138,0,0,0,524.00,223.11,42.58,138.60,33.75,24.35,1.00,0.00,0.00,20.00,9.46,47.30,13100,31466,44566,5876,0,892,3905,0,15.18,0,0,0,0,0,0,0,5876,47620
JAMMU & KASHMIR,3,BARAMULLA,3299.59,2327.66,737.86,234.07,1237.40,301.24,147.95,1686.59,1015.88,289.10,143.29,1448.28,68290,64211,132501,52,1164,22,8,0,32370,18302,50672,49,1164,2,0,0,2443.26,1099.73,45.01,244.27,240.98,98.65,2.20,0.20,9.09,75.41,65.62,87.02,68290,64211,132501,32370,0,7093,25277,0,21.91,18302,0,0,0,0,0,0,50672,119791
JAMMU & KASHMIR,4,BUDGAM,2463.41,1733.42,563.73,166.26,985.55,221.38,96.65,1303.58,772.11,221.30,94.07,1087.48,47801,24580,72381,77,1296,37,6,0,21126,8500,29626,77,1176,6,0,0,1740.14,688.62,39.57,327.10,256.85,78.52,3.42,0.25,7.31,105.39,61.73,58.57,47801,24580,72381,21126,0,1984,17470,0,9.39,8500,0,0,0,0,0,0,29626,86083
JAMMU & KASHMIR,5,DODA,4129.34,2917.00,986.64,225.70,1648.34,346.48,187.19,2182.01,1310.12,346.48,123.42,1780.02,73029,25779,98808,50,4033,23,10,4,40290,9917,50207,100,2819,20,0,0,2302.03,945.54,41.07,1174.76,691.58,58.87,1.32,0.72,54.55,100.00,22.29,22.29,73029,25779,98808,40290,1702,1909,11676,0,8.96,9917,0,0,0,0,0,0,50207,72580
JAMMU & KASHMIR,6,JAMMU,3159.33,2207.31,748.84,203.18,1346.20,264.81,93.76,1704.77,1018.80,264.81,93.76,1377.37,50950,113373,164323,50,2607,36,6,0,16524,28035,44559,50,2165,36,2,0,1900.56,619.99,32.62,664.03,467.37,70.38,2.96,2.55,86.15,75.00,100.00,100.00,50950,113373,164323,16524,0,0,0,0,0.00,28035,0,0,0,0,0,0,44559,155851
JAMMU & KASHMIR,7,KARGIL,1246.20,859.82,326.40,59.98,353.13,92.53,15.36,461.02,289.17,71.56,15.34,376.06,8475,0,8475,55,1545,10,5,0,2970,600,3570,31,706,1,0,0,307.50,61.60,20.03,578.17,253.42,43.83,1.00,0.10,10.0,101.00,43.02,42.59,8475,0,8475,2970,0,2970,0,0,100.00,600,0,0,0,0,0,0,3570,15442
JAMMU & KASHMIR,8,KATHUA,1392.82,975.68,323.78,93.36,813.07,190.57,88.48,1092.12,648.10,178.83,83.36,910.29,25978,64408,90386,60,1049,33,7,0,10140,26341,36481,54,1048,10,1,0,864.80,519.09,60.02,243.66,250.82,100.00,3.32,0.83,25.00,14.49,97.19,100.00,25978,64408,90386,10140,4867,695,4509,15,54.85,26341,1165,101,1871,0,29,234,36481,100283
JAMMU & KASHMIR,9,KISHTWAR,1691.36,1201.39,421.02,68.95,258.65,71.84,11.41,341.90,138.68,71.84,11.41,221.93,22318,0,22318,10,1285,0,0,0,6754,0,6754,5,525,0,0,0,892.72,156.27,17.50,494.73,51.84,10.48,0.00,0.00,0.00,20.00,5.35,26.75,22318,0,22318,6754,0,0,0,0,0.00,0,0,0,0,0,0,0,6754,41968
JAMMU & KASHMIR,10,KULGAM,746.48,519.56,180.68,46.24,64.86,81.00,88.06,233.92,66.59,81.00,15.36,162.95,11568,27306,38874,10,286,15,0,0,7078,4000,11078,10,236,15,0,0,432.72,83.93,19.40,110.11,28.76,26.12,1.52,0.20,13.16,20.00,37.67,100.00,11568,27306,38874,7078,0,3000,3000,0,42.38,4000,0,0,0,0,0,0,11078,56316
JAMMU & KASHMIR,11,KUPWARA,2923.92,2049.74,700.41,173.77,1174.19,276.08,76.44,1526.71,764.26,276.08,76.44,1116.78,58068,18208,76276,50,2359,105,6,0,27947,4672,32619,47,1702,13,2,0,1730.79,552.00,31.89,710.82,475.13,66.84,9.92,0.70,7.06,100.00,60.70,60.70,58068,18208,76276,27947,0,1900,23705,63,6.80,4672,0,0,0,0,0,0,32619,96737
JAMMU & KASHMIR,12,LEH (LADAKH),849.48,551.34,221.30,76.84,317.85,120.40,20.45,458.70,229.92,114.32,20.45,364.70,6090,0,6090,250,351,400,3,0,5296,0,5296,240,350,132,0,0,176.81,101.22,57.25,86.11,85.31,99.07,39.70,12.51,31.51,431.60,135.72,31.45,6090,0,6090,5296,0,5296,0,0,100.00,0,0,0,0,0,0,0,5296,14590
JAMMU & KASHMIR,13,POONCH,2111.59,1462.47,493.81,155.31,848.97,245.92,99.23,1194.12,611.05,240.28,99.00,950.33,37764,27507,65271,82,1560,51,6,0,20072,11097,31169,80,1242,5,0,0,1225.99,528.09,43.07,443.17,284.29,64.15,5.12,0.50,9.77,107.33,88.64,82.59,37764,27507,65271,20072,0,0,0,0,0.00,11097,0,0,0,0,0,0,31169,81670
JAMMU & KASHMIR,14,PULWAMA,2187.01,1526.80,510.68,149.53,728.01,262.74,168.54,1159.29,435.39,242.39,168.53,846.31,41902,13141,55043,64,1384,48,6,0,14053,9787,23840,64,1227,7,4,0,1374.31,351.41,25.57,351.17,296.98,84.57,4.50,0.33,7.33,102.80,97.91,95.24,41902,13141,55043,14053,0,103,13900,0,0.73,9787,0,0,0,0,0,0,23840,71063
JAMMU & KASHMIR,15,RAJAURI,1921.22,1338.65,448.22,134.35,843.24,921.09,51.49,1815.82,506.07,921.09,51.01,1478.17,37507,223960,261467,12,1241,5,2,0,8869,15595,24464,12,1225,6,1,0,1370.61,1088.89,79.45,294.08,308.03,100.00,0.52,0.50,96.15,24.00,33.10,100.00,37507,223960,261467,8869,180,2237,1737,7,27.25,15595,0,0,0,0,0,0,24464,117183
JAMMU & KASHMIR,16,RAMBAN,1346.71,929.89,347.29,69.53,274.57,58.32,8.19,341.08,164.47,58.22,8.19,230.88,15926,6850,22776,34,1014,25,4,0,1986,0,1986,18,362,2,0,0,637.04,75.61,11.87,390.39,115.98,29.71,2.52,0.90,35.71,68.00,27.78,40.85,15926,6850,22776,1986,0,0,0,0,0.00,0,0,0,0,0,0,0,1986,52261
JAMMU & KASHMIR,17,REASI,1553.66,1081.75,385.04,86.87,495.57,52.00,31.19,578.76,328.36,50.22,31.19,409.77,21500,0,21500,10,854,50,4,0,4281,0,4281,12,390,8,0,0,860.00,220.97,25.69,328.79,150.07,45.64,5.00,0.80,16.00,20.00,24.06,100.00,21500,0,21500,4281,0,0,0,0,0.00,0,0,0,0,0,0,0,4281,49914
JAMMU & KASHMIR,18,SAMBA,571.14,397.25,135.62,38.27,141.50,53.48,10.87,205.85,47.23,53.48,10.56,111.26,9849,0,9849,10,70,20,0,0,1173,0,1173,10,45,5,0,0,393.96,53.57,13.60,26.96,17.48,64.84,2.00,0.00,0.00,20.00,39.65,100.00,9849,0,9849,1173,0,0,0,0,0.00,0,0,0,0,0,0,0,1173,53197
JAMMU & KASHMIR,19,SHOPIAN,682.30,472.07,168.72,41.51,224.71,81.18,20.46,326.35,148.93,56.91,20.46,226.30,10196,0,10196,10,300,10,2,0,2521,342,2863,17,97,0,1,0,407.84,157.78,38.69,115.50,30.21,26.16,1.00,0.00,0.00,20.00,16.32,81.60,10196,0,10196,2521,0,159,2012,0,6.31,342,0,0,0,0,0,0,2863,39486
JAMMU & KASHMIR,20,SRINAGAR,964.02,673.02,220.89,70.11,288.21,154.06,40.25,482.52,277.72,141.39,39.75,458.86,18434,64408,82842,78,274,70,4,0,9742,18248,27990,82,191,6,4,0,638.49,284.71,44.59,84.77,66.82,78.83,7.00,0.30,4.29,105.61,68.78,65.13,18434,64408,82842,9742,0,3186,5528,3,32.70,18248,0,49,420,0,3,36,27990,2690
JAMMU & KASHMIR,21,UDHAMPUR,2903.32,2038.97,709.68,154.67,1119.88,284.17,93.99,1498.04,742.54,284.17,87.31,1114.02,48850,44474,93324,56,2930,25,7,0,18518,7443,25961,45,2095,22,0,0,1634.92,512.92,31.37,843.89,472.74,56.02,1.56,1.66,100.00,103.00,91.66,88.99,48850,44474,93324,18518,3974,1806,12689,26,31.21,7443,578,241,233,0,6,21,25961,77104
JHARKHAND,1,BOKARO,4433.20,2956.30,1099.63,377.27,874.29,911.06,71.61,1856.96,490.80,346.70,70.35,907.85,104627,102176,206803,40,1814,249,8,0,34671,5985,40656,6,1814,249,14,14,3209.57,454.28,14.15,397.00,374.15,94.24,16.33,7.17,43.91,80.00,6.77,8.46,104627,102176,206803,34671,7566,6212,20813,144,39.74,5985,0,0,0,0,0,0,40656,204021
JHARKHAND,2,CHATRA,3978.16,2661.34,977.35,339.47,1186.40,853.67,98.00,2138.07,1206.40,494.59,96.30,1797.29,98223,25280,123503,50,1134,526,10,0,55782,4565,60347,19,1134,242,16,16,2900.72,1314.92,45.33,246.60,226.94,92.03,36.77,7.14,19.42,100.00,38.57,38.57,98223,25280,123503,55782,19582,3837,32363,25,41.98,4565,1104,21,3451,0,0,138,60347,170239
JHARKHAND,3,DEOGHAR,2228.74,1444.93,516.18,267.63,1179.83,614.69,22.42,1816.94,1074.13,478.09,22.42,1574.65,75153,88207,163360,50,464,1057,10,0,75153,20681,95834,1,464,869,0,15,1551.40,1270.70,81.91,92.80,133.76,100.00,72.60,4.14,5.70,100.00,2.40,2.40,75153,88207,163360,75153,12401,9045,49826,0,28.54,20681,5,5,160,0,0,0,95834,214896
JHARKHAND,4,DHANBAD,4399.71,2963.46,1099.78,336.47,1140.87,984.44,73.02,2198.34,679.81,278.26,71.94,1030.00,104672,89302,193974,62,2820,73,10,0,45711,16077,61788,24,2820,102,0,12,3083.87,432.82,14.03,601.66,450.78,74.92,11.46,30.00,100.00,102.40,11.95,11.67,104672,89302,193974,45711,8678,4317,32606,101,28.43,16077,0,0,215,130,0,0,61788,207157
JHARKHAND,5,DUMKA,5592.60,3530.00,1366.71,695.89,2666.00,1328.25,443.62,4437.86,2011.26,857.26,433.06,3301.58,148732,42024,190756,50,2926,202,10,0,126925,13702,140627,0,2926,202,72,73,3498.14,2333.67,66.71,603.50,556.97,92.29,10.10,11.57,100.00,100.00,0.00,0.00,148732,42024,190756,126925,11939,43141,71845,0,43.40,13702,0,0,0,0,0,0,140627,255926
JHARKHAND,6,GARHWA,3784.05,2528.86,908.41,346.78,1840.91,828.07,81.52,2750.50,941.21,533.98,14.58,1489.78,95558,69177,164735,50,1303,714,10,0,59247,3407,62654,25,1373,82,20,25,2581.68,1074.95,41.64,261.96,257.14,98.16,55.14,2.60,4.72,100.02,19.35,19.35,95558,69177,164735,59247,115,235,3740,0,0.59,3407,20,0,201,0,0,0,62654,241497
JHARKHAND,7,GIRIDIH,6792.67,4554.06,1679.11,559.50,1765.28,1274.75,109.30,3149.33,1036.94,349.27,50.27,1436.48,155100,44190,199290,50,2472,1762,10,0,66885,5610,72495,10,2472,368,0,13,4711.07,610.41,12.96,590.70,583.10,98.71,130.46,24.65,18.89,100.00,24.05,24.05,155100,44190,199290,66885,0,0,0,0,0.00,5610,0,0,0,0,0,0,72495,356247
JHARKHAND,8,GODDA,3461.16,2265.64,855.32,340.20,1241.78,642.33,96.56,1980.67,571.50,283.58,78.76,933.83,95732,114088,209820,50,1612,315,10,0,46463,5642,52105,16,1612,248,13,14,2623.77,569.65,21.71,322.40,247.20,76.67,20.77,0.05,0.24,100.00,26.40,26.40,95732,114088,209820,46463,4806,11622,29908,57,35.36,5642,0,0,0,0,0,0,52105,239500
JHARKHAND,9,GUMLA,3331.13,2231.77,798.28,301.08,1297.06,567.11,129.78,1993.95,774.53,278.11,129.78,1182.41,97098,101793,198891,50,1190,307,10,0,55123,6940,62063,3,1190,307,19,19,2420.70,707.36,29.22,238.00,237.82,99.92,16.56,37.00,100.00,100.00,6.70,6.70,97098,101793,198891,55123,7528,31811,15784,0,71.37,6940,0,0,0,0,0,0,62063,176770
JHARKHAND,10,HAZARIBAGH,4693.70,3072.09,1137.90,483.71,1785.42,1104.10,461.18,3350.70,1321.86,554.94,209.98,2086.78,140453,71402,211855,105,1563,169,15,0,104875,12506,117381,29,1563,169,15,45,3352.46,1721.44,51.35,382.66,237.10,61.96,17.11,21.36,100.00,210.00,2.20,1.05,140453,71402,211855,104875,10393,7701,86159,21,17.25,12506,334,48,3650,0,5,36,117381,252871
JHARKHAND,11,JAMTARA,2541.97,1682.30,621.33,238.34,652.52,539.51,16.20,1208.23,426.01,369.68,15.81,811.50,68040,62374,130414,50,626,620,10,0,42704,3931,46635,1,626,223,0,10,1884.73,507.00,26.90,125.20,195.51,100.00,47.36,9.00,19.00,100.00,1.96,1.96,68040,62374,130414,42704,6000,7000,12000,10,30.44,3931,0,0,0,0,0,0,46635,135540
JHARKHAND,12,KHUNTI,2549.88,1736.96,641.20,171.72,131.53,484.31,0.00,615.84,8.28,321.93,0.00,330.21,45773,11493,57266,12,1791,196,12,0,12590,1085,13675,0,1242,177,2,0,1489.84,172.97,11.61,470.56,65.30,13.88,14.48,9.05,62.50,24.00,12.00,50.0,45773,11493,57266,12590,2735,7119,2736,0,78.27,1085,0,0,0,0,0,0,13675,93762
JHARKHAND,13,KODERMA,1713.47,1145.65,416.75,151.07,461.04,343.32,35.33,839.69,253.31,108.83,35.33,397.47,39950,37106,77056,50,472,440,10,0,20945,495,21440,0,442,320,4,12,1103.37,244.84,22.19,104.76,93.24,89.00,27.70,17.36,62.67,100.00,0.00,0.00,39950,37106,77056,20945,2960,1850,14920,0,22.96,495,0,0,0,0,0,0,21440,90207
JHARKHAND,14,LATEHAR,3543.85,2373.11,867.59,303.15,1714.57,579.74,26.14,2320.45,1419.65,563.15,26.14,2008.95,79635,14552,94187,50,2058,649,16,0,66455,5140,71595,27,2058,649,0,40,2222.31,1491.27,67.10,411.60,269.77,65.54,49.65,7.65,15.41,100.00,48.86,48.86,79635,14552,94187,66455,19884,26792,19779,0,70.24,5140,0,0,0,0,0,0,71595,122902
JHARKHAND,15,LOHARDAGA,869.92,577.02,199.91,92.99,510.84,189.71,31.00,731.55,498.16,135.12,18.57,651.85,22626,25229,47855,50,626,307,10,0,22626,17141,39767,10,626,307,0,6,344.36,359.80,100.00,125.20,125.20,100,20.88,23.22,100.00,100.00,36.95,36.95,22626,25229,47855,22626,850,14188,7588,0,66.46,17141,0,0,0,0,0,0,39767,80295
JHARKHAND,16,PAKUR,2527.91,1695.61,608.00,224.30,1402.17,775.69,4.22,2182.08,1068.18,487.03,4.22,1559.43,72250,29077,101327,50,1601,685,10,0,63549,7074,70623,0,1601,214,0,52,1636.38,977.46,59.73,320.20,321.45,100.00,50.19,11.35,22.61,100.00,0.00,0.00,72250,29077,101327,63549,7243,18920,37309,0,41.17,7074,0,0,0,0,0,0,70623,167362
JHARKHAND,17,PALAMU,3577.28,2382.22,854.31,340.75,1745.69,811.39,97.45,2654.53,1458.68,811.37,96.45,2366.51,91152,138623,229775,50,1927,99,10,0,69093,16560,85653,8,1928,99,13,13,2269.07,1857.54,81.86,385.40,394.45,100.00,5.83,3.34,57.29,100.00,9.98,9.98,91152,138623,229775,69093,22069,9155,37225,0,45.19,16560,0,0,0,0,0,0,85653,316135
JHARKHAND,18,PASCHIM SINGHBHUM,6427.06,4303.83,1598.34,524.89,2721.87,1285.80,38.01,4045.68,1325.15,563.73,38.01,1926.88,170083,33439,203522,50,3063,361,10,0,82047,3968,86015,38,3064,361,13,20,4940.33,969.44,19.62,617.26,612.44,99.22,18.66,18.05,96.73,100.00,57.60,57.60,170083,33439,203522,82047,6278,63322,12434,0,84.83,3968,0,17,0,0,0,0,86015,256019
JHARKHAND,19,PURBI SINGHBHUM,2618.39,1746.17,582.12,290.10,1553.26,546.29,198.87,2298.42,1005.07,367.67,189.91,1562.64,97196,119789,216985,52,2248,337,10,0,126967,20469,147436,3,2248,337,0,21,1160.59,904.81,77.96,504.80,444.19,87.99,26.32,16.85,64.02,102.75,3.82,3.72,97196,119789,216985,126967,8223,22170,83440,0,23.94,20469,103,1289,0,0,0,0,147436,215676
JHARKHAND,20,RAMGARH,2236.36,1498.82,558.49,179.05,235.03,494.78,50.31,780.12,202.88,279.00,50.31,532.19,48992,16857,65849,40,670,40,8,0,19051,1240,20291,1,512,40,0,0,1544.05,427.22,27.67,221.00,73.87,33.43,2.00,2.00,100,80.00,0.00,0.00,48992,16857,65849,19051,2111,3040,12693,4,27.04,1240,0,0,0,0,0,0,20291,97889
JHARKHAND,21,RANCHI,8346.42,5682.84,2059.03,604.55,4125.60,1779.77,65.77,5971.14,2171.99,1609.76,65.77,3847.52,197639,41036,238675,42,5900,1032,10,0,127798,14210,142008,28,3221,607,10,50,5465.95,2502.80,45.79,1374.50,868.03,63.15,74.26,20.84,28.06,84.00,59.72,71.10,197639,41036,238675,127798,32623,55745,39181,0,69.15,14210,4,103,7,0,0,0,142008,322679
