Date,State_Name,SL_No,District_Name,Outlay,Amt. Released Centre,Amt. Released State,Amt. Released Beneficiary,Amt. Released Total,Expenditure Centre,Expenditure State,Expenditure Beneficiary,Expenditure Total,IHHL construction BPL,IHHL construction APL,IHHL construction Total,Construction SCW,Construction School toilets,Construction Nursery toilets,Construction RSMs,Construction PCs,Total Expenditure BPL Toilets,Total Expenditure School Toilets,Total Expenditure Nursery toilets,Total Expenditure SCWs
30-Jun-2013,ANDHRA PRADESH,8,KHAMMAM,0,0,0,0,0,33.22,0,0,33.22,853,0,853,0,0,0,0,0,32.21,0,0,0
30-Jun-2013,ANDHRA PRADESH,9,KRISHNA,0,0,0,0,0,15.2,0,0,15.21,877,0,877,0,0,0,0,0,14.5,0,0,0
30-Jun-2013,ANDHRA PRADESH,10,KURNOOL,0,0,0,0,0,1.44,0,0,1.44,154,0,154,0,0,2,0,0,0,0,0,0
30-Jun-2013,ANDHRA PRADESH,11,MAHBUBNAGAR,0,0,0,0,0,7.69,2.25,0,9.94,84,0,84,0,0,0,0,0,2.39,0,0,0
30-Jun-2013,ANDHRA PRADESH,12,MEDAK,0,0,0,0,0,47.68,0,0,47.68,0,0,0,2,0,0,0,0,0,35.54,4,4
30-Jun-2013,ANDHRA PRADESH,13,NALGONDA,0,0,0,0,0,5.87,1.43,0.92,8.22,0,0,0,0,20,0,0,0,5.61,0,0,0
30-Jun-2013,ANDHRA PRADESH,14,NELLORE,0,0,0,0,0,2.06,4.47,0,6.53,260,0,260,0,0,0,0,0,0,0.67,0,0
30-Jun-2013,ANDHRA PRADESH,15,NIZAMABAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ANDHRA PRADESH,16,PRAKASAM,0,0,0,0,0,1.34,0.09,0,1.43,1224,10,1234,0,0,0,0,0,0,0,0,0
30-Jun-2013,ANDHRA PRADESH,17,RANGAREDDI,0,0,0,0,0,50.05,0,0,50.05,2231,0,2231,0,0,0,0,0,0,0,0,0
30-Jun-2013,ANDHRA PRADESH,18,SRIKAKULAM,0,0,0,0,0,0,0,0,0,3677,0,3677,0,0,0,0,0,0,0,0,0
30-Jun-2013,ANDHRA PRADESH,19,VISAKHAPATNAM,0,0,0,0,0,1.22,0.52,0,1.75,23,0,23,0,0,0,0,0,0,0,0.56,0
30-Jun-2013,ANDHRA PRADESH,20,VIZIANAGARAM,0,0,0,0,0,1.32,0.18,0,1.51,19,0,19,0,0,0,0,0,0.62,0,0,0
30-Jun-2013,ANDHRA PRADESH,21,WARANGAL,0,0,0,0,0,6.55,0,0,6.55,0,0,0,0,0,2,0,0,0,0,0,0
30-Jun-2013,ANDHRA PRADESH,22,WEST GODAVARI,0,0,0,0,0,1.54,0,0,1.55,120,0,120,0,50,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,1,ANJAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,2,CHANGLANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,3,DIBANG VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,4,EAST KAMENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,5,EAST SIANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,6,KURUNG KUMEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,7,LOHIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,10,PAPUM PARE,0,0,0,0,0,7.82,0,0,7.82,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,11,TAWANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,12,TIRAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,13,UPPER SIANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,0,0,22.72,-19.47,3.25,280.32,-19.66,-16.48,244.19,0,0,0,0,0,0,0,0,101.5,104.66,-9.94,-6.4
30-Jun-2013,ARUNACHAL PRADESH,15,WEST KAMENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ARUNACHAL PRADESH,16,WEST SIANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,1,BAGSHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,2,BARPETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,3,BONGAIGAON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,4,CACHAR,0,0,0,0.14,0.14,3.07,0,0.2,3.27,115,65,180,0,0,0,0,0,2.71,0,0,0
30-Jun-2013,ASSAM,5,CHIRANG,0,0,0,0,0,0,0,0,0,526,31,557,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,6,DARRANG,0,0,0,0,0,2.96,0.74,0,3.7,215,0,215,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,7,DHEMAJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,8,DHUBRI,0,0,0,2.37,2.38,35.11,17.49,2.38,54.97,792,0,792,0,0,0,0,0,54.23,0,0,0
30-Jun-2013,ASSAM,9,DIBRUGARH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,10,GOALPARA,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,11,GOLAGHAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,12,HAILAKANDI,0,0,0,0,0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,13,JORHAT,0,0,0,0,0,85.93,0,7.5,93.42,588,0,588,0,0,0,0,0,93.18,0,0,0
30-Jun-2013,ASSAM,14,KAMRUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,15,KARBI ANGLONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,16,KARIMGANJ,0,0,0,0,0,0.54,0,0,0.54,200,0,200,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,17,KOKRAJHAR,0,0,0,0,0,5.75,0,0,5.75,125,35,160,0,0,0,0,0,5.41,0,0,0
30-Jun-2013,ASSAM,18,LAKHIMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,19,MARIGAON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,20,NAGAON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,21,NALBARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,22,NORTH CACHAR HILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,23,SIBSAGAR,0,0,0,10.12,10.12,6.07,0,9.52,15.58,0,0,0,0,0,0,0,0,14.98,0,0,0
30-Jun-2013,ASSAM,24,SONITPUR,0,0,0,0,0,0,0,0,0,952,2,954,0,0,0,0,0,0,0,0,0
30-Jun-2013,ASSAM,25,TINSUKIA,0,0,49.86,0,49.86,15.79,34.27,0,50.05,626,0,626,0,0,0,0,0,49.92,0,0,0
30-Jun-2013,ASSAM,26,UDALGURI,0,0,0,0.37,0.37,4.27,0,0.37,4.64,124,0,124,0,0,0,0,0,4.65,0,0,0
30-Jun-2013,BIHAR,1,ARARIA,0,0,0,0,0,14.41,6.12,0,20.53,15,2,17,0,0,0,0,0,0.6,18.06,0.4,0
30-Jun-2013,BIHAR,2,ARWAL,0,0,0,0,0,8.82,2.41,0,11.23,0,0,0,0,0,0,0,0,0,8.54,1.92,0
30-Jun-2013,BIHAR,3,AURANGABAD,0,0,0,0,0,25.68,1.07,0,26.74,80,123,203,0,79,23,0,0,3.48,18.7,1.55,0
30-Jun-2013,BIHAR,4,BANKA,0,0,0,0,0,0,0,0,0,82,89,171,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,5,BEGUSARAI,0,0,0,0,0,40.25,10.39,0,50.65,0,0,0,0,8,8,0,0,0,2,0.64,0
30-Jun-2013,BIHAR,6,BHAGALPUR,0,0,0,0,0,42.33,0,0,42.32,275,208,483,0,0,0,0,0,21.25,0,0,0
30-Jun-2013,BIHAR,7,BHOJPUR,0,0,0,0,0,20.29,0,0,20.3,213,195,408,0,0,0,0,0,18.77,0,0,0
30-Jun-2013,BIHAR,8,BUXAR,0,0,0,0,0,5.54,10.5,0,16.05,664,122,786,0,25,0,0,0,13.33,0.13,0,0
30-Jun-2013,BIHAR,9,DARBHANGA,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,10,GAYA,0,0,0,13.97,13.97,54.78,23.92,13.97,92.68,2705,750,3455,0,50,4,0,0,85.36,7,0.32,0
30-Jun-2013,BIHAR,11,GOPALGANJ,0,0,0,0,0,0,0,0,0,170,21,191,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,12,JAMUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,13,JEHANABAD,0,0,0,0,0,11.31,5.26,0,16.57,88,80,168,0,0,147,0,0,11.47,0.65,0,0
30-Jun-2013,BIHAR,14,KAIMUR(BHABUA),0,0,0,0,0,39.75,0,0,39.75,1230,1405,2635,0,0,0,0,0,27.89,4.58,3.59,0
30-Jun-2013,BIHAR,15,KATIHAR,0,0,0,0,0,15.74,1.89,0,17.63,147,125,272,0,0,0,0,0,6.21,2.1,0.48,0
30-Jun-2013,BIHAR,16,KHAGARIA,0,0,0,0,0,16.76,0,0,16.76,529,430,959,0,30,2,0,0,10.03,4.49,0.04,0
30-Jun-2013,BIHAR,17,KISHANGANJ,0,0,0,2.3,2.31,12.47,10.47,2.3,25.25,162,98,260,0,32,0,0,0,14.29,10.47,0,0
30-Jun-2013,BIHAR,18,LAKHISARAI,0,0,0,0,0,37.32,0,0,37.32,227,386,613,0,12,0,0,0,33.37,3,0,0
30-Jun-2013,BIHAR,19,MADHEPURA,0,0,0,0,0,24.23,10.61,0,34.83,0,0,0,0,0,0,0,0,34.84,0,0,0
30-Jun-2013,BIHAR,20,MADHUBANI,0,0,0,0,0,10.5,0,0,10.5,0,100,100,0,100,0,0,0,0,8,0,0
30-Jun-2013,BIHAR,21,MUNGER,0,0,0,0,0,0.56,0,0,0.56,88,99,187,0,0,0,0,0,0.56,0,0,0
30-Jun-2013,BIHAR,22,MUZAFFARPUR,0,0,0,0,0,12.85,5.84,0,18.69,584,148,732,0,0,0,0,0,18.68,0,0,0
30-Jun-2013,BIHAR,23,NALANDA,0,0,0,0,0,4,1,0,5,50,50,100,0,10,51,0,0,0,0,0,0
30-Jun-2013,BIHAR,24,NAWADA,0,0,0,0,0,6.4,2.62,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,25,PASHCHIM CHAMPARAN,0,0,0,0,0,37.11,16.23,0,53.34,1129,451,1580,0,4,0,0,0,51.93,1.4,0,0
30-Jun-2013,BIHAR,26,PATNA,0,0,0,0,0,120.46,0,0,120.46,1533,1312,2845,0,70,1,0,0,112.06,1.36,0.8,0
30-Jun-2013,BIHAR,27,PURBA CHAMPARAN,0,0,0,0,0,92.77,0,0,92.77,807,114,921,0,44,0,0,0,78.77,14,0,0
30-Jun-2013,BIHAR,28,PURNIA,0,0,0,0,0,13.52,0.9,0,14.42,1249,440,1689,0,44,17,0,0,2.7,6.4,0,0
30-Jun-2013,BIHAR,29,SAHARSA,0,0,0,0,0,5.57,0,0,5.57,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,30,SAMASTIPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,31,SARAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,32,SASARAM(ROHTAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,33,SHEIKHPURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
30-Jun-2013,BIHAR,34,SHEOHAR,0,0,0,0,0,0,0,0,0,107,0,107,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,35,SITAMARHI,0,0,0,0,0,0,0,0,0,304,189,493,0,2,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,36,SIWAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,BIHAR,37,SUPAUL,0,0,0,0,0,8.93,0.21,0,9.14,0,0,0,0,0,0,0,0,0,1.09,0.95,0
30-Jun-2013,BIHAR,38,VAISHALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,1,BASTAR(JAGDALPUR),0,0,0,0,0,29.99,1.18,0,31.17,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,2,BILASPUR,0,0,0,0,0,0,0,0,0,253,112,365,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,3,DANTEWADA,0,0,0,0,0,4.49,0,0,4.5,99,40,139,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,4,DHAMTARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,5,DURG,0,0,0,0,0,0.12,0,0,0.12,220,487,707,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,6,JANJGIR - CHAMPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,7,JASHPUR,0,0,0,0,0,3.64,0.94,0,4.58,6,0,6,1,0,0,0,0,0.27,0,0,0
30-Jun-2013,CHHATTISGARH,8,KANKER,0,0,0,0,0,7.45,1.87,0,9.32,0,0,0,0,0,0,0,0,0,2.46,0,0
30-Jun-2013,CHHATTISGARH,9,KAWARDHA(KABIRDHAM),0,0,0,0,0,39.32,0,0,39.33,300,405,705,0,0,0,0,0,37.25,0,0,0
30-Jun-2013,CHHATTISGARH,10,KORBA,0,0,0,0,0,4.59,1.14,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,11,KORIYA,0,0,0,0,0,3.21,0.7,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,12,MAHASAMUND,0,0,0,0,0,0.1,0.02,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,13,RAIGARH,0,0,0,0,0,2.19,0.55,0,2.73,88,17,105,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,14,RAIPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,15,RAJNANDGAON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,CHHATTISGARH,16,SURGUJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,D & N HAVELI,1,DADRA AND NAGAR HAVELI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GOA,1,NORTH GOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GOA,2,SOUTH GOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,1,AHMEDABAD,0,0,0,0,0,8.25,3.45,2.07,13.77,0,2873,2873,0,0,0,0,0,12.68,0,0,0
30-Jun-2013,GUJARAT,2,AMRELI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,3,ANAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,4,BANAS KANTHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,5,BHARUCH,0,0,0,0,0,12.9,5.52,0,18.42,383,0,383,0,0,0,0,0,17.62,0,0,0
30-Jun-2013,GUJARAT,6,BHAVNAGAR,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,7,DAHOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,8,DANGS,0,0,0,0,0,1.24,0.31,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,9,GANDHINAGAR,0,0,0,0,0,5.84,2.25,0,8.09,13,168,181,0,0,0,0,0,6.04,0,0,0
30-Jun-2013,GUJARAT,10,JAMNAGAR,0,0,0,0,0,10.47,4.09,0,14.56,17,244,261,0,0,0,0,0,11.32,0,0,0
30-Jun-2013,GUJARAT,11,JUNAGADH,0,0,0,0.17,0.17,10.92,4.7,0.17,15.79,0,0,0,0,0,0,0,0,3.66,0,0,0
30-Jun-2013,GUJARAT,12,KACHCHH,0,0,0,0,0,2.17,0.83,0.45,3.45,0,15,15,0,0,0,0,0,2.84,0,0,0
30-Jun-2013,GUJARAT,13,KHEDA,0,0,0,0,0,14.32,5.87,0,20.19,20,397,417,0,0,0,0,0,19.21,0,0,0
30-Jun-2013,GUJARAT,14,MAHESANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,15,NARMADA,0,0,0,0,0,6.04,2.34,0,8.38,55,47,102,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,16,NAVSARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,17,PANCH MAHALS,0,0,0,0,0,10.52,0.37,0,10.9,0,0,0,0,0,12,0,0,0,0,0,0
30-Jun-2013,GUJARAT,18,PATAN,0,0,0,1.81,1.81,8,2.72,1.81,12.53,0,258,258,0,0,0,0,0,11.06,0,0,0
30-Jun-2013,GUJARAT,19,PORBANDAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,20,RAJKOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,21,SABAR KANTHA,0,0,0,0,0,64.61,0.22,0,64.83,0,329,329,0,0,0,0,0,63.76,0,0,0
30-Jun-2013,GUJARAT,22,SURAT,0,0,0,0,0,12.35,3.09,0,15.44,0,510,510,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,23,SURENDRANAGAR,0,0,0,0,0,0.27,0.07,0,0.34,20,40,60,0,0,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,24,VADODARA,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
30-Jun-2013,GUJARAT,25,VALSAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,1,AMBALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,2,BHIWANI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,3,FARIDABAD,0,0,0,0,0,0.34,0.08,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,4,FATEHABAD,0,0,0,0,0,0,0,0,0,281,0,281,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,5,GURGAON,0,0,0,0,0,0,0.73,0,0.73,0,63,63,0,0,0,0,0,0,0.2,0,0
30-Jun-2013,HARYANA,6,HISAR,0,0,0,0,0,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,7,JHAJJAR,0,0,0,0,0,0.11,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,8,JIND,0,0,0,0,0,0,0,0,0,86,401,487,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,9,KAITHAL,0,0,0,0,0,0.58,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,10,KARNAL,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,11,KURUKSHETRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,12,MAHENDRAGARH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,13,MEWAT,0,0,0,0,0,0,0,0,0,139,416,555,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,14,PANCHKULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,15,PANIPAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,16,REWARI,0,0,0,0,0,1.63,0.18,0.14,1.95,0,0,0,0,0,0,0,0,1.03,0,0,0
30-Jun-2013,HARYANA,17,ROHTAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,18,SIRSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,19,SONIPAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HARYANA,20,YAMUNANAGAR,0,0,0,0,0,1.27,0.06,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,1,BILASPUR,0,0,0,0,0,14,5.86,0,19.85,143,241,384,1,15,0,0,0,0,18.85,0,0
30-Jun-2013,HIMACHAL PRADESH,2,CHAMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,3,HAMIRPUR,0,0,0,0,0,2.05,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,1.85
30-Jun-2013,HIMACHAL PRADESH,4,KANGRA,0,0,0,0,0,1.53,0.38,0,1.91,110,0,110,1,0,0,0,0,0,0,0,1.8
30-Jun-2013,HIMACHAL PRADESH,5,KINNAUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,6,KULLU,0,0,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,7,LAHAUL & SPITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,8,MANDI,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,9,SHIMLA,0,0,0,0,0,0,0,0,0,320,1617,1937,0,0,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,10,SIRMAUR,0,0,0,0,0,8.34,2.09,0,10.43,0,0,0,0,48,0,0,0,0,0,0,0
30-Jun-2013,HIMACHAL PRADESH,11,SOLAN,0,0,0,0,0,3.2,1.33,0,4.52,0,0,0,0,0,0,0,0,0,4.22,0,0
30-Jun-2013,HIMACHAL PRADESH,12,UNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,1,ANANTNAG,0,0,0,225.58,225.58,11.52,0,1.77,13.29,0,0,0,0,0,0,0,0,11.78,0,0,0
30-Jun-2013,JAMMU & KASHMIR,2,BANDIPORA,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0
30-Jun-2013,JAMMU & KASHMIR,3,BARAMULLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,4,BUDGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,5,DODA,0,0,0,0,0,15.73,0,2.77,18.5,286,0,286,0,0,0,0,0,18.48,0,0,0
30-Jun-2013,JAMMU & KASHMIR,6,JAMMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,7,KARGIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,8,KATHUA,0,0,0,0,0,6.33,0,0,6.33,69,0,69,0,0,0,0,0,5.66,0,0,0.67
30-Jun-2013,JAMMU & KASHMIR,9,KISHTWAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,10,KULGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,11,KUPWARA,0,0,0,0,0,0,0,0,0,78,0,78,0,1,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,12,LEH (LADAKH),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,13,POONCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,14,PULWAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,15,RAJAURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-2013,JAMMU & KASHMIR,16,RAMBAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
