State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total
ARUNACHAL PRADESH,9,LOWER SUBANSIRI,362.98,250.78,83.68,28.52,226.68,92.04,16.16,334.88,170.11,90.7,16.16,276.96,23-11-2005,Feb-13,5766,1164,6930,26,232,119,3,0,3807,1164,4971,13,232,119,189.29,91.24,48.2,46.4,46.4,100,5.96,5.26,88.26,52,25.9,49.81,5766,1164,6930,4516,0,4516,0,0,100,1164,0,0,0,0,0,0,5680
ARUNACHAL PRADESH,10,PAPUM PARE,150.1,102.86,37.79,9.45,98.93,69.45,0,168.38,88.34,50.85,0,139.19,23-11-2005,Jan-13,1268,3778,5046,17,140,113,8,0,267,3778,4045,3,140,113,44.04,2.64,5.99,28,58.92,100,5.66,0,0,34,3.53,10.38,1268,3778,5046,267,0,267,0,0,100,3778,0,3778,0,0,0,0,4045
ARUNACHAL PRADESH,11,TAWANG,321.84,224.27,72.34,25.23,195.08,66.64,10.47,272.19,129.27,33.57,10.47,173.31,23-11-2005,Jan-13,5478,1210,6688,21,156,91,4,0,3965,1210,5175,13,156,75,178.79,86.58,48.43,31.2,31,99.36,5.36,0.75,13.99,42,25.4,60.48,5478,1210,6688,4191,0,4191,0,0,100,1210,0,1210,0,0,0,0,5401
ARUNACHAL PRADESH,12,TIRAP,403.07,280.89,95.66,26.52,243.76,74.48,17.42,335.66,176.46,56.36,17.42,250.24,23-11-2005,Feb-13,5780,470,6250,25,304,150,6,0,5780,470,6250,18,304,150,196.44,125.69,63.98,60.8,65.4,100,7.5,9.96,100,50,22.8,45.6,5780,470,6250,5780,0,5780,0,0,100,470,0,0,0,0,0,0,6250
ARUNACHAL PRADESH,13,UPPER SIANG,200.81,139.74,47.07,14,127.64,53.12,15.07,195.83,117.54,52.11,14.61,184.26,23-11-2005,Jan-13,2634,964,3598,15,154,50,4,0,1963,964,2927,9,154,50,94.52,51.3,54.27,30.8,30.9,100,2.5,1.16,46.4,30,18.15,60.5,2634,964,3598,2326,0,2326,0,0,100,964,0,964,0,0,0,0,3290
ARUNACHAL PRADESH,14,UPPER SUBANSIRI,467.27,323.21,108.07,35.99,298.3,99.11,19.47,416.88,168.67,67.5,16.48,252.65,29-01-2002,Feb-13,9045,461,9506,25,154,221,3,0,5872,461,6333,3,156,178,268.99,154.33,57.37,30.8,32.14,100,21.32,18.14,85.08,50,6,12,9045,461,9506,5872,0,5872,0,0,100,461,0,0,0,0,0,0,6333
ARUNACHAL PRADESH,15,WEST KAMENG,387.3,269.67,91.67,25.96,252.23,89.89,12.14,354.26,174.11,48.82,12.14,235.07,23-11-2005,Jan-13,5644,252,5896,25,306,111,4,0,3744,252,3996,22,306,111,185.94,95.07,51.13,61.2,61.2,100,5.56,5.55,99.82,50,31.2,62.4,5644,252,5896,3744,0,3744,0,0,100,252,0,0,0,0,0,0,3996
ARUNACHAL PRADESH,16,WEST SIANG,625.32,432.02,144.22,49.08,326.09,116.73,12.82,455.64,229.3,77.33,12.7,319.34,03-03-2000,Feb-13,11472,0,11472,25,378,2,0,0,6862,0,6862,5,378,20,373.63,144.6,38.7,75.6,104.77,100,0.1,3.74,100,50,2.03,4.06,11472,0,11472,6862,0,6862,0,0,100,0,0,0,0,0,0,0,6862
ASSAM,1,BAGSHA,3930.13,2769.19,865.85,295.09,2564.67,484,208,3256.67,2386.37,450.28,208,3044.66,15-01-2008,Feb-13,85697,63785,149482,15,1789,69,3,0,73398,21762,95160,15,1789,69,2954.87,2272.23,76.9,376.3,478.6,100,3.46,4.83,100,30,23.2,77.33,85697,63785,149482,73500,13690,31050,28630,130,60.87,21780,0,0,0,0,0,0,95280
ASSAM,2,BARPETA,6162.6,4361.74,1348.62,452.24,3876.98,661.11,259.82,4797.91,3263.23,643.38,259.82,4166.43,17-05-2005,Feb-13,150747,93069,243816,0,1806,175,10,0,102542,33445,135987,0,2038,175,5293.17,3427.12,64.75,361.2,384.71,100,8.76,14.07,100,0,0,0,150747,93069,243816,103579,3899,1483,98197,0,5.2,33545,0,0,0,0,0,0,137124
ASSAM,3,BONGAIGAON,2773.12,1950.68,635.65,186.79,1097.58,314.11,15.44,1427.13,121.11,292.44,15.44,428.99,31-07-2006,Feb-13,51929,39654,91583,15,1222,59,3,0,5235,8881,14116,0,1252,59,2040.49,139.58,6.84,302.12,244.19,80.83,2.96,4.13,100,30,0,0,51929,39654,91583,5245,42,27,5176,0,1.32,8881,6,17,0,0,0,0,14126
ASSAM,4,CACHAR,4741.34,3346.64,1045.87,348.83,3015.78,578.47,298.67,3892.92,2265.78,578.47,272.94,3117.18,18-09-2001,Feb-13,119931,46293,166224,0,1839,1697,0,0,99502,18662,118164,1,1873,985,3760.31,2502.99,66.56,367.57,351.8,95.71,126.76,58.34,46.02,0,0.37,0,119931,46293,166224,101075,11134,1460,88481,0,12.46,19922,0,0,0,0,0,0,120997
ASSAM,5,CHIRANG,1522.06,1074.34,340.85,106.87,959,193,30.1,1182.1,700.32,187.1,29.38,916.8,15-01-2008,Feb-13,29956,20899,50855,10,778,38,2,0,14902,2616,17518,3,778,38,1082.56,391.33,36.15,155.6,186.89,100,1.9,2.56,100,20,4.8,24,29956,20899,50855,15017,1622,8040,5355,0,64.34,2643,211,155,0,0,0,0,17660
ASSAM,6,DARRANG,3824.75,2681.62,848.25,294.88,2001.08,395.94,136.5,2533.52,1388.47,388.97,136.5,1913.94,21-06-2007,Feb-13,86628,25633,112261,25,673,539,5,0,45344,6448,51792,0,673,243,3208.36,1516.61,47.27,131.6,127.9,97.19,41.76,17.01,40.73,50,0,0,86628,25633,112261,45756,0,0,45756,0,0,6448,0,0,0,0,0,0,52204
ASSAM,7,DHEMAJI,3228.33,2284.89,697.63,245.81,2058.67,353.63,158.36,2570.66,1818.1,353.63,158.36,2330.09,17-05-2005,Feb-13,80854,18546,99400,10,871,230,5,0,57267,15415,72682,10,887,230,2757.39,1761.36,63.88,174.2,280.17,100,11.5,30.99,100,12.5,11.5,92,80854,18546,99400,57998,6544,26604,24092,0,57.15,15415,0,0,0,0,0,0,73413
ASSAM,8,DHUBRI,8964.87,6264.78,1985.57,714.52,4589.66,949.9,372.25,5911.8,3123.85,908.3,355.77,4387.92,18-09-2001,Feb-13,205324,42052,247376,50,1016,1902,2,0,116859,8790,125649,0,1181,576,7353.36,3536.49,48.09,203.2,222.11,100,164.16,47.39,28.87,100,0,0,205324,42052,247376,118676,2118,0,116558,0,1.78,8790,0,0,0,0,0,0,127466
ASSAM,9,DIBRUGARH,3021.96,2136.12,653.02,232.82,1988.97,350.57,16.06,2355.6,1778.67,350.52,11.73,2140.92,14-01-2004,Feb-13,77606,45384,122990,0,969,900,4,0,69914,36781,106695,0,969,559,2515.93,1766.07,70.2,200.64,175.39,87.42,63.76,28.89,45.31,0,0,0,77606,45384,122990,69914,1393,557,33478,0,2.79,37030,0,0,0,0,0,0,106944
ASSAM,10,GOALPARA,2837.73,2002.27,645.89,189.57,1864.88,376.47,156.41,2397.76,1429.35,376.47,155.44,1961.26,18-09-2001,Feb-13,65070,21747,86817,0,1840,951,3,0,55263,11252,66515,1,1840,804,1936.37,1306.12,67.45,521.92,353.57,67.74,54.92,55.21,100,0,0.88,0,65070,21747,86817,55747,3028,9102,43617,0,21.76,11252,0,0,0,0,0,0,66999
ASSAM,11,GOLAGHAT,3133.34,2179.53,676.25,277.56,2026.68,400.98,96.93,2524.59,1921.6,400.98,96.42,2419,17-05-2005,Feb-13,79743,27031,106774,0,1248,119,6,0,77985,22801,100786,0,1249,122,2449.84,2017.32,82.34,249.6,240.27,96.26,5.96,8.21,100,0,0,0,79743,27031,106774,77985,4688,7835,65462,0,16.06,22801,0,0,0,0,0,0,100786
ASSAM,12,HAILAKANDI,1737.93,1215.24,379.49,143.2,1136.71,248.95,124.12,1509.78,1061.35,248.95,124.02,1434.32,14-01-2004,Feb-13,49837,12445,62282,0,1140,35,4,0,49837,10570,60407,0,1140,35,1296.94,1104.33,85.15,228,233.22,100,1.76,2.33,100,0,0,0,49837,12445,62282,49837,5360,826,43651,0,12.41,10570,0,0,0,0,0,0,60407
ASSAM,13,JORHAT,3071.84,2172.7,709.72,189.42,1827.95,376.48,114.36,2318.78,1490.12,376.48,104.49,1971.09,07-02-2000,Feb-13,65070,21747,86817,0,1840,951,6,0,51818,21747,73565,0,1852,701,2244.67,1471.07,65.54,442.51,325.26,73.5,69.32,47.47,68.48,0,0,0,65070,21747,86817,52698,6628,12729,33341,0,36.73,21747,0,0,0,0,0,0,74445
ASSAM,14,KAMRUP,3018.34,2129.06,644.75,244.53,1988.28,366.25,237.69,2592.22,1899.21,366.21,196.59,2462,07-02-2000,Feb-13,85785,52723,138508,0,521,1531,0,0,84725,21386,106111,0,521,975,2436.2,2147.3,88.14,102.5,82.6,80.59,114.12,57.25,50.17,0,0,0,85785,52723,138508,84725,0,0,35480,0,0,21386,0,0,0,0,0,0,106111
ASSAM,15,KARBI ANGLONG,3832.82,2713.59,935.24,183.99,1628.37,51.12,42.18,1721.67,622.59,50.97,15.22,688.78,18-09-2001,Feb-13,60953,19293,80246,0,3304,1406,4,0,9678,407,10085,0,2310,216,2372.36,176.12,7.42,998.98,456,45.65,137.56,14.28,10.38,0,0,0,60953,19293,80246,9678,0,9678,0,0,100,407,0,0,0,0,0,0,10085
ASSAM,16,KARIMGANJ,2672.51,1865.25,586.72,220.54,1730.37,343.3,244.49,2318.16,1502.46,343.3,244.49,2090.25,18-09-2001,Feb-13,78992,15409,94401,14,1051,912,3,0,75300,15409,90709,0,1054,623,2148.75,1481.89,68.97,209.76,238.36,100,60.36,43.84,72.63,17.5,0,0,78992,15409,94401,75800,21020,3785,50495,0,32.72,15409,0,0,0,0,0,0,91209
ASSAM,17,KOKRAJHAR,2979.14,2075.89,638.56,264.69,1935.06,394.05,117.58,2446.69,1806.94,390.49,79.37,2276.8,11-03-2005,Feb-13,84830,35087,119917,0,1157,146,3,0,74885,19743,94628,0,1224,146,2245.27,1828.29,81.43,225.86,243.92,100,7.31,7.14,97.67,0,0,0,84830,35087,119917,75889,7601,41797,26092,14,65.09,19843,0,0,0,0,0,0,95732
ASSAM,18,LAKHIMPUR,3024.58,2138.81,646.27,239.5,2007.79,393.74,101.48,2503,1759.82,377.93,101.48,2239.23,14-01-2004,Feb-13,73224,22938,96162,0,1432,276,4,0,60821,3900,64721,0,1432,276,2293.57,1607.06,70.07,286.4,286.7,100,13.8,19.48,100,0,0,0,73224,22938,96162,60821,138,999,59684,0,1.87,3900,0,0,0,0,0,0,64721
ASSAM,19,MARIGAON,1802.88,1249.95,375.72,177.21,1178.34,217.59,144.68,1540.61,1110.01,217.59,142.38,1469.98,18-09-2001,Feb-13,60770,105564,166334,0,326,797,3,0,56490,105564,162054,0,505,596,1618.55,1256.82,77.65,57.06,79.1,100,49.92,24.99,50.06,0,0,0,60770,105564,166334,56490,7330,12218,36942,0,34.6,105564,0,0,0,0,0,0,162054
ASSAM,20,NAGAON,7161.99,5052.42,1594.4,515.17,4478.82,758,481.7,5718.52,3880.3,756.03,378.69,5015.02,15-07-2005,Feb-13,168391,60850,229241,0,2468,621,10,0,158290,12336,170626,0,2468,621,6005.87,4372.63,72.81,622.54,435.78,70,42.06,42.95,100,0,0,0,168391,60850,229241,159819,7583,5791,144916,5,8.37,12336,0,0,0,0,0,0,172155
ASSAM,21,NALBARI,3139.74,2195.41,676.86,267.47,1858.97,337.55,78.35,2274.87,862.63,237.55,78.35,1178.53,18-09-2001,Feb-13,88093,127387,215480,0,282,710,5,0,53229,20039,73268,0,282,597,2634.4,1035.57,39.31,56.4,53.22,94.36,42.76,41.12,96.16,0,0,0,88093,127387,215480,53674,184,0,31649,0,0.34,20039,0,0,0,0,0,0,73713
ASSAM,22,NORTH CACHAR HILLS,1293,913.76,305.08,74.16,502.17,0,16.19,518.36,103.5,0,16.19,119.69,31-07-2006,Aug-12,21328,1102,22430,0,810,194,5,0,5398,0,5398,0,34,16,779.29,80.97,10.39,305.56,27.6,9.03,18.6,0,0,0,0,0,21328,1102,22430,5398,0,5398,0,0,100,0,0,0,0,0,0,0,5398
