State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total
ANDHRA PRADESH,11,MAHBUBNAGAR,12463.21,8267.19,3086.64,1109.38,5863.24,1830.56,857.51,8551.3,2863.98,1102.7,857.51,4824.19,418559,66032,484591,3,5433,357,10,0,240937,263280,504217,9,5434,357,15,0,9734.32,2914.29,29.94,1196.86,1455.76,100,24.32,6.76,27.8,6,10.75,100,418559,66032,484591,240937,37654,19706,183577,0,23.81,263280,0,0,0,0,0,0,504217
ANDHRA PRADESH,12,MEDAK,9398.96,6237.97,2285.12,875.87,4003.9,1742.5,569.91,6316.31,3372.51,1662.05,495.76,5530.32,311743,96490,408233,50,5446,1873,10,0,308444,47977,356421,14,4752,760,10,0,5932.07,4243.24,71.53,1507.7,863.08,57.24,134.99,40.72,30.17,100,8.4,8.4,311743,96490,408233,308444,68452,16796,215246,0,27.64,47977,200,0,0,0,0,0,356421
ANDHRA PRADESH,13,NALGONDA,4057.62,2623.6,973.78,460.24,2247.46,1390.03,663.87,4301.36,1644.47,646.98,471.93,2763.38,215058,156761,371819,0,6628,44,10,0,212924,87693,300617,0,6015,300,10,10,1794.62,1296.18,72.23,1455.8,1017.6,69.9,2.2,5.62,100,0,38.25,0,215058,156761,371819,212924,29896,13915,166064,0,20.58,87693,0,0,0,0,0,0,300617
ANDHRA PRADESH,14,NELLORE,6774.39,4452.2,1705.65,616.54,3122.5,882.8,498.12,4503.42,1549.53,750.06,322.25,2621.84,226725,116678,343403,0,6415,1396,10,0,167645,19462,187107,0,5765,473,0,0,4406.08,1306.29,29.65,1467.06,1089.78,74.28,105.77,22.49,21.26,0,0,0,226725,116678,343403,167645,25261,12283,130101,0,22.39,19462,0,0,0,0,0,0,187107
ANDHRA PRADESH,15,NIZAMABAD,3563.44,2292.61,788.33,482.5,1939.81,1210.88,2155.82,5306.51,2341.02,1141.4,317.81,3800.23,225519,9474,234993,0,2477,32,10,0,225519,64759,290278,0,2477,32,36,0,2231.44,2623.67,100,495.4,725.24,100,1.6,0,0,0,0,0,225519,9474,234993,225519,30339,12276,182904,0,18.9,64759,0,0,0,0,0,0,290278
ANDHRA PRADESH,16,PRAKASAM,11629.2,7674.58,2891.99,1062.63,4955.96,1000.81,199.74,6156.51,3358.28,999.58,198.88,4556.74,386617,193493,580110,0,7224,780,10,0,305053,142908,447961,0,7075,710,41,0,8947.35,3063.2,34.24,1540.8,1148.94,74.57,43.66,8.49,19.45,0,0,0,386617,193493,580110,305053,55302,19122,230629,0,24.4,142908,0,0,0,0,0,0,447961
ANDHRA PRADESH,17,RANGAREDDI,5820.64,3846.08,1396.59,577.97,2979.96,1594.8,142.82,4717.58,1678.2,1568.15,128.32,3374.66,212629,71610,284239,0,3726,467,10,0,172162,69147,241309,0,3726,467,10,0,3911.58,2597.35,66.4,783,458.23,58.52,26.77,19.54,72.99,0,0,0,212629,71610,284239,172162,29224,9667,133271,0,22.59,69147,0,0,0,0,0,0,241309
ANDHRA PRADESH,18,SRIKAKULAM,11000.93,7286.19,2778.43,936.31,3235.39,1183.51,113.87,4532.77,1465.65,673.93,113.86,2253.44,302221,225272,527493,40,6398,266,10,0,114058,82270,196328,16,5580,128,15,3,8143.71,1323.14,16.25,1553.36,696.15,44.82,18.49,2.53,13.68,80,10.88,13.6,302221,225272,527493,114058,13451,9252,91104,0,19.9,82270,0,0,0,0,0,0,196328
ANDHRA PRADESH,19,VISAKHAPATNAM,7601.64,5006.22,1857.77,737.65,3547.35,3980.8,432.83,7960.98,1693.03,3078.2,399.24,5170.46,252875,156460,409335,20,5074,0,10,0,178528,75765,254293,20,6378,503,0,0,5244.76,3687.91,70.32,1014.8,1117.55,100,30.25,16.31,53.92,40,43.52,100,252875,156460,409335,178528,17088,21758,139682,0,21.76,75765,0,0,0,0,0,0,254293
ANDHRA PRADESH,20,VIZIANAGARAM,5074.86,3369.99,1205.77,499.1,2012.02,855.89,315.26,3183.17,1294.4,839.66,256.1,2390.16,220051,245678,465729,10,2999,1668,10,0,166474,159984,326458,8,3368,350,12,0,3307.45,1572.24,47.54,599.8,470.54,78.45,129.33,7.35,5.68,20,13.91,69.55,220051,245678,465729,166474,24357,10388,130242,0,20.87,159984,0,0,0,0,0,0,326458
ANDHRA PRADESH,21,WARANGAL,6027.11,3819.19,1309.33,898.59,2488.92,1044.29,184.76,3717.97,1429.11,523.82,184.76,2137.69,330260,138180,468440,0,4122,2157,10,0,359732,345450,705182,0,4122,412,0,0,3929.91,1131.18,28.78,870.6,762.42,87.57,168.49,23.76,14.1,0,0,0,330260,138180,468440,359732,30645,15980,113831,0,12.96,345450,0,0,0,0,0,0,705182
ANDHRA PRADESH,22,WEST GODAVARI,9050.9,5877.01,2264.52,909.37,4280.96,5850,1148.58,11279.54,3170.19,5424.2,1123.37,9717.76,344272,294425,638697,385,4551,216,10,0,311571,294425,605996,837,4275,316,97,0,5595.99,7618.62,100,1209.6,1191.27,98.48,19.26,10.34,53.69,281.05,498.54,100,344272,294425,638697,311571,108175,14026,185733,0,39.22,294425,100,20,0,0,0,0,605996
ARUNACHAL PRADESH,1,ANJAW,177.73,124.04,40.39,13.3,63.56,30.04,0,93.6,49.62,17.08,0,66.7,3232,0,3232,8,44,46,1,0,1480,0,1480,1,48,48,0,0,117.93,35.84,30.39,8.8,13.6,100,2.6,1.95,75,16,0,0,3232,0,3232,1480,0,1480,0,0,100,0,0,0,0,0,0,0,1480
ARUNACHAL PRADESH,2,CHANGLANG,842.74,590.62,191.87,60.25,304.9,72.22,26.27,403.39,307.1,49.08,26.27,382.45,15716,2799,18515,25,384,250,0,0,6785,2450,9235,19,384,218,1,0,548.48,186.29,33.96,76.8,76.8,100,17.96,21.6,100,50,36.8,73.6,15716,2799,18515,6785,0,6671,114,0,98.32,2450,0,2450,0,0,0,0,9235
ARUNACHAL PRADESH,3,DIBANG VALLEY,90.02,63.88,21.47,4.67,54.51,22.52,4.16,81.19,35.32,11.61,3.58,50.52,1085,0,1085,0,102,27,0,0,1088,0,1088,0,40,10,0,0,34.86,32.64,93.63,32.98,8,24.26,2.22,0,0,0,0,0,1085,0,1085,1088,0,1088,0,0,100,0,0,0,0,0,0,0,1088
ARUNACHAL PRADESH,4,EAST KAMENG,440.35,306.8,102.83,30.72,227.65,67.92,8.84,304.41,185.21,43.96,8.84,238.01,7016,1280,8296,25,288,216,0,0,4626,1280,5906,2,288,216,0,0,221.03,92.82,41.99,57.6,90.3,100,18,5.32,29.56,50,2,4,7016,1280,8296,4626,0,4626,0,0,100,1280,0,0,0,0,0,0,5906
ARUNACHAL PRADESH,5,EAST SIANG,457.78,311.35,113.17,33.26,224.48,70.36,0,294.84,145.48,53.68,0,199.16,8222,4723,12945,25,244,42,6,0,4537,1412,5949,0,244,50,0,0,294.88,131.33,44.54,48.8,47.1,96.52,2.1,1.83,87.14,50,0,0,8222,4723,12945,4537,0,4537,0,0,100,1412,0,0,0,0,0,0,5949
ARUNACHAL PRADESH,6,KURUNG KUMEY,1306.32,919.89,303.61,82.82,446.76,94.03,0,540.79,446.59,35.85,0,482.44,22036,0,22036,30,684,164,0,0,11671,0,11671,2,684,164,0,0,819.12,245.04,29.92,196.56,136.8,69.6,8.2,8.2,100,60,0,0,22036,0,22036,11671,0,783,0,0,6.71,0,0,0,0,0,0,0,11671
ARUNACHAL PRADESH,7,LOHIT,354.99,243.65,82.74,28.6,214.62,70.93,30.6,316.15,210.12,50.45,23,283.57,8800,0,8800,26,240,182,0,0,8410,1129,9539,23,240,182,1,0,145.53,126.98,87.25,48,48,100,9.9,9.26,93.54,52,37.89,72.87,8800,0,8800,8410,0,8410,0,0,100,1129,0,0,0,0,0,0,9539
ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,112.32,78.68,26.4,7.24,64.94,26.93,4.26,96.13,40.46,19.82,3.62,63.9,2366,1200,3566,0,134,82,0,0,1513,1200,2713,0,134,82,0,0,50.92,27.59,54.18,28.66,20.74,72.37,4.5,4.86,100,0,0,0,2366,1200,3566,1513,0,1513,0,0,100,1200,0,0,0,0,0,0,2713
ARUNACHAL PRADESH,9,LOWER SUBANSIRI,362.98,250.78,83.68,28.52,203.1,67.77,16.16,287.03,148.82,44.82,16.16,209.8,5766,1164,6930,26,232,119,3,0,3807,1164,4971,13,232,119,3,0,189.29,91.24,48.2,46.4,46.4,100,5.96,5.26,88.26,52,25.9,49.81,5766,1164,6930,3807,0,3807,0,0,100,1164,0,0,0,0,0,0,4971
ARUNACHAL PRADESH,10,PAPUM PARE,150.1,102.86,37.79,9.45,95.09,51.92,0,147.01,69.77,50.85,0,120.62,1268,3778,5046,17,140,113,8,0,267,3778,4045,3,140,113,0,0,44.04,2.64,5.99,28,58.92,100,5.66,0,0,34,3.53,10.38,1268,3778,5046,267,0,267,0,0,100,3778,0,3778,0,0,0,0,4045
ARUNACHAL PRADESH,11,TAWANG,321.84,224.27,72.34,25.23,166.54,43.46,10.47,220.47,129.27,30.41,10.47,170.15,5478,1210,6688,21,156,91,4,0,3965,1210,5175,13,156,75,1,0,178.79,86.58,48.43,31.2,31,99.36,5.36,0.75,13.99,42,25.4,60.48,5478,1210,6688,3965,0,3965,0,0,100,1210,0,1210,0,0,0,0,5175
ARUNACHAL PRADESH,12,TIRAP,403.07,280.89,95.66,26.52,207.45,56.78,17.42,281.65,176.46,52.27,17.42,246.15,5780,470,6250,25,304,150,6,0,5780,470,6250,18,304,150,0,0,196.44,125.69,63.98,60.8,65.4,100,7.5,9.96,100,50,22.8,45.6,5780,470,6250,5780,0,5780,0,0,100,470,0,0,0,0,0,0,6250
ARUNACHAL PRADESH,13,UPPER SIANG,200.81,139.74,47.07,14,115.82,35.86,7.84,159.52,92.79,22.66,7.84,123.28,2634,964,3598,15,154,50,4,0,1963,964,2927,9,154,50,0,0,94.52,51.3,54.27,30.8,30.9,100,2.5,1.16,46.4,30,18.15,60.5,2634,964,3598,1963,0,1963,0,0,100,964,0,964,0,0,0,0,2927
ARUNACHAL PRADESH,14,UPPER SUBANSIRI,467.27,323.21,108.07,35.99,273.95,69.84,15.63,359.42,164.22,65.34,15.63,245.19,9045,461,9506,25,154,221,3,0,5787,461,6248,2,156,178,0,0,268.99,152.87,56.83,30.8,32.14,100,21.32,18.14,85.08,50,4,8,9045,461,9506,5787,0,5787,0,0,100,461,0,0,0,0,0,0,6248
ARUNACHAL PRADESH,15,WEST KAMENG,387.3,269.67,91.67,25.96,235.19,65.62,12.14,312.95,174.11,48.82,12.14,235.07,5644,252,5896,25,306,111,4,0,3744,252,3996,22,306,111,0,0,185.94,95.07,51.13,61.2,61.2,100,5.56,5.55,99.82,50,31.2,62.4,5644,252,5896,3744,0,3744,0,0,100,252,0,0,0,0,0,0,3996
ARUNACHAL PRADESH,16,WEST SIANG,625.32,432.02,144.22,49.08,222.54,81.63,12.76,316.93,229.3,75.36,12.64,317.31,11472,0,11472,25,378,2,0,0,6862,0,6862,5,378,20,0,0,373.63,144.03,38.55,75.6,104.77,100,0.1,3.74,100,50,2.03,4.06,11472,0,11472,6862,0,6862,0,0,100,0,0,0,0,0,0,0,6862
ASSAM,1,BAGSHA,3930.13,2769.19,865.85,295.09,2369.85,451,208,3028.85,2271.37,450.28,208,2929.66,85697,63785,149482,15,1789,69,3,0,72953,21735,94688,15,1789,69,3,0,2954.87,2272.23,76.9,376.3,478.6,100,3.46,4.83,100,30,23.2,77.33,85697,63785,149482,72953,13635,30821,28139,117,60.94,21735,0,0,0,0,0,0,94688
ASSAM,2,BARPETA,6162.6,4361.74,1348.62,452.24,3415.24,552.11,255.07,4222.42,3263.23,496.86,255.07,4015.16,150747,93069,243816,0,1806,175,10,0,102469,33445,135914,0,2038,175,0,0,5293.17,3424.2,64.69,361.2,384.71,100,8.76,14.07,100,0,0,0,150747,93069,243816,102469,3899,1483,97087,0,5.25,33445,0,0,0,0,0,0,135914
ASSAM,3,BONGAIGAON,2773.12,1950.68,635.65,186.79,284.98,314.11,15.44,614.53,121.11,291.1,15.44,427.65,51929,39654,91583,15,1222,59,3,0,5211,8881,14092,0,1252,59,0,0,2040.49,139.58,6.84,302.12,244.19,80.83,2.96,4.13,100,30,0,0,51929,39654,91583,5211,42,27,5142,0,1.32,8881,6,17,0,0,0,0,14092
ASSAM,4,CACHAR,4741.34,3346.64,1045.87,348.83,2700.62,578.47,292.25,3571.34,2173.04,578.47,266.2,3017.72,119931,46293,166224,0,1839,1697,0,0,98704,18333,117037,1,1873,985,2,92,3760.31,2465.69,65.57,367.57,351.8,95.71,126.76,58.34,46.02,0,0.37,0,119931,46293,166224,98704,10602,1439,86663,0,12.2,18333,0,0,0,0,0,0,117037
ASSAM,5,CHIRANG,1522.06,1074.34,340.85,106.87,849.14,193,30.1,1072.24,643.15,166.6,29.38,839.13,29956,20899,50855,10,778,38,2,0,14442,2580,17022,3,778,38,2,0,1082.56,374.31,34.58,155.6,186.89,100,1.9,2.56,100,20,4.8,24,29956,20899,50855,14442,1563,7649,5230,0,63.79,2580,196,135,0,0,0,0,17022
ASSAM,6,DARRANG,3824.75,2681.62,848.25,294.88,1352.86,395.94,136.23,1885.03,1202.59,379.29,136.23,1718.11,86628,25633,112261,25,673,539,5,0,45204,6448,51652,0,673,243,0,0,3208.36,1512.97,47.16,131.6,127.9,97.19,41.76,17.01,40.73,50,0,0,86628,25633,112261,45204,0,0,45204,0,0,6448,0,0,0,0,0,0,51652
ASSAM,7,DHEMAJI,3228.33,2284.89,697.63,245.81,1843.2,353.63,45,2241.83,1782.19,353.63,45,2180.82,80854,18546,99400,10,871,230,5,0,57267,15415,72682,10,884,230,5,4,2757.39,1761.36,63.88,174.2,280.17,100,11.5,30.99,100,12.5,11.5,92,80854,18546,99400,57267,6544,26604,24092,0,57.88,15415,0,0,0,0,0,0,72682
ASSAM,8,DHUBRI,8964.87,6264.78,1985.57,714.52,2994.08,609.9,366.8,3970.77,3123.85,609.79,350.32,4083.96,205324,42052,247376,50,1016,1902,2,0,116839,8790,125629,0,1181,576,4,9,7353.36,3536.49,48.09,203.2,222.11,100,164.16,47.39,28.87,100,0,0,205324,42052,247376,116839,2118,0,114721,0,1.81,8790,0,0,0,0,0,0,125629
ASSAM,9,DIBRUGARH,3021.96,2136.12,653.02,232.82,1848.81,350.57,16.06,2215.44,1735.69,350.52,11.73,2097.94,77606,45384,122990,0,969,900,4,0,69914,36781,106695,0,969,559,4,0,2515.93,1766.07,70.2,200.64,175.39,87.42,63.76,28.89,45.31,0,0,0,77606,45384,122990,69914,1393,557,33478,0,2.79,36781,0,0,0,0,0,0,106695
ASSAM,10,GOALPARA,2837.73,2002.27,645.89,189.57,1734.01,376.47,15.57,2126.05,1192.81,375.61,13.9,1582.32,65070,21747,86817,0,1840,951,3,0,55263,11252,66515,1,1840,804,3,4,1936.37,1117.12,57.69,521.92,353.32,67.7,54.92,55.21,100,0,0.88,0,65070,21747,86817,55263,2982,9097,43184,0,21.86,11252,0,0,0,0,0,0,66515
ASSAM,11,GOLAGHAT,3133.34,2179.53,676.25,277.56,1881.09,400.98,96.93,2379,1921.6,400.98,96.42,2419,79743,27031,106774,0,1248,119,6,0,77985,22801,100786,0,1249,122,6,0,2449.84,2017.32,82.34,249.6,240.27,96.26,5.96,8.21,100,0,0,0,79743,27031,106774,77985,4688,7835,65462,0,16.06,22801,0,0,0,0,0,0,100786
ASSAM,12,HAILAKANDI,1737.93,1215.24,379.49,143.2,1061.9,248.95,124.12,1434.97,1061.35,248.95,124.02,1434.32,49837,12445,62282,0,1140,35,4,0,49837,10570,60407,0,1140,35,4,0,1296.94,1104.33,85.15,228,233.22,100,1.76,2.33,100,0,0,0,49837,12445,62282,49837,5360,826,43651,0,12.41,10570,0,0,0,0,0,0,60407
ASSAM,13,JORHAT,3071.84,2172.7,709.72,189.42,1499.57,376.48,105.65,1981.69,1326.7,376.48,96.39,1799.57,65070,21747,86817,0,1840,951,6,0,49992,21747,71739,0,1850,701,3,1,2244.67,1335.86,59.51,442.51,325.26,73.5,69.32,47.47,68.48,0,0,0,65070,21747,86817,49992,6458,12493,31041,0,37.91,21747,0,0,0,0,0,0,71739
ASSAM,14,KAMRUP,3018.34,2129.06,644.75,244.53,1854.19,366.25,237.54,2457.98,1845.45,365.99,192.15,2403.58,85785,52723,138508,0,521,1531,0,0,84675,21386,106061,0,521,975,0,0,2436.2,2138.28,87.77,102.5,82.6,80.59,114.12,57.25,50.17,0,0,0,85785,52723,138508,84675,0,0,35480,0,0,21386,0,0,0,0,0,0,106061
ASSAM,15,KARBI ANGLONG,3832.82,2713.59,935.24,183.99,594.72,51.12,42.18,688.02,622.59,50.97,15.22,688.78,60953,19293,80246,0,3304,1406,4,0,9678,407,10085,0,2310,216,0,0,2372.36,176.12,7.42,998.98,456,45.65,137.56,14.28,10.38,0,0,0,60953,19293,80246,9678,0,9678,0,0,100,407,0,0,0,0,0,0,10085
ASSAM,16,KARIMGANJ,2672.51,1865.25,586.72,220.54,1601.89,343.3,244.49,2189.68,1224.55,343.3,244.49,1812.33,78992,15409,94401,14,1051,912,3,0,74500,15409,89909,0,1054,623,1,0,2148.75,1479.89,68.87,209.76,238.36,100,60.36,43.84,72.63,17.5,0,0,78992,15409,94401,74500,20220,3785,50495,0,32.22,15409,0,0,0,0,0,0,89909
ASSAM,17,KOKRAJHAR,2979.14,2075.89,638.56,264.69,1800.91,394.05,117.58,2312.54,1737.7,390.49,79.37,2207.56,84830,35087,119917,0,1157,146,3,0,74460,19668,94128,0,1224,146,2,1,2245.27,1799.6,80.15,225.86,243.92,100,7.31,7.14,97.67,0,0,0,84830,35087,119917,74460,7402,40947,25716,10,64.93,19668,0,0,0,0,0,0,94128
ASSAM,18,LAKHIMPUR,3024.58,2138.81,646.27,239.5,1882.99,393.74,101.48,2378.2,1519.82,368.6,101.48,1989.9,73224,22938,96162,0,1432,276,4,0,60821,3900,64721,0,1432,276,7,3,2293.57,1604.23,69.94,286.4,286.7,100,13.8,19.48,100,0,0,0,73224,22938,96162,60821,138,999,59684,0,1.87,3900,0,0,0,0,0,0,64721
ASSAM,19,MARIGAON,1802.88,1249.95,375.72,177.21,1110.14,217.59,144.68,1472.41,1108.53,217.59,142.26,1468.38,60770,105564,166334,0,326,797,3,0,56403,34647,91050,0,505,596,2,0,1618.55,1255.22,77.55,57.06,79.1,100,49.92,24.99,50.06,0,0,0,60770,105564,166334,56403,7330,12218,36855,0,34.66,34647,0,0,0,0,0,0,91050
ASSAM,20,NAGAON,7161.99,5052.42,1594.4,515.17,3932.47,758,481.7,5172.17,3880.3,756.03,378.69,5015.02,168391,60850,229241,0,2468,621,10,0,158290,12336,170626,0,2468,621,0,0,6005.87,4372.63,72.81,622.54,435.78,70,42.06,42.95,100,0,0,0,168391,60850,229241,158290,7583,5791,144916,5,8.45,12336,0,0,0,0,0,0,170626
ASSAM,21,NALBARI,3139.74,2195.41,676.86,267.47,1538.5,237.55,78.35,1854.4,862.49,237.55,78.35,1178.39,88093,127387,215480,0,282,710,5,0,53229,20039,73268,0,282,597,0,0,2634.4,1035.57,39.31,56.4,53.22,94.36,42.76,40.98,95.84,0,0,0,88093,127387,215480,53229,184,0,31649,0,0.35,20039,0,0,0,0,0,0,73268
ASSAM,22,NORTH CACHAR HILLS,1293,913.76,305.08,74.16,110.13,0,16.19,126.32,103.5,0,16.19,119.69,21328,1102,22430,0,810,194,5,0,5398,0,5398,0,34,16,0,0,779.29,80.97,10.39,305.56,27.6,9.03,18.6,0,0,0,0,0,21328,1102,22430,5398,0,5398,0,0,100,0,0,0,0,0,0,0,5398
ASSAM,23,SIBSAGAR,3209.83,2259.72,729.12,220.99,1950.28,449.78,36.61,2436.67,1706.46,449.78,36.57,2192.82,74686,52367,127053,0,2135,935,4,0,62131,22200,84331,0,2135,935,1,8,2405.15,1603.86,66.68,562.6,388.26,69.01,46.76,65.45,100,0,0,0,74686,52367,127053,62131,1375,2891,57865,0,6.87,22200,0,0,0,0,0,0,84331
ASSAM,24,SONITPUR,4851,3387.94,1094.71,368.35,2852.46,538.3,237.44,3628.2,2873.18,537.95,237.44,3648.58,120048,93032,213080,42,1951,607,6,0,98357,23767,122124,3,1951,607,3,0,3940.16,3086.86,78.34,547.77,357.87,65.33,33.22,42.8,100,42,2,4.76,120048,93032,213080,98357,4256,5103,88998,0,9.52,23767,219,199,0,0,0,0,122124
