State_Name,SL_No,District_Name,Sanction_Date,Reported_M_or_Y,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,Project_Cost_Lakhs,ApprShare_Central,ApprShare_State,ApprShare_Beneficiary,CompSanc_IHHL_BPL,CompSanc_IHHL_APL,CompSanc_IHHL_TOTAL,CompSanc_IHHL_SCW,CompSanc_School_Toilets,CompSanc_Anganwadi_Toilets,CompSanc_RSM_PC,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,SancAmt_Total,SancAmt_Center_Share,ReleaseAmt_Instal_No,ReleaseAmt_Instal_Part,ReleaseAmt_Date,ReleaseAmt_General,ReleaseAmt_SC,ReleaseAmt_ST,ReleaseAmt_Total,HH_PER-BASE_TOTAL,HH_PER-BASE_SC,HH_PER-BASE_ST,BPL_WT,BPL_WOT,APL_WT,APL_WOT,APL+BPL_WT,APL+BPL_WOT,SCH_WT,SCH_WOT,ANGAN_WT,ANGAN_WOT,SAN_WT,SAN_WOT,Appr_BPL,Exp_BPL,Age_BPL,Appr_School,Exp_School,Age_School,Appr_Angan,Exp_Angan,Age_Angan,Appr_San,Exp_San,Age_San,BPL_Obj,APL_Obj,IHHL_Total,BPL_Total,BPL_Ach_IHHL_SC,BPL_Ach_IHHL_ST,BPL_Ach_IHHL_Genral,BPL_Ach_IHHL_PH,BPL_SC&ST_%,APL_Total,APL_Ach_SC,APL_Ach_ST,APL_Ach_SMF,APL_Ach_LL_WH,APL_Ach_PH,APL_Ach_WHH,IHHL_Total
HIMACHAL PRADESH,2,CHAMBA,17-05-2005,Mar-13,2367.96,1360.06,622.82,385.08,958.32,347.96,80.01,1386.29,920.35,316.37,80.01,1316.73,2367.96,1360.06,622.82,385.08,44429,31646,76075,50,1778,105,10,17-05-2005,Mar-13,44429,31646,76075,50,1778,105,10,0,58422,40186,98608,50,1778,158,0,0,2367.96,1360.06,2,3,27-08-2012,124.16,61.9,32.91,218.97,87351,17944,24750,3138,44027,8540,31646,11678,75673,563,1023,0,105,0,41,1359.33,246.6,18.14,519.51,708.15,100,5.26,7.73,100,100,108.18,100,44429,31646,76075,58422,17877,24750,15748,67,72.96,40186,614,941,0,0,0,0,98608
HIMACHAL PRADESH,3,HAMIRPUR,18-03-2002,Mar-13,1281.89,888.67,316.82,76.4,635.07,226.2,54.63,915.9,569.36,208.87,54.64,832.87,1281.89,888.67,316.82,76.4,11593,45592,57185,60,1400,900,3,18-03-2002,Mar-13,11593,45592,57185,60,1400,900,3,0,11593,45683,57276,39,1071,685,1,0,1281.89,888.67,2,3,27-08-2012,89.38,46.34,--,135.72,97488,15957,306,8410,11498,33864,43716,42274,55214,467,317,453,502,0,10,289.43,276.6,95.57,433,249.95,57.73,60.56,35.7,58.95,120,74.04,61.7,11593,45592,57185,11593,3526,38,8029,14,30.74,45683,0,0,0,0,0,0,57276
HIMACHAL PRADESH,4,KANGRA,12-03-2003,Mar-13,4345.77,3087.38,1063.16,195.23,1485.88,511.7,8.36,2005.94,1510.49,460.15,8.17,1978.81,4345.77,3087.38,1063.16,195.23,45000,159201,204201,116,4000,4200,4,12-03-2003,Mar-13,45000,159201,204201,116,4000,4200,4,0,61820,269640,331460,58,2834,3953,1,0,4345.77,3087.38,2,3,27-08-2012,212.25,89.64,0.18,302.07,290691,57721,14576,20214,44901,76417,149159,96631,194060,1328,1083,145,1045,19,0,1289.79,345.28,26.77,1362.96,974.76,71.52,375,68.9,18.37,232.02,69.72,30.05,45000,159201,204201,61820,14852,2639,44329,0,28.29,269640,0,0,0,0,0,0,331460
HIMACHAL PRADESH,5,KINNAUR,20-02-2003,Mar-13,301.07,207.89,76.88,16.3,112.23,34.5,6.9,153.62,89.74,32.88,4.44,127.06,301.07,207.89,76.88,16.3,1560,13383,14943,65,350,226,1,20-02-2003,Mar-13,1560,13383,14943,65,350,226,1,0,1560,13263,14823,28,272,66,0,0,,,,,,,,,,17763,5898,11865,1336,1558,2362,12507,3698,14065,92,175,3,33,0,0,42.08,0.05,0.12,84.43,37.07,43.91,20.96,7.9,37.69,62.5,36.94,59.1,1560,13383,14943,1560,798,762,0,0,100,13263,0,0,0,0,0,0,14823
HIMACHAL PRADESH,6,KULLU,12-03-2003,Mar-13,1145.97,776.61,296.66,72.7,569.84,217.89,30.11,817.84,479.41,183,28.79,691.2,1145.97,776.61,296.66,72.7,9989,41986,51975,150,1150,956,2,12-03-2003,Mar-13,9989,41986,51975,150,1150,956,2,0,9989,45340,55329,113,1150,942,0,0,1145.97,776.61,2,4,27-08-2012,61.04,43.79,1.57,106.4,66081,19269,1813,1472,9573,13214,41822,14686,51395,593,303,53,321,4,49,256.18,242.61,94.7,324.51,159.6,49.18,75.61,12.39,16.39,300,171.4,57.13,9989,41986,51975,9989,4506,160,5305,18,46.71,45340,0,0,0,0,0,0,55329
HIMACHAL PRADESH,7,LAHAUL & SPITI,23-11-2005,Mar-13,154.05,103.22,41.47,9.36,58.8,11.77,0,70.57,23.28,9.19,0,32.47,154.05,103.22,41.47,9.36,2413,3049,5462,4,263,112,1,23-11-2005,Mar-13,2413,3049,5462,4,263,112,1,0,2413,3049,5462,4,263,112,1,0,,,,,,,,,,5440,550,4890,1731,680,2498,531,4229,1211,139,123,2,108,0,0,71.89,0,0,58.16,11.95,20.55,5.7,2.1,36.84,0.8,7.65,100,2413,3049,5462,2413,540,1873,0,0,100,3049,0,0,0,0,0,0,5462
HIMACHAL PRADESH,8,MANDI,17-05-2005,Mar-13,2287.1,1359.93,627.46,299.71,1171.95,540.75,267.71,1980.4,1150.72,538.15,267.61,1956.49,2287.1,1359.93,627.46,299.71,34407,117797,152204,100,3409,224,10,17-05-2005,Mar-13,34407,117797,152204,100,3409,224,10,0,34408,117797,152205,125,3434,124,5,0,2287.1,1359.93,3,1,27-08-2012,24.77,17.76,0.29,42.82,205356,56371,5371,6924,34407,46228,117797,53152,152204,633,1441,586,60,1,57,721.89,703.63,97.47,861.34,701.04,81.39,17.76,12.2,68.69,200,170.02,85.01,34407,117797,152204,34408,13639,747,19787,0,41.81,117797,0,0,0,0,0,0,152205
HIMACHAL PRADESH,9,SHIMLA,17-05-2005,Mar-13,1864.86,1293.65,452.59,118.62,1082.06,378.55,108.76,1569.37,1020.43,340.45,94.28,1455.16,1864.86,1293.65,452.59,118.62,23874,53231,77105,70,2489,923,10,17-05-2005,Mar-13,23874,53231,77105,70,2489,923,10,0,23874,53231,77105,70,2489,840,0,0,1864.86,1293.65,3,1,27-08-2012,39.86,27.73,0.14,67.73,109998,32753,497,7753,23874,25307,53064,33060,76938,351,1871,24,901,0,0,546.91,507.8,92.85,634.89,500,78.75,58.06,47.1,81.12,140,136.95,97.82,23874,53231,77105,23874,11360,0,12514,0,47.58,53231,0,0,0,0,0,0,77105
HIMACHAL PRADESH,10,SIRMAUR,03-03-2000,Mar-13,2707.19,1875.3,686.5,145.39,1208.92,442.59,44.2,1695.71,1034.58,380.87,19.85,1435.3,2707.19,1875.3,686.5,145.39,13753,44978,58731,264,2804,223,6,03-03-2000,Mar-13,13753,44978,58731,264,2804,223,6,0,13671,70126,83797,75,1804,223,6,2,2707.19,1875.3,3,1,27-08-2012,221.29,170.13,3.08,394.5,71024,9227,1187,1611,12001,12436,44976,14047,56977,330,825,0,133,0,33,359.79,279.14,77.58,1026.99,755.31,73.55,21.32,12.17,57.08,463.2,84.6,18.26,13753,44978,58731,13671,4972,305,8394,29,38.6,70126,0,0,0,0,0,0,83797
HIMACHAL PRADESH,11,SOLAN,20-02-2003,Mar-13,1265.26,845.41,339.09,80.76,567.24,227.53,122.14,916.91,309.4,114.94,22.31,446.66,1265.26,845.41,339.09,80.76,10858,38230,49088,225,1288,1244,4,20-02-2003,Mar-13,10858,38230,49088,225,1288,1244,4,0,10858,38230,49088,193,1288,1244,1,0,1265.26,845.41,2,4,27-08-2012,89.38,69.44,0.69,159.51,70147,23679,2484,7002,10858,22938,29349,29940,40207,635,426,200,236,11,42,230.58,56.44,24.48,380.26,132.96,34.97,101.42,28.1,27.71,375,89.4,23.84,10858,38230,49088,10858,4882,1413,4563,0,57.98,38230,0,0,0,0,0,0,49088
HIMACHAL PRADESH,12,UNA,20-02-2003,Mar-13,754.28,526.3,189.5,38.48,372.09,139.92,115.12,627.13,294.54,115.95,5,415.48,754.28,526.3,189.5,38.48,8360,44752,53112,25,850,695,2,20-02-2003,Mar-13,8360,44752,53112,25,850,695,2,0,8360,44752,53112,25,850,695,5,0,754.28,526.3,2,1,27-08-2012,57.02,26.67,--,83.69,90838,21728,1233,7105,8320,33344,42069,40449,50389,537,150,100,385,0,11,220.6,0,0,277.67,244.92,88.21,60.26,34.55,57.33,50,50,100,8360,44752,53112,8360,2897,130,5333,0,36.21,44752,10065,8873,0,0,0,0,53112
JAMMU & KASHMIR,1,ANANTNAG,12-03-2003,Mar-13,3493.37,2440.13,763.1,290.14,1190.27,287.11,1118.18,2595.56,1167.05,272.52,185.85,1625.43,3493.37,2440.13,763.1,290.14,75476,18061,93537,50,1315,75,3,12-03-2003,Mar-13,75476,18061,93537,50,1315,75,3,0,61938,19199,81137,50,1315,9,0,0,3493.37,2440.13,2,2,14-06-2012,213.07,0.02,12.54,225.63,52249,0,2338,11120,21736,5316,14077,16436,35813,56,53,7,3,4,0,2330.61,1249.38,53.61,265.03,262.39,99,7.12,0.45,6.32,100,89.32,89.32,75476,18061,93537,61938,0,0,61938,0,0,19199,0,0,0,0,0,0,81137
JAMMU & KASHMIR,2,BANDIPORA,04-08-2010,Mar-13,962.47,670.15,234.65,57.67,226.6,24.68,174.77,426.05,218.94,24.68,7.15,250.77,962.47,670.15,234.65,57.67,13100,31466,44566,10,360,10,10,04-08-2010,Mar-13,13100,31466,44566,10,360,10,10,0,5725,0,5725,7,127,0,0,0,962.47,670.15,1,3,14-06-2012,137.65,0.06,6.83,144.54,2859,0,0,915,1200,355,389,1270,1589,0,0,0,0,0,0,524,206.68,39.44,138.6,25.8,18.61,1,0,0,20,9.46,47.3,13100,31466,44566,5725,0,892,3851,0,15.58,0,0,0,0,0,0,0,5725
JAMMU & KASHMIR,3,BARAMULLA,14-01-2004,Mar-13,3299.59,2327.66,737.86,234.07,1024.94,285.9,144.34,1455.18,999.18,284.26,139.68,1423.12,3299.59,2327.66,737.86,234.07,68290,64211,132501,52,1164,22,8,14-01-2004,Mar-13,68290,64211,132501,52,1164,22,8,0,31989,18302,50291,49,1164,2,0,0,3299.59,2327.66,1,4,14-06-2012,291.58,0.13,14.47,306.18,3863,0,255,488,2030,869,476,1357,2506,15,28,0,19,0,0,2443.26,1075.63,44.02,244.27,240.98,98.65,2.2,0.2,9.09,75.41,65.62,87.02,68290,64211,132501,31989,0,7093,24796,0,22.17,18302,0,0,0,0,0,0,50291
JAMMU & KASHMIR,4,BUDGAM,14-01-2004,Mar-13,2463.41,1733.42,563.73,166.26,758.04,221.38,96.65,1076.07,769.58,221.3,94.07,1084.96,2463.41,1733.42,563.73,166.26,47801,24580,72381,77,1296,37,6,14-01-2004,Mar-13,47801,24580,72381,77,1296,37,6,0,21126,8500,29626,77,1176,6,0,0,2463.41,1733.42,1,4,14-06-2012,228.97,0.05,3.31,232.33,72371,0,2406,10497,29943,14063,17868,24560,47811,358,200,16,37,28,22,1740.14,688.62,39.57,327.1,254.55,77.82,3.42,0.25,7.31,105.39,61.73,58.57,47801,24580,72381,21126,0,1984,17470,0,9.39,8500,0,0,0,0,0,0,29626
JAMMU & KASHMIR,5,DODA,14-01-2004,Mar-13,4129.34,2917,986.64,225.7,1413.36,346.48,187.19,1947.03,1275.52,346.48,117.32,1739.32,4129.34,2917,986.64,225.7,73029,25779,98808,50,4033,23,14,14-01-2004,Mar-13,73029,25779,98808,50,4033,23,10,4,39644,8689,48333,100,2819,20,0,0,4129.34,2917,2,3,14-06-2012,221.54,37.17,18.92,277.63,59551,8357,5022,8825,32163,8410,10153,17235,42316,450,523,1,17,27,0,2302.03,904.86,39.31,1174.76,691.58,58.87,1.32,0.72,54.55,100,22.29,22.29,73029,25779,98808,39644,1702,1909,11676,0,9.11,8689,0,0,0,0,0,0,48333
JAMMU & KASHMIR,6,JAMMU,14-01-2004,Mar-13,3159.33,2207.31,748.84,203.18,1046.44,264.81,93.22,1404.47,1015.74,264.81,93.22,1373.77,3159.33,2207.31,748.84,203.18,50950,113373,164323,50,2607,36,6,14-01-2004,Mar-13,50950,113373,164323,50,2607,36,6,0,15457,28035,43492,50,2165,36,2,0,3159.33,2207.31,2,2,14-06-2012,115.42,108.1,5.51,229.03,177725,73047,10596,6638,33397,49494,88196,56132,121593,905,295,17,27,86,44,1900.56,616.39,32.43,664.03,467.37,70.38,2.96,2.55,86.15,75,100,100,50950,113373,164323,15457,0,0,0,0,0,28035,0,0,0,0,0,0,43492
JAMMU & KASHMIR,7,KARGIL,14-01-2004,Mar-13,1246.2,859.82,326.4,59.98,292.28,72.53,15.16,379.97,285.6,71.56,15.14,372.29,1246.2,859.82,326.4,59.98,8475,0,8475,55,1545,10,5,14-01-2004,Mar-13,8475,0,8475,55,1545,10,5,0,2970,600,3570,30,706,1,0,0,1246.2,859.82,1,4,14-06-2012,93.02,0.21,90.99,184.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.5,61.6,20.03,578.17,253.42,43.83,1,0.1,10,101,41.02,40.61,8475,0,8475,2970,0,2970,0,0,100,600,0,0,0,0,0,0,3570
JAMMU & KASHMIR,8,KATHUA,14-01-2004,Mar-13,1392.82,975.68,323.78,93.36,637.06,178.47,82.33,897.86,612.14,178.32,77.21,867.67,1392.82,975.68,323.78,93.36,25978,64408,90386,60,1049,33,7,14-01-2004,Mar-13,25978,64408,90386,60,1049,33,7,0,10029,26341,36370,53,1048,10,1,0,1392.82,975.68,2,3,14-06-2012,126.27,64.55,7.77,198.59,81919,18621,6145,2430,18711,10646,50132,13076,68843,749,319,12,33,9,0,864.8,478.43,55.32,243.66,250.82,100,3.32,0.83,25,14.49,95.27,100,25978,64408,90386,10029,4825,695,4509,15,55.04,26341,1165,101,1871,0,29,234,36370
JAMMU & KASHMIR,9,KISHTWAR,04-08-2010,Mar-13,1691.36,1201.39,421.02,68.95,135.06,71.84,11.41,218.31,138.68,71.84,11.41,221.93,1691.36,1201.39,421.02,68.95,22318,0,22318,10,1285,0,0,04-08-2010,Mar-13,22318,0,22318,10,1285,0,0,0,6754,0,6754,5,525,0,0,0,,,,,,,,,,22350,2577,5601,6323,16027,0,0,6323,16027,163,462,181,0,2,0,892.72,156.27,17.5,494.73,51.84,10.48,0,0,0,20,5.35,26.75,22318,0,22318,6754,0,0,0,0,0,0,0,0,0,0,0,0,6754
JAMMU & KASHMIR,10,KULGAM,04-08-2010,Jan-13,746.48,519.56,180.68,46.24,64.86,81,84.36,230.22,66.59,41.14,15.36,123.09,746.48,519.56,180.68,46.24,11568,27306,38874,10,286,15,0,04-08-2010,Mar-13,11568,27306,38874,10,286,15,0,0,7078,4000,11078,10,236,15,0,0,,,,,,,,,,61270,1036,5192,9728,25581,8996,16965,18724,42546,158,385,60,275,15,45,432.72,68.74,15.89,110.11,17.1,15.53,1.52,0.2,13.16,20,24.81,100,11568,27306,38874,7078,0,3000,3000,0,42.38,4000,0,0,0,0,0,0,11078
JAMMU & KASHMIR,11,KUPWARA,14-01-2004,Mar-13,2923.92,2049.74,700.41,173.77,970.99,276.08,76.44,1323.51,764.26,276.08,76.44,1116.78,2923.92,2049.74,700.41,173.77,58068,18208,76276,50,2359,105,6,14-01-2004,Mar-13,58068,18208,76276,50,2359,105,6,0,27869,4672,32541,47,1691,13,2,0,2923.92,2049.74,2,1,14-06-2012,203.66,0.03,9.64,213.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.79,552,31.89,710.82,475.13,66.84,9.92,0.7,7.06,100,60.7,60.7,58068,18208,76276,27869,0,1900,23705,63,6.82,4672,0,0,0,0,0,0,32541
JAMMU & KASHMIR,12,LEH (LADAKH),14-01-2004,Mar-13,849.48,551.34,221.3,76.84,267.83,120.4,20.45,408.68,229.92,114.32,20.45,364.7,849.48,551.34,221.3,76.84,6090,0,6090,250,351,400,3,14-01-2004,Mar-13,6090,0,6090,250,351,400,3,0,5296,0,5296,240,347,132,0,0,849.48,551.34,2,2,14-06-2012,26.57,0.15,25.18,51.9,10290,0,10290,2210,2268,5812,0,8022,2268,110,75,53,42,54,36,176.81,101.22,57.25,86.11,85.31,99.07,39.7,12.51,31.51,431.6,135.72,31.45,6090,0,6090,5296,0,5296,0,0,100,0,0,0,0,0,0,0,5296
JAMMU & KASHMIR,13,POONCH,14-01-2004,Mar-13,2111.59,1462.47,493.81,155.31,677.59,245.92,99.23,1022.74,611.05,240.28,99,950.33,2111.59,1462.47,493.81,155.31,37764,27507,65271,82,1560,51,6,14-01-2004,Mar-13,37764,27507,65271,82,1560,51,6,0,20072,11097,31169,80,1242,5,0,0,2111.59,1462.47,2,2,14-06-2012,125.68,0.37,38.63,164.68,65880,14,26058,11153,28640,8053,18034,19206,46674,526,356,1,48,5,0,1225.99,528.09,43.07,443.17,284.29,64.15,5.12,0.5,9.77,107.33,88.64,82.59,37764,27507,65271,20072,0,0,0,0,0,11097,0,0,0,0,0,0,31169
JAMMU & KASHMIR,14,PULWAMA,14-01-2004,Mar-13,2187.01,1526.8,510.68,149.53,554.29,262.74,168.54,985.57,408.19,240.19,168.53,816.91,2187.01,1526.8,510.68,149.53,41902,13141,55043,64,1384,48,6,14-01-2004,Mar-13,41902,13141,55043,64,1384,48,6,0,13888,9672,23560,64,1223,7,4,0,2187.01,1526.8,1,3,14-06-2012,291.99,0.02,6.07,298.08,48334,0,0,0,23492,15268,9574,15268,33066,0,617,0,16,3,47,1374.31,337.14,24.53,351.17,293.73,83.64,4.5,0.33,7.33,102.8,93.33,90.79,41902,13141,55043,13888,0,103,13785,0,0.74,9672,0,0,0,0,0,0,23560
JAMMU & KASHMIR,15,RAJAURI,20-02-2003,Mar-13,1921.22,1338.65,448.22,134.35,609.98,921.09,51.49,1582.56,506.07,921.09,51.01,1478.17,1921.22,1338.65,448.22,134.35,37507,223960,261467,12,1241,5,2,20-02-2003,Mar-13,37507,223960,261467,12,1241,5,2,0,8664,15595,24259,12,1224,6,1,0,1921.22,1338.65,2,3,14-06-2012,110.02,18.18,31.02,159.22,90021,5972,34009,5094,36427,7347,41153,12441,77580,552,801,2,5,9,1,1370.61,1088.89,79.45,294.08,308.03,100,0.52,0.5,96.15,24,33.1,100,37507,223960,261467,8664,180,2237,1737,7,27.9,15595,0,0,0,0,0,0,24259
JAMMU & KASHMIR,16,RAMBAN,04-08-2010,Mar-13,1346.71,929.89,347.29,69.53,156.59,53.32,8.19,218.1,164.47,53.31,7.64,225.42,1346.71,929.89,347.29,69.53,15926,6850,22776,34,1014,25,4,04-08-2010,Mar-13,15926,6850,22776,34,1014,25,4,0,1986,0,1986,18,356,2,0,0,1346.71,929.89,1,2,14-06-2012,80.44,13.5,6.87,100.81,34334,31,2150,8408,14359,5515,6052,13923,20411,350,294,0,23,1,0,637.04,75.06,11.78,390.39,111.07,28.45,2.52,0.9,35.71,68,27.78,40.85,15926,6850,22776,1986,0,0,0,0,0,0,0,0,0,0,0,0,1986
JAMMU & KASHMIR,17,REASI,04-08-2010,Mar-13,1553.66,1081.75,385.04,86.87,362.22,47.52,30.73,440.47,326.98,47.52,30.73,405.24,1553.66,1081.75,385.04,86.87,21500,0,21500,10,854,50,4,04-08-2010,Mar-13,21500,0,21500,10,854,50,4,0,4228,0,4228,12,371,8,0,0,1553.66,1081.75,1,3,14-06-2012,146.65,67.13,22.58,236.36,48328,7440,15540,2997,20203,25128,0,28125,20203,268,222,92,45,25,4,860,217.81,25.33,328.79,148.92,45.29,5,0.8,16,20,24.06,100,21500,0,21500,4228,0,0,0,0,0,0,0,0,0,0,0,0,4228
JAMMU & KASHMIR,18,SAMBA,04-08-2010,Mar-13,571.14,397.25,135.62,38.27,48.96,47.54,10.87,107.37,45.53,47.54,8.57,101.64,571.14,397.25,135.62,38.27,9849,0,9849,10,70,20,0,04-08-2010,Mar-13,9849,0,9849,10,70,20,0,0,1072,0,1072,10,43,5,0,0,,,,,,,,,,45637,13212,3150,1315,7959,36363,0,37678,7959,328,51,25,20,13,0,393.96,46.85,11.89,26.96,16.7,61.94,2,0,0,20,37.54,100,9849,0,9849,1072,0,0,0,0,0,0,0,0,0,0,0,0,1072
JAMMU & KASHMIR,19,SHOPIAN,04-08-2010,Mar-13,682.3,472.07,168.72,41.51,158.41,74.42,20.11,252.93,144.28,54.46,20.11,218.85,682.3,472.07,168.72,41.51,10196,0,10196,10,300,10,2,04-08-2010,Mar-13,10196,0,10196,10,300,10,2,0,2498,342,2840,10,95,0,0,0,682.3,472.07,1,3,14-06-2012,100.75,0.01,2.09,102.85,10196,0,112,0,10196,0,0,0,10196,0,300,0,8,0,10,407.84,156.4,38.35,115.5,30.21,26.16,1,0,0,20,14.9,74.5,10196,0,10196,2498,0,159,1989,0,6.37,342,0,0,0,0,0,0,2840
JAMMU & KASHMIR,20,SRINAGAR,02-03-2001,Mar-13,964.02,673.02,220.89,70.11,251.34,134.67,40.25,426.26,275.91,134.67,39.75,450.34,964.02,673.02,220.89,70.11,18434,64408,82842,78,274,70,4,02-03-2001,Mar-13,18434,64408,82842,78,274,70,4,0,9615,18242,27857,82,188,6,4,0,964.02,673.02,2,1,14-06-2012,113.61,0.02,11.99,125.62,3160,0,360,859,719,1273,309,2132,1028,11,4,15,26,13,0,638.49,278.23,43.58,84.77,66,77.86,7,0.3,4.29,105.61,67.78,64.18,18434,64408,82842,9615,0,3186,5395,3,33.14,18242,0,49,414,0,3,36,27857
JAMMU & KASHMIR,21,UDHAMPUR,02-03-2001,Mar-13,2903.32,2038.97,709.68,154.67,907.69,277,89.92,1274.61,719.27,277,83.24,1079.5,2903.32,2038.97,709.68,154.67,48850,44474,93324,56,2930,25,7,02-03-2001,Mar-13,48850,44474,93324,56,2930,25,7,0,18287,7265,25552,43,2088,22,0,0,2903.32,2038.97,2,1,14-06-2012,161.32,73.85,24.84,260.01,67838,16358,7282,7416,23593,8796,28033,16212,51626,794,530,12,18,10,25,1634.92,485.78,29.71,843.89,470.05,55.7,1.56,1.66,100,103,87.67,85.12,48850,44474,93324,18287,3902,1789,12547,26,31.12,7265,494,206,183,0,6,15,25552
JHARKHAND,1,BOKARO,22-03-2001,Mar-13,4433.2,2956.3,1099.63,377.27,874.29,911.06,70.35,1855.7,442.84,346.25,70.35,859.44,4433.2,2956.3,1099.63,377.27,104627,102176,206803,40,1814,249,8,22-03-2001,Mar-13,104627,102176,206803,40,1814,249,8,0,33736,5985,39721,6,1802,249,14,14,,,,,,,,,,116246,1190,1796,0,103125,2342,10779,2342,113904,0,1364,0,102,3,6,3209.57,409.8,12.77,397,374.15,94.24,16.33,7.17,43.91,80,6.77,8.46,104627,102176,206803,33736,7296,5877,20473,144,39.05,5985,0,0,0,0,0,0,39721
JHARKHAND,2,CHATRA,27-12-2004,Mar-13,3978.16,2661.34,977.35,339.47,1186.4,853.67,98,2138.07,1056.8,432.98,95.93,1585.72,3978.16,2661.34,977.35,339.47,98223,25280,123503,50,1134,526,10,27-12-2004,Mar-13,98223,25280,123503,50,1134,526,10,0,51838,2836,54674,19,1134,242,16,16,3978.16,2661.34,2,2,17-05-2012,174.22,156.3,7.54,338.06,138135,34118,5215,12743,98213,2407,24772,15150,122985,74,909,67,476,0,19,2900.72,1133.5,39.08,246.6,226.94,92.03,36.77,7.14,19.42,100,34.75,34.75,98223,25280,123503,51838,17971,3591,30276,25,41.59,2836,0,0,0,0,0,0,54674
JHARKHAND,3,DEOGHAR,11-03-2005,Mar-13,2228.74,1444.93,516.18,267.63,1179.83,614.69,22.42,1816.94,1074.13,478.09,22.42,1574.65,2228.74,1444.93,516.18,267.63,75153,88207,163360,50,464,1057,10,11-03-2005,Mar-13,75153,88207,163360,50,464,1057,10,0,75153,20310,95463,1,464,869,0,15,2228.74,1444.93,3,1,17-05-2012,73.27,18.5,7.63,99.4,156684,0,0,0,72783,0,83901,0,156684,296,0,0,225,0,1,1551.4,1270.7,81.91,92.8,133.76,100,72.6,4.14,5.7,100,2.4,2.4,75153,88207,163360,75153,12401,9045,49826,0,28.54,20310,0,0,0,0,0,0,95463
JHARKHAND,4,DHANBAD,07-02-2000,Mar-13,4399.71,2963.46,1099.78,336.47,1140.87,984.44,73.02,2198.34,673.24,276.62,71.94,1021.81,4399.71,2963.46,1099.78,336.47,104672,89302,193974,62,2820,73,10,07-02-2000,Mar-13,104672,89302,193974,62,2820,73,10,0,45375,15722,61097,24,2820,102,0,12,,,,,,,,,,194074,33001,33950,0,104672,737,88665,737,193337,5,2125,5,44,0,0,3083.87,432.82,14.03,601.66,450.78,74.92,11.46,30,100,102.4,11.95,11.67,104672,89302,193974,45375,8613,4252,32396,101,28.35,15722,0,0,0,0,0,0,61097
JHARKHAND,5,DUMKA,29-01-2002,Mar-13,5592.6,3530,1366.71,695.89,2666,1214.81,429.01,4309.82,1984.4,847.54,429.01,3260.95,5592.6,3530,1366.71,695.89,148732,42024,190756,50,2926,202,10,29-01-2002,Mar-13,148732,42024,190756,50,2926,202,10,0,126910,13698,140608,0,2926,202,72,73,5592.6,3530,3,2,17-05-2012,280.87,41.63,98.62,421.12,185659,1,0,65,148732,552,36310,617,185042,179,2776,4,115,0,0,3498.14,2319.27,66.3,603.5,543.35,90.03,10.1,11.57,100,100,0,0,148732,42024,190756,126910,11934,43139,71837,0,43.4,13698,0,0,0,0,0,0,140608
JHARKHAND,6,GARHWA,27-12-2004,Mar-13,3784.05,2528.86,908.41,346.78,1840.91,828.07,81.52,2750.5,938.63,533.67,14.58,1486.88,3784.05,2528.86,908.41,346.78,95558,69177,164735,50,1303,714,10,27-12-2004,Mar-13,95558,69177,164735,50,1303,714,10,0,59051,3407,62458,25,1303,82,20,25,3784.05,2528.86,3,1,17-05-2012,205.23,121.69,31.44,358.36,127828,110,0,3321,73442,4518,46547,7839,119989,0,469,0,713,0,0,2581.68,1074.95,41.64,261.96,256.82,98.04,55.14,2.6,4.72,100.02,17.97,17.97,95558,69177,164735,59051,115,235,3740,0,0.59,3407,0,0,51,0,0,0,62458
JHARKHAND,7,GIRIDIH,27-12-2004,Mar-13,6792.67,4554.06,1679.11,559.5,1765.28,1274.75,109.3,3149.33,1022.66,344.89,49.79,1417.34,6792.67,4554.06,1679.11,559.5,155100,44190,199290,50,2472,1762,10,27-12-2004,Mar-13,155100,44190,199290,50,2472,1762,10,0,66465,5595,72060,10,2472,368,0,13,,,,,,,,,,209494,726,1509,3112,155016,7306,44060,10418,199076,21,68,19,741,0,27,4711.07,603.82,12.82,590.7,582.4,98.59,130.46,24.65,18.89,100,24.05,24.05,155100,44190,199290,66465,0,0,0,0,0,5595,0,0,0,0,0,0,72060
