State_Name,SL_No,District_Name,Sanction_Date,Reported_M_or_Y,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,Project_Cost_Lakhs,ApprShare_Central,ApprShare_State,ApprShare_Beneficiary,CompSanc_IHHL_BPL,CompSanc_IHHL_APL,CompSanc_IHHL_TOTAL,CompSanc_IHHL_SCW,CompSanc_School_Toilets,CompSanc_Anganwadi_Toilets,CompSanc_RSM_PC,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,SancAmt_Total,SancAmt_Center_Share,ReleaseAmt_Instal_No,ReleaseAmt_Instal_Part,ReleaseAmt_Date,ReleaseAmt_General,ReleaseAmt_SC,ReleaseAmt_ST,ReleaseAmt_Total,HH_PER-BASE_TOTAL,HH_PER-BASE_SC,HH_PER-BASE_ST,BPL_WT,BPL_WOT,APL_WT,APL_WOT,APL+BPL_WT,APL+BPL_WOT,SCH_WT,SCH_WOT,ANGAN_WT,ANGAN_WOT,SAN_WT,SAN_WOT,Appr_BPL,Exp_BPL,Age_BPL,Appr_School,Exp_School,Age_School,Appr_Angan,Exp_Angan,Age_Angan,Appr_San,Exp_San,Age_San,BPL_Obj,APL_Obj,IHHL_Total,BPL_Total,BPL_Ach_IHHL_SC,BPL_Ach_IHHL_ST,BPL_Ach_IHHL_Genral,BPL_Ach_IHHL_PH,BPL_SC&ST_%,APL_Total,APL_Ach_SC,APL_Ach_ST,APL_Ach_SMF,APL_Ach_LL_WH,APL_Ach_PH,APL_Ach_WHH,IHHL_Total
MADHYA PRADESH,15,DHAR,24-07-2003,Feb-13,4023.3,2697,957.39,368.91,2412.11,1160.95,396.09,3969.16,2465.12,1160.95,430.74,4056.82,4023.3,2697,957.39,368.91,100281,98820,199101,52,3503,490,10,24-07-2003,Mar-13,100281,98820,199101,52,3503,490,9,1,119944,153500,273444,18,3626,620,9,0,4023.3,2697,3,2,17-05-2012,40.41,6.13,24.24,70.78,276411,7804,90258,22141,92776,39281,122213,61422,214989,357,2424,46,345,0,0,2113.86,2675.71,100,723.7,815.42,100,24.52,26.26,100,103,121.8,100,100281,98820,199101,119944,10758,73353,35833,135,70.13,153500,0,0,0,0,0,0,273444
MADHYA PRADESH,16,DINDORI,24-07-2003,Feb-13,2904.53,1972.06,696.43,236.04,1715.87,587.17,966.26,3269.3,1650.77,583.63,346.27,2580.67,2904.53,1972.06,696.43,236.04,63701,63086,126787,12,1708,750,7,24-07-2003,Mar-13,63701,63086,126787,12,1708,750,6,1,59880,53686,113566,10,1958,750,7,1,2904.53,1972.06,3,1,17-05-2012,151.87,22.55,101.83,276.25,135663,10017,77435,192,63451,2623,69397,2815,132848,0,1166,0,283,0,6,1565.48,2058.01,100,420.06,307.33,73.16,51.25,51.93,100,18,15.19,84.39,63701,63086,126787,59880,10774,40718,8388,2,85.99,53686,280,470,25,0,0,0,113566
MADHYA PRADESH,17,GUNA,24-07-2003,Feb-13,3293.17,2233.43,830.22,229.52,1944.13,476.45,451.13,2871.71,1174.12,353.51,123.48,1651.11,3293.17,2233.43,830.22,229.52,53901,60419,114320,10,3664,86,10,24-07-2003,Mar-13,53901,60419,114320,10,3664,86,9,1,43146,53966,97112,10,2476,143,5,1,3293.17,2233.43,3,1,17-05-2012,204.45,78.64,25.23,308.32,118029,0,0,7758,34798,30834,44639,38592,79437,1185,17,405,1,0,9,1416.1,927.45,65.49,1081.4,525.05,48.55,4.3,6.33,100,15,20,100,53901,60419,114320,43146,12203,9842,21101,0,51.09,53966,0,0,0,0,0,0,97112
MADHYA PRADESH,18,GWALIOR,30-08-2000,Feb-13,1615.38,1094.45,384.69,136.24,976.96,352.14,121.69,1450.79,1113.98,340.94,121.69,1576.62,1615.38,1094.45,384.69,136.24,32128,111287,143415,53,1897,142,4,30-08-2000,Mar-13,32128,111287,143415,53,1897,142,4,0,39081,75444,114525,23,2260,142,2,0,1615.38,1094.45,3,1,17-05-2012,24.51,11.48,1.33,37.32,127370,30222,12025,1146,32128,2589,91507,3735,123635,67,1894,70,140,1,30,567.2,871.37,100,393.96,409.2,100,7.1,7.1,100,99.49,54.21,54.49,32128,111287,143415,39081,11641,7689,19751,0,49.46,75444,216,9,846,93,4,4,114525
MADHYA PRADESH,19,HARDA,24-07-2003,Feb-13,1356.58,930.18,340.63,85.77,800.25,268.29,128.07,1196.61,637.15,198.25,90.02,925.42,1356.58,930.18,340.63,85.77,23589,46014,69603,5,1742,223,4,24-07-2003,Mar-13,23589,46014,69603,5,1742,223,3,1,31545,38473,70018,5,921,285,2,0,1356.58,930.18,3,2,17-05-2012,101.49,39.77,31.13,172.39,66900,847,550,3307,23589,5886,34118,9193,57707,27,730,17,51,0,4,417.82,552.83,100,553.6,254.79,46.02,11.16,4.57,40.95,7.5,8.4,100,23589,46014,69603,31545,6819,7932,16794,0,46.76,38473,0,0,0,0,0,0,70018
MADHYA PRADESH,20,HOSHANGABAD,30-08-2000,Feb-13,1455.64,960.98,337.52,157.14,968.86,349.07,192.01,1509.94,1081.61,349.04,172.73,1603.38,1455.64,960.98,337.52,157.14,50677,76631,127308,78,1686,725,10,30-08-2000,Mar-13,50677,76631,127308,78,1686,725,10,0,83469,70611,154080,40,2244,725,7,0,,,,,,,,,,157337,19328,20326,21976,50677,13493,71191,35469,121868,157,1429,39,609,1,6,489.82,894.69,100,347.56,253.81,73.03,36.26,13.79,38.03,117,84.9,72.56,50677,76631,127308,83469,19562,18793,45114,0,45.95,70611,0,0,0,0,0,0,154080
MADHYA PRADESH,21,INDORE,13-02-2003,Feb-13,1904.55,1255.95,478.1,170.5,1105.24,357.81,23.15,1486.2,1095.64,357.8,23.15,1476.59,1904.55,1255.95,478.1,170.5,48998,114548,163546,20,1502,721,10,13-02-2003,Mar-13,48998,114548,163546,20,1502,721,10,0,50152,114494,164646,20,1950,831,24,0,1904.55,1255.95,3,3,17-05-2012,76.04,31.54,9.8,117.38,146842,29082,14728,4647,27895,11505,102795,16152,130690,115,648,81,416,0,0,936.84,873,93.19,300.4,351.14,100,36.06,9.87,27.37,40,24.8,62,48998,114548,163546,50152,14579,11156,24417,0,51.31,114494,211,100,462,613,16,32,164646
MADHYA PRADESH,22,JABALPUR,24-07-2003,Feb-13,3264.34,2156.32,729.18,378.84,1927.52,778.14,399.09,3104.75,1953.47,718.58,399.09,3071.15,3264.34,2156.32,729.18,378.84,106290,88024,194314,44,2240,260,10,24-07-2003,Mar-13,106290,88024,194314,44,2240,260,9,1,117804,79692,197496,44,3155,347,13,0,3264.34,2156.32,3,3,17-05-2012,41.58,10.9,9.57,62.05,227432,20922,38969,9785,106289,32609,78749,42394,185038,997,1454,614,260,43,10,1699.65,2052.1,100,482.96,425.16,88.03,13,18.67,100,66,68.64,100,106290,88024,194314,117804,23799,27180,66825,0,43.27,79692,0,0,0,0,0,0,197496
MADHYA PRADESH,23,JHABUA,24-07-2003,Feb-13,2913.48,1936.76,685.77,290.95,1703.99,608.78,148.65,2461.42,1775.01,545.06,123.65,2443.72,2913.48,1936.76,685.77,290.95,81491,32863,114354,9,2140,586,10,24-07-2003,Mar-13,81491,32863,114354,9,2140,586,9,1,94244,82892,177136,12,4485,804,12,0,2913.48,1936.76,2,4,17-05-2012,83.15,6.38,93.32,182.85,149999,1692,139035,5941,82620,4465,57453,10406,140073,56,1642,8,384,0,10,1562.67,1493.98,95.6,428,707.78,100,34.68,45.79,100,15.75,43.58,100,81491,32863,114354,94244,2331,86542,2945,0,94.3,82892,312,82502,0,0,0,0,177136
MADHYA PRADESH,24,KATNI,24-07-2003,Feb-13,2356.97,1591.63,564.02,201.32,1408.17,540.99,8.17,1957.33,1460.03,526.79,0.09,1986.91,2356.97,1591.63,564.02,201.32,53000,117095,170095,15,2079,921,6,24-07-2003,Mar-13,53000,117095,170095,15,2079,921,5,1,68295,68452,136747,11,2079,770,2,0,2356.97,1591.63,3,1,17-05-2012,78.12,18.23,17.03,113.38,157312,41681,27856,5078,53000,6798,92436,11876,145436,1,1710,20,918,4,15,1101.21,1438.5,100,470.76,323.2,68.65,67,35.9,53.58,24,16,66.67,53000,117095,170095,68295,13600,11589,43106,0,36.88,68452,210,191,210,0,0,0,136747
MADHYA PRADESH,25,KHANDWA(EAST NIMAR),23-04-2002,Feb-13,3023.31,2091.62,698.87,232.82,1849.86,670.79,211.11,2731.76,1417.89,589.02,166.57,2173.48,3023.31,2091.62,698.87,232.82,60123,58327,118450,40,2960,1375,8,23-04-2002,Mar-13,60123,58327,118450,40,2960,1375,8,0,82598,79121,161719,6,2373,1229,8,7,3023.31,2091.62,3,2,17-05-2012,94.98,24.24,33,152.22,166931,22044,52923,7220,66896,19380,73435,26600,140331,355,744,173,392,0,0,1162.5,1231.36,100,857.36,639,74.53,75.9,34.18,45.03,79,10.12,12.81,60123,58327,118450,82598,23728,29558,29312,0,64.51,79121,410,537,813,621,138,113,161719
MADHYA PRADESH,26,KHARGONE,24-07-2003,Feb-13,4387.93,2957.07,1056.43,374.43,2619.18,861.74,179.65,3660.57,2211.55,869.28,187.48,3268.32,4387.93,2957.07,1056.43,374.43,91083,152741,243824,50,3498,687,10,24-07-2003,Mar-13,91083,152741,243824,50,3498,687,9,1,91458,153540,244998,31,3498,687,4,0,4387.93,2957.07,3,3,17-05-2012,120.59,32.24,44.06,196.89,251641,36175,79936,33367,70725,49322,98227,82689,168952,2483,408,531,149,0,6,2259.09,1890.15,83.67,811.36,719.61,88.69,39.02,25.75,65.99,75,67.77,90.36,91083,152741,243824,91458,24317,36712,28883,0,66.73,153540,0,0,0,0,0,0,244998
MADHYA PRADESH,27,MANDLA,12-03-2003,Feb-13,3998.87,2700.71,964.26,333.9,2306.71,928.75,371.73,3607.2,1502.94,549.62,285.55,2338.1,3998.87,2700.71,964.26,333.9,98650,73826,172476,0,3064,176,10,12-03-2003,Mar-13,98650,73826,172476,0,3064,176,10,0,81286,39940,121226,2,2105,406,3,0,3998.87,2700.71,3,1,17-05-2012,346.22,33.3,200.82,580.34,181442,7098,100624,17508,98633,12867,52434,30375,151067,1114,1361,395,300,16,0,2295.32,1728.9,75.32,695.98,343.63,49.37,15.8,26.52,100,0,0,0,98650,73826,172476,81286,4844,52484,23958,0,70.53,39940,102,1293,292,67,0,106,121226
MADHYA PRADESH,28,MANDSAUR,13-02-2003,Feb-13,1734.39,1155.05,398.09,181.25,1033.51,341.97,173.94,1549.42,1150.62,341.96,170.42,1663,1734.39,1155.05,398.09,181.25,46666,119498,166164,50,1092,341,10,13-02-2003,Mar-13,46666,119498,166164,50,1092,341,10,0,67848,117701,185549,46,1668,430,10,0,1734.39,1155.05,3,4,17-05-2012,19.93,7.84,0.56,28.33,171682,22594,5908,9186,46666,12809,103021,21995,149687,350,1092,28,339,0,48,824.86,1077.35,100,228.9,309.37,100,17.06,17.04,99.88,100,68.06,68.06,46666,119498,166164,67848,13367,2234,46235,0,22.99,117701,334,14,270,42,5,18,185549
MADHYA PRADESH,29,MORENA,24-07-2003,Feb-13,1740.9,1186.46,430.34,124.1,1049.66,542.53,147.32,1739.52,1123.99,464.7,126.84,1715.52,1740.9,1186.46,430.34,124.1,32478,169027,201505,50,2151,142,7,24-07-2003,Mar-13,32478,169027,201505,50,2151,142,6,1,39727,96337,136064,34,3090,136,7,0,1740.9,1186.46,3,2,17-05-2012,59.28,25.34,0.44,85.06,208269,43731,4059,4078,32416,15111,156664,19189,189080,259,1706,82,142,1,50,548.9,774.92,100,592.5,683.95,100,8.31,7.84,94.34,100,64.5,64.5,32478,169027,201505,39727,15532,3039,21156,0,46.75,96337,130,0,617,15,7,27,136064
MADHYA PRADESH,30,NARSINGHPUR,30-08-2000,Jan-13,2552.66,1706.49,599.1,247.07,1518.58,527.84,232.12,2278.54,1356.97,508.97,232.12,2098.06,2552.66,1706.49,599.1,247.07,67857,58600,126457,78,1720,913,6,30-08-2000,Mar-13,67857,58600,126457,78,1720,913,6,0,66714,56484,123198,48,2207,913,6,0,2552.66,1706.49,3,1,17-05-2012,55.32,18.53,6.55,80.4,182024,35935,27089,22576,65892,35590,57966,58166,123858,991,317,527,373,31,19,1261.73,1316.24,100,355.56,409.58,100,50.82,17.92,35.26,117,94.02,80.36,67857,58600,126457,66714,13241,12883,40590,0,39.16,56484,14,20,686,175,3,15,123198
MADHYA PRADESH,31,NEEMUCH,24-07-2003,Feb-13,1512.54,1031.75,364.06,116.73,913.41,311.31,97.93,1322.65,884.37,306.36,60.84,1251.57,1512.54,1031.75,364.06,116.73,27790,86180,113970,39,1412,103,10,24-07-2003,Mar-13,27790,86180,113970,39,1412,103,9,1,42843,82812,125655,33,1697,165,2,1,1512.54,1031.75,3,2,17-05-2012,54.4,12.67,4.1,71.17,102282,13365,10911,3137,27831,6615,64699,9752,92530,111,1342,0,62,0,13,,,,,,,,,,,,,27790,86180,113970,42843,8840,8149,25854,0,39.65,82812,0,0,0,0,0,0,125655
MADHYA PRADESH,32,PANNA,24-07-2003,Feb-13,6268.42,4326.6,1643.45,298.37,3693.01,944.95,164.15,4802.11,1365.98,530.3,156.1,2052.38,6268.42,4326.6,1643.45,298.37,72600,186451,259051,15,9254,117,10,24-07-2003,Mar-13,72600,186451,259051,15,9254,117,9,1,56514,48946,105460,10,2782,117,4,0,6268.42,4326.6,3,1,17-05-2012,582.14,269.5,88.43,940.07,145739,30364,23216,19499,63423,9767,53050,29266,116473,199,1145,43,12,0,2,,,,,,,,,,,,,72600,186451,259051,56514,12433,10173,33908,0,40,48946,0,0,0,0,0,0,105460
MADHYA PRADESH,33,RAISEN,30-08-2000,Feb-13,3499.88,2338.82,842.56,318.5,2075.71,752.69,551.39,3379.79,1712.44,623.42,281.45,2617.31,3499.88,2338.82,842.56,318.5,88825,86117,174942,27,3000,869,10,30-08-2000,Mar-13,88825,86117,174942,27,3000,869,10,0,102504,80927,183431,36,3274,876,10,0,3499.88,2338.82,3,1,17-05-2012,89.88,33.06,13.77,136.71,154767,4844,2634,696,69701,1059,83311,1755,153012,57,2192,36,869,0,22,,,,,,,,,,,,,88825,86117,174942,102504,23259,16627,62618,0,38.91,80927,0,0,0,0,0,0,183431
MADHYA PRADESH,34,RAJGARH,23-04-2002,Jan-13,3854.44,2598.48,899.33,356.63,2322.07,805.92,2449.83,5577.82,2216.95,805.74,278.79,3301.48,3854.44,2598.48,899.33,356.63,94365,80166,174531,44,3206,244,10,23-04-2002,Mar-13,94365,80166,174531,44,3206,244,10,0,115392,65737,181129,43,3617,244,33,0,3854.44,2598.48,3,4,17-05-2012,55.45,19.92,1.64,77.01,208402,31896,6504,5473,93722,3696,105511,9169,199233,245,1378,3,147,8,0,,,,,,,,,,,,,94365,80166,174531,115392,32958,10086,72348,0,37.3,65737,0,0,0,0,0,0,181129
MADHYA PRADESH,35,RATLAM,24-07-2003,Feb-13,2002.65,1344.58,458.73,199.34,1202.1,412.09,200.93,1815.12,1141.1,397.82,200.93,1739.84,2002.65,1344.58,458.73,199.34,51248,88719,139967,24,1392,158,6,24-07-2003,Mar-13,51248,88719,139967,24,1392,158,5,1,64477,82306,146783,10,2029,158,11,2,2002.65,1344.58,3,2,17-05-2012,33.44,15.58,11.03,60.05,147314,24459,52552,6650,54090,13040,73534,19690,127624,607,436,11,42,0,0,,,,,,,,,,,,,51248,88719,139967,64477,15412,28320,20738,7,67.83,82306,0,0,0,0,0,0,146783
MADHYA PRADESH,36,REWA,13-02-2003,Feb-13,7676.61,4560.04,2090.66,1025.91,4034.57,1567.45,981.24,6583.26,3406.15,1479.5,975.23,5860.87,7676.61,4560.04,2090.66,1025.91,121538,197742,319280,9,8902,2153,10,13-02-2003,Mar-13,121538,197742,319280,9,8902,2153,10,0,147541,120615,268156,18,6928,211,9,0,7676.61,4560.04,3,4,17-05-2012,225.16,74.19,25.49,324.84,309098,17352,13263,5443,121538,7910,174207,13353,295745,0,4082,1,198,0,4,,,,,,,,,,,,,121538,197742,319280,147541,30722,25406,91413,127,38.04,120615,2269,1509,0,0,0,0,268156
MADHYA PRADESH,37,SAGAR,24-07-2003,Feb-13,9087,5631.34,2370.7,1084.96,4922.12,1353.18,793.17,7068.47,2577.54,1021.74,320.44,3919.72,9087,5631.34,2370.7,1084.96,208079,137113,345192,22,3749,139,11,24-07-2003,Mar-13,208079,137113,345192,22,3749,139,10,1,119612,90951,210563,22,5317,302,10,2,9087,5631.34,3,1,17-05-2012,497.56,244.49,56.09,798.14,296553,69588,29721,34239,126571,21283,114460,55522,241031,1042,288,123,114,1,0,,,,,,,,,,,,,208079,137113,345192,119612,37621,21480,60511,13,49.41,90951,0,0,0,0,0,0,210563
MADHYA PRADESH,38,SATNA,24-07-2003,Feb-13,9696.16,5725.11,2541.41,1429.64,4998.51,1646.79,558.41,7203.71,4456.47,1646.79,505.37,6608.63,9696.16,5725.11,2541.41,1429.64,225199,119149,344348,66,3358,1845,8,24-07-2003,Mar-13,225199,119149,344348,66,3358,1845,7,1,173106,99330,272436,42,4966,1845,5,0,9696.16,5725.11,3,2,17-05-2012,482.38,171.86,66.78,721.02,336002,51849,50988,6099,158792,67196,103915,73295,262707,490,937,237,515,0,0,,,,,,,,,,,,,225199,119149,344348,173106,59308,45612,68186,5,60.61,99330,0,0,0,0,0,0,272436
MADHYA PRADESH,39,SEHORE,30-08-2000,Feb-13,2183.91,1496.35,543.95,143.61,1286.75,354.84,130.33,1771.92,1411.29,326.83,124.84,1862.96,2183.91,1496.35,543.95,143.61,34355,86987,121342,4,3230,62,10,30-08-2000,Mar-13,34355,86987,121342,4,3230,62,10,0,77009,71477,148486,4,2729,137,13,0,2183.91,1496.35,3,1,17-05-2012,175.65,85.51,19.08,280.24,132984,159,168,11552,34210,18679,68543,30231,102753,608,646,110,78,0,3,,,,,,,,,,,,,34355,86987,121342,77009,15400,7701,53908,0,30,71477,0,0,0,0,0,0,148486
MADHYA PRADESH,40,SEONI,02-05-2003,Feb-13,3824.66,2573.32,910.43,340.91,2283.17,749.23,792.8,3825.2,2090.26,749.23,269.26,3108.74,3824.66,2573.32,910.43,340.91,104769,122727,227496,10,2794,1718,4,02-05-2003,Mar-13,104769,122727,227496,10,2794,1718,4,0,92862,80437,173299,5,2780,890,22,0,3824.66,2573.32,3,3,17-05-2012,97.29,21.95,34.08,153.32,234407,71637,46171,10113,104243,13460,106591,23573,210834,748,2336,197,468,4,0,,,,,,,,,,,,,104769,122727,227496,92862,9286,27859,55717,104,40,80437,268,604,658,150,23,44,173299
MADHYA PRADESH,41,SHAHDOL,24-07-2003,Feb-13,3312.37,2221.07,776.12,315.18,1963.65,661.07,279.2,2903.92,1321.99,574.59,217.44,2114.03,3312.37,2221.07,776.12,315.18,84802,74157,158959,45,2500,878,9,24-07-2003,Mar-13,84802,74157,158959,45,2500,878,8,1,86586,69472,156058,35,3669,849,14,1,3312.37,2221.07,3,1,17-05-2012,99.31,15.89,49.64,164.84,177216,13751,70625,5182,84718,10646,76670,15828,161388,646,836,91,752,4,0,,,,,,,,,,,,,84802,74157,158959,86586,9509,48921,28156,0,67.48,69472,68286,0,0,0,0,0,156058
MADHYA PRADESH,42,SHAJAPUR,24-07-2003,Feb-13,3302.24,2250.05,807,245.19,1966.37,669.43,215.74,2851.53,1404.88,555.3,215.74,2175.92,3302.24,2250.05,807,245.19,65429,91295,156724,18,3259,313,8,24-07-2003,Mar-13,65429,91295,156724,18,3259,313,7,1,75217,87045,162262,17,2100,288,8,1,3302.24,2250.05,3,1,17-05-2012,175.92,93.57,4.53,274.02,199410,16055,1457,2927,69825,5029,121631,7956,191456,279,1182,1,108,0,12,,,,,,,,,,,,,65429,91295,156724,75217,33974,1056,40187,0,46.57,87045,1201,52,1989,267,13,48,162262
MADHYA PRADESH,43,SHEOPUR,24-07-2003,Feb-13,1081.77,745.88,257.14,78.75,662.81,152.5,49.04,864.35,741.68,130.67,26.68,899.03,1081.77,745.88,257.14,78.75,18198,63230,81428,10,1054,189,10,24-07-2003,Mar-13,18198,63230,81428,10,1054,189,9,1,28955,44308,73263,9,964,189,2,1,1081.77,745.88,2,3,17-05-2012,55.8,20.16,11.95,87.91,90469,13654,16936,211,18155,380,71723,591,89878,0,654,0,58,0,9,,,,,,,,,,,,,18198,63230,81428,28955,9164,9222,10569,0,63.5,44308,0,0,0,0,0,0,73263
MADHYA PRADESH,44,SHIVPURI,24-07-2003,Feb-13,3320.76,2229.87,829.76,261.13,1940.32,654.99,241.03,2836.34,1342.04,518.28,185.15,2045.48,3320.76,2229.87,829.76,261.13,65212,149252,214464,52,2814,148,8,24-07-2003,Mar-13,65212,149252,214464,52,2814,148,7,1,46681,94876,141557,20,3594,148,3,0,3320.76,2229.87,3,2,17-05-2012,204.57,84.86,22.22,311.65,214022,72059,55972,3981,62283,8514,139244,12495,201527,99,2403,3,147,1,0,,,,,,,,,,,,,65212,149252,214464,46681,15619,12184,18878,0,59.56,94876,1780,1545,2357,0,0,0,141557
MADHYA PRADESH,45,SIDHI,24-07-2003,Feb-13,5118.91,3465.78,1179.46,473.67,2999.35,1127.72,278.42,4405.49,1410.44,629.81,212.2,2252.45,5118.91,3465.78,1179.46,473.67,127045,68292,195337,20,1458,488,9,24-07-2003,Mar-13,127045,68292,195337,20,1458,488,8,1,65042,53045,118087,9,2971,488,4,0,5118.91,3465.78,2,3,17-05-2012,364.66,92.34,102.83,559.83,205883,30024,57050,9125,112006,5385,79367,14510,191373,721,1451,50,54,3,0,,,,,,,,,,,,,127045,68292,195337,65042,19792,23410,21840,65042,66.42,53045,818,765,643,647,329,256,118087
MADHYA PRADESH,46,SINGRAULI,04-08-2010,Feb-13,3718.42,2429.16,976.07,313.19,1394.18,689.72,1299.44,3383.34,1263.29,606.52,0,1869.8,3718.42,2429.16,976.07,313.19,53722,98994,152716,7,1936,472,3,04-08-2010,Mar-13,53722,98994,152716,7,1936,472,3,0,53354,39623,92977,7,2975,468,3,0,3718.42,2429.16,2,1,17-05-2012,192.7,48.8,54.34,295.84,128690,18264,41270,12473,24915,2317,49067,14790,73982,721,421,69,40,3,0,,,,,,,,,,,,,53722,98994,152716,53354,18646,19138,15511,0,70.82,39623,85,212,0,0,0,0,92977
MADHYA PRADESH,47,TIKAMGARH,13-02-2003,Feb-13,4759.02,3281.72,1201.48,275.82,2817.4,717.59,188.85,3723.84,1683.08,587.77,184.32,2455.17,4759.02,3281.72,1201.48,275.82,66866,97843,164709,30,5086,112,6,13-02-2003,Mar-13,66866,97843,164709,30,5086,112,6,0,44242,42963,87205,5,3940,110,9,1,4759.02,3281.72,3,2,17-05-2012,432.71,238.01,17.82,688.54,171959,57584,10331,6255,66822,1437,97445,7692,164267,38,1191,0,108,0,0,,,,,,,,,,,,,66866,97843,164709,44242,16966,4648,22628,0,48.85,42963,0,0,0,0,0,0,87205
MADHYA PRADESH,48,UJJAIN,02-05-2003,Feb-13,3878.22,2649.56,956.11,272.55,2311.65,792.31,532.87,3636.83,1931.67,645.76,244.61,2822.03,3878.22,2649.56,956.11,272.55,68225,166634,234859,50,3800,1006,10,02-05-2003,Mar-13,68225,166634,234859,50,3800,1006,10,0,77417,115254,192671,45,2843,1006,16,3,3878.22,2649.56,3,1,17-05-2012,190.76,143.22,7.11,341.09,183195,56526,5033,831,67737,10004,104623,10835,172360,43,988,25,298,4,10,,,,,,,,,,,,,68225,166634,234859,77417,28452,3789,45176,0,41.65,115254,170,16,102,36,29,6,192671
MADHYA PRADESH,49,UMARIA,24-07-2003,Dec-12,2513.42,1714.93,618.92,179.57,1493.92,434.49,107.3,2035.71,1123.77,402.77,100.44,1626.98,2513.42,1714.93,618.92,179.57,40359,78621,118980,51,2303,300,10,24-07-2003,Mar-13,40359,78621,118980,51,2303,300,9,1,54150,64522,118672,39,2471,326,2,1,2513.42,1714.93,3,2,17-05-2012,149.23,20.35,61.81,231.39,111469,6658,55814,7,51236,4112,56003,4119,107239,67,1418,23,449,0,22,,,,,,,,,,,,,40359,78621,118980,54150,6858,30202,17090,0,68.44,64522,0,0,0,0,0,0,118672
MADHYA PRADESH,50,VIDISHA,24-07-2003,Feb-13,4602.03,3115.01,1120.89,366.13,2705.81,746.92,383.53,3836.26,1917.33,746.92,283.41,2947.66,4602.03,3115.01,1120.89,366.13,96852,88789,185641,14,2940,145,7,24-07-2003,Mar-13,96852,88789,185641,14,2940,145,6,1,82923,64789,147712,13,2741,145,12,0,4602.03,3115.01,3,1,17-05-2012,306.85,135.87,14.87,457.59,192212,0,0,3233,95981,3014,89984,6247,185965,77,1901,0,145,0,12,,,,,,,,,,,,,96852,88789,185641,82923,21665,9170,51588,0,37.19,64789,150,65,1235,135,46,0,147712
MAHARASHTRA,1,AHMEDNAGAR,23-04-2002,Feb-13,4545.41,2935.06,1064.81,545.54,2341.59,1111.81,193.9,3647.3,2061.63,860.57,183.89,3106.09,4545.41,2935.06,1064.81,545.54,134247,304214,438461,50,2800,3646,14,23-04-2002,Mar-13,134247,304214,438461,50,2800,3646,14,0,132145,308648,440793,50,2800,3339,14,0,4545.41,2935.06,3,1,27-08-2012,194.53,40.55,12.21,247.29,526138,69218,45447,28860,125038,68757,303483,97617,428521,286,2108,281,2196,39,50,2492.85,1662.21,66.68,560,592.8,100,200.05,228.5,100,37.5,184,100,134247,304214,438461,132145,34078,29206,68859,2,47.89,308648,0,0,0,0,0,0,440793
MAHARASHTRA,2,AKOLA,13-02-2003,Feb-13,2959.32,1970.82,712.04,276.46,938.04,942.72,42.98,1923.74,860.36,517.69,42.98,1421.03,2959.32,1970.82,712.04,276.46,81443,106045,187488,0,1547,1000,7,13-02-2003,Mar-13,81443,106045,187488,0,1547,1000,7,0,56936,65923,122859,3,1547,1000,14,5,2959.32,1970.82,2,3,27-08-2012,159.66,32.2,9.51,201.37,188972,0,0,20791,70432,25759,71990,46550,142422,55,630,33,546,2,0,2010.38,635.32,31.6,309.4,427.87,100,50.01,57.74,100,0,0,0,81443,106045,187488,56936,24120,7865,20452,290,56.18,65923,0,0,0,0,0,0,122859
MAHARASHTRA,3,AMRAVATI,07-02-2000,Feb-13,5987.5,3961.39,1456.74,569.37,2865.04,1041.91,450.35,4357.3,1672.89,759.02,263.07,2694.98,5987.5,3961.39,1456.74,569.37,176172,133894,310066,108,1587,1801,10,07-02-2000,Mar-13,176172,133894,310066,108,1587,1801,10,0,98540,78303,176843,67,1587,1664,11,2,5987.5,3961.39,2,3,27-08-2012,363.11,149.11,53.86,566.08,373209,78235,60878,80409,120938,76838,95024,157247,215962,404,1300,346,1370,15,14,4512.87,1681.13,37.25,317.4,338.64,100,94.2,85.04,90.28,118.8,128.8,100,176172,133894,310066,98540,22874,14829,60837,1,38.26,78303,11,7,54,8,1,2,176843
MAHARASHTRA,4,AURANGABAD,22-03-2001,Feb-13,4819.5,3194.93,1160.9,463.67,2240.18,1189.58,477.05,3906.81,1478.99,779.2,227.08,2485.27,4819.5,3194.93,1160.9,463.67,110190,174106,284296,154,1787,1810,10,22-03-2001,Mar-13,110190,174106,284296,154,1787,1810,10,0,61290,120922,182212,170,1787,1810,20,0,4819.5,3194.93,2,4,27-08-2012,427.55,82.09,13.81,523.45,306868,46720,22165,12412,69687,34805,189964,47217,259651,241,242,191,242,43,22,2950.45,1190.95,40.37,357.4,354.55,99.2,98.11,100.46,100,109.34,99,90.54,110190,174106,284296,61290,13782,7348,40160,61290,34.48,120922,0,0,0,0,0,0,182212
