State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total,Rural_Households,Census_2001_IHHL
MADHYA PRADESH,32,PANNA,6268.42,4326.6,1643.45,298.37,3693.01,1226.97,490.77,5410.75,2536.49,1034.31,482.72,4053.52,72600,186451,259051,15,9254,117,9,1,58992,48946,107938,10,2782,117,4,0,1828.92,3093.67,100,3088.9,722.56,23.39,7.28,5.56,76.37,22.5,27.55,100,72600,186451,259051,58992,12978,10619,35395,0,40,48946,0,0,0,0,0,0,107938,209035,8454
MADHYA PRADESH,33,RAISEN,3499.88,2338.82,842.56,318.5,2618.53,849.86,592.27,4060.66,2226.62,836.78,411.69,3475.09,88825,86117,174942,27,3000,869,10,0,104539,82564,187103,36,3274,876,10,0,1888.94,2333.38,100,680.4,602.02,88.48,43.46,7.05,16.22,40.5,67.31,100,88825,86117,174942,104539,23608,16878,63248,0,38.73,82564,0,0,0,0,0,0,187103,214616,26762
MADHYA PRADESH,34,RAJGARH,3854.44,2598.48,899.33,356.63,2997.53,944.48,3256.64,7198.65,2452.14,827.64,315.85,3595.63,94365,80166,174531,44,3206,244,10,0,118429,66510,184939,43,3622,244,33,0,1861.3,2364.27,100,683.66,755.87,100,12.2,26.43,100,66,51.8,78.48,94365,80166,174531,118429,33817,10220,74392,0,37.18,66510,0,0,0,0,0,0,184939,289795,13717
MADHYA PRADESH,35,RATLAM,2002.65,1344.58,458.73,199.34,1661.59,491.03,223.27,2375.89,1265.62,421.36,223.27,1910.24,51248,88719,139967,24,1392,158,5,1,65174,83338,148512,10,2029,158,11,2,1013.04,1463.48,100,280.5,216.96,77.35,8.41,7.59,90.25,48,21.32,44.42,51248,88719,139967,65174,15566,28661,20940,7,67.86,83338,0,0,0,0,0,0,148512,211063,14035
MADHYA PRADESH,36,REWA,7676.61,4560.04,2090.66,1025.91,4999.93,1994.39,1050.11,8044.43,3851.15,1681.13,1048.63,6580.92,121538,197742,319280,9,8902,2153,10,0,150723,124545,275268,18,6928,211,9,0,2882.54,4717.88,100,2571.5,1046.37,40.69,171.05,59.75,34.93,13.52,53.27,100,121538,197742,319280,150723,30722,25406,94595,127,37.24,124545,2269,1509,0,0,0,0,275268,467403,13878
MADHYA PRADESH,37,SAGAR,9087,5631.34,2370.7,1084.96,5912.53,1820.06,793.17,8525.76,3511.87,1390.55,394.74,5297.15,208079,137113,345192,22,3749,139,10,1,124121,93056,217177,22,5317,302,10,2,5872.94,3445.43,58.67,769.46,1096.1,100,6.96,9.25,100,43,44.95,100,208079,137113,345192,124121,39556,22159,62406,13,49.72,93056,0,0,0,0,0,0,217177,376804,20136
MADHYA PRADESH,38,SATNA,9696.16,5725.11,2541.41,1429.64,6031.71,2296.34,558.41,8886.46,5799.58,2112.13,505.37,8417.08,225199,119149,344348,66,3358,1845,7,1,175405,101118,276523,46,4966,1845,5,0,6720.16,7022.26,100,671.6,677.27,100,92.26,2.5,2.71,124,70.7,57.02,225199,119149,344348,175405,60113,46188,69104,5,60.6,101118,0,0,0,0,0,0,276523,390426,13941
MADHYA PRADESH,39,SEHORE,2183.91,1496.35,543.95,143.61,1783.79,655.81,130.33,2569.93,2012.94,604.8,124.84,2742.58,34355,86987,121342,4,3230,62,10,0,86820,77072,163892,4,2729,198,13,0,603.35,2267.49,100,959.36,287.53,29.97,3.1,11.68,100,6.01,10.16,100,34355,86987,121342,86820,17282,8762,60776,0,30,77072,0,0,0,0,0,0,163892,206935,24996
MADHYA PRADESH,40,SEONI,3824.66,2573.32,910.43,340.91,3030.02,916.93,795.14,4742.09,2250.57,827.23,271.92,3349.72,104769,122727,227496,10,2794,1718,4,0,94784,82547,177331,5,2780,926,22,0,1800.17,1955.58,100,739.86,972.33,100,111.72,31.61,28.29,20,9.51,47.55,104769,122727,227496,94784,9468,28404,56809,104,39.96,82547,479,1201,1766,424,2526,176,177331,277982,18654
MADHYA PRADESH,41,SHAHDOL,3312.37,2221.07,776.12,315.18,2463.32,761.52,301.26,3526.1,1513.5,601.33,239.5,2354.33,84802,74157,158959,45,2500,878,8,1,87206,70322,157528,35,3669,849,14,1,1641.49,1567.91,95.52,585.5,479.96,81.97,48.38,23.6,48.78,90,51.98,57.76,84802,74157,158959,87206,9576,49200,28430,0,67.4,70322,68286,0,0,0,0,0,157528,204690,9879
MADHYA PRADESH,42,SHAJAPUR,3302.24,2250.05,807,245.19,2592.89,804.28,276.34,3673.51,1860.22,668.72,276.34,2805.28,65429,91295,156724,18,3259,313,7,1,76529,88435,164964,17,2100,288,8,1,1339.5,1949.3,100,948.36,470.83,49.65,17.88,14.42,80.65,27,29,100,65429,91295,156724,76529,34261,1082,41186,0,46.18,88435,1661,96,2735,367,20,81,164964,243638,16149
MADHYA PRADESH,43,SHEOPUR,1081.77,745.88,257.14,78.75,916.8,152.5,49.04,1118.34,787.96,147.27,33.9,969.12,18198,63230,81428,10,1054,189,9,1,29382,45355,74737,9,964,189,2,1,422.37,721.19,100,274.1,126.57,46.18,13.3,10.4,78.2,16,13.02,81.38,18198,63230,81428,29382,9310,9325,10747,0,63.42,45355,0,0,0,0,0,0,74737,124647,4068
MADHYA PRADESH,44,SHIVPURI,3320.76,2229.87,829.76,261.13,2685.06,834.06,241.03,3760.15,1772.88,693.99,185.15,2652.02,65212,149252,214464,52,2814,148,7,1,49316,97789,147105,20,3594,148,3,0,1869,1473.49,78.84,656.26,841.94,100,7.4,6.03,81.49,103,83.39,80.96,65212,149252,214464,49316,16379,12796,20041,0,59.16,97789,2230,1984,5376,0,0,0,147105,303041,13904
MADHYA PRADESH,45,SIDHI,5118.91,3465.78,1179.46,473.67,2999.35,1127.72,482.03,4609.1,1988.77,887.3,365.58,3241.65,127045,68292,195337,20,1458,488,8,1,66550,54433,120983,9,2971,488,4,0,3605.37,2274.29,63.08,291.6,677.73,100,37.31,35.28,94.56,40,18,45,127045,68292,195337,66550,20286,23905,22359,66550,66.4,54433,918,864,736,738,405,368,120983,220630,6990
MADHYA PRADESH,46,SINGRAULI,3718.42,2429.16,976.07,313.19,1850.77,830.98,1716.76,4398.51,1691.79,789.72,0,2481.5,53722,98994,152716,7,1936,472,3,0,53722,39623,93345,7,2975,468,3,0,2029.71,1849.56,91.12,677.6,560.15,82.67,37.77,40.16,100,14,0,0,53722,98994,152716,53722,18771,19326,15616,0,70.92,39623,85,212,0,0,0,0,93345,193734,637
MADHYA PRADESH,47,TIKAMGARH,4759.02,3281.72,1201.48,275.82,3392.41,1000.5,188.85,4581.76,1932.02,687.52,188.85,2808.39,66866,97843,164709,30,5086,112,6,0,45859,44692,90551,5,3940,110,9,1,1828.18,1566.78,85.7,1616.6,984.03,60.87,7.22,5.82,80.61,60,29.52,49.2,66866,97843,164709,45859,17578,4752,23529,0,48.69,44692,0,0,0,0,0,0,90551,253752,8958
MADHYA PRADESH,48,UJJAIN,3878.22,2649.56,956.11,272.55,2950.65,923.32,559.41,4433.38,2220.89,748.13,271.14,3240.16,68225,166634,234859,50,3800,1006,10,0,79520,117282,196802,45,2846,1006,16,3,1551.69,2037.97,100,1108.9,546.49,49.28,50.3,15.86,31.53,75,62.84,83.79,68225,166634,234859,79520,28995,3816,46692,0,41.26,117282,1102,105,1001,450,120,102,196802,237288,19604
MADHYA PRADESH,49,UMARIA,2513.42,1714.93,618.92,179.57,1799.72,521.66,117.98,2439.36,1440.75,433.65,100.44,1974.84,40359,78621,118980,51,2303,300,9,1,56035,65067,121102,39,2471,326,2,1,1058.65,1224.06,100,623.5,547.63,87.83,17.99,22.17,100,76.5,58.4,76.34,40359,78621,118980,56035,7258,30874,17253,0,68.05,65067,0,0,0,0,0,0,121102,121448,7356
MADHYA PRADESH,50,VIDISHA,4602.03,3115.01,1120.89,366.13,3391.81,923.92,583.53,4899.26,2495.27,789.46,404.34,3689.08,96852,88789,185641,14,2940,145,6,1,86428,69999,156427,43,2741,145,12,0,2636,2674.12,100,763.36,686.51,89.93,7.47,4.9,65.6,21,69,100,96852,88789,185641,86428,22630,9660,53963,30,37.36,69999,750,465,3665,945,396,277,156427,231876,14105
MAHARASHTRA,1,AHMEDNAGAR,4545.41,2935.06,1064.81,545.54,2341.59,1186.81,193.9,3722.3,2363.65,979.56,192.29,3535.5,134247,304214,438461,50,2800,3646,14,0,133907,312145,446052,50,2800,3646,14,0,2492.85,1666.35,66.85,560,592.8,100,200.05,228.5,100,37.5,184,100,134247,304214,438461,133907,34883,29330,69590,2,47.95,312145,0,0,0,0,0,0,446052,717718,81766
MAHARASHTRA,2,AKOLA,2959.32,1970.82,712.04,276.46,938.04,942.72,42.98,1923.74,869.65,519.87,42.98,1432.5,81443,106045,187488,0,1547,1000,7,0,58462,68054,126516,3,1547,1000,14,5,2010.38,635.32,31.6,309.4,427.87,100,50.01,57.74,100,0,0,0,81443,106045,187488,58462,24170,7910,20552,290,54.87,68054,289,107,415,247,22,55,126516,247752,49088
MAHARASHTRA,3,AMRAVATI,5987.5,3961.39,1456.74,569.37,2871.04,1041.91,450.35,4363.3,1998.78,894.31,307.98,3201.07,176172,133894,310066,108,1587,1801,10,0,99997,80187,180184,67,1587,1664,11,2,4512.87,2038.08,45.16,317.4,338.64,100,94.2,85.04,90.28,118.8,128.8,100,176172,133894,310066,99997,23266,15059,61631,1,38.33,80187,268,68,1034,319,6,108,180184,424563,112012
MAHARASHTRA,4,AURANGABAD,4819.5,3194.93,1160.9,463.67,2240.18,1192.08,522.25,3954.51,1580.4,810.94,249.68,2641.02,110190,174106,284296,154,1787,1810,10,0,62037,121792,183829,170,1787,1810,20,0,2950.45,1190.95,40.37,357.4,354.55,99.2,98.11,100.46,100,109.34,99,90.54,110190,174106,284296,62037,14038,7441,40558,61914,34.62,121792,15,2,149,30,4,11,183829,419120,46060
MAHARASHTRA,5,BEED,4189.63,2776.51,1029.33,383.79,1881.64,981.03,221.59,3084.26,2099.78,913.94,193.25,3206.97,90500,385000,475500,53,3154,1614,10,0,60298,115154,175452,143,3154,2108,45,0,2438.12,1821.41,74.71,630.8,568.11,90.06,83.38,155.15,100,78.97,153.4,100,90500,385000,475500,60298,11998,603,47295,402,20.9,115154,0,0,0,0,0,0,175452,446114,31290
MAHARASHTRA,6,BHANDARA,3128.96,2041.92,731.4,355.64,1498.05,706.9,217.67,2422.62,1343.18,544.32,134.82,2022.31,93065,39555,132620,45,1347,1081,5,2,82419,64035,146454,45,1347,1081,10,2,1912.77,1245.98,65.14,269.4,262.51,97.44,57,49.16,86.25,54,111.6,100,93065,39555,132620,82419,15804,5498,61115,2,25.85,64035,138,89,1079,317,6,152,146454,223299,58799
MAHARASHTRA,7,BULDHANA,5227.7,3487.91,1268.57,471.22,2544.43,882.27,218.01,3644.71,2052.48,809.26,200.45,3062.19,117275,208512,325787,70,2730,1833,28,0,73954,78149,152103,70,2730,2310,25,5,3212.33,1869.58,58.2,546,536.99,98.35,101.5,101.37,99.87,28,27.89,99.61,117275,208512,325787,73954,14101,2081,46085,100,21.88,78149,528,73,2051,391,39,104,152103,445247,59604
MAHARASHTRA,8,CHANDRAPUR,4881.19,3124.09,1208.52,548.58,2214.06,1900,2389.8,6503.86,2044.65,865.57,360.86,3271.08,143479,148429,291908,66,2022,1833,25,0,116961,110403,227364,55,2022,1833,22,0,3335.48,2309.36,69.24,404.4,395.86,97.89,91.66,88.96,97.05,132,117.2,88.79,143479,148429,291908,116961,16276,20801,43119,0,31.7,110403,569,1167,1265,514,17,255,227364,352643,63537
MAHARASHTRA,9,DHULE,3871.14,2566.57,909.77,394.8,1744.71,674.27,108.65,2527.63,933.4,458.21,108.58,1500.19,106598,77574,184172,142,1473,1489,10,0,86966,73732,160698,142,1473,1793,96,4,2459.71,534.1,21.71,294.6,291.4,98.91,74.46,95.61,100,162.93,170.13,100,106598,77574,184172,86966,1561,6779,20013,0,9.59,73732,72,1156,170,121,1,6,160698,298915,31963
MAHARASHTRA,10,GADCHIROLI,2352.55,1536.96,530.74,284.85,1272.49,869.3,38.07,2179.86,1613.1,537.67,13.77,2164.54,75900,53113,129013,54,1278,1321,9,3,77020,42814,119834,56,1278,1321,24,0,1381.1,1392.43,100,255.6,254.5,99.57,66.06,65.78,99.58,46,99.6,100,75900,53113,129013,77020,11595,26905,38429,0,49.99,42814,0,0,0,0,0,0,119834,218935,30696
MAHARASHTRA,11,GONDIA,3646.28,2349.39,833.34,463.55,1652.08,1059.12,75.01,2786.21,1784.45,638.37,60.17,2482.98,120714,59502,180216,175,1731,1298,6,2,114309,57796,172105,69,1731,1298,20,0,2060.54,1488.12,72.22,349.66,332.05,94.96,64.9,61.99,95.52,230,137.21,59.66,120714,59502,180216,114309,23243,18704,63132,0,36.7,57796,0,32,112,4,1,19,172105,241802,45747
MAHARASHTRA,12,HINGOLI,2699.49,1788.09,660.17,251.23,1408.34,724.28,183.44,2316.06,1559.64,465.61,153.06,2178.31,52157,146643,198800,200,1797,910,9,1,49252,110571,159823,200,1797,910,9,1,1161.35,883.81,76.1,375.3,359.46,95.78,45.5,44.46,97.71,350,301.28,86.08,52157,146643,198800,49252,11243,5314,17705,0,33.62,110571,149,35,430,70,3,25,159823,195143,14517
MAHARASHTRA,13,JALGAON,9719.11,6355.42,2441.97,921.72,4337.86,1263.13,489.41,6090.4,3355.85,1216.63,489.41,5061.88,214260,304787,519047,725,3627,2618,15,0,133868,164110,297978,725,3627,2802,15,0,5667.1,1980.61,34.95,752.7,733.8,97.49,130.9,140.1,100,1420,1378.3,97.06,214260,304787,519047,133868,32771,31466,69631,0,47.99,164110,0,0,0,0,0,0,297978,618314,89881
MAHARASHTRA,14,JALNA,3125.27,2048.28,744.16,332.83,1537.24,849.09,244.97,2631.3,1260.58,472.53,244.97,1978.08,85470,139011,224481,124,2200,1550,8,0,85021,132007,217028,75,2200,1550,8,0,1802.37,835.05,46.33,440,466.44,100,85.94,75.86,88.27,92.29,106.36,100,85470,139011,224481,85021,15343,1530,58237,15,19.85,132007,14249,10,0,0,0,0,217028,318563,25387
MAHARASHTRA,15,KOLHAPUR,3203.5,2132.63,770.31,300.56,1663.54,730.6,235.1,2629.24,1627.73,730.6,205.58,2563.91,75993,322439,398432,985,2210,3167,10,0,61695,324706,386401,947,2510,3964,25,0,1354.27,963.99,71.18,442,442,100,158.36,223.2,100,359.16,296.3,82.5,75993,322439,398432,61695,24707,196,36263,0,40.36,324706,330,0,569,122,2,129,386401,556628,142832
MAHARASHTRA,16,LATUR,3531.81,2362.48,875.69,293.64,1690.04,376.56,55.86,2122.46,1661.86,376.56,55.61,2094.03,74260,200093,274353,115,2556,1017,8,2,49186,96391,145577,55,2556,1181,14,0,1889.3,881.21,46.64,567.3,513.44,90.51,60.59,70.23,100,230,121.8,52.96,74260,200093,274353,49186,14105,2450,30106,30,33.66,96391,0,0,0,0,0,0,145577,359858,39969
MAHARASHTRA,17,NAGPUR,3912.1,2591.91,970.29,349.9,1810.27,975.09,242.68,3028.04,1519.68,958.01,242.46,2720.15,67367,182311,249678,300,2219,1775,10,0,60293,149944,210237,192,2219,1649,67,13,1646.27,1372.07,83.34,541.3,541.3,100,101.78,91.65,90.05,600,363.7,60.62,67367,182311,249678,60293,13618,17888,27567,0,52.25,149944,0,0,0,0,0,0,210237,324568,78345
MAHARASHTRA,18,NANDED,4799.86,3202.91,1192.22,404.73,2419.23,1043.85,349.11,3812.19,2135.57,908.86,311.98,3356.41,101990,189813,291803,69,4432,2695,10,0,58421,100561,158982,19,4432,2695,16,0,2768.58,1805.76,65.22,886.4,785.65,88.63,134.76,134.75,99.99,72.45,31.36,43.29,101990,189813,291803,58421,12748,4102,24136,0,28.84,100561,0,0,0,0,0,0,158982,487624,52872
MAHARASHTRA,19,NANDURBAR,5686.32,3788.13,1409.23,488.96,2558.15,1253.5,240.13,4051.77,1861.13,898.12,239.95,2999.2,134118,79135,213253,132,2216,866,6,0,77244,31662,108906,77,2216,1211,6,0,3940.33,1834.13,46.55,518.2,493.42,95.22,46.3,148.79,100,232.02,129.26,55.71,134118,79135,213253,77244,6108,57454,13508,174,82.29,31662,0,0,0,0,0,0,108906,270533,32263
MAHARASHTRA,20,NASHIK,6872.1,4519.83,1657.58,694.69,2151.35,753.85,442.88,3348.08,1788.94,666.37,442.88,2898.19,202284,249900,452184,54,2072,3427,12,3,152190,196494,348684,41,2072,2073,31,0,4514.29,1995.24,44.2,414.4,344.68,83.18,212.03,107.24,50.58,51.21,50.75,99.1,202284,249900,452184,152190,17355,85889,44342,0,67.84,196494,0,0,0,0,0,0,348684,661977,68092
MAHARASHTRA,21,OSMANABAD,2001.79,1294.66,488.65,218.48,976.58,513.83,242.98,1733.39,857.8,416.46,131.71,1405.97,54312,144344,198656,57,1689,752,3,1,55396,91158,146554,30,1689,981,26,1,1141.98,571.4,50.04,337.8,337.8,100,37.61,55.92,100,46.74,45.92,98.25,54312,144344,198656,55396,16674,2536,36046,0,34.68,91158,0,0,0,0,0,0,146554,294816,47957
MAHARASHTRA,22,PARBHANI,2189.8,1439.62,537.77,212.41,903.75,421.91,104.93,1430.59,801.94,325.6,96.08,1223.61,53647,200093,253740,56,1540,863,6,3,48043,69548,117591,32,1540,1263,12,0,1381.85,541.9,39.22,308,310.06,100,43.16,79.66,100,44.8,51.54,100,53647,200093,253740,48043,12471,998,34574,0,28.04,69548,135,6,1089,133,6,43,117591,256063,25304
MAHARASHTRA,23,PUNE,4835.64,3104.75,1232.22,498.67,2452.69,1270.51,310.81,4034.01,2607.32,1269.97,305.74,4183.03,97302,305917,403219,633,5684,2480,10,0,97010,309438,406448,338,5684,3680,46,1,1715.05,1312.97,76.56,1136.8,1136.8,100,124,275.48,100,613,651.56,100,97302,305917,403219,97010,15135,7787,60843,0,23.63,309438,833,282,1842,689,29,331,406448,744114,105101
MAHARASHTRA,24,RAIGAD,6569.89,4337.97,1662.77,569.15,3357,1280.68,3526.42,8164.1,3020.55,1255.13,3525.71,7801.39,124656,183838,308494,500,4915,1931,10,0,100200,194997,295197,603,4915,2131,22,0,2672.46,2919.81,100,1338.2,1534.71,100,96.56,270.38,100,850.5,1638.48,100,124656,183838,308494,100200,4790,7878,87532,0,12.64,194997,2600,1822,0,0,0,0,295197,376520,81431
MAHARASHTRA,25,RATNAGIRI,3019.85,1835.73,734.49,449.63,1562.56,823.74,335.1,2721.4,1534.16,751.23,315.24,2600.63,95726,222099,317825,575,4167,1147,10,0,103875,163275,267150,541,4167,1812,9,0,1102.85,992.1,89.96,713.15,829.15,100,57.36,137.17,100,247.49,219.87,88.84,95726,222099,317825,103875,22122,1174,80579,0,22.43,163275,235,49,782,225,20,594,267150,333645,76671
MAHARASHTRA,26,SANGLI,4578.41,2954.82,1216.7,406.89,2300.93,977.94,186.5,3465.37,2068.82,885.87,186.5,3141.19,50210,199976,250186,900,3274,2151,10,0,44084,189256,233340,306,3274,2278,25,2,1250.75,1347.42,100,740.6,658.46,88.91,111.49,116.64,100,1534.8,437.75,28.52,50210,199976,250186,44084,7847,50,36070,0,17.91,189256,1543,57,4219,57,949,1264,233340,432579,89748
MAHARASHTRA,27,SATARA,6239.22,4116.67,1581.12,541.43,3280.42,1224.93,249.2,4754.55,3098.92,1166.42,249.2,4514.53,83517,306199,389716,852,4419,3431,10,0,72407,303442,375849,852,4878,3650,49,0,1843.44,1152.68,62.53,883.8,980.73,100,171.56,244.7,100,1704,821.97,48.24,83517,306199,389716,72407,4965,48,67394,0,6.92,303442,311,5,2567,423,7,219,375849,518187,89412
MAHARASHTRA,28,SINDHUDURG,2084.95,1346.18,502.92,235.85,1160.12,502.92,342.4,2005.44,1157.49,477.46,342.4,1977.35,43874,73459,117333,460,2292,1050,3,1,46755,79078,125833,460,2292,1101,17,0,591.35,598.9,100,458.4,512,100,52.5,54.72,100,413.76,486.71,100,43874,73459,117333,46755,3428,84,43243,0,7.51,79078,493,49,1402,461,72,1578,125833,180494,47963
MAHARASHTRA,29,SOLAPUR,6243.25,4067.68,1535.61,639.96,2917.76,1074.55,259.39,4251.7,1974.93,709.55,220.67,2905.15,167757,291036,458793,52,4045,3378,9,1,119657,250626,370283,22,4045,3378,11,0,4137.63,1003.4,24.25,809,808.83,99.98,168.92,149.14,88.29,39,22.5,57.69,167757,291036,458793,119657,17250,5089,87886,0,18.67,250626,0,0,0,0,0,0,370283,583706,45738
MAHARASHTRA,30,THANE,7933.25,5278.51,1804.93,849.81,4219.98,1606.44,594.83,6421.25,3988.21,1439.04,591.68,6018.93,235922,299502,535424,300,4883,2616,10,3,227608,297836,525444,300,4883,2616,16,3,4466.08,3363.76,75.32,976.6,978.7,100,133.08,133.08,100,240,225.95,94.15,235922,299502,535424,227608,9159,152818,65078,844,71.16,297836,0,0,0,0,0,0,525444,526397,86671
MAHARASHTRA,31,WARDHA,2270.99,1509.48,521.24,240.27,1181.56,492.86,96.82,1771.24,1303.42,489.22,96.82,1889.46,63339,71069,134408,56,1298,852,6,2,60647,63415,124062,38,1298,852,10,6,1311.05,1043.04,79.56,259.6,259.04,99.78,42.6,42.85,100,24.64,29.9,100,63339,71069,134408,60647,10197,6345,44104,111,27.28,63415,0,0,0,0,0,0,124062,210284,62711
MAHARASHTRA,32,WASHIM,4337.69,2837.65,1098.04,402,1250.89,714.66,76.66,2042.21,934.88,629.7,64.25,1628.82,107896,97057,204953,50,1526,950,4,2,49942,50822,100764,38,1684,1075,4,0,3222.21,788.47,24.47,305.2,338.19,100,52.24,57.54,100,40,34.34,85.85,107896,97057,204953,49942,0,0,49942,0,0,50822,0,0,0,0,0,0,100764,217490,20757
MAHARASHTRA,33,YAVATMAL,7505.57,4912.82,1870.28,722.47,2321.92,1467.18,184.27,3973.37,2723.37,1159.1,183.67,4066.14,187799,206239,394038,98,2935,1724,16,0,89257,118444,207701,76,2935,1946,32,4,5428.6,2199.63,40.52,587,619.04,100,86.2,119.06,100,220,214.2,97.36,187799,206239,394038,89257,8802,11495,45057,0,22.74,118444,1251,1873,2986,1392,130,496,207701,513041,67752
MANIPUR,1,BISHNUPUR,669.2,467.84,150.91,50.45,446.46,115.05,19.51,581.02,388.22,115.05,19.51,522.77,12152,4850,17002,24,302,84,2,0,11298,4450,15748,24,302,84,0,3,388.86,376.77,96.89,68.17,57.77,84.74,7.4,4.5,60.81,48,62.6,100,12152,4850,17002,11298,308,90,10900,0,3.52,4450,20,0,0,0,0,0,15748,28147,20490
MANIPUR,2,CHANDEL,1099.64,770,253.21,76.43,657.49,96,36,789.49,549.36,96,36,681.36,17610,0,17610,50,434,182,5,0,14285,0,14285,45,434,182,0,0,639.4,458.27,71.67,106.04,76.43,72.08,15.7,8,50.96,100,64.76,64.76,17610,0,17610,14285,0,14285,0,0,100,0,0,0,0,0,0,0,14285,25860,11045
MANIPUR,3,CHURACHANDPUR,1986.26,1398.73,457.12,130.41,1201.6,110,57,1368.6,878,110,57,1045,33864,3762,37626,50,676,190,7,0,16855,3762,20617,37,676,190,5,0,1299.01,667.62,51.39,200.5,124.69,62.19,15.26,41.33,100,99.79,79.39,79.56,33864,3762,37626,16855,35,16781,24,15,99.77,3762,0,0,0,0,0,0,20617,46647,27188
MANIPUR,4,IMPHAL EAST,1008.5,700.15,243.45,64.9,641.74,167.42,50.56,859.72,596.34,167.42,50.38,814.14,13189,12030,25219,50,804,119,3,0,12550,9015,21565,52,804,119,3,0,455.44,554.31,100,257.19,114.33,44.45,11.26,8.61,76.47,98.6,88.35,89.6,13189,12030,25219,12550,36,20,12494,0,0.45,9015,6,15,4090,50,0,10,21565,54014,44111
MANIPUR,5,IMPHAL WEST,942.21,656.51,209.11,76.59,598.93,129.35,36.74,765.02,364.88,117.58,34.54,517,20608,4405,25013,45,156,0,5,0,16874,3509,20383,40,156,0,6,0,715.6,359.25,50.2,27.04,35,100,0,0,0,73.35,62.53,85.25,20608,4405,25013,16874,89,153,16632,0,1.43,3509,0,0,0,0,0,0,20383,41512,32185
MANIPUR,6,SENAPATI,2509.77,1766.2,564.69,178.88,1468.05,146,58.3,1672.35,910.41,143.76,58.3,1112.46,47968,28392,76360,50,490,185,1,0,37997,14381,52378,37,490,185,0,0,1797.66,739.32,41.13,151.66,102.82,67.8,17.26,7.8,45.19,99.79,56.91,57.03,47968,28392,76360,37997,169,37828,0,0,100,14381,0,0,0,0,0,0,52378,32968,31432
MANIPUR,7,TAMENGLONG,883.84,617.51,204.61,61.72,565.04,96,42.3,703.34,436.18,96,42.3,574.49,13380,1486,14866,50,424,0,4,0,12377,1486,13863,41,424,0,0,0,471.94,353.75,74.96,108.11,70.96,65.64,0,0,0,99.79,93.46,93.66,13380,1486,14866,12377,0,12377,0,0,100,1486,0,0,0,0,0,0,13863,21069,7862
MANIPUR,8,THOUBAL,1351.23,954.19,303.18,93.86,872.35,135.88,521.85,1530.08,708.29,135.01,78.2,921.5,23264,5250,28514,42,395,42,3,0,19447,9092,28539,42,395,42,3,0,849.73,659.87,77.66,141.16,117.57,83.29,2.1,2.1,100,84,74.8,89.05,23264,5250,28514,19447,0,87,19360,0,0.45,9092,76,4,2285,1353,52,72,28539,54653,40269
MANIPUR,9,UKHRUL,823.38,577.6,193.22,52.56,493.95,49.13,2.99,546.07,157.48,30.33,2.99,190.8,12852,8192,21044,25,238,399,5,0,1625,8192,9817,2,238,399,0,0,504.13,29.91,5.93,76.83,41.28,53.73,39.92,15.96,39.98,50,3.2,6.4,12852,8192,21044,1625,0,1364,0,0,83.94,8192,0,0,0,0,0,0,9817,30882,15080
MEGHALAYA,1,EAST GARO HILLS,1899.42,1355.15,443.55,100.72,1861.67,448.73,15.48,2325.88,1293.28,356.92,15,1665.2,31739,6469,38208,10,1311,177,10,0,21924,9750,31674,25,1131,177,6,0,890.01,629.99,70.78,430.73,737.12,100,17.22,8.7,50.52,74.77,50.7,67.81,31739,6469,38208,21924,0,21924,0,0,100,9750,0,0,0,0,0,0,31674,49612,27687
MEGHALAYA,2,EAST KHASI HILLS,2784.15,1957.65,651.34,175.16,2604.62,583.62,99.39,3287.63,2083.61,482.52,86.26,2652.39,42284,32778,75062,50,2148,349,4,0,35114,27645,62759,54,2165,402,0,0,1416.21,1438.65,100,662.51,742.5,100,31.16,52.67,100,93.35,104.79,100,42284,32778,75062,35114,0,35114,0,0,100,27645,0,27645,0,0,0,0,62759,84694,20772
