State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total
ARUNACHAL PRADESH,10,PAPUM PARE,150.10,102.86,37.79,9.45,98.93,69.45,0.00,168.38,88.34,50.85,0.00,139.19,1268,3778,5046,17,140,113,8,0,267,3778,4045,3,140,113,0,0,44.04,5.34,12.13,28.00,58.92,100.00,5.66,15.80,100.00,34.00,3.60,10.59,1268,3778,5046,267,0,267,0,0,100.00,3778,0,3778,0,0,0,0,4045
ARUNACHAL PRADESH,11,TAWANG,321.84,224.27,72.34,25.23,194.63,66.64,10.47,271.74,129.27,33.57,10.47,173.31,5478,1210,6688,21,156,91,4,0,4191,1210,5401,13,156,75,1,0,178.79,89.74,50.19,31.20,31.00,99.36,5.36,0.75,13.99,42.00,25.40,60.48,5478,1210,6688,4191,0,4191,0,0,100.00,1210,0,1210,0,0,0,0,5401
ARUNACHAL PRADESH,12,TIRAP,403.07,280.89,95.66,26.52,243.67,74.48,17.42,335.57,177.68,56.81,17.42,251.91,5780,470,6250,25,304,150,6,0,5780,470,6250,18,304,150,0,0,196.44,126.12,64.20,60.80,65.40,100.00,7.50,9.96,100.00,50.00,28.06,56.12,5780,470,6250,5780,0,5780,0,0,100.00,470,0,0,0,0,0,0,6250
ARUNACHAL PRADESH,13,UPPER SIANG,200.81,139.74,47.07,14.00,127.64,53.12,15.07,195.83,117.54,52.11,14.61,184.26,2634,964,3598,15,154,50,4,0,2326,964,3290,14,154,50,0,0,94.52,104.42,100.00,30.80,30.90,100.00,2.50,1.16,46.40,30.00,26.00,86.67,2634,964,3598,2326,0,2326,0,0,100.00,964,0,964,0,0,0,0,3290
ARUNACHAL PRADESH,14,UPPER SUBANSIRI,467.27,323.21,108.07,35.99,298.30,99.11,19.47,416.88,168.67,67.50,16.48,252.65,9045,461,9506,25,154,221,3,0,5872,461,6333,5,156,178,0,0,268.99,154.33,57.37,30.80,32.14,100.00,21.32,18.14,85.08,50.00,10.00,20.0,9045,461,9506,5872,0,5872,0,0,100.00,461,0,0,0,0,0,0,6333
ARUNACHAL PRADESH,15,WEST KAMENG,387.30,269.67,91.67,25.96,251.78,89.89,12.14,353.81,174.11,48.82,12.14,235.07,5644,252,5896,25,306,111,4,0,3744,252,3996,22,306,111,0,0,185.94,95.07,51.13,61.20,61.20,100,5.56,5.55,99.82,50.00,31.20,62.40,5644,252,5896,3744,0,3744,0,0,100.00,252,0,0,0,0,0,0,3996
ARUNACHAL PRADESH,16,WEST SIANG,625.32,432.02,144.22,49.08,326.09,116.73,12.82,455.64,229.30,77.33,12.70,319.34,11472,0,11472,25,378,2,0,0,6862,0,6862,5,378,20,0,0,373.63,144.80,38.75,75.60,105.53,100.00,0.10,4.24,100.00,50.00,2.03,4.06,11472,0,11472,6862,0,6862,0,0,100.00,0,0,0,0,0,0,0,6862
ASSAM,1,BAGSHA,3930.13,2769.19,865.85,295.09,2564.67,484.00,208.00,3256.67,2386.37,450.28,208.00,3044.66,85697,63785,149482,15,1789,69,3,0,73500,21780,95280,15,1789,69,3,0,2954.87,2377.23,80.45,376.30,478.60,100.00,3.46,4.83,100.00,30.00,23.20,77.33,85697,63785,149482,73500,13690,31050,28630,130,60.87,21780,0,0,0,0,0,0,95280
ASSAM,2,BARPETA,6162.60,4361.74,1348.62,452.24,3876.98,661.11,259.82,4797.91,3263.23,643.38,259.82,4166.43,150747,93069,243816,0,1806,175,10,0,103579,33545,137124,0,2038,175,0,0,5293.17,3514.47,66.40,361.20,384.71,100.00,8.76,14.07,100.00,0.00,0.00,0.00,150747,93069,243816,103579,3899,1483,98197,0,5.20,33545,0,0,0,0,0,0,137124
ASSAM,3,BONGAIGAON,2773.12,1950.68,635.65,186.79,1097.58,314.11,15.44,1427.13,121.11,292.44,15.44,428.99,51929,39654,91583,15,1222,59,3,0,5245,8881,14126,0,1252,59,0,0,2040.49,139.58,6.84,302.12,244.19,80.83,2.96,4.13,100.00,30.00,0.00,0.00,51929,39654,91583,5245,42,27,5176,0,1.32,8881,6,17,0,0,0,0,14126
ASSAM,4,CACHAR,4741.34,3346.64,1045.87,348.83,3015.78,578.47,299.59,3893.84,2270.48,578.47,273.26,3122.21,119931,46293,166224,0,1839,1697,0,0,101213,20628,121841,1,1873,985,2,92,3760.31,2559.44,68.06,367.57,351.80,95.71,126.76,58.34,46.02,0.00,0.37,0.00,119931,46293,166224,101213,11134,1460,88619,0,12.44,20628,0,0,0,0,0,0,121841
ASSAM,5,CHIRANG,1522.06,1074.34,340.85,106.87,959.00,193.00,30.10,1182.10,736.63,189.48,29.38,955.50,29956,20899,50855,10,778,38,2,0,15140,2643,17783,3,778,38,2,0,1082.56,483.68,44.68,155.60,186.89,100.00,1.90,2.56,100.00,20.00,4.80,24.00,29956,20899,50855,15140,1628,8135,5377,0,64.48,2643,211,155,0,0,0,0,17783
ASSAM,6,DARRANG,3824.75,2681.62,848.25,294.88,2001.08,395.94,136.50,2533.52,1388.74,389.04,136.50,1914.27,86628,25633,112261,25,673,539,5,0,45870,6448,52318,0,673,243,0,0,3208.36,1702.54,53.07,131.60,127.90,97.19,41.76,17.01,40.73,50.00,0.00,0.00,86628,25633,112261,45870,0,0,45870,0,0.00,6448,0,0,0,0,0,0,52318
ASSAM,7,DHEMAJI,3228.33,2284.89,697.63,245.81,2058.67,353.63,158.36,2570.66,1818.10,353.63,158.36,2330.09,80854,18546,99400,10,871,230,5,0,58498,15565,74063,10,887,230,5,4,2757.39,1910.63,69.29,174.20,280.17,100.00,11.50,30.99,100.00,12.50,11.50,92.00,80854,18546,99400,58498,6564,26894,24282,0,57.20,15565,0,0,0,0,0,0,74063
ASSAM,8,DHUBRI,8964.87,6264.78,1985.57,714.52,4589.66,949.90,376.41,5915.96,3155.10,908.30,359.93,4423.33,205324,42052,247376,50,1016,1902,2,0,120063,8790,128853,0,1181,576,4,9,7353.36,3868.88,52.61,203.20,222.11,100.00,164.16,47.39,28.87,100.00,0.00,0.00,205324,42052,247376,120063,2118,0,117945,0,1.76,8790,0,0,0,0,0,0,128853
ASSAM,9,DIBRUGARH,3021.96,2136.12,653.02,232.82,1988.97,350.57,16.06,2355.60,1778.67,350.52,11.73,2140.92,77606,45384,122990,0,969,900,4,0,69914,37030,106944,0,972,559,4,0,2515.93,1805.67,71.77,200.64,175.39,87.42,63.76,28.89,45.31,0.00,0.00,0.00,77606,45384,122990,69914,1393,557,33478,0,2.79,37030,0,0,0,0,0,0,106944
ASSAM,10,GOALPARA,2837.73,2002.27,645.89,189.57,1864.88,376.47,156.41,2397.76,1429.35,376.47,155.44,1961.26,65070,21747,86817,0,1840,951,3,0,55821,11252,67073,1,1840,804,3,4,1936.37,1495.65,77.24,521.92,353.57,67.74,54.92,55.21,100.00,0.00,0.88,0.00,65070,21747,86817,55821,3028,9102,43691,0,21.73,11252,0,0,0,0,0,0,67073
ASSAM,11,GOLAGHAT,3133.34,2179.53,676.25,277.56,2026.68,400.98,96.93,2524.59,1921.60,400.98,96.42,2419.00,79743,27031,106774,0,1248,119,6,0,77985,22801,100786,0,1249,122,6,0,2449.84,2017.32,82.34,249.60,240.27,96.26,5.96,8.21,100.00,0.00,0.00,0.00,79743,27031,106774,77985,4688,7835,65462,0,16.06,22801,0,0,0,0,0,0,100786
ASSAM,12,HAILAKANDI,1737.93,1215.24,379.49,143.20,1136.71,248.95,124.12,1509.78,1061.35,248.95,124.02,1434.32,49837,12445,62282,0,1140,35,4,0,49837,10570,60407,0,1140,35,4,0,1296.94,1104.33,85.15,228.00,233.22,100.00,1.76,2.33,100.00,0.00,0.00,0.00,49837,12445,62282,49837,5360,826,43651,0,12.41,10570,0,0,0,0,0,0,60407
ASSAM,13,JORHAT,3071.84,2172.70,709.72,189.42,1827.95,376.48,114.36,2318.78,1490.36,376.48,104.49,1971.34,65070,21747,86817,0,1840,951,6,0,53015,21747,74762,0,1852,701,3,1,2244.67,1504.87,67.04,442.51,326.39,73.76,69.32,47.47,68.48,0.00,0.00,0.00,65070,21747,86817,53015,6628,12739,33648,0,36.53,21747,0,0,0,0,0,0,74762
ASSAM,14,KAMRUP,3018.34,2129.06,644.75,244.53,1988.28,366.25,237.69,2592.22,1899.21,366.21,196.59,2462.00,85785,52723,138508,0,521,1531,0,0,84725,21386,106111,0,521,975,0,0,2436.20,2194.23,90.07,102.50,82.60,80.59,114.12,57.25,50.17,0.00,0.00,0.00,85785,52723,138508,84725,0,0,35480,0,0.00,21386,0,0,0,0,0,0,106111
ASSAM,15,KARBI ANGLONG,3832.82,2713.59,935.24,183.99,1628.37,67.77,42.18,1738.32,622.59,50.97,15.22,688.78,60953,19293,80246,0,3304,1406,4,0,9678,407,10085,0,2310,216,0,0,2372.36,176.12,7.42,998.98,456.00,45.65,137.56,14.28,10.38,0.00,0.00,0.00,60953,19293,80246,9678,0,9678,0,0,100.00,407,0,0,0,0,0,0,10085
ASSAM,16,KARIMGANJ,2672.51,1865.25,586.72,220.54,1730.37,343.30,244.49,2318.16,1502.81,343.30,244.49,2090.60,78992,15409,94401,14,1051,912,3,0,76000,15409,91409,0,1054,623,1,0,2148.75,1757.78,81.80,209.76,238.36,100.00,60.36,43.84,72.63,17.50,0.00,0.00,78992,15409,94401,76000,21020,3785,51195,0,32.64,15409,0,0,0,0,0,0,91409
ASSAM,17,KOKRAJHAR,2979.14,2075.89,638.56,264.69,1935.06,394.05,117.58,2446.69,1806.94,390.49,79.37,2276.80,84830,35087,119917,0,1157,146,3,0,75889,19843,95732,0,1226,146,2,1,2245.27,1865.44,83.08,225.86,243.92,100.00,7.31,7.14,97.67,0.00,0.00,0.00,84830,35087,119917,75889,7601,41797,26092,14,65.09,19843,0,0,0,0,0,0,95732
ASSAM,18,LAKHIMPUR,3024.58,2138.81,646.27,239.50,2007.79,393.74,101.48,2503.00,1763.63,377.93,101.48,2243.03,73224,22938,96162,0,1432,276,4,0,60821,3900,64721,0,1432,276,7,3,2293.57,1855.82,80.91,286.40,286.70,100.00,13.80,19.48,100.00,0.00,0.00,0.00,73224,22938,96162,60821,138,999,59684,0,1.87,3900,0,0,0,0,0,0,64721
ASSAM,19,MARIGAON,1802.88,1249.95,375.72,177.21,1178.34,217.59,144.68,1540.61,1110.01,217.59,142.38,1469.98,60770,105564,166334,0,326,797,3,0,56490,105564,162054,0,505,596,2,0,1618.55,1256.82,77.65,57.06,79.10,100.00,49.92,24.99,50.06,0.00,0.00,0.00,60770,105564,166334,56490,7330,12218,36942,0,34.60,105564,0,0,0,0,0,0,162054
ASSAM,20,NAGAON,7161.99,5052.42,1594.40,515.17,4478.82,758.00,481.70,5718.52,3880.30,756.03,378.69,5015.02,168391,60850,229241,0,2468,621,10,0,159819,12336,172155,0,2468,621,0,0,6005.87,4372.63,72.81,622.54,435.78,70.00,42.06,42.95,100.00,0.00,0.00,0.00,168391,60850,229241,159819,7583,5791,144916,5,8.37,12336,0,0,0,0,0,0,172155
ASSAM,21,NALBARI,3139.74,2195.41,676.86,267.47,1858.97,337.55,78.35,2274.87,863.39,237.55,78.35,1179.29,88093,127387,215480,0,282,710,5,0,54063,20039,74102,0,282,597,0,0,2634.40,1035.57,39.31,56.40,53.22,94.36,42.76,41.12,96.16,0.00,0.00,0.00,88093,127387,215480,54063,184,0,31649,0,0.34,20039,0,0,0,0,0,0,74102
ASSAM,22,NORTH CACHAR HILLS,1293.00,913.76,305.08,74.16,502.17,0.00,16.19,518.36,103.50,0.00,16.19,119.69,21328,1102,22430,0,810,194,5,0,5398,0,5398,0,54,16,0,0,779.29,80.97,10.39,305.56,27.60,9.03,18.60,0.00,0.00,0.00,0.00,0.00,21328,1102,22430,5398,0,5398,0,0,100.00,0,0,0,0,0,0,0,5398
