Date,State_Name,SL_No,District_Name,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC
03-12-2012,TAMIL NADU,24,TIRUVALLUR,02-05-2003,Oct-12,194625,58084,252709,35,1418,1312,10,0,138263,80448,218711,29,1418,1201,8,0
03-12-2012,TAMIL NADU,25,TIRUVANNAMALAI,02-05-2003,Sep-12,209116,356665,565781,70,3635,1263,10,0,209116,289289,498405,43,3598,1263,4,0
03-12-2012,TAMIL NADU,26,TIRUVARUR,02-05-2003,Aug-12,80920,53866,134786,50,1698,519,5,0,87918,21608,109526,8,1251,519,1,1
03-12-2012,TAMIL NADU,27,VELLORE,03-03-2000,Oct-12,207635,283872,491507,26,3451,1667,10,0,196892,252338,449230,26,2955,1440,10,0
03-12-2012,TAMIL NADU,28,VILLUPURAM,02-05-2003,Oct-12,326185,211877,538062,60,3021,2185,10,0,238236,89241,327477,51,2969,2182,12,10
03-12-2012,TAMIL NADU,29,VIRUDHUNAGAR,22-03-2001,Oct-12,174967,93202,268169,184,2031,816,10,0,152750,126105,278855,165,1727,816,10,0
03-12-2012,TAMIL NADU,29,Total,,,4422133,4244955,8667088,1438,53678,27970,249,0,4039296,3012383,7051679,1726,46640,25939,195,65
03-12-2012,TRIPURA,1,DHALAI,29-01-2002,Nov-12,53507,28305,81812,95,648,944,5,0,53507,27905,81412,110,1104,1261,84,6
03-12-2012,TRIPURA,2,NORTH TRIPURA,18-09-2001,Nov-12,78389,33744,112133,80,1150,1161,10,0,73704,31008,104712,76,1132,1136,48,44
03-12-2012,TRIPURA,3,SOUTH TRIPURA,18-09-2001,Nov-12,139456,55849,195305,38,1352,1858,10,0,139129,55849,194978,50,1343,2198,11,323
03-12-2012,TRIPURA,4,WEST TRIPURA,10-01-2001,Oct-12,183405,51119,234524,13,3683,2061,10,0,179465,42094,221559,13,2940,2061,0,59
03-12-2012,TRIPURA,4,Total,,,454757,169017,623774,226,6833,6024,35,0,445805,156856,602661,249,6519,6656,143,432
03-12-2012,UTTAR PRADESH,1,AGRA,30-08-2000,Nov-12,54188,278943,333131,5,5274,2856,3,0,54789,241349,296138,5,4439,1774,7,3
03-12-2012,UTTAR PRADESH,2,ALIGARH,25-07-2003,Oct-12,73937,208775,282712,0,4007,1458,10,0,68096,170354,238450,0,3390,1458,3,1
03-12-2012,UTTAR PRADESH,3,ALLAHABAD,29-01-2002,Oct-12,181370,493671,675041,20,5829,2547,10,0,194580,274074,468654,35,6032,2547,9,0
03-12-2012,UTTAR PRADESH,4,AMBEDKAR NAGAR,25-07-2003,Oct-12,132725,138141,270866,18,2146,1350,3,1,132725,135470,268195,18,1710,1350,2,0
03-12-2012,UTTAR PRADESH,5,AURAIYA,25-07-2003,Nov-12,127279,133364,260643,50,1277,817,2,1,99545,112343,211888,50,2240,817,1,1
03-12-2012,UTTAR PRADESH,6,AZAMGARH,02-03-2001,Nov-12,188141,466925,655066,87,4888,4104,10,0,160297,246134,406431,87,4888,2744,6,0
03-12-2012,UTTAR PRADESH,7,BAGPAT,25-07-2003,Nov-12,31467,77930,109397,12,1166,954,1,1,26774,69311,96085,12,1166,954,1,0
03-12-2012,UTTAR PRADESH,8,BAHRAICH,29-01-2002,Nov-12,284073,174857,458930,10,6100,1802,10,0,226430,165679,392109,10,5101,1802,1,0
03-12-2012,UTTAR PRADESH,9,BALLIA,10-01-2001,Nov-12,172179,136937,309116,115,4636,1888,10,0,167490,124522,292012,120,4636,1888,4,4
03-12-2012,UTTAR PRADESH,10,BALRAMPUR,20-02-2003,Nov-12,65273,138410,203683,18,2948,1215,3,0,65273,84145,149418,18,2948,1215,3,1
03-12-2012,UTTAR PRADESH,11,BANDA,20-02-2003,Nov-12,120620,78999,199619,10,4149,948,3,0,111139,59016,170155,10,3748,948,3,0
03-12-2012,UTTAR PRADESH,12,BARABANKI,29-01-2002,Nov-12,199542,377972,577514,26,5100,1798,10,0,199542,300190,499732,26,5100,1798,3,0
03-12-2012,UTTAR PRADESH,13,BAREILLY,20-02-2003,Nov-12,110000,227284,337284,15,4142,1798,5,0,110000,204725,314725,15,4142,1619,5,1
03-12-2012,UTTAR PRADESH,14,BASTI,29-01-2002,Nov-12,160480,120653,281133,40,3695,2223,10,0,129189,82871,212060,26,3695,2036,1,0
03-12-2012,UTTAR PRADESH,15,BIJNOR,02-03-2001,Nov-12,110403,222569,332972,75,5271,1399,10,0,110403,180548,290951,75,4292,1399,7,0
03-12-2012,UTTAR PRADESH,16,BUDAUN,29-01-2002,Nov-12,107603,204479,312082,155,4680,1615,0,0,107603,121216,228819,155,4680,1615,3,1
03-12-2012,UTTAR PRADESH,17,BULANDSHAHR,29-01-2002,Nov-12,28885,283408,312293,8,4868,2041,8,0,31947,223416,255363,8,4308,2041,1,0
03-12-2012,UTTAR PRADESH,18,CHANDAULI,03-03-2000,Nov-12,92022,108852,200874,25,2287,1102,10,0,96318,86107,182425,25,2287,1102,10,0
03-12-2012,UTTAR PRADESH,19,CHITRAKOOT,29-01-2002,Oct-12,38082,102505,140587,0,1920,479,5,0,42652,63535,106187,0,1920,479,1,0
03-12-2012,UTTAR PRADESH,20,DEORIA,10-01-2001,Nov-12,181225,198893,380118,39,4696,1461,10,0,171213,166772,337985,31,4696,1461,2,0
03-12-2012,UTTAR PRADESH,21,ETAH,25-07-2003,Nov-12,62001,143740,205741,30,3455,1347,7,1,69139,110314,179453,30,5220,1796,2,0
03-12-2012,UTTAR PRADESH,22,ETAWAH,25-07-2003,Nov-12,94097,223387,317484,44,2925,1223,3,1,94097,154616,248713,44,2925,1223,4,0
03-12-2012,UTTAR PRADESH,23,FAIZABAD,25-07-2003,Nov-12,103376,105998,209374,10,2085,1140,10,0,101218,94283,195501,10,2085,1140,8,0
03-12-2012,UTTAR PRADESH,24,FARRUKHABAD,25-07-2003,Nov-12,120471,54314,174785,35,3143,1227,2,1,120471,54314,174785,35,3143,1227,3,0
03-12-2012,UTTAR PRADESH,25,FATEHPUR,20-02-2003,Oct-12,104414,202040,306454,15,3938,1548,5,0,99961,135418,235379,15,3938,1548,5,0
03-12-2012,UTTAR PRADESH,26,FIROZABAD,25-07-2003,Nov-12,19843,228195,248038,10,3232,963,3,1,19843,161758,181601,10,3232,963,0,0
03-12-2012,UTTAR PRADESH,27,GAUTAM BUDDHA NAGAR,25-07-2003,Nov-12,14574,58357,72931,15,1414,716,1,1,14302,52660,66962,15,1582,716,0,0
03-12-2012,UTTAR PRADESH,28,GHAZIABAD,12-03-2003,Nov-12,10810,85267,96077,5,3602,1075,5,0,10810,83365,94175,5,1946,1075,2,0
03-12-2012,UTTAR PRADESH,29,GHAZIPUR,29-01-2001,Nov-12,184061,288972,473033,100,3878,1517,10,0,181856,151965,333821,100,3878,1517,10,2
03-12-2012,UTTAR PRADESH,30,GONDA,25-07-2003,Nov-12,136500,198080,334580,16,4298,2031,6,2,117865,140587,258452,16,4298,1574,4,2
03-12-2012,UTTAR PRADESH,31,GORAKHPUR,18-03-2002,Nov-12,211033,280101,491134,121,6036,1823,10,0,211010,202482,413492,121,4877,1823,3,0
03-12-2012,UTTAR PRADESH,32,HAMIRPUR,20-02-2003,Nov-12,101382,75310,176692,0,1950,707,4,0,84606,50767,135373,0,1950,707,4,0
03-12-2012,UTTAR PRADESH,33,HARDOI,20-02-2003,Oct-12,199989,231215,431204,5,8478,1978,10,0,199989,212685,412674,5,5627,1978,10,5
03-12-2012,UTTAR PRADESH,34,JALAUN,29-01-2002,Nov-12,101928,71232,173160,20,2686,873,12,0,90461,56741,147202,20,2700,873,6,0
03-12-2012,UTTAR PRADESH,35,JAUNPUR,10-01-2001,Nov-12,250000,444693,694693,138,7179,3897,10,0,250000,334902,584902,138,5575,3897,8,8
03-12-2012,UTTAR PRADESH,36,JHANSI,25-07-2003,Nov-12,58826,78506,137332,20,2808,912,6,0,58829,53238,112067,20,2808,912,6,3
03-12-2012,UTTAR PRADESH,37,JYOTIBA PHULE NAGAR,25-07-2003,Nov-12,48008,113276,161284,0,2389,1032,0,0,48008,102433,150441,0,2290,1032,2,1
03-12-2012,UTTAR PRADESH,38,KANNAUJ,25-07-2003,Nov-12,101497,280737,382234,46,2388,1440,6,1,101497,201515,303012,46,2373,1440,2,1
03-12-2012,UTTAR PRADESH,39,KANPUR DEHAT,29-01-2002,Nov-12,126650,117438,244088,60,3536,1149,10,0,121150,86598,207748,60,3536,1149,5,5
03-12-2012,UTTAR PRADESH,40,KANPUR NAGAR,29-01-2002,Nov-12,87235,128893,216128,50,3763,1806,10,0,81750,112914,194664,50,3310,1784,5,0
03-12-2012,UTTAR PRADESH,41,KANSHIRAM NAGAR,04-08-2010,Oct-12,49298,91499,140797,14,2777,989,7,0,18037,13001,31038,0,2777,989,0,0
03-12-2012,UTTAR PRADESH,42,KAUSHAMBI,25-07-2003,Nov-12,127875,147350,275225,24,2048,968,3,1,123820,85758,209578,24,2048,785,3,0
03-12-2012,UTTAR PRADESH,43,KUSHINAGAR,20-02-2003,Nov-12,287089,160033,447122,25,5120,2133,3,0,234042,145406,379448,25,4168,2133,1,0
03-12-2012,UTTAR PRADESH,44,LAKHIMPUR KHERI,25-07-2003,Nov-12,73000,124463,197463,20,8355,1930,10,0,93370,124463,217833,20,5144,1930,5,0
03-12-2012,UTTAR PRADESH,45,LALITPUR,29-01-2002,Nov-12,90107,47239,137346,6,2468,568,2,0,89046,38393,127439,6,2468,568,0,0
03-12-2012,UTTAR PRADESH,46,LUCKNOW,03-03-2000,Nov-12,113188,137908,251096,25,2510,1591,10,0,113188,112396,225584,25,3121,1273,10,10
03-12-2012,UTTAR PRADESH,47,MAHAMAYA NAGAR(HATHRAS),25-07-2003,Nov-12,25153,129568,154721,10,2423,1130,3,1,25153,114597,139750,10,2146,1130,1,0
03-12-2012,UTTAR PRADESH,48,MAHARAJGANJ,25-07-2003,Nov-12,145090,111256,256346,55,2956,1461,5,1,144753,90142,234895,55,2956,1461,4,0
03-12-2012,UTTAR PRADESH,49,MAHOBA,25-07-2003,Nov-12,53117,70666,123783,0,2153,464,1,1,53117,63312,116429,0,1756,464,2,0
03-12-2012,UTTAR PRADESH,50,MAINPURI,25-07-2003,Nov-12,84258,121244,205502,10,3334,1309,3,1,77070,95978,173048,10,3334,1309,4,0
03-12-2012,UTTAR PRADESH,51,MATHURA,25-07-2003,Oct-12,25005,182330,207335,10,3228,1475,3,1,24998,129553,154551,10,2936,979,1,0
03-12-2012,UTTAR PRADESH,52,MAU,20-02-2003,Nov-12,133766,73752,207518,13,2494,1090,5,0,108377,58100,166477,13,2494,1090,5,3
03-12-2012,UTTAR PRADESH,53,MEERUT,14-01-2004,Nov-12,25514,119754,145268,25,2418,1310,6,3,25357,114460,139817,25,2222,907,3,3
03-12-2012,UTTAR PRADESH,54,MIRZAPUR,03-03-2000,Nov-12,231315,195266,426581,133,3941,1582,10,0,230573,182883,413456,133,3941,1582,10,10
03-12-2012,UTTAR PRADESH,55,MORADABAD,25-07-2003,Nov-12,76018,354539,430557,0,8504,2641,4,1,76018,267978,343996,0,4870,2095,2,1
03-12-2012,UTTAR PRADESH,56,MUZAFFARNAGAR,25-07-2003,Nov-12,51660,238443,290103,14,3700,2074,2,0,51660,169008,220668,14,3478,2074,2,0
03-12-2012,UTTAR PRADESH,57,PILIBHIT,25-07-2003,Nov-12,95178,119893,215071,21,2786,889,2,1,95178,103271,198449,21,2786,889,1,1
03-12-2012,UTTAR PRADESH,58,PRATAPGARH,18-03-2002,Nov-12,141368,264341,405709,50,2525,1955,10,0,141205,167046,308251,79,2525,2030,3,0
03-12-2012,UTTAR PRADESH,59,RAE BARELI,20-02-2003,Oct-12,190306,135862,326168,25,5809,1860,5,0,190430,124312,314742,25,4188,1860,1,0
03-12-2012,UTTAR PRADESH,60,RAMPUR,25-07-2003,Nov-12,56948,150145,207093,0,4382,1385,2,1,51954,143095,195049,0,2195,1275,1,1
03-12-2012,UTTAR PRADESH,61,SAHARANPUR,29-01-2002,Nov-12,49458,192771,242229,25,3766,1720,11,0,49458,186227,235685,25,3505,1299,4,0
03-12-2012,UTTAR PRADESH,62,SANT KABIR NAGAR,20-02-2003,Nov-12,121112,227284,348396,35,2368,991,4,0,93615,104716,198331,35,2368,991,3,0
03-12-2012,UTTAR PRADESH,63,SANT RAVIDAS NAGAR( BHADOHI),18-03-2002,Nov-12,75119,103247,178366,43,2083,1233,5,0,69196,85676,154872,43,1602,1233,1,0
03-12-2012,UTTAR PRADESH,64,SHAHJAHANPUR,25-07-2003,Nov-12,194645,114246,308891,10,4842,1347,0,0,194645,94064,288709,10,4842,1347,6,9
03-12-2012,UTTAR PRADESH,65,SHRAVASTI,20-02-2003,Nov-12,104902,54772,159674,10,1838,650,3,0,97449,41818,139267,10,1838,650,0,0
03-12-2012,UTTAR PRADESH,66,SIDDHARTHNAGAR,20-02-2003,Nov-12,139597,133650,273247,50,4128,1481,5,0,124392,111651,236043,50,4128,1481,2,0
03-12-2012,UTTAR PRADESH,67,SITAPUR,25-07-2003,Oct-12,305299,255574,560873,25,7397,2307,3,1,273463,185138,458601,25,5874,2307,1,1
03-12-2012,UTTAR PRADESH,68,SONBHADRA,03-03-2000,Oct-12,138370,79419,217789,113,3176,1051,0,0,137281,57900,195181,113,2978,755,10,0
03-12-2012,UTTAR PRADESH,69,SULTANPUR,18-03-2002,Nov-12,168843,262071,430914,40,4898,2244,6,0,168843,215646,384489,40,4898,2244,6,0
03-12-2012,UTTAR PRADESH,70,UNNAO,25-07-2003,Oct-12,229599,141734,371333,20,4700,1683,8,0,223520,131734,355254,20,4700,1683,2,2
03-12-2012,UTTAR PRADESH,71,VARANASI,10-01-2001,Nov-12,105408,249056,354464,47,4471,1532,0,0,102430,143805,246235,47,2516,1283,3,0
03-12-2012,UTTAR PRADESH,71,Total,,,8303794,12372693,20676487,2366,269860,107302,404,24,7884505,9366859,17251364,2379,243513,101517,259,80
03-12-2012,UTTARAKHAND,1,ALMORA,13-02-2003,Nov-12,45572,48151,93723,40,214,247,10,0,29549,36996,66545,29,155,4,0,0
03-12-2012,UTTARAKHAND,2,BAGESHWAR,13-02-2003,Nov-12,21447,16508,37955,20,111,149,3,0,17442,16832,34274,3,103,1,2,0
03-12-2012,UTTARAKHAND,3,CHAMOLI,07-11-2003,Nov-12,27147,26145,53292,10,265,115,7,2,25257,24238,49495,0,222,7,3,0
03-12-2012,UTTARAKHAND,4,CHAMPAWAT,07-11-2003,Nov-12,22991,9085,32076,20,375,78,2,1,17989,13002,30991,3,160,6,1,0
03-12-2012,UTTARAKHAND,5,DEHRADUN,07-11-2003,Nov-12,37212,24463,61675,0,497,19,5,1,30467,24483,54950,0,396,19,1,0
03-12-2012,UTTARAKHAND,6,HARIDWAR,18-09-2001,Nov-12,42500,90074,132574,60,200,20,2,0,36867,74562,111429,37,100,13,0,0
03-12-2012,UTTARAKHAND,7,NAINITAL,07-11-2003,Nov-12,14314,26585,40899,50,208,95,6,2,18039,26942,44981,0,208,19,2,0
03-12-2012,UTTARAKHAND,8,PAURI(GARHWAL),13-02-2003,Nov-12,53399,37146,90545,50,620,173,10,0,33502,40848,74350,4,316,23,3,0
03-12-2012,UTTARAKHAND,9,PITHORAGARH,07-11-2003,Nov-12,41110,29253,70363,50,670,215,6,2,33957,29661,63618,6,417,102,3,0
03-12-2012,UTTARAKHAND,10,RUDRAPRAYAG,02-05-2003,Nov-12,13150,22322,35472,40,100,124,3,0,12836,16787,29623,9,100,70,2,0
03-12-2012,UTTARAKHAND,11,TEHRI GARHWAL,13-02-2003,Nov-12,55173,34580,89753,30,307,120,8,0,44226,35042,79268,0,430,10,0,0
03-12-2012,UTTARAKHAND,12,UDHAM SINGH NAGAR,07-11-2003,Nov-12,39427,59658,99085,50,118,123,5,2,36789,47854,84643,0,119,75,4,1
03-12-2012,UTTARAKHAND,13,UTTARKASHI,13-02-2003,Nov-12,28189,20700,48889,50,240,123,4,0,25190,19947,45137,4,240,0,3,0
03-12-2012,UTTARAKHAND,13,Total,,,441631,444670,886301,470,3925,1601,71,10,362110,407194,769304,95,2966,349,24,1
03-12-2012,WEST BENGAL,1,BANKURA,01-05-2002,Oct-12,198152,333832,531984,50,7544,4130,29,0,99281,239894,339175,46,7482,838,26,0
03-12-2012,WEST BENGAL,2,BARDHAMAN,22-03-2001,Nov-12,700047,341920,1041967,133,9891,7980,10,0,586583,277001,863584,140,9814,7724,10,19
03-12-2012,WEST BENGAL,3,BIRBHUM,07-11-2003,Nov-12,338989,299893,638882,50,5617,3816,4,22,252248,183551,435799,56,5363,1847,19,0
03-12-2012,WEST BENGAL,4,COOCH BEHAR,01-05-2002,Oct-12,335236,254422,589658,50,3715,1718,15,0,251187,158330,409517,144,4002,1818,15,12
03-12-2012,WEST BENGAL,5,DAKSHIN DINAJPUR,11-06-2001,Oct-12,182621,194577,377198,50,3712,2642,10,0,177211,47323,224534,10,2440,726,8,8
03-12-2012,WEST BENGAL,6,DARJEELING,31-07-2006,Oct-12,66648,130066,196714,50,1784,408,0,0,31011,3035,34046,17,1259,405,8,8
03-12-2012,WEST BENGAL,7,HOOGHLY,01-05-2002,Oct-12,271737,195510,467247,53,6821,4168,19,0,263714,191253,454967,47,6720,3413,18,18
03-12-2012,WEST BENGAL,8,HOWRAH,02-03-2001,Oct-12,231860,143309,375169,51,5195,3586,26,0,230076,141907,371983,32,4903,2653,14,20
03-12-2012,WEST BENGAL,9,JALPAIGURI,11-06-2001,Oct-12,372999,203523,576522,50,6578,5428,87,0,322291,92093,414384,13,4601,3680,17,14
03-12-2012,WEST BENGAL,10,MALDA,18-09-2001,Oct-12,452324,270208,722532,50,6385,7956,6,0,303498,65197,368695,41,5316,189,15,15
03-12-2012,WEST BENGAL,11,MIDNAPUR EAST,30-08-2000,Nov-12,392371,32617,424988,172,9726,5969,25,0,527389,32642,560031,210,9277,2099,8,17
03-12-2012,WEST BENGAL,12,MIDNAPUR WEST,30-08-2000,Oct-12,509496,432096,941592,50,16498,5825,10,0,595370,316806,912176,73,12547,2621,0,0
03-12-2012,WEST BENGAL,13,MURSHIDABAD,11-06-2001,Oct-12,702442,506963,1209405,50,10260,7012,18,0,480772,197506,678278,47,6824,1318,26,26
03-12-2012,WEST BENGAL,14,NADIA,01-05-2002,Nov-12,346696,278335,625031,50,6974,6620,50,0,318309,197842,516151,28,5990,3805,17,41
03-12-2012,WEST BENGAL,15,NORTH 24 PARAGANAS,30-03-2001,Nov-12,361462,225080,586542,51,11158,4466,30,0,347489,225876,573365,60,10477,2916,101,0
03-12-2012,WEST BENGAL,16,PURULIA,25-07-2003,Nov-12,210168,306933,517101,50,7542,4047,10,0,84299,75846,160145,10,4297,936,20,0
03-12-2012,WEST BENGAL,17,SILIGURI,07-11-2003,Nov-12,59536,25377,84913,30,935,1393,0,10,37112,17455,54567,30,928,826,4,6
03-12-2012,WEST BENGAL,18,SOUTH 24 PARAGANAS,22-03-2001,Oct-12,628712,521192,1149904,50,8940,5448,30,0,568085,161071,729156,31,6745,1279,29,29
03-12-2012,WEST BENGAL,19,UTTAR DINAJPUR,01-05-2002,Oct-12,257662,301645,559307,50,4806,1556,30,0,140675,174360,315035,27,1865,432,17,0
03-12-2012,WEST BENGAL,19,Total,,,6619158,4997498,11616656,1140,134081,84168,409,32,5616600,2798988,8415588,1062,110850,39525,372,233
10-12-2012,ANDHRA PRADESH,1,ADILABAD,11-06-2001,Nov-12,247475,148181,395656,0,4462,427,10,0,172002,52431,224433,0,4462,257,0,0
10-12-2012,ANDHRA PRADESH,2,ANANTAPUR,11-06-2001,Nov-12,363314,181335,544649,0,3421,284,10,0,366557,42000,408557,0,4258,302,0,0
10-12-2012,ANDHRA PRADESH,3,CHITTOOR,28-03-2000,Nov-12,296465,236986,533451,0,8171,375,10,0,260108,139905,400013,0,8171,375,11,0
10-12-2012,ANDHRA PRADESH,4,CUDDAPAH,02-05-2003,Nov-12,251653,251610,503263,0,6802,277,10,0,235386,124993,360379,0,5002,277,0,0
10-12-2012,ANDHRA PRADESH,5,EAST GODAVARI,23-04-2002,Nov-12,370255,191400,561655,50,7004,1164,10,0,343451,191400,534851,49,7004,732,20,0
10-12-2012,ANDHRA PRADESH,6,GUNTUR,23-04-2002,Nov-12,370996,319053,690049,0,5346,215,10,0,269512,85950,355462,0,5004,215,37,0
10-12-2012,ANDHRA PRADESH,7,KARIMNAGAR,13-02-2003,Nov-12,365267,219763,585030,0,5848,298,10,0,354519,62995,417514,0,5848,298,13,0
10-12-2012,ANDHRA PRADESH,8,KHAMMAM,25-11-1999,Nov-12,189225,4860,194085,0,6318,521,10,0,177928,4870,182798,0,6318,521,15,10
10-12-2012,ANDHRA PRADESH,9,KRISHNA,13-02-2003,Nov-12,351572,175991,527563,17,3374,62,10,0,316950,104197,421147,8,3374,171,40,0
10-12-2012,ANDHRA PRADESH,10,KURNOOL,23-04-2002,Nov-12,383478,129956,513434,0,4669,2111,10,0,310629,173773,484402,13,4669,213,49,0
10-12-2012,ANDHRA PRADESH,11,MAHBUBNAGAR,11-06-2001,Nov-12,418559,66032,484591,3,5433,357,10,0,228726,263280,492006,9,5434,357,15,0
10-12-2012,ANDHRA PRADESH,12,MEDAK,13-02-2003,Nov-12,311743,96490,408233,50,5446,1873,10,0,306495,47977,354472,8,4752,760,10,0
10-12-2012,ANDHRA PRADESH,13,NALGONDA,03-03-2000,Nov-12,215058,156761,371819,0,6628,44,10,0,211533,87693,299226,0,6015,300,10,10
10-12-2012,ANDHRA PRADESH,14,NELLORE,11-06-2001,Nov-12,226725,116678,343403,0,6415,1396,10,0,166236,19462,185698,0,5760,465,0,0
10-12-2012,ANDHRA PRADESH,15,NIZAMABAD,11-06-2001,Nov-12,225519,9474,234993,0,2477,32,10,0,225519,64759,290278,0,2477,32,36,0
10-12-2012,ANDHRA PRADESH,16,PRAKASAM,03-03-2000,Nov-12,386617,193493,580110,0,7224,780,10,0,297643,141608,439251,0,6772,690,41,0
10-12-2012,ANDHRA PRADESH,17,RANGAREDDI,02-05-2003,Nov-12,212629,71610,284239,0,3726,467,10,0,172162,69147,241309,0,3726,467,10,0
10-12-2012,ANDHRA PRADESH,18,SRIKAKULAM,02-05-2003,Nov-12,302221,225272,527493,40,6398,266,10,0,113666,82270,195936,11,5556,128,15,3
10-12-2012,ANDHRA PRADESH,19,VISAKHAPATNAM,02-05-2003,Nov-12,252875,156460,409335,20,5074,0,10,0,178476,75765,254241,20,6378,451,0,0
10-12-2012,ANDHRA PRADESH,20,VIZIANAGARAM,11-06-2001,Nov-12,220051,245678,465729,10,2999,1668,10,0,166474,159984,326458,7,3368,350,12,0
10-12-2012,ANDHRA PRADESH,21,WARANGAL,23-04-2002,Nov-12,330260,138180,468440,0,4122,2157,10,0,359732,345450,705182,0,4122,396,0,0
10-12-2012,ANDHRA PRADESH,22,WEST GODAVARI,12-03-2003,Nov-12,344272,294425,638697,385,4551,216,10,0,303504,294425,597929,837,4118,316,97,0
10-12-2012,ANDHRA PRADESH,22,Total,,,6636229,3629688,10265917,575,115908,14990,220,0,5537208,2634334,8171542,962,112588,8073,431,23
10-12-2012,ARUNACHAL PRADESH,1,ANJAW,15-01-2008,Nov-12,3232,0,3232,8,44,46,1,0,1480,0,1480,1,48,48,0,0
10-12-2012,ARUNACHAL PRADESH,2,CHANGLANG,23-11-2005,Nov-12,15716,2799,18515,25,384,250,0,0,6785,2450,9235,19,384,218,1,0
10-12-2012,ARUNACHAL PRADESH,3,DIBANG VALLEY,29-01-2002,Sep-12,1085,0,1085,0,102,27,0,0,1088,0,1088,0,40,10,0,0
10-12-2012,ARUNACHAL PRADESH,4,EAST KAMENG,23-11-2005,Nov-12,7016,1280,8296,25,288,216,0,0,4626,1280,5906,2,288,216,0,0
10-12-2012,ARUNACHAL PRADESH,5,EAST SIANG,23-11-2005,Oct-12,8222,4723,12945,25,244,42,6,0,4487,1412,5899,0,244,50,0,0
10-12-2012,ARUNACHAL PRADESH,6,KURUNG KUMEY,23-11-2005,Oct-12,22036,0,22036,30,684,164,0,0,11671,0,11671,2,684,164,0,0
10-12-2012,ARUNACHAL PRADESH,7,LOHIT,03-03-2000,Nov-12,8800,0,8800,26,240,182,0,0,8410,1129,9539,23,240,182,1,0
10-12-2012,ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,15-01-2008,Nov-12,2366,1200,3566,0,134,82,0,0,1513,1200,2713,0,134,82,0,0
10-12-2012,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,23-11-2005,Nov-12,5766,1164,6930,26,232,119,3,0,3807,1164,4971,13,232,119,3,0
10-12-2012,ARUNACHAL PRADESH,10,PAPUM PARE,23-11-2005,Nov-12,1268,3778,5046,17,140,113,8,0,267,3778,4045,3,140,113,0,0
10-12-2012,ARUNACHAL PRADESH,11,TAWANG,23-11-2005,Oct-12,5478,1210,6688,21,156,91,4,0,3965,1210,5175,9,156,75,1,0
10-12-2012,ARUNACHAL PRADESH,12,TIRAP,23-11-2005,Oct-12,5780,470,6250,25,304,150,6,0,4808,460,5268,14,304,150,0,0
10-12-2012,ARUNACHAL PRADESH,13,UPPER SIANG,23-11-2005,Nov-12,2634,964,3598,15,154,50,4,0,1580,964,2544,9,154,50,0,0
10-12-2012,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,29-01-2002,Oct-12,9045,461,9506,25,154,221,3,0,5787,461,6248,2,156,178,0,0
10-12-2012,ARUNACHAL PRADESH,15,WEST KAMENG,23-11-2005,Oct-12,5644,252,5896,25,306,111,4,0,3744,252,3996,22,306,111,0,0
10-12-2012,ARUNACHAL PRADESH,16,WEST SIANG,03-03-2000,Nov-12,11472,0,11472,25,378,2,0,0,6862,0,6862,5,378,20,0,0
10-12-2012,ARUNACHAL PRADESH,16,Total,,,115560,18301,133861,318,3944,1866,39,0,70880,15760,86640,124,3888,1786,6,0
10-12-2012,ASSAM,1,BAGSHA,15-01-2008,Nov-12,85697,63785,149482,15,1789,69,3,0,71735,21663,93398,15,1789,69,3,0
10-12-2012,ASSAM,2,BARPETA,17-05-2005,Oct-12,150747,93069,243816,0,1806,175,10,0,98521,33429,131950,0,2038,175,0,0
10-12-2012,ASSAM,3,BONGAIGAON,31-07-2006,Nov-12,51929,39654,91583,15,1222,59,3,0,5116,8839,13955,0,1252,59,0,0
10-12-2012,ASSAM,4,CACHAR,18-09-2001,Nov-12,119931,46293,166224,0,1839,1697,0,0,97076,18279,115355,1,1873,985,2,92
10-12-2012,ASSAM,5,CHIRANG,15-01-2008,Aug-12,29956,20899,50855,10,778,38,2,0,13386,2542,15928,3,778,38,2,0
10-12-2012,ASSAM,6,DARRANG,21-06-2007,Nov-12,86628,25633,112261,25,673,539,5,0,44070,6448,50518,0,673,243,0,0
10-12-2012,ASSAM,7,DHEMAJI,17-05-2005,Oct-12,80854,18546,99400,10,871,230,5,0,53745,15364,69109,10,884,230,5,4
10-12-2012,ASSAM,8,DHUBRI,18-09-2001,Nov-12,205324,42052,247376,50,1016,1902,2,0,112719,8690,121409,0,1181,576,4,9
10-12-2012,ASSAM,9,DIBRUGARH,14-01-2004,Nov-12,77606,45384,122990,0,969,900,4,0,69880,36621,106501,0,969,559,4,0
10-12-2012,ASSAM,10,GOALPARA,18-09-2001,Nov-12,65070,21747,86817,0,1840,951,3,0,53846,11252,65098,1,1840,804,3,4
10-12-2012,ASSAM,11,GOLAGHAT,17-05-2005,Nov-12,79743,27031,106774,0,1248,119,6,0,77734,22564,100298,0,1249,122,6,0
