Date,State_Name,SL_No,District_Name,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC
10-12-2012,JHARKHAND,22,SAHIBGANJ,27-12-2004,Nov-12,112798,12484,125282,50,1238,800,10,0,63835,11404,75239,23,1238,754,8,8
10-12-2012,JHARKHAND,23,SERAIKELA KHARSAWAN,27-12-2004,Nov-12,105319,62645,167964,50,1752,357,10,0,42890,5328,48218,0,1752,357,2,25
10-12-2012,JHARKHAND,24,SIMDEGA,27-12-2004,Nov-12,60505,49846,110351,50,1417,175,10,0,18463,2020,20483,0,1417,175,13,13
10-12-2012,JHARKHAND,24,Total,,,2327306,1402189,3729495,1203,42687,11472,249,0,1420437,194881,1615318,260,38906,6984,234,516
10-12-2012,KARNATAKA,1,BAGALKOT,17-05-2005,Nov-12,74926,175385,250311,58,745,1118,10,0,66484,136724,203208,42,775,1138,7,0
10-12-2012,KARNATAKA,2,BANGALORE RURAL,11-03-2005,Nov-12,63044,39979,103023,10,1420,414,5,0,87975,69207,157182,12,2706,915,0,0
10-12-2012,KARNATAKA,3,BANGALORE URBAN,17-05-2005,Nov-12,71892,28299,100191,50,86,454,10,0,40179,27177,67356,32,86,454,0,0
10-12-2012,KARNATAKA,4,BELGAUM,11-03-2005,Nov-12,196594,501172,697766,50,3290,1962,10,0,130697,310932,441629,50,2436,1968,1,0
10-12-2012,KARNATAKA,5,BELLARY,07-02-2000,Nov-12,100252,85854,186106,93,859,582,2,0,60439,43769,104208,100,1071,818,0,0
10-12-2012,KARNATAKA,6,BIDAR,17-05-2005,Nov-12,58384,125768,184152,51,1426,1165,10,0,36027,68395,104422,12,1426,1165,1,1
10-12-2012,KARNATAKA,7,BIJAPUR,17-05-2005,Nov-12,127172,108608,235780,50,2129,1793,10,0,52219,53250,105469,24,2129,585,4,1
10-12-2012,KARNATAKA,8,CHAMARAJANAGAR,11-03-2005,Nov-12,110188,28797,138985,50,369,1269,10,0,64016,21448,85464,19,265,846,8,1
10-12-2012,KARNATAKA,9,CHICKMAGALUR,11-03-2005,Nov-12,67568,70603,138171,35,1852,764,10,0,64506,82048,146554,9,1852,776,10,1
10-12-2012,KARNATAKA,10,CHIKBALLAPUR,04-08-2010,Nov-12,89907,36479,126386,12,941,42,6,0,62631,34557,97188,9,1569,1052,3,0
10-12-2012,KARNATAKA,11,CHITRADURGA,11-03-2005,Nov-12,75400,130585,205985,50,1422,1021,22,6,69176,58012,127188,50,1452,1166,6,2
10-12-2012,KARNATAKA,12,DAVANGERE,11-03-2005,Nov-12,122530,129754,252284,50,1385,972,10,0,83117,117870,200987,48,1118,972,10,0
10-12-2012,KARNATAKA,13,DHARWAD,11-03-2005,Nov-12,53596,60267,113863,25,930,1051,10,0,49139,47877,97016,17,690,588,5,0
10-12-2012,KARNATAKA,14,GADAG,11-03-2005,Nov-12,46821,39520,86341,50,291,431,10,0,35435,27005,62440,40,484,431,5,0
10-12-2012,KARNATAKA,15,GULBARGA,17-05-2005,Nov-12,269726,172264,441990,50,4024,2232,10,0,152854,47922,200776,27,3979,2168,100,0
10-12-2012,KARNATAKA,16,HASSAN,11-03-2005,Nov-12,64134,216283,280417,50,1902,1173,10,0,63803,205376,269179,33,1903,1173,8,0
10-12-2012,KARNATAKA,17,HAVERI,11-03-2005,Nov-12,98436,57875,156311,53,818,785,10,0,61140,41644,102784,37,818,660,7,1
10-12-2012,KARNATAKA,18,KODAGU,17-05-2005,Nov-12,38838,18095,56933,50,179,287,9,0,36929,18095,55024,32,180,292,1,0
10-12-2012,KARNATAKA,19,KOLAR,11-03-2005,Nov-12,43183,83210,126393,12,981,64,5,0,83335,95547,178882,3,1630,2331,0,0
10-12-2012,KARNATAKA,20,KOPPAL,11-03-2005,Nov-12,60869,177618,238487,50,870,987,3,0,53099,101164,154263,50,902,787,2,1
10-12-2012,KARNATAKA,21,MANDYA,11-03-2005,Nov-12,128782,148152,276934,50,1631,914,10,0,112134,140230,252364,24,1631,914,10,0
10-12-2012,KARNATAKA,22,MANGALORE(DAKSHINA KANNADA),07-02-2000,Nov-12,59478,35532,95010,70,1236,505,15,0,59478,35532,95010,70,1236,505,0,0
10-12-2012,KARNATAKA,23,MYSORE,07-02-2000,Nov-12,160601,42639,203240,54,1059,656,20,0,97331,96520,193851,10,2482,931,2,2
10-12-2012,KARNATAKA,24,RAICHUR,17-05-2005,Nov-12,104887,120627,225514,52,1464,230,10,0,29236,22396,51632,13,1464,557,10,4
10-12-2012,KARNATAKA,25,RAMANAGARA,04-08-2010,Nov-12,41876,58807,100683,10,1186,501,0,0,33769,36617,70386,10,1187,501,0,0
10-12-2012,KARNATAKA,26,SHIMOGA,11-03-2005,Nov-12,99428,40151,139579,50,1616,986,23,0,99996,45802,145798,38,1266,1030,7,1
10-12-2012,KARNATAKA,27,TUMKUR,17-05-2005,Nov-12,242872,137654,380526,50,2242,1845,10,0,139250,112656,251906,34,2762,2023,2,0
10-12-2012,KARNATAKA,28,UDUPI,11-03-2005,Sep-12,52348,34286,86634,20,618,431,10,0,52348,34286,86634,10,458,393,0,0
10-12-2012,KARNATAKA,29,UTTAR KANNADA,17-05-2005,Nov-12,165492,77428,242920,50,2296,1719,10,0,114472,65452,179924,42,2296,1241,10,0
10-12-2012,KARNATAKA,29,Total,,,2889224,2981691,5870915,1305,39267,26353,290,6,2091214,2197510,4288724,897,42253,28380,219,15
10-12-2012,KERALA,1,ALAPPUZHA,29-01-2002,Nov-12,114359,2189,116548,107,166,246,10,0,114359,4500,118859,107,166,246,10,10
10-12-2012,KERALA,2,ERNAKULAM,12-03-2003,Nov-12,54585,16069,70654,62,365,394,9,0,55916,16219,72135,62,365,394,7,2
10-12-2012,KERALA,3,IDUKKI,12-03-2003,Nov-12,86535,11880,98415,51,116,188,4,0,88095,13823,101918,73,156,248,0,0
10-12-2012,KERALA,4,KANNUR,12-03-2003,Nov-12,34121,0,34121,56,168,350,5,0,37628,18269,55897,40,174,374,3,3
10-12-2012,KERALA,5,KASARGOD,15-01-2001,Nov-12,56965,23300,80265,57,281,382,4,0,59153,23300,82453,36,281,382,1,0
10-12-2012,KERALA,6,KOLLAM,10-01-2001,Nov-12,95130,7290,102420,400,410,351,10,0,95130,7290,102420,400,422,351,6,6
10-12-2012,KERALA,7,KOTTAYAM,23-11-2005,Nov-12,28118,1646,29764,40,182,133,5,0,28118,1840,29958,34,178,133,0,0
10-12-2012,KERALA,8,KOZHIKODE,12-03-2003,Nov-12,42285,2086,44371,30,253,250,7,0,42285,2140,44425,19,253,250,2,0
10-12-2012,KERALA,9,MALAPPURAM,29-01-2002,Nov-12,60592,3996,64588,55,448,272,10,0,61905,7850,69755,31,466,180,14,1
10-12-2012,KERALA,10,PALAKKAD,12-03-2003,Nov-12,107018,24424,131442,49,289,520,7,0,107018,24424,131442,49,289,520,6,0
10-12-2012,KERALA,11,PATHANAMTHITTA,12-03-2003,Nov-12,53799,1200,54999,25,172,121,5,0,53799,1200,54999,25,172,121,0,0
10-12-2012,KERALA,12,THIRUVANANTHAPURAM,29-01-2002,Nov-12,129000,9482,138482,58,350,817,10,0,134348,12496,146844,57,383,761,10,0
10-12-2012,KERALA,13,THRISSUR,12-03-2003,Nov-12,48669,5868,54537,59,316,839,9,0,51017,7051,58068,48,316,839,5,2
10-12-2012,KERALA,14,WAYANAD,29-01-2002,Nov-12,50655,2481,53136,41,84,94,3,0,50655,2481,53136,41,84,94,3,0
10-12-2012,KERALA,14,Total,,,961831,111911,1073742,1090,3600,4957,98,0,979426,142883,1122309,1022,3705,4893,67,24
10-12-2012,MADHYA PRADESH,1,ALIRAJPUR,04-08-2010,Oct-12,38225,37210,75435,9,2140,586,9,1,50345,45782,96127,7,3067,751,6,0
10-12-2012,MADHYA PRADESH,2,ANUPPUR,13-08-2007,Nov-12,39615,72695,112310,26,1984,1007,4,0,55240,65981,121221,34,2382,1007,4,0
10-12-2012,MADHYA PRADESH,3,ASHOKNAGAR,13-08-2007,Nov-12,54450,51854,106304,0,2362,130,0,0,27361,42405,69766,0,2690,180,0,0
10-12-2012,MADHYA PRADESH,4,BALAGHAT,24-07-2003,Nov-12,171243,105357,276600,54,2852,1989,7,1,130233,94749,224982,40,3056,1150,8,1
10-12-2012,MADHYA PRADESH,5,BARWANI,24-07-2003,Nov-12,75695,49508,125203,41,2666,1846,6,1,82877,49784,132661,6,3223,1169,6,1
10-12-2012,MADHYA PRADESH,6,BETUL,29-01-2002,Nov-12,43427,117664,161091,38,2412,455,10,0,43113,67823,110936,17,2474,512,2,1
10-12-2012,MADHYA PRADESH,7,BHIND,24-07-2003,Nov-12,42573,148810,191383,31,2460,160,5,1,16084,28713,44797,11,2771,109,0,0
10-12-2012,MADHYA PRADESH,8,BHOPAL,20-02-2003,Oct-12,20010,39539,59549,20,589,165,4,0,30480,33436,63916,2,593,120,2,0
10-12-2012,MADHYA PRADESH,9,BURHANPUR,13-08-2007,Nov-12,41047,48092,89139,18,971,349,0,0,39991,38599,78590,31,818,155,2,0
10-12-2012,MADHYA PRADESH,10,CHHATARPUR,24-07-2003,Nov-12,74861,165480,240341,62,3068,240,4,1,41041,50162,91203,25,3744,253,4,4
10-12-2012,MADHYA PRADESH,11,CHHINDWARA,20-02-2003,Nov-12,116436,186478,302914,50,6107,418,10,0,65708,94954,160662,45,6198,418,4,0
10-12-2012,MADHYA PRADESH,12,DAMOH,24-07-2003,Nov-12,99131,78822,177953,50,1944,158,6,1,63068,25147,88215,21,2860,83,7,1
10-12-2012,MADHYA PRADESH,13,DATIA,24-07-2003,Nov-12,11997,35651,47648,30,2155,70,2,1,17490,33549,51039,2,1488,93,1,2
10-12-2012,MADHYA PRADESH,14,DEWAS,24-07-2003,Nov-12,59245,106423,165668,50,1927,25,9,1,75097,90919,166016,41,2316,29,4,0
10-12-2012,MADHYA PRADESH,15,DHAR,24-07-2003,Nov-12,100281,98820,199101,52,3503,490,9,1,119334,152967,272301,18,3626,620,9,0
10-12-2012,MADHYA PRADESH,16,DINDORI,24-07-2003,Nov-12,63701,63086,126787,12,1708,750,6,1,56576,51180,107756,10,1958,750,7,1
10-12-2012,MADHYA PRADESH,17,GUNA,24-07-2003,Nov-12,53901,60419,114320,10,3664,86,9,1,39490,51370,90860,10,2476,143,5,1
10-12-2012,MADHYA PRADESH,18,GWALIOR,30-08-2000,Nov-12,32128,111287,143415,53,1897,142,4,0,38404,74316,112720,23,2260,142,2,0
10-12-2012,MADHYA PRADESH,19,HARDA,24-07-2003,Nov-12,23589,46014,69603,5,1742,223,3,1,30793,37943,68736,5,921,285,2,0
10-12-2012,MADHYA PRADESH,20,HOSHANGABAD,30-08-2000,Oct-12,50677,76631,127308,78,1686,725,10,0,83469,70611,154080,40,2244,725,7,0
10-12-2012,MADHYA PRADESH,21,INDORE,13-02-2003,Nov-12,48998,114548,163546,20,1502,721,10,0,48235,112664,160899,16,1950,831,24,0
10-12-2012,MADHYA PRADESH,22,JABALPUR,24-07-2003,Nov-12,106290,88024,194314,44,2240,260,9,1,115684,78423,194107,44,3154,347,13,0
10-12-2012,MADHYA PRADESH,23,JHABUA,24-07-2003,Nov-12,81491,32863,114354,9,2140,586,9,1,92442,81455,173897,12,4485,804,12,0
10-12-2012,MADHYA PRADESH,24,KATNI,24-07-2003,Nov-12,53000,117095,170095,15,2079,921,5,1,64075,67320,131395,11,2079,770,2,0
10-12-2012,MADHYA PRADESH,25,KHANDWA(EAST NIMAR),23-04-2002,Nov-12,60123,58327,118450,40,2960,1375,8,0,79688,76593,156281,6,2373,1229,8,7
10-12-2012,MADHYA PRADESH,26,KHARGONE,24-07-2003,Nov-12,91083,152741,243824,50,3498,687,9,1,90216,152595,242811,25,3498,687,4,0
10-12-2012,MADHYA PRADESH,27,MANDLA,12-03-2003,Nov-12,98650,73826,172476,0,3064,176,10,0,68036,39940,107976,2,2105,300,3,0
10-12-2012,MADHYA PRADESH,28,MANDSAUR,13-02-2003,Nov-12,46666,119498,166164,50,1092,341,10,0,66793,117525,184318,44,1668,430,10,0
10-12-2012,MADHYA PRADESH,29,MORENA,24-07-2003,Oct-12,32478,169027,201505,50,2151,142,6,1,38369,95350,133719,32,3083,122,7,0
10-12-2012,MADHYA PRADESH,30,NARSINGHPUR,30-08-2000,Nov-12,67857,58600,126457,78,1720,913,6,0,65120,55908,121028,47,2207,913,6,0
10-12-2012,MADHYA PRADESH,31,NEEMUCH,24-07-2003,Nov-12,27790,86180,113970,39,1412,103,9,1,42094,81989,124083,33,1697,165,2,1
10-12-2012,MADHYA PRADESH,32,PANNA,24-07-2003,Nov-12,72600,186451,259051,15,9254,117,9,1,51999,48825,100824,10,2735,117,4,0
10-12-2012,MADHYA PRADESH,33,RAISEN,30-08-2000,Nov-12,88825,86117,174942,27,3000,869,10,0,92515,73550,166065,36,3274,876,10,0
10-12-2012,MADHYA PRADESH,34,RAJGARH,23-04-2002,Nov-12,94365,80166,174531,44,3206,244,10,0,113444,65494,178938,40,3598,244,33,0
10-12-2012,MADHYA PRADESH,35,RATLAM,24-07-2003,Nov-12,51248,88719,139967,24,1392,158,5,1,63589,81778,145367,10,2029,158,11,2
10-12-2012,MADHYA PRADESH,36,REWA,13-02-2003,Nov-12,121538,197742,319280,9,8902,2153,10,0,142614,119045,261659,18,6928,211,9,0
10-12-2012,MADHYA PRADESH,37,SAGAR,24-07-2003,Oct-12,208079,137113,345192,22,3749,139,10,1,112829,89048,201877,22,5317,302,10,2
10-12-2012,MADHYA PRADESH,38,SATNA,24-07-2003,Nov-12,225199,119149,344348,66,3358,1845,7,1,157120,92065,249185,42,4966,1845,5,0
10-12-2012,MADHYA PRADESH,39,SEHORE,30-08-2000,Nov-12,34355,86987,121342,4,3230,62,10,0,68172,64826,132998,4,2729,137,13,0
10-12-2012,MADHYA PRADESH,40,SEONI,02-05-2003,Nov-12,104769,122727,227496,10,2794,1718,4,0,91389,78444,169833,5,2760,890,22,0
10-12-2012,MADHYA PRADESH,41,SHAHDOL,24-07-2003,Nov-12,84802,74157,158959,45,2500,878,8,1,84991,67270,152261,34,3669,849,14,1
10-12-2012,MADHYA PRADESH,42,SHAJAPUR,24-07-2003,Nov-12,65429,91295,156724,18,3259,313,7,1,72964,85317,158281,17,2100,288,8,1
10-12-2012,MADHYA PRADESH,43,SHEOPUR,24-07-2003,Oct-12,18198,63230,81428,10,1054,189,9,1,27737,42581,70318,9,964,189,2,1
10-12-2012,MADHYA PRADESH,44,SHIVPURI,24-07-2003,Nov-12,65212,149252,214464,52,2814,148,7,1,40176,90818,130994,18,3594,148,3,0
10-12-2012,MADHYA PRADESH,45,SIDHI,24-07-2003,Nov-12,127045,68292,195337,20,1458,488,8,1,52982,49255,102237,8,2971,488,4,0
10-12-2012,MADHYA PRADESH,46,SINGRAULI,04-08-2010,Nov-12,53722,98994,152716,7,1936,472,3,0,51681,39236,90917,7,2975,468,3,0
10-12-2012,MADHYA PRADESH,47,TIKAMGARH,13-02-2003,Nov-12,66866,97843,164709,30,5086,112,6,0,41939,41495,83434,5,3940,110,9,1
10-12-2012,MADHYA PRADESH,48,UJJAIN,02-05-2003,Nov-12,68225,166634,234859,50,3800,1006,10,0,73801,113019,186820,45,2843,1006,16,3
10-12-2012,MADHYA PRADESH,49,UMARIA,24-07-2003,Oct-12,40359,78621,118980,51,2303,300,9,1,50052,63285,113337,39,2471,326,2,1
10-12-2012,MADHYA PRADESH,50,VIDISHA,24-07-2003,Nov-12,96852,88789,185641,14,2940,145,6,1,73984,63031,137015,13,2741,145,12,0
10-12-2012,MADHYA PRADESH,50,Total,,,3614346,4852847,8467193,1602,137730,27595,356,29,3340924,3528534,6869458,1042,142068,24089,363,32
10-12-2012,MAHARASHTRA,1,AHMEDNAGAR,23-04-2002,Nov-12,134247,304214,438461,50,2800,3646,14,0,131067,307950,439017,50,2800,3247,14,0
10-12-2012,MAHARASHTRA,2,AKOLA,13-02-2003,Nov-12,81443,106045,187488,0,1547,1000,7,0,56336,65123,121459,3,1547,1000,14,5
10-12-2012,MAHARASHTRA,3,AMRAVATI,07-02-2000,Nov-12,176172,133894,310066,108,1587,1801,10,0,98138,77898,176036,65,1587,1664,11,2
10-12-2012,MAHARASHTRA,4,AURANGABAD,22-03-2001,Nov-12,110190,174106,284296,154,1787,1810,10,0,61208,120800,182008,170,1787,1767,20,0
10-12-2012,MAHARASHTRA,5,BEED,13-02-2003,Nov-12,90500,385000,475500,53,3154,1614,10,0,56667,106421,163088,143,3154,1614,45,0
10-12-2012,MAHARASHTRA,6,BHANDARA,14-01-2004,Nov-12,93065,39555,132620,45,1347,1081,5,2,81339,63068,144407,0,1347,1081,10,2
10-12-2012,MAHARASHTRA,7,BULDHANA,25-07-2003,Nov-12,117275,208512,325787,70,2730,1833,28,0,69786,73282,143068,70,2730,1833,25,5
10-12-2012,MAHARASHTRA,8,CHANDRAPUR,02-03-2001,Nov-12,143479,148429,291908,66,2022,1833,25,0,109812,101011,210823,55,2022,1833,22,0
10-12-2012,MAHARASHTRA,9,DHULE,07-02-2000,Nov-12,106598,77574,184172,142,1473,1489,10,0,85751,71755,157506,142,1473,1489,96,4
10-12-2012,MAHARASHTRA,10,GADCHIROLI,07-11-2003,Nov-12,75900,53113,129013,54,1278,1321,9,3,75900,40675,116575,54,1278,1321,24,0
10-12-2012,MAHARASHTRA,11,GONDIA,07-11-2003,Nov-12,120714,59502,180216,175,1731,1298,6,2,113905,57240,171145,59,1731,1298,20,0
10-12-2012,MAHARASHTRA,12,HINGOLI,14-01-2004,Nov-12,52157,146643,198800,200,1797,910,9,1,46283,104263,150546,200,1797,910,9,1
10-12-2012,MAHARASHTRA,13,JALGAON,23-04-2002,Nov-12,214260,304787,519047,725,3627,2618,15,0,129503,159892,289395,725,3627,2802,15,0
10-12-2012,MAHARASHTRA,14,JALNA,23-04-2002,Nov-12,85470,139011,224481,124,2200,1550,8,0,80997,126403,207400,75,2200,1550,8,0
10-12-2012,MAHARASHTRA,15,KOLHAPUR,13-02-2003,Nov-12,75993,322439,398432,985,2210,3167,10,0,60990,322439,383429,749,2510,3167,25,0
10-12-2012,MAHARASHTRA,16,LATUR,07-11-2003,Nov-12,74260,200093,274353,115,2556,1017,8,2,43291,86616,129907,37,2555,981,14,0
10-12-2012,MAHARASHTRA,17,NAGPUR,13-02-2003,Nov-12,67367,182311,249678,300,2219,1775,10,0,59073,146683,205756,160,2219,1649,67,13
10-12-2012,MAHARASHTRA,18,NANDED,07-02-2000,Nov-12,101990,189813,291803,69,4432,2695,10,0,55494,95611,151105,19,4432,2695,16,0
10-12-2012,MAHARASHTRA,19,NANDURBAR,23-04-2002,Nov-12,134118,79135,213253,132,2216,866,6,0,74394,30180,104574,77,2196,866,6,0
10-12-2012,MAHARASHTRA,20,NASHIK,07-11-2003,Nov-12,202284,249900,452184,54,2072,3427,12,3,148732,191197,339929,41,2072,2072,31,0
10-12-2012,MAHARASHTRA,21,OSMANABAD,25-07-2003,Nov-12,54312,144344,198656,57,1689,752,3,1,54210,88364,142574,30,1689,752,26,1
10-12-2012,MAHARASHTRA,22,PARBHANI,14-01-2004,Nov-12,53647,200093,253740,56,1540,863,6,3,45473,66868,112341,11,1540,863,12,0
10-12-2012,MAHARASHTRA,23,PUNE,13-02-2003,Nov-12,97302,305917,403219,633,5684,2480,10,0,94211,300040,394251,256,5684,2480,46,1
10-12-2012,MAHARASHTRA,24,RAIGAD,07-02-2000,Nov-12,124656,183838,308494,500,4915,1931,10,0,98121,193764,291885,603,4915,1931,22,0
10-12-2012,MAHARASHTRA,25,RATNAGIRI,02-03-2001,Nov-12,95726,222099,317825,575,4167,1147,10,0,102182,161370,263552,525,4167,1345,9,0
10-12-2012,MAHARASHTRA,26,SANGLI,22-03-2001,Nov-12,50210,199976,250186,900,3274,2151,10,0,40803,177157,217960,304,3274,2151,25,2
10-12-2012,MAHARASHTRA,27,SATARA,13-02-2003,Nov-12,83517,306199,389716,852,4419,3431,10,0,71679,299501,371180,849,4878,3576,49,0
10-12-2012,MAHARASHTRA,28,SINDHUDURG,25-07-2003,Nov-12,43874,73459,117333,460,2292,1050,3,1,43874,73459,117333,460,2292,1050,17,0
10-12-2012,MAHARASHTRA,29,SOLAPUR,25-07-2003,Nov-12,167757,291036,458793,52,4045,3378,9,1,116071,250626,366697,22,4045,3378,11,0
10-12-2012,MAHARASHTRA,30,THANE,07-11-2003,Nov-12,235922,299502,535424,300,4883,2616,10,3,223118,296582,519700,300,4883,2616,16,3
10-12-2012,MAHARASHTRA,31,WARDHA,07-11-2003,Nov-12,63339,71069,134408,56,1298,852,6,2,57715,59091,116806,38,1298,852,10,6
10-12-2012,MAHARASHTRA,32,WASHIM,14-01-2003,Nov-12,107896,97057,204953,50,1526,950,4,2,46437,46357,92794,38,1526,950,4,0
10-12-2012,MAHARASHTRA,33,YAVATMAL,22-03-2001,Nov-12,187799,206239,394038,98,2935,1724,16,0,80160,108398,188558,74,2935,1787,32,4
10-12-2012,MAHARASHTRA,33,Total,,,3623439,6104904,9728343,8210,87452,60076,329,26,2712720,4470084,7182804,6404,88190,58570,771,49
10-12-2012,MANIPUR,1,BISHNUPUR,12-03-2003,Nov-12,12152,4850,17002,24,302,84,2,0,10320,4420,14740,23,302,84,0,3
10-12-2012,MANIPUR,2,CHANDEL,13-08-2007,Nov-12,17610,0,17610,50,434,182,5,0,11430,0,11430,42,434,182,0,0
10-12-2012,MANIPUR,3,CHURACHANDPUR,13-08-2007,Nov-12,33864,3762,37626,50,676,190,7,0,12655,3762,16417,37,676,190,5,0
10-12-2012,MANIPUR,4,IMPHAL EAST,12-03-2003,Nov-12,13189,12030,25219,50,804,119,3,0,12212,4865,17077,52,804,119,3,0
10-12-2012,MANIPUR,5,IMPHAL WEST,22-03-2001,Nov-12,20608,4405,25013,45,156,0,5,0,13124,3509,16633,40,156,0,6,0
10-12-2012,MANIPUR,6,SENAPATI,13-08-2007,Nov-12,47968,28392,76360,50,490,185,1,0,25159,4892,30051,24,490,185,0,0
10-12-2012,MANIPUR,7,TAMENGLONG,13-08-2007,Nov-12,13380,1486,14866,50,424,0,4,0,10777,1074,11851,40,424,0,0,0
10-12-2012,MANIPUR,8,THOUBAL,12-03-2003,Nov-12,23264,5250,28514,42,395,42,3,0,16455,5250,21705,42,395,42,3,0
10-12-2012,MANIPUR,9,UKHRUL,31-07-2006,Nov-12,12852,8192,21044,25,238,399,5,0,997,8192,9189,2,238,399,0,0
10-12-2012,MANIPUR,9,Total,,,194887,68367,263254,386,3919,1201,35,0,113129,35964,149093,302,3919,1201,17,3
10-12-2012,MEGHALAYA,1,EAST GARO HILLS,31-07-2006,Nov-12,31739,6469,38208,10,1311,177,10,0,20958,9750,30708,25,1075,175,6,0
10-12-2012,MEGHALAYA,2,EAST KHASI HILLS,14-01-2004,Nov-12,42284,32778,75062,50,2148,349,4,0,30593,27345,57938,52,1614,360,0,0
10-12-2012,MEGHALAYA,3,JAINTIA HILLS,17-11-2006,Nov-12,31950,6729,38679,50,595,155,5,0,20452,4585,25037,26,493,141,5,0
10-12-2012,MEGHALAYA,4,RI BHOI,23-11-2005,Nov-12,16276,21196,37472,50,1946,305,3,0,13741,12275,26016,31,1946,290,0,0
10-12-2012,MEGHALAYA,5,SOUTH GARO HILLS,15-01-2008,Oct-12,12891,5346,18237,30,1074,227,4,0,10060,2548,12608,17,438,114,0,0
10-12-2012,MEGHALAYA,6,WEST GARO HILLS,14-01-2004,Nov-12,44385,11179,55564,50,2244,448,4,0,43130,7500,50630,6,1247,388,1,0
10-12-2012,MEGHALAYA,7,WEST KHASI HILLS,17-11-2006,Nov-12,36808,1803,38611,50,1013,190,6,0,17107,1803,18910,9,1203,190,0,0
10-12-2012,MEGHALAYA,7,Total,,,216333,85500,301833,290,10331,1851,36,0,156041,65806,221847,166,8016,1658,12,0
10-12-2012,MIZORAM,1,AIZAWL,23-11-2005,Nov-12,16525,3497,20022,60,1025,454,5,0,10022,3004,13026,59,634,379,0,0
10-12-2012,MIZORAM,2,CHAMPHAI,23-11-2005,Nov-12,11077,1949,13026,54,1097,282,3,0,11077,1949,13026,46,726,267,0,0
10-12-2012,MIZORAM,3,KOLASIB,23-11-2005,Nov-12,8833,720,9553,20,360,97,3,0,8664,300,8964,21,242,97,0,0
10-12-2012,MIZORAM,4,LAWNGTLAI,15-07-2005,Nov-12,16544,2773,19317,149,908,141,2,0,16544,2773,19317,149,396,94,0,0
10-12-2012,MIZORAM,5,LUNGLEI,15-07-2005,Nov-12,19280,4665,23945,150,1287,218,3,0,17229,4665,21894,152,628,128,0,0
10-12-2012,MIZORAM,6,MAMIT,02-05-2003,Nov-12,5459,2000,7459,50,734,222,0,0,5334,2000,7334,46,352,219,0,0
10-12-2012,MIZORAM,7,SAIHA,20-02-2003,Nov-12,7238,567,7805,0,214,99,2,0,5917,567,6484,0,169,10,0,0
10-12-2012,MIZORAM,8,SERCHHIP,15-07-2005,Nov-12,4947,2804,7751,77,280,117,2,0,4361,2804,7165,77,80,92,0,0
10-12-2012,MIZORAM,8,Total,,,89903,18975,108878,560,5905,1630,20,0,79148,18062,97210,550,3227,1286,0,0
10-12-2012,NAGALAND,1,DIMAPUR,10-10-2000,Oct-12,28927,3331,32258,0,450,215,3,0,19618,2972,22590,8,328,186,1,0
10-12-2012,NAGALAND,2,KIPHIRE,04-08-2010,Oct-12,14316,78,14394,10,194,77,4,0,0,52,52,0,0,0,0,0
10-12-2012,NAGALAND,3,KOHIMA,22-03-2001,Oct-12,25610,13063,38673,189,365,184,3,0,23889,9226,33115,178,285,184,2,0
10-12-2012,NAGALAND,4,LONGLENG,04-08-2010,Oct-12,6438,0,6438,8,26,40,2,0,0,0,0,0,0,0,0,0
10-12-2012,NAGALAND,5,MOKOKCHUNG,22-03-2001,Oct-12,11000,2312,13312,10,430,110,2,0,10325,2226,12551,5,250,135,0,0
10-12-2012,NAGALAND,6,MON,20-02-2006,Oct-12,20631,7839,28470,17,368,99,2,0,11627,5632,17259,8,214,81,2,0
10-12-2012,NAGALAND,7,PEREN,31-07-2006,Oct-12,9018,2325,11343,6,95,148,3,0,6695,1752,8447,3,178,102,1,0
10-12-2012,NAGALAND,8,PHEK,20-01-2007,Oct-12,18742,1160,19902,11,155,89,2,0,16141,938,17079,7,292,73,2,0
10-12-2012,NAGALAND,9,TUENSANG,20-01-2007,Oct-12,13027,0,13027,5,214,81,3,0,9269,0,9269,5,220,52,1,0
10-12-2012,NAGALAND,10,WOKHA,31-07-2006,Oct-12,11813,1146,12959,7,134,196,3,0,7266,938,8204,5,60,44,1,0
10-12-2012,NAGALAND,11,ZUNHEBOTO,23-04-2002,Oct-12,20570,0,20570,12,541,63,2,0,13855,0,13855,1,358,148,1,0
10-12-2012,NAGALAND,11,Total,,,180092,31254,211346,275,2972,1302,29,0,118685,23736,142421,220,2185,1005,11,0
10-12-2012,ORISSA,1,ANGUL,24-09-2004,Oct-12,109581,77228,186809,24,2040,795,10,0,61973,36868,98841,4,2040,795,32,32
10-12-2012,ORISSA,2,BALANGIR,13-02-2003,Nov-12,199853,142381,342234,28,2400,915,10,0,117968,23986,141954,4,2400,915,6,7
10-12-2012,ORISSA,3,BALESWAR,28-03-2000,Nov-12,281636,102367,384003,48,3787,1849,10,0,251378,99600,350978,16,3949,1849,37,48
10-12-2012,ORISSA,4,BARGARH,27-12-2004,Nov-12,175810,140072,315882,0,2393,361,10,0,120324,71983,192307,0,2443,388,0,4
