Date,State_Name,SL_No,District_Name,Sanction_Date,Reported_M_or_Y,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total
3/15/2013,GUJARAT,18,PATAN,11/3/2005,13-Feb,1886.19,1256.48,406.13,223.58,1207.17,399.79,207.11,1814.07,934.94,358.61,207.11,1500.66
3/15/2013,GUJARAT,19,PORBANDAR,27-12-2004,13-Feb,832.1,510.42,208.27,113.41,382.68,415.73,24.92,823.33,327.31,243.06,24.92,595.29
3/15/2013,GUJARAT,20,RAJKOT,7/2/2000,13-Feb,2881.35,1928.31,622.35,330.69,1691.13,546.67,289.61,2527.41,1286.02,456.34,222.06,1964.42
3/15/2013,GUJARAT,21,SABAR KANTHA,24-09-2004,13-Feb,5914.82,3803.94,1627.77,483.11,2939.5,976.66,419.62,4335.78,2289.19,958.04,419.62,3666.85
3/15/2013,GUJARAT,22,SURAT,7/2/2000,13-Feb,5098.82,3352.76,1169.57,576.49,2749.22,1021.8,523.87,4294.89,2539.88,1013.91,503.87,4057.66
3/15/2013,GUJARAT,23,SURENDRANAGAR,24-09-2004,13-Feb,2679.4,1724.97,659.63,294.8,1318.56,492.54,243.75,2054.85,1026.82,352.68,201.5,1581
3/15/2013,GUJARAT,24,VADODARA,24-09-2004,13-Feb,5186.12,2988.53,1361.87,835.72,2178.17,813.3,201.66,3193.13,1859.11,813.46,202.64,2875.21
3/15/2013,GUJARAT,25,VALSAD,24-09-2004,13-Feb,2276.91,1203.93,595.88,477.1,967.94,436.42,167.51,1571.87,835.36,436.42,160.75,1432.53
3/15/2013,GUJARAT,,Total :-,,,70231.96,43924.9,17352.98,8954.08,34803.45,14997.22,9367.89,59168.56,30272.21,12413.12,8347.26,51032.6
3/15/2013,HARYANA,1,AMBALA,7/11/2003,13-Feb,1753.61,1131.99,436.44,185.18,914.99,351.64,160.37,1427,855.03,350.74,154.94,1360.72
3/15/2013,HARYANA,2,BHIWANI,29-01-2002,13-Feb,1201.35,792.64,252.84,155.87,685.86,243.81,65.22,994.89,632.71,243.81,64.06,940.57
3/15/2013,HARYANA,3,FARIDABAD,7/11/2003,13-Feb,885.66,569.78,206.76,109.12,461.55,167.33,74.37,703.25,400.59,161.31,73.98,635.88
3/15/2013,HARYANA,4,FATEHABAD,14-01-2004,13-Feb,1141.97,624.73,303.02,214.22,522.43,306.71,171.66,1000.8,514.7,263.15,171.66,949.51
3/15/2013,HARYANA,5,GURGAON,18-03-2002,13-Feb,520.83,335.24,118.98,66.61,301.38,167.65,380.96,849.99,301.21,124.87,79.28,505.36
3/15/2013,HARYANA,6,HISAR,7/11/2003,13-Feb,1576.33,1021.19,362.55,192.6,865.84,314.1,144.92,1324.86,932.17,317.94,144.52,1394.63
3/15/2013,HARYANA,7,JHAJJAR,7/11/2003,13-Feb,891.5,591.44,201.2,98.86,506.83,169.87,47.98,724.68,442.47,169.87,40.34,652.68
3/15/2013,HARYANA,8,JIND,14-01-2004,13-Feb,2028.91,1129.18,546.04,353.69,721.9,488.76,516.14,1726.8,773.96,380.64,272.83,1427.43
3/15/2013,HARYANA,9,KAITHAL,7/11/2003,13-Feb,1295.2,639.22,343.34,312.64,640.03,333.85,583.11,1556.99,593.96,289.82,291.1,1174.88
3/15/2013,HARYANA,10,KARNAL,20-10-2000,13-Feb,1254.24,702.55,328.62,223.07,599.45,295.68,263.38,1158.51,595.58,290.27,233.78,1119.64
3/15/2013,HARYANA,11,KURUKSHETRA,7/11/2003,13-Feb,1248.57,694.64,338.67,215.26,561.12,272.33,186.54,1019.99,523.16,272.25,174,969.41
3/15/2013,HARYANA,12,MAHENDRAGARH,14-01-2004,13-Feb,625.34,394.2,139.2,91.94,367.95,141.25,126.6,635.8,371.02,135.29,92.16,598.47
3/15/2013,HARYANA,13,MEWAT,12/10/2006,13-Feb,947.93,634.09,221.59,92.25,502.96,195.01,96.54,794.51,457.62,172.51,96.54,726.66
3/15/2013,HARYANA,14,PANCHKULA,14-01-2004,13-Feb,397.79,257.66,92.07,48.06,224.16,82.14,34.22,340.52,211.7,76.76,34.12,322.58
3/15/2013,HARYANA,15,PANIPAT,7/11/2003,13-Feb,1016.81,489.84,263.53,263.44,440.27,247.2,216.27,903.74,456.32,247.2,216.27,919.79
3/15/2013,HARYANA,16,REWARI,20-02-2003,13-Feb,1156.72,763.99,272.43,120.3,588.56,200.97,107.31,896.84,495.94,191.1,100.5,787.53
3/15/2013,HARYANA,17,ROHTAK,7/11/2003,13-Feb,751.85,479.1,168.23,104.52,381.9,170.73,57.65,610.28,350.28,144.36,55.15,549.79
3/15/2013,HARYANA,18,SIRSA,20-02-2003,13-Feb,1009.16,650.49,218.3,140.37,650.47,213.36,145.13,1008.96,636.32,209.36,145.13,990.8
3/15/2013,HARYANA,19,SONIPAT,20-02-2003,13-Feb,1130.43,563.34,302.5,264.6,327.75,558.72,690.16,1576.63,353.24,150.61,91.55,595.4
3/15/2013,HARYANA,20,YAMUNANAGAR,20-10-2000,13-Feb,2253.64,1457.36,570.7,225.58,870.7,299.26,142.01,1311.97,790.86,292.45,136.34,1219.65
3/15/2013,HARYANA,,Total :-,,,23087.84,13922.67,5687,3478.17,11136.1,5220.37,4210.53,20567,10688.83,4484.3,2668.25,17841.38
3/15/2013,HIMACHAL PRADESH,1,BILASPUR,15-07-2005,13-Feb,1157.15,793.98,284.38,78.79,525.79,188.32,25.96,740.07,385.55,139.42,25.96,550.93
3/15/2013,HIMACHAL PRADESH,2,CHAMBA,17-05-2005,13-Feb,2367.96,1360.06,622.82,385.08,958.32,347.96,80.01,1386.29,920.35,316.37,80.01,1316.73
3/15/2013,HIMACHAL PRADESH,3,HAMIRPUR,18-03-2002,13-Feb,1281.89,888.67,316.82,76.4,635.07,226.2,54.63,915.9,561.47,206.02,54.64,822.13
3/15/2013,HIMACHAL PRADESH,4,KANGRA,12/3/2003,13-Feb,4345.77,3087.38,1063.16,195.23,1485.88,511.7,8.36,2005.94,1240.34,389.11,8.17,1637.62
3/15/2013,HIMACHAL PRADESH,5,KINNAUR,20-02-2003,13-Feb,301.07,207.89,76.88,16.3,112.23,34.5,6.9,153.62,87.22,32.04,4.44,123.7
3/15/2013,HIMACHAL PRADESH,6,KULLU,12/3/2003,13-Feb,1145.97,776.61,296.66,72.7,569.84,217.89,30.11,817.84,422.75,158.68,24.03,605.46
3/15/2013,HIMACHAL PRADESH,7,LAHAUL & SPITI,23-11-2005,13-Feb,154.05,103.22,41.47,9.36,58.8,11.77,0,70.57,23.28,9.19,0,32.47
3/15/2013,HIMACHAL PRADESH,8,MANDI,17-05-2005,13-Feb,2287.1,1359.93,627.46,299.71,1171.95,540.75,267.71,1980.4,1150.02,536.95,267.61,1954.59
3/15/2013,HIMACHAL PRADESH,9,SHIMLA,17-05-2005,13-Feb,1864.86,1293.65,452.59,118.62,1082.06,378.55,108.76,1569.37,1020.43,340.45,94.28,1455.16
3/15/2013,HIMACHAL PRADESH,10,SIRMAUR,3/3/2000,13-Feb,2707.19,1875.3,686.5,145.39,1208.92,442.59,4.47,1655.98,1007,372.16,4.4,1383.56
3/15/2013,HIMACHAL PRADESH,11,SOLAN,20-02-2003,13-Feb,1265.26,845.41,339.09,80.76,567.24,227.53,122.14,916.91,308.22,114.46,22.31,444.99
3/15/2013,HIMACHAL PRADESH,12,UNA,20-02-2003,13-Feb,754.28,526.3,189.5,38.48,372.09,139.92,115.12,627.13,294.54,115.95,5,415.48
3/15/2013,HIMACHAL PRADESH,,Total :-,,,19632.55,13118.4,4997.33,1516.82,8748.19,3267.68,824.15,12840.03,7421.16,2730.8,590.86,10742.82
3/15/2013,JAMMU & KASHMIR,1,ANANTNAG,12/3/2003,13-Feb,3493.37,2440.13,763.1,290.14,1190.27,287.11,1118.18,2595.56,1126.3,253.25,177.12,1556.67
3/15/2013,JAMMU & KASHMIR,2,BANDIPORA,4/8/2010,13-Feb,962.47,670.15,234.65,57.67,226.6,24.68,174.77,426.05,184.65,24.67,7.15,216.47
3/15/2013,JAMMU & KASHMIR,3,BARAMULLA,14-01-2004,13-Jan,3299.59,2327.66,737.86,234.07,1024.94,285.9,110.22,1421.06,848.15,267.15,110.22,1225.53
3/15/2013,JAMMU & KASHMIR,4,BUDGAM,14-01-2004,13-Feb,2463.41,1733.42,563.73,166.26,758.04,221.38,81.6,1061.02,675.55,220.78,79.02,975.36
3/15/2013,JAMMU & KASHMIR,5,DODA,14-01-2004,13-Feb,4129.34,2917,986.64,225.7,1413.36,345.52,102.11,1860.99,1158.54,345.02,100.29,1603.84
3/15/2013,JAMMU & KASHMIR,6,JAMMU,14-01-2004,13-Feb,3159.33,2207.31,748.84,203.18,1046.44,261.75,85.24,1393.44,958.54,258.49,85.24,1302.28
3/15/2013,JAMMU & KASHMIR,7,KARGIL,14-01-2004,13-Feb,1246.2,859.82,326.4,59.98,292.28,37.53,13.61,343.42,282.48,36.56,13.34,332.38
3/15/2013,JAMMU & KASHMIR,8,KATHUA,14-01-2004,13-Feb,1392.82,975.68,323.78,93.36,637.06,178.47,46.56,862.1,441.84,164.36,46.56,652.77
3/15/2013,JAMMU & KASHMIR,9,KISHTWAR,4/8/2010,13-Feb,1691.36,1201.39,421.02,68.95,135.06,54.9,2.86,192.82,138.68,54.9,2.86,196.44
3/15/2013,JAMMU & KASHMIR,10,KULGAM,4/8/2010,13-Jan,746.48,519.56,180.68,46.24,64.86,81,84.36,230.22,66.59,41.14,15.36,123.09
3/15/2013,JAMMU & KASHMIR,11,KUPWARA,14-01-2004,13-Feb,2923.92,2049.74,700.41,173.77,970.99,268.16,76.44,1315.59,734.85,268.16,76.44,1079.45
3/15/2013,JAMMU & KASHMIR,12,LEH (LADAKH),14-01-2004,13-Feb,849.48,551.34,221.3,76.84,267.83,120.4,18.6,406.84,203.02,109.15,18.26,330.43
3/15/2013,JAMMU & KASHMIR,13,POONCH,14-01-2004,13-Feb,2111.59,1462.47,493.81,155.31,677.59,245.92,99.23,1022.74,517.37,240.07,85.13,842.57
3/15/2013,JAMMU & KASHMIR,14,PULWAMA,14-01-2004,13-Feb,2187.01,1526.8,510.68,149.53,554.29,241.98,129.38,925.65,239.07,217.28,129.37,585.72
3/15/2013,JAMMU & KASHMIR,15,RAJAURI,20-02-2003,13-Feb,1921.22,1338.65,448.22,134.35,609.98,919.54,40.78,1570.3,471.39,919.42,40.22,1431.03
3/15/2013,JAMMU & KASHMIR,16,RAMBAN,4/8/2010,13-Feb,1346.71,929.89,347.29,69.53,156.59,53.32,7.51,217.42,152.76,52.19,7.47,212.43
3/15/2013,JAMMU & KASHMIR,17,REASI,4/8/2010,13-Feb,1553.66,1081.75,385.04,86.87,362.22,47.34,22.63,432.19,257,44.8,22.63,324.44
3/15/2013,JAMMU & KASHMIR,18,SAMBA,4/8/2010,13-Feb,571.14,397.25,135.62,38.27,48.96,47.54,10.87,107.37,41.61,47.54,7.35,96.5
3/15/2013,JAMMU & KASHMIR,19,SHOPIAN,4/8/2010,13-Jan,682.3,472.07,168.72,41.51,158.41,74.42,6.47,239.3,109.26,54.46,6.47,170.19
3/15/2013,JAMMU & KASHMIR,20,SRINAGAR,2/3/2001,13-Feb,964.02,673.02,220.89,70.11,251.34,119.49,31.24,402.07,234.25,117.76,29.99,382
3/15/2013,JAMMU & KASHMIR,21,UDHAMPUR,2/3/2001,13-Feb,2903.32,2038.97,709.68,154.67,907.69,277,54.63,1239.32,546.94,267.63,52.62,867.19
3/15/2013,JAMMU & KASHMIR,,Total :-,,,40598.74,28374.07,9628.36,2596.31,11754.8,4193.35,2317.29,18265.44,9388.83,4004.8,1113.14,14506.77
3/15/2013,JHARKHAND,1,BOKARO,22-03-2001,13-Feb,4433.2,2956.3,1099.63,377.27,874.29,911.06,68.97,1854.32,432.81,345.82,68.97,847.6
3/15/2013,JHARKHAND,2,CHATRA,27-12-2004,13-Feb,3978.16,2661.34,977.35,339.47,1186.4,853.67,98,2138.07,895.1,362.96,95.93,1353.98
3/15/2013,JHARKHAND,3,DEOGHAR,11/3/2005,13-Feb,2228.74,1444.93,516.18,267.63,1179.83,614.69,22.42,1816.94,1074.13,478.09,22.42,1574.65
3/15/2013,JHARKHAND,4,DHANBAD,7/2/2000,13-Feb,4399.71,2963.46,1099.78,336.47,1140.87,984.44,73.02,2198.34,672.51,276.44,71.94,1020.89
3/15/2013,JHARKHAND,5,DUMKA,29-01-2002,13-Feb,5592.6,3530,1366.71,695.89,2666,1214.81,429.01,4309.82,1977.58,845.67,429.01,3252.26
3/15/2013,JHARKHAND,6,GARHWA,27-12-2004,13-Feb,3784.05,2528.86,908.41,346.78,1840.91,828.07,81.52,2750.5,937.2,533.67,14.58,1485.45
3/15/2013,JHARKHAND,7,GIRIDIH,27-12-2004,13-Feb,6792.67,4554.06,1679.11,559.5,1765.28,1274.75,109.3,3149.33,1015.38,342.56,49.68,1407.62
3/15/2013,JHARKHAND,8,GODDA,27-12-2004,13-Feb,3461.16,2265.64,855.32,340.2,1241.78,642.33,96.56,1980.67,566.94,282.34,78.76,928.04
3/15/2013,JHARKHAND,9,GUMLA,27-12-2004,13-Feb,3331.13,2231.77,798.28,301.08,1297.06,567.11,129.78,1993.95,753.32,258.75,129.78,1141.85
3/15/2013,JHARKHAND,10,HAZARIBAGH,29-01-2002,13-Feb,4693.7,3072.09,1137.9,483.71,1785.42,1104.1,461.18,3350.7,1142.83,477.27,195.24,1815.33
3/15/2013,JHARKHAND,11,JAMTARA,27-12-2004,13-Feb,2541.97,1682.3,621.33,238.34,652.52,539.51,16.2,1208.23,397.19,364.58,15.55,777.32
3/15/2013,JHARKHAND,12,KHUNTI,22-07-2008,13-Feb,2549.88,1736.96,641.2,171.72,131.53,484.31,0,615.84,8.28,300.68,0,308.96
3/15/2013,JHARKHAND,13,KODERMA,27-12-2004,13-Feb,1713.47,1145.65,416.75,151.07,461.04,343.32,35.33,839.69,250.33,107.65,35.33,393.31
3/15/2013,JHARKHAND,14,LATEHAR,27-12-2004,13-Feb,3543.85,2373.11,867.59,303.15,1714.57,579.74,26.14,2320.45,1328.68,560.26,26.14,1915.08
3/15/2013,JHARKHAND,15,LOHARDAGA,27-12-2004,13-Feb,869.92,577.02,199.91,92.99,510.84,189.71,31,731.55,440.85,135.12,18.57,594.54
3/15/2013,JHARKHAND,16,PAKUR,27-12-2004,13-Feb,2527.91,1695.61,608,224.3,1402.17,775.69,4.22,2182.08,1065.19,486.28,4.22,1555.69
3/15/2013,JHARKHAND,17,PALAMU,27-12-2004,13-Feb,3577.28,2382.22,854.31,340.75,1745.69,811.39,97.45,2654.53,1436.16,811.37,96.45,2343.99
3/15/2013,JHARKHAND,18,PASCHIM SINGHBHUM,27-12-2004,13-Feb,6427.06,4303.83,1598.34,524.89,2721.87,1285.8,38.01,4045.68,1247.02,530.85,38.01,1815.88
3/15/2013,JHARKHAND,19,PURBI SINGHBHUM,23-04-2002,13-Feb,2618.39,1746.17,582.12,290.1,1553.26,546.29,198.87,2298.42,967.51,366.38,189.91,1523.8
3/15/2013,JHARKHAND,20,RAMGARH,22-07-2008,13-Feb,2236.36,1498.82,558.49,179.05,235.03,494.78,50.31,780.12,194.87,279,50.31,524.18
3/15/2013,JHARKHAND,21,RANCHI,23-04-2002,13-Feb,8346.42,5682.84,2059.03,604.55,4125.6,1779.77,65.77,5971.14,2129.79,1594.36,65.77,3789.92
3/15/2013,JHARKHAND,22,SAHIBGANJ,27-12-2004,13-Feb,4031.6,2697.09,985.57,348.94,1925.47,885.76,118.25,2929.48,1438.86,879.65,26.32,2344.83
3/15/2013,JHARKHAND,23,SERAIKELA KHARSAWAN,27-12-2004,13-Feb,4294.78,2885.62,1061.22,347.94,1559.66,956.92,67.07,2583.65,696.24,277.5,64.2,1037.95
3/15/2013,JHARKHAND,24,SIMDEGA,27-12-2004,13-Feb,2754.42,1869.79,693.24,191.39,645.13,601.57,30.18,1276.88,337.16,196.35,30.18,563.7
3/15/2013,JHARKHAND,,Total :-,,,90728.43,60485.48,22185.77,8057.18,34362.22,19269.59,2348.57,55980.38,21405.93,11093.58,1817.29,34316.79
3/15/2013,KARNATAKA,1,BAGALKOT,17-05-2005,13-Feb,2742.49,1805.71,665.37,271.41,1330.32,517.4,714.9,2562.62,1149.32,499.31,3.12,1651.75
3/15/2013,KARNATAKA,2,BANGALORE RURAL,11/3/2005,13-Feb,2229.57,1587.61,315.68,326.28,1546.59,926.44,1720.18,4193.21,1677.14,787.39,286.08,2750.61
3/15/2013,KARNATAKA,3,BANGALORE URBAN,17-05-2005,13-Jan,2436.51,1602.35,587.61,246.55,739.77,346.4,66.17,1152.34,606.68,291.04,17.48,915.2
3/15/2013,KARNATAKA,4,BELGAUM,11/3/2005,13-Feb,7526.43,4897.97,1942.03,686.43,2264.59,1064.9,729.04,4058.52,2215.69,1064.9,168.22,3448.82
3/15/2013,KARNATAKA,5,BELLARY,7/2/2000,13-Feb,3565.21,2362.11,861.69,341.41,1683.52,453,109.85,2246.37,1205.48,450.18,109.85,1765.51
3/15/2013,KARNATAKA,6,BIDAR,17-05-2005,13-Feb,3122.13,2112.17,757.92,252.04,1326.82,349.82,3.72,1680.36,843.72,321.36,3.72,1168.8
3/15/2013,KARNATAKA,7,BIJAPUR,17-05-2005,13-Feb,5553.91,3713.75,1413.56,426.6,1674.33,549.5,678.69,2902.52,1117.19,516.04,24.09,1657.33
3/15/2013,KARNATAKA,8,CHAMARAJANAGAR,11/3/2005,13-Feb,4157.73,2768.67,1004.45,384.61,1537.27,403.7,329.62,2270.59,1107.1,403.14,117.22,1627.46
3/15/2013,KARNATAKA,9,CHICKMAGALUR,11/3/2005,13-Feb,2447.33,1579.36,618.04,249.93,1172.54,618.43,223.3,2014.27,820.96,538.86,223.3,1583.12
3/15/2013,KARNATAKA,10,CHIKBALLAPUR,4/8/2010,13-Jan,3442.23,2187.65,966.24,288.34,157.22,175,0,332.22,192.82,18,0,210.82
3/15/2013,KARNATAKA,11,CHITRADURGA,11/3/2005,13-Feb,3045.66,2022.87,735.63,287.16,1490.48,782.23,1200.52,3473.23,1297.29,761.46,192.22,2250.97
3/15/2013,KARNATAKA,12,DAVANGERE,11/3/2005,13-Feb,4632.24,3040.06,1141.57,450.61,1459.69,531.61,724.97,2716.27,1378.03,490.65,87.92,1956.6
3/15/2013,KARNATAKA,13,DHARWAD,11/3/2005,13-Feb,1894.74,1284.34,452.8,157.6,944.56,412.35,823.88,2180.79,816.59,408.76,139.66,1365
3/15/2013,KARNATAKA,14,GADAG,11/3/2005,13-Feb,2072.7,1120.68,563.7,388.32,822.4,367.99,127.85,1318.24,649.61,339.02,80.52,1069.15
3/15/2013,KARNATAKA,15,GULBARGA,17-05-2005,13-Feb,9825.09,6459.55,2429.12,936.42,3041.57,919.73,746.34,4707.64,1760.68,775.75,126.17,2662.6
3/15/2013,KARNATAKA,16,HASSAN,11/3/2005,13-Feb,2568.92,1700.64,599.83,268.45,1389.83,442.16,29.8,1861.79,1389.83,438.16,29.24,1857.23
3/15/2013,KARNATAKA,17,HAVERI,11/3/2005,13-Feb,3749.61,2495.35,910.15,344.11,1783.85,761.15,106.58,2651.58,1263.27,695.91,103.82,2063.01
3/15/2013,KARNATAKA,18,KODAGU,17-05-2005,13-Feb,1541.07,1025.86,357.72,157.49,674.17,194.98,69.38,938.53,509.21,194.97,69.38,773.56
3/15/2013,KARNATAKA,19,KOLAR,11/3/2005,13-Feb,1946.48,1388.58,417.94,139.96,1134.23,601.44,1000.99,2736.66,1067.61,570.23,140.58,1778.42
3/15/2013,KARNATAKA,20,KOPPAL,11/3/2005,13-Feb,2610.56,1518.43,677.36,414.77,1153.57,494.91,379.41,2027.89,769.76,429.92,152.07,1351.74
3/15/2013,KARNATAKA,21,MANDYA,11/3/2005,13-Feb,5692.09,3103.45,1559.51,1029.13,2039.45,682.38,589.96,3311.79,1299.37,598.69,421.07,2319.12
3/15/2013,KARNATAKA,22,MANGALORE(DAKSHINA KANNADA),7/2/2000,13-Feb,1660.4,1076.85,361.76,221.79,967.26,302.64,231.16,1501.06,956.33,300.24,211.27,1467.84
3/15/2013,KARNATAKA,23,MYSORE,7/2/2000,13-Feb,5486.65,3546.31,1376.25,564.09,2220.24,621.73,613.09,3455.06,1509.1,529.88,236.38,2275.35
3/15/2013,KARNATAKA,24,RAICHUR,17-05-2005,13-Feb,4382.99,2939.25,1086.5,357.24,641.4,388.99,247.72,1278.11,399.55,383.39,148.48,931.42
3/15/2013,KARNATAKA,25,RAMANAGARA,4/8/2010,13-Feb,1966.83,1290.3,455.99,220.54,437.38,239.97,0,677.35,374,129.62,0,503.62
3/15/2013,KARNATAKA,26,SHIMOGA,11/3/2005,13-Feb,2626.03,1724.77,548.56,352.7,1464.35,505.68,324.15,2294.18,1170.44,481.42,296.63,1948.49
3/15/2013,KARNATAKA,27,TUMKUR,17-05-2005,13-Feb,8751.31,5640.49,2325.02,785.8,2448.19,804.02,1649.33,4901.54,1420.62,576.75,743.97,2741.35
3/15/2013,KARNATAKA,28,UDUPI,11/3/2005,13-Feb,1719.18,836.99,476.14,406.05,702.27,321.95,3398.2,4422.42,704.55,309.62,426.54,1440.71
3/15/2013,KARNATAKA,29,UTTAR KANNADA,17-05-2005,13-Feb,5078.59,3245.11,1290.12,543.36,2078.73,1601.21,1075.99,4755.93,1080.82,756.31,453.18,2290.31
3/15/2013,KARNATAKA,,Total :-,,,108474.68,70077.23,26898.26,11499.19,40326.59,16381.71,17914.8,74623.1,30752.78,14060.95,5012.18,49825.92
3/15/2013,KERALA,1,ALAPPUZHA,29-01-2002,13-Feb,1611.93,1040.24,328.98,242.71,961.39,304.04,1646.57,2912,950.33,304.04,1580.01,2834.38
3/15/2013,KERALA,2,ERNAKULAM,12/3/2003,13-Feb,1520.55,743.42,396.46,380.67,663.96,354.08,434.8,1452.84,658.16,319.09,434.8,1412.05
3/15/2013,KERALA,3,IDUKKI,12/3/2003,13-Feb,2325.86,1016.15,650.77,658.94,793.64,508.27,808.54,2110.45,827.18,421,567.02,1815.2
3/15/2013,KERALA,4,KANNUR,12/3/2003,13-Feb,984.83,487.38,265.88,231.57,451.8,246.47,435.17,1133.44,397.22,212.66,348.9,958.78
3/15/2013,KERALA,5,KASARGOD,15-01-2001,13-Feb,1761.91,875.88,468.02,418.01,752.03,401.84,567.38,1721.25,555.91,301.11,478.47,1335.48
3/15/2013,KERALA,6,KOLLAM,10/1/2001,13-Feb,1573.46,1026.36,325.72,221.38,1019.81,323.64,177.03,1520.48,958.19,291.36,177.03,1426.58
3/15/2013,KERALA,7,KOTTAYAM,23-11-2005,13-Feb,1114.37,553.72,309.11,251.54,399.57,223.06,167.17,789.8,394.66,217.27,167.17,779.09
3/15/2013,KERALA,8,KOZHIKODE,12/3/2003,13-Feb,931.88,432.46,249.41,250.01,387.64,223.56,218.66,829.86,414.32,192.29,218.63,825.23
3/15/2013,KERALA,9,MALAPPURAM,29-01-2002,13-Feb,1302.3,852.72,285.96,163.62,728.4,244.27,126.14,1098.81,731.92,226.05,119.5,1077.47
3/15/2013,KERALA,10,PALAKKAD,12/3/2003,13-Feb,2979.05,1396.7,800.5,781.85,1153.2,660.94,510.61,2324.75,1008.91,568.12,510.61,2087.64
3/15/2013,KERALA,11,PATHANAMTHITTA,12/3/2003,13-Feb,1327.24,557,365.59,404.65,496.59,325.94,397.43,1219.96,557.12,282.08,378.39,1217.59
3/15/2013,KERALA,12,THIRUVANANTHAPURAM,29-01-2002,13-Jan,2157.69,1407.08,461.37,289.24,1174.77,385.2,1323.18,2883.15,1195.91,385.14,382.88,1963.93
3/15/2013,KERALA,13,THRISSUR,12/3/2003,13-Feb,1469.59,739.57,386.79,343.23,658.62,344.45,639.15,1642.22,639.97,260.45,555.14,1455.56
3/15/2013,KERALA,14,WAYANAD,29-01-2002,13-Feb,1129.26,745.23,249.52,134.51,656.39,219.77,121.64,997.8,614.54,219.7,121.64,955.88
3/15/2013,KERALA,,Total :-,,,22189.92,11873.91,5544.08,4771.93,10297.81,4765.53,7573.47,22636.81,9904.32,4200.36,6040.18,20144.86
3/15/2013,MADHYA PRADESH,1,ALIRAJPUR,4/8/2010,13-Jan,1960.76,1347.87,497.06,115.83,775.06,244.26,116.42,1135.74,660.32,244.26,72.99,977.57
3/15/2013,MADHYA PRADESH,2,ANUPPUR,13-08-2007,12-Dec,1496.69,978.89,345.29,172.51,563.28,284.4,112.18,959.86,593.78,284.18,103.72,981.68
3/15/2013,MADHYA PRADESH,3,ASHOKNAGAR,13-08-2007,13-Jan,2945.88,2000.51,741.73,203.64,1142.4,454.6,233.9,1830.9,1011.1,440.16,117.47,1568.73
3/15/2013,MADHYA PRADESH,4,BALAGHAT,24-07-2003,13-Feb,6541.24,4358.39,1564.02,618.83,3791.64,1289.49,233.49,5314.62,3148.66,1106.5,231.86,4487.02
3/15/2013,MADHYA PRADESH,5,BARWANI,24-07-2003,13-Feb,3586,2436.88,875.66,273.46,2160.67,824.98,85.95,3071.6,2099.34,795.91,85.49,2980.75
3/15/2013,MADHYA PRADESH,6,BETUL,29-01-2002,13-Feb,2058.81,1394.1,505.8,158.91,1231.67,450.1,142.28,1824.05,1149.95,433.27,141.48,1724.7
3/15/2013,MADHYA PRADESH,7,BHIND,24-07-2003,13-Feb,2802.57,1917.48,701.56,183.53,1105.29,386.03,110.04,1601.36,810.18,347.68,3.9,1161.76
3/15/2013,MADHYA PRADESH,8,BHOPAL,20-02-2003,13-Feb,905.92,614.17,212.34,79.41,527.37,182.21,47.4,756.98,480.79,155.78,47.4,683.96
3/15/2013,MADHYA PRADESH,9,BURHANPUR,13-08-2007,13-Feb,1911.22,1263.09,492.12,156.01,1101.91,351.8,130.94,1584.65,821.19,342.64,125,1288.83
3/15/2013,MADHYA PRADESH,10,CHHATARPUR,24-07-2003,13-Feb,3953.76,2681.58,987.2,284.98,2350.16,853.68,132.53,3336.37,1613.73,694.32,112.5,2420.55
3/15/2013,MADHYA PRADESH,11,CHHINDWARA,20-02-2003,13-Feb,6143.57,4168.78,1524.67,450.12,3627.24,1274.7,278.28,5180.22,3004.18,962.74,250.35,4217.27
3/15/2013,MADHYA PRADESH,12,DAMOH,24-07-2003,13-Feb,4410.47,2984.15,1064.71,361.61,2595.95,888.48,207.34,3691.77,1577.63,652.56,196.38,2426.57
3/15/2013,MADHYA PRADESH,13,DATIA,24-07-2003,13-Feb,1267.2,867.16,334.3,65.74,743.65,264.08,27.43,1035.16,499.11,186.83,27.43,713.37
3/15/2013,MADHYA PRADESH,14,DEWAS,24-07-2003,13-Feb,2565.47,1718.22,601.96,245.29,1523.7,497.4,123.97,2145.07,1499.3,494.51,123.97,2117.78
3/15/2013,MADHYA PRADESH,15,DHAR,24-07-2003,13-Feb,4023.3,2697,957.39,368.91,2412.11,1160.95,396.09,3969.16,2465.12,1160.95,430.74,4056.82
3/15/2013,MADHYA PRADESH,16,DINDORI,24-07-2003,13-Feb,2904.53,1972.06,696.43,236.04,1715.87,587.17,966.26,3269.3,1650.77,583.63,346.27,2580.67
3/15/2013,MADHYA PRADESH,17,GUNA,24-07-2003,13-Feb,3293.17,2233.43,830.22,229.52,1944.13,476.45,451.13,2871.71,1174.12,353.51,123.48,1651.11
3/15/2013,MADHYA PRADESH,18,GWALIOR,30-08-2000,13-Feb,1615.38,1094.45,384.69,136.24,976.96,352.14,121.69,1450.79,1113.98,340.94,121.69,1576.62
3/15/2013,MADHYA PRADESH,19,HARDA,24-07-2003,13-Feb,1356.58,930.18,340.63,85.77,800.25,268.29,128.07,1196.61,637.15,198.25,90.02,925.42
