Date,State_Name,SL_No,District_Name,SancAmt_Total,SancAmt_Center_Share,ReleaseAmt_Instal_No,ReleaseAmt_Instal_Part,ReleaseAmt_Date,ReleaseAmt_General,ReleaseAmt_SC,ReleaseAmt_ST,ReleaseAmt_Total
03-10-2012,,16,PANCH MAHALS,4868.75,3146.22,3,2,24-08-2012,177.8,14.19,39.1,231.09
03-10-2012,,17,PORBANDAR,832.1,510.42,3,3,24-08-2012,53.99,8.56,0.65,63.2
03-10-2012,,18,RAJKOT,2881.35,1928.31,3,1,24-08-2012,31.87,4.66,0.06,36.59
03-10-2012,,19,SABAR KANTHA,5914.82,3803.94,3,2,24-08-2012,302.83,47.16,48.83,398.82
03-10-2012,,20,SURAT,5098.82,3352.76,3,2,24-08-2012,133.6,9.91,77.46,220.97
03-10-2012,,21,SURENDRANAGAR,2679.4,1724.97,2,4,24-08-2012,161.5,29.92,1.28,192.7
03-10-2012,,22,VADODARA,5186.12,2988.53,3,1,24-08-2012,289.71,27.86,103.9,421.47
03-10-2012,,23,VALSAD,2276.91,1203.93,3,2,24-08-2012,56.03,3.24,36.01,95.28
03-10-2012,,23,Total,67649.36,42182.67,,,,3035.86,363.08,550.48,3949.42
03-10-2012,,1,BILASPUR,1157.15,793.98,2,3,27-08-2012,96.96,56.18,2.41,155.55
03-10-2012,,2,CHAMBA,2367.96,1360.06,2,3,27-08-2012,124.16,61.9,32.91,218.97
03-10-2012,,3,HAMIRPUR,1281.89,888.67,2,3,27-08-2012,89.38,46.34,--,135.72
03-10-2012,,4,KANGRA,4345.77,3087.38,2,3,27-08-2012,212.25,89.64,0.18,302.07
03-10-2012,,5,KULLU,1145.97,776.61,2,4,27-08-2012,61.04,43.79,1.57,106.4
03-10-2012,,6,MANDI,2287.1,1359.93,3,1,27-08-2012,24.77,17.76,0.29,42.82
03-10-2012,,7,SHIMLA,1864.86,1293.65,3,1,27-08-2012,39.86,27.73,0.14,67.73
03-10-2012,,8,SIRMAUR,2707.19,1875.3,3,1,27-08-2012,221.29,170.13,3.08,394.5
03-10-2012,,9,SOLAN,1265.26,845.41,2,4,27-08-2012,89.38,69.44,0.69,159.51
03-10-2012,,10,UNA,754.28,526.3,2,1,27-08-2012,57.02,26.67,--,83.69
03-10-2012,,10,Total,19177.43,12807.29,,,,1016.11,609.58,41.27,1666.96
03-10-2012,,1,ANANTNAG,3493.37,2440.13,2,2,14-06-2012,213.07,0.02,12.54,225.63
03-10-2012,,2,BANDIPORA,962.47,670.15,1,3,14-06-2012,137.65,0.06,6.83,144.54
03-10-2012,,3,BARAMULLA,3299.59,2327.66,1,4,14-06-2012,291.58,0.13,14.47,306.18
03-10-2012,,4,BUDGAM,2463.41,1733.42,1,4,14-06-2012,228.97,0.05,3.31,232.33
03-10-2012,,5,DODA,4129.34,2917,2,3,14-06-2012,221.54,37.17,18.92,277.63
03-10-2012,,6,JAMMU,3159.33,2207.31,2,2,14-06-2012,115.42,108.1,5.51,229.03
03-10-2012,,7,KARGIL,1246.2,859.82,1,4,14-06-2012,93.02,0.21,90.99,184.22
03-10-2012,,8,KATHUA,1392.82,975.68,2,3,14-06-2012,126.27,64.55,7.77,198.59
03-10-2012,,9,KUPWARA,2923.92,2049.74,2,1,14-06-2012,203.66,0.03,9.64,213.33
03-10-2012,,10,LEH (LADAKH),849.48,551.34,2,2,14-06-2012,26.57,0.15,25.18,51.9
03-10-2012,,11,POONCH,2111.59,1462.47,2,2,14-06-2012,125.68,0.37,38.63,164.68
03-10-2012,,12,PULWAMA,2187.01,1526.8,1,3,14-06-2012,291.99,0.02,6.07,298.08
03-10-2012,,13,RAJAURI,1921.22,1338.65,2,3,14-06-2012,110.02,18.18,31.02,159.22
03-10-2012,,14,RAMBAN,1346.71,929.89,1,2,14-06-2012,80.44,13.5,6.87,100.81
03-10-2012,,15,REASI,1553.66,1081.75,1,3,14-06-2012,146.65,67.13,22.58,236.36
03-10-2012,,16,SHOPIAN,682.3,472.07,1,3,14-06-2012,100.75,0.01,2.09,102.85
03-10-2012,,17,SRINAGAR,964.02,673.02,2,1,14-06-2012,113.61,0.02,11.99,125.62
03-10-2012,,18,UDHAMPUR,2903.32,2038.97,2,1,14-06-2012,161.32,73.85,24.84,260.01
03-10-2012,,18,Total,37589.76,26255.87,,,,2788.21,383.55,339.25,3511.01
03-10-2012,,1,CHATRA,3978.16,2661.34,2,2,17-05-2012,174.22,156.3,7.54,338.06
03-10-2012,,2,DEOGHAR,2228.74,1444.93,3,1,17-05-2012,73.27,18.5,7.63,99.4
03-10-2012,,3,DUMKA,5592.6,3530,3,2,17-05-2012,280.87,41.63,98.62,421.12
03-10-2012,,4,GARHWA,3784.05,2528.86,3,1,17-05-2012,205.23,121.69,31.44,358.36
03-10-2012,,5,LATEHAR,3543.85,2373.11,2,4,17-05-2012,180.37,128.9,37.84,347.11
03-10-2012,,6,LOHARDAGA,869.92,577.02,3,2,17-05-2012,4.31,0.34,2.33,6.98
03-10-2012,,7,PAKUR,2527.91,1695.61,3,2,17-05-2012,71.2,4.47,26.35,102.02
03-10-2012,,8,PALAMU,3577.28,2382.22,3,1,17-05-2012,170.5,121.84,35.77,328.11
03-10-2012,,9,PASCHIM SINGHBHUM,6427.06,4303.83,2,4,17-05-2012,575.25,57.23,316.24,948.72
03-10-2012,,10,PURBI SINGHBHUM,2618.39,1746.17,2,4,17-05-2012,10.1,0.91,4.14,15.15
03-10-2012,,11,RANCHI,8346.42,5682.84,2,4,17-05-2012,517.03,57,240.75,814.78
03-10-2012,,12,SAHIBGANJ,4031.6,2697.09,3,1,17-05-2012,307.28,32.79,73.43,413.5
03-10-2012,,12,Total,47525.98,31623.02,,,,2569.63,741.6,882.08,4193.31
03-10-2012,,1,BAGALKOT,2742.49,1805.71,3,1,29-06-2012,178.71,56.06,8.06,242.83
03-10-2012,,2,BANGALORE RURAL,2229.57,1587.61,2,4,29-06-2012,22.72,10.37,0.69,33.78
03-10-2012,,3,BANGALORE URBAN,2436.51,1602.35,2,2,29-06-2012,116.58,63.61,2.35,182.54
03-10-2012,,4,BELGAUM,7526.43,4897.97,3,1,29-06-2012,445.73,89.4,20.44,555.57
03-10-2012,,5,BELLARY,3565.21,2362.11,3,1,29-06-2012,216.96,104.52,43.01,364.49
03-10-2012,,6,BIDAR,3122.13,2112.17,2,4,29-06-2012,287.03,147.42,38.5,472.95
03-10-2012,,7,BIJAPUR,5553.91,3713.75,2,2,29-06-2012,325.25,126.41,4.81,456.47
03-10-2012,,8,CHICKMAGALUR,2447.33,1579.36,3,1,29-06-2012,137.01,63.43,4.6,205.04
03-10-2012,,9,CHITRADURGA,3045.66,2022.87,3,1,29-06-2012,153.31,90.03,28.59,271.93
03-10-2012,,10,DAVANGERE,4632.24,3040.06,3,1,29-06-2012,184.06,92.72,23.42,300.2
03-10-2012,,11,DHARWAD,1894.74,1284.34,3,1,29-06-2012,149.82,18.44,5.9,174.16
03-10-2012,,12,GADAG,2072.7,1120.68,2,4,29-06-2012,112.63,34.57,6.19,153.39
03-10-2012,,13,GULBARGA,9825.09,6459.55,2,2,29-06-2012,424.66,240.3,22.49,687.45
03-10-2012,,14,HASSAN,2568.92,1700.64,3,1,29-06-2012,83.36,31.54,1.1,116
03-10-2012,,15,HAVERI,3749.61,2495.35,3,1,29-06-2012,287.99,71.14,21.41,380.54
03-10-2012,,16,KODAGU,1541.07,1025.86,3,1,29-06-2012,158.44,35.97,10.78,205.19
03-10-2012,,17,KOLAR,1946.48,1388.58,2,4,29-06-2012,52.57,37.34,5.24,95.15
03-10-2012,,18,KOPPAL,2610.56,1518.43,2,3,29-06-2012,123.82,39.09,12.53,175.44
03-10-2012,,19,MANDYA,5692.09,3103.45,2,4,29-06-2012,496,121.76,3.13,620.89
03-10-2012,,20,MANGALORE(DAKSHINA KANNADA),1660.4,1076.85,3,2,29-06-2012,1.37,0.19,0.04,1.6
03-10-2012,,21,MYSORE,5486.65,3546.31,2,4,29-06-2012,505.12,235.44,59.93,800.49
03-10-2012,,22,RAMANAGARA,1966.83,1290.3,1,3,29-06-2012,186.57,85.21,5.66,277.44
03-10-2012,,23,SHIMOGA,2626.03,1724.77,3,3,29-06-2012,51.94,18.89,1.63,72.46
03-10-2012,,24,TUMKUR,8751.31,5640.49,2,2,29-06-2012,522.48,213.84,34.94,771.26
03-10-2012,,25,UDUPI,1719.18,836.99,3,1,29-06-2012,37.43,3.66,0.92,42.01
03-10-2012,,26,UTTAR KANNADA,5078.59,3245.11,3,1,29-06-2012,614.89,71.06,7.55,693.5
03-10-2012,,26,Total,96491.73,62181.66,,,,5876.45,2102.41,373.91,8352.77
03-10-2012,,1,ALIRAJPUR,1960.76,1347.87,2,1,17-05-2012,71.48,5.48,80.24,157.2
03-10-2012,,2,ANUPPUR,1496.69,978.89,2,1,17-05-2012,67.64,10.8,33.81,112.25
03-10-2012,,3,ASHOKNAGAR,2945.88,2000.51,2,1,17-05-2012,179.47,69.01,22.14,270.62
03-10-2012,,4,BALAGHAT,6541.24,4358.39,3,1,17-05-2012,472.19,63.67,77.62,613.48
03-10-2012,,5,BARWANI,3586,2436.88,3,1,17-05-2012,76.41,11.83,64.11,152.35
03-10-2012,,6,BETUL,2058.81,1394.1,3,1,17-05-2012,65.95,13.67,27.81,107.43
03-10-2012,,7,BHIND,2802.57,1917.48,2,3,17-05-2012,145.27,65.67,0.23,211.17
03-10-2012,,8,BHOPAL,905.92,614.17,2,4,17-05-2012,81.55,34.08,2.97,118.6
03-10-2012,,9,BURHANPUR,1911.22,1263.09,2,4,17-05-2012,101.68,25.95,35.33,162.96
03-10-2012,,10,CHHATARPUR,3953.76,2681.58,3,1,17-05-2012,185.9,102.76,6.91,295.57
03-10-2012,,11,CHHINDWARA,6143.57,4168.78,3,2,17-05-2012,360.08,86.25,137.44,583.77
03-10-2012,,12,DAMOH,4410.47,2984.15,2,3,17-05-2012,270.76,114.53,34.88,420.17
03-10-2012,,13,DATIA,1267.2,867.16,3,1,17-05-2012,105.77,64.62,1.61,172
03-10-2012,,14,DEWAS,2565.47,1718.22,3,3,17-05-2012,65.32,28.84,12.02,106.18
03-10-2012,,15,DHAR,4023.3,2697,3,2,17-05-2012,40.41,6.13,24.24,70.78
03-10-2012,,16,DINDORI,2904.53,1972.06,3,1,17-05-2012,151.87,22.55,101.83,276.25
03-10-2012,,17,GUNA,3293.17,2233.43,3,1,17-05-2012,204.45,78.64,25.23,308.32
03-10-2012,,18,GWALIOR,1615.38,1094.45,3,1,17-05-2012,24.51,11.48,1.33,37.32
03-10-2012,,19,HARDA,1356.58,930.18,3,2,17-05-2012,101.49,39.77,31.13,172.39
03-10-2012,,20,INDORE,1904.55,1255.95,3,3,17-05-2012,76.04,31.54,9.8,117.38
03-10-2012,,21,JABALPUR,3264.34,2156.32,3,3,17-05-2012,41.58,10.9,9.57,62.05
03-10-2012,,22,JHABUA,2913.48,1936.76,2,4,17-05-2012,83.15,6.38,93.32,182.85
03-10-2012,,23,KATNI,2356.97,1591.63,3,1,17-05-2012,78.12,18.23,17.03,113.38
03-10-2012,,24,KHANDWA(EAST NIMAR),3023.31,2091.62,3,2,17-05-2012,94.98,24.24,33,152.22
03-10-2012,,25,KHARGONE,4387.93,2957.07,3,3,17-05-2012,120.59,32.24,44.06,196.89
03-10-2012,,26,MANDLA,3998.87,2700.71,3,1,17-05-2012,346.22,33.3,200.82,580.34
03-10-2012,,27,MANDSAUR,1734.39,1155.05,3,4,17-05-2012,19.93,7.84,0.56,28.33
03-10-2012,,28,MORENA,1740.9,1186.46,3,2,17-05-2012,59.28,25.34,0.44,85.06
03-10-2012,,29,NARSINGHPUR,2552.66,1706.49,3,1,17-05-2012,55.32,18.53,6.55,80.4
03-10-2012,,30,NEEMUCH,1512.54,1031.75,3,2,17-05-2012,54.4,12.67,4.1,71.17
03-10-2012,,31,PANNA,6268.42,4326.6,3,1,17-05-2012,582.14,269.5,88.43,940.07
03-10-2012,,32,RAISEN,3499.88,2338.82,3,1,17-05-2012,89.88,33.06,13.77,136.71
03-10-2012,,33,RAJGARH,3854.44,2598.48,3,4,17-05-2012,55.45,19.92,1.64,77.01
03-10-2012,,34,RATLAM,2002.65,1344.58,3,2,17-05-2012,33.44,15.58,11.03,60.05
03-10-2012,,35,REWA,7676.61,4560.04,3,4,17-05-2012,225.16,74.19,25.49,324.84
03-10-2012,,36,SAGAR,9087,5631.34,3,1,17-05-2012,497.56,244.49,56.09,798.14
03-10-2012,,37,SATNA,9696.16,5725.11,3,2,17-05-2012,482.38,171.86,66.78,721.02
03-10-2012,,38,SEHORE,2183.91,1496.35,3,1,17-05-2012,175.65,85.51,19.08,280.24
03-10-2012,,39,SEONI,3824.66,2573.32,3,3,17-05-2012,97.29,21.95,34.08,153.32
03-10-2012,,40,SHAHDOL,3312.37,2221.07,3,1,17-05-2012,99.31,15.89,49.64,164.84
03-10-2012,,41,SHAJAPUR,3302.24,2250.05,3,1,17-05-2012,175.92,93.57,4.53,274.02
03-10-2012,,42,SHEOPUR,1081.77,745.88,2,3,17-05-2012,55.8,20.16,11.95,87.91
03-10-2012,,43,SHIVPURI,3320.76,2229.87,3,2,17-05-2012,204.57,84.86,22.22,311.65
03-10-2012,,44,SIDHI,5118.91,3465.78,2,3,17-05-2012,364.66,92.34,102.83,559.83
03-10-2012,,45,SINGRAULI,3718.42,2429.16,2,1,17-05-2012,192.7,48.8,54.34,295.84
03-10-2012,,46,TIKAMGARH,4759.02,3281.72,3,2,17-05-2012,432.71,238.01,17.82,688.54
03-10-2012,,47,UJJAIN,3878.22,2649.56,3,1,17-05-2012,190.76,143.22,7.11,341.09
03-10-2012,,48,UMARIA,2513.42,1714.93,3,2,17-05-2012,149.23,20.35,61.81,231.39
03-10-2012,,49,VIDISHA,4602.03,3115.01,3,1,17-05-2012,306.85,135.87,14.87,457.59
03-10-2012,,49,Total,168833.35,112125.87,,,,8213.27,2906.07,1803.64,12922.98
03-10-2012,,1,AHMEDNAGAR,4545.41,2935.06,3,1,27-08-2012,194.53,40.55,12.21,247.29
03-10-2012,,2,AKOLA,2959.32,1970.82,2,3,27-08-2012,159.66,32.2,9.51,201.37
03-10-2012,,3,AMRAVATI,5987.5,3961.39,2,3,27-08-2012,363.11,149.11,53.86,566.08
03-10-2012,,4,AURANGABAD,4819.5,3194.93,2,4,27-08-2012,427.55,82.09,13.81,523.45
03-10-2012,,5,BEED,4189.63,2776.51,2,4,27-08-2012,411.77,93.78,3.03,508.58
03-10-2012,,6,BHANDARA,3128.96,2041.92,2,4,27-08-2012,196.9,69.27,13.67,279.84
03-10-2012,,7,BULDHANA,5227.7,3487.91,3,1,27-08-2012,397.24,76.26,16.34,489.84
03-10-2012,,8,CHANDRAPUR,4881.19,3124.09,2,3,27-08-2012,345.03,85.49,61.86,492.38
03-10-2012,,9,DHULE,3871.14,2566.57,2,4,27-08-2012,340.84,39.02,85.86,465.72
03-10-2012,,10,GADCHIROLI,2352.55,1536.96,2,4,27-08-2012,57.02,13.81,20.4,91.23
03-10-2012,,11,GONDIA,3646.28,2349.39,2,3,27-08-2012,272.76,70.24,37.99,380.99
03-10-2012,,12,HINGOLI,2699.49,1788.09,2,4,27-08-2012,132.42,24.13,9.03,165.58
03-10-2012,,13,JALGAON,9719.11,6355.42,3,1,27-08-2012,917.39,127.28,93.91,1138.58
03-10-2012,,14,JALNA,3125.27,2048.28,3,2,27-08-2012,207.97,41.41,2.85,252.23
03-10-2012,,15,KOLHAPUR,3203.5,2132.63,3,2,27-08-2012,170.49,39.42,0.77,210.68
03-10-2012,,16,LATUR,3531.81,2362.48,2,4,27-08-2012,251.39,102.84,5.09,359.32
03-10-2012,,17,NANDED,4799.86,3202.91,2,4,27-08-2012,261.01,99.12,21.54,381.67
03-10-2012,,18,NANDURBAR,5686.32,3788.13,2,4,27-08-2012,386.02,25.18,290.21,701.41
03-10-2012,,19,NASHIK,6872.1,4519.83,2,3,27-08-2012,325.96,44.99,90.89,461.84
03-10-2012,,20,OSMANABAD,2001.79,1294.66,2,4,27-08-2012,116.89,36.88,1.61,155.38
03-10-2012,,21,PARBHANI,2189.8,1439.62,2,2,27-08-2012,271.07,47.18,4.62,322.87
03-10-2012,,22,PUNE,4835.64,3104.75,3,3,27-08-2012,239.34,31.65,10.48,281.47
03-10-2012,,23,RAIGAD,6569.89,4337.97,3,1,27-08-2012,402.04,12.22,36.44,450.7
03-10-2012,,24,RATNAGIRI,3019.85,1835.73,2,4,27-08-2012,72,1.37,0.51,73.88
03-10-2012,,25,SANGLI,4578.41,2954.82,3,1,27-08-2012,245.21,49,1.16,295.37
03-10-2012,,26,SATARA,6239.22,4116.67,3,3,27-08-2012,307.29,41,1.5,349.79
