Date,State_Name,SL_No,District_Name,SancAmt_Total,SancAmt_Center_Share,ReleaseAmt_Instal_No,ReleaseAmt_Instal_Part,ReleaseAmt_Date,ReleaseAmt_General,ReleaseAmt_SC,ReleaseAmt_ST,ReleaseAmt_Total
03-10-2012,,27,SINDHUDURG,2084.95,1346.18,3,2,27-08-2012,39.59,2.65,0.14,42.38
03-10-2012,,28,SOLAPUR,6243.25,4067.68,2,4,27-08-2012,472.26,134.42,5.56,612.24
03-10-2012,,29,THANE,7933.25,5278.51,2,4,27-08-2012,310.94,12.37,13.75,337.06
03-10-2012,,30,WARDHA,2270.99,1509.48,2,3,27-08-2012,108.99,25.1,11.76,145.85
03-10-2012,,31,WASHIM,4337.69,2837.65,2,1,27-08-2012,268.17,87.46,16.6,372.23
03-10-2012,,32,YAVATMAL,7505.57,4912.82,2,3,27-08-2012,380.15,72.4,62.98,515.53
03-10-2012,,32,Total,145056.94,95179.86,,,,9053,1809.89,1009.94,11872.83
03-10-2012,,1,BISHNUPUR,669.2,467.84,2,2,28-08-2012,30.89,0.49,0.86,32.24
03-10-2012,,2,IMPHAL EAST,1008.5,700.15,2,1,28-08-2012,137.32,3.99,4.49,145.8
03-10-2012,,3,SENAPATI,2509.77,1766.2,1,2,28-08-2012,126.51,0.72,268.13,395.36
03-10-2012,,4,TAMENGLONG,883.84,617.51,1,4,28-08-2012,23.19,--,108.98,132.17
03-10-2012,,5,THOUBAL,1351.23,954.19,2,1,28-08-2012,202.32,2.23,2.51,207.06
03-10-2012,,5,Total,6422.54,4505.89,,,,520.23,7.43,384.97,912.63
03-10-2012,,1,EAST GARO HILLS,1899.42,1355.15,2,1,28-08-2012,6.85,0.01,38.81,45.67
03-10-2012,,2,EAST KHASI HILLS,2784.15,1957.65,2,2,28-08-2012,11.59,0.15,43.47,55.21
03-10-2012,,3,JAINTIA HILLS,1625.05,1141.78,1,3,28-08-2012,35.1,0.41,177.55,213.06
03-10-2012,,4,RI BHOI,1553.53,1074.04,2,4,28-08-2012,4.88,0.04,15.11,20.03
03-10-2012,,5,SOUTH GARO HILLS,1237.23,858.26,1,3,28-08-2012,23.56,0.12,123.51,147.19
03-10-2012,,6,WEST GARO HILLS,2772.29,1669.52,2,1,28-08-2012,8.05,0.36,16.89,25.3
03-10-2012,,7,WEST KHASI HILLS,2137.32,1506.47,1,3,28-08-2012,42.79,0.02,242.73,285.54
03-10-2012,,7,Total,14008.99,9562.87,,,,132.82,1.11,658.07,792
03-10-2012,,1,DIMAPUR,1254.41,884.82,1,4,27-08-2012,57.6,--,103.21,160.81
03-10-2012,,2,KOHIMA,713.9,511.98,2,2,27-08-2012,1.66,--,7.61,9.27
03-10-2012,,3,MOKOKCHUNG,516.6,362.24,2,2,27-08-2012,5.93,--,28.57,34.5
03-10-2012,,4,PEREN,395.83,278.51,1,4,27-08-2012,1.66,--,7.62,9.28
03-10-2012,,5,PHEK,732,511.32,1,4,27-08-2012,2.11,--,11.65,13.76
03-10-2012,,6,TUENSANG,578.09,403.52,1,3,27-08-2012,11.54,--,61.5,73.04
03-10-2012,,7,ZUNHEBOTO,1052.73,740.54,2,1,27-08-2012,15,--,80.71,95.71
03-10-2012,,7,Total,5243.56,3692.93,,,,95.5,--,300.87,396.37
03-10-2012,,1,ALWAR,2926.71,1977.54,2,4,26-09-2012,273.49,101.52,19.55,394.56
03-10-2012,,2,BANSWARA,7953.45,5351.42,1,4,26-09-2012,472.93,52.58,394.33,919.84
03-10-2012,,3,BHILWARA,5066.56,3380.14,3,1,26-09-2012,425.26,137.55,34.5,597.31
03-10-2012,,4,BUNDI,2179.99,1474.56,2,2,26-09-2012,102.68,42.84,22.13,167.65
03-10-2012,,5,CHURU,1919.85,1298.81,3,1,26-09-2012,144.21,74.73,0.54,219.48
03-10-2012,,6,DAUSA,2615.75,1778.84,2,2,26-09-2012,125.64,71.5,38.06,235.2
03-10-2012,,7,DUNGARPUR,5544.01,3702.03,2,4,26-09-2012,197.03,18.75,132.05,347.83
03-10-2012,,8,HANUMANGARH,1618.48,1100.11,2,3,26-09-2012,94.24,62.81,0.33,157.38
03-10-2012,,9,JAISALMER,1833.55,1267.2,3,1,26-09-2012,149.92,42.47,6.23,198.62
03-10-2012,,10,JODHPUR,4214.75,2889.55,2,3,26-09-2012,255.39,84.47,6.16,346.02
03-10-2012,,11,KARAULI,4108.01,2792.19,2,4,26-09-2012,162.32,103.31,43.39,309.02
03-10-2012,,12,KOTA,2359.75,1583.05,2,2,26-09-2012,105.58,53.06,15.57,174.21
03-10-2012,,13,NAGAUR,2519.29,1713.76,2,4,26-09-2012,135.43,57.38,0.26,193.07
03-10-2012,,14,PALI,2389.22,1619.13,2,3,26-09-2012,113.18,41.37,5.92,160.47
03-10-2012,,15,RAJSAMAND,2974.59,2015.74,2,4,26-09-2012,255.49,60.24,27,342.73
03-10-2012,,16,SIKAR,1862.18,1271.68,3,1,26-09-2012,86.87,24.92,2.02,113.81
03-10-2012,,16,Total,52086.14,35215.75,,,,3099.66,1029.5,748.04,4877.2
03-10-2012,,1,EAST SIKKIM,768.19,501.5,2,3,28-08-2012,17.14,1.6,3.7,22.44
03-10-2012,,2,NORTH SIKKIM,270.69,178.95,2,3,28-08-2012,4.45,0.23,4.07,8.75
03-10-2012,,3,SOUTH SIKKIM,466.58,301.51,2,3,28-08-2012,32.52,2.27,0.56,35.35
03-10-2012,,4,WEST SIKKIM,548.36,356.6,3,1,28-08-2012,2.59,0.18,0.56,3.33
03-10-2012,,4,Total,2053.82,1338.56,,,,56.7,4.28,8.89,69.87
03-10-2012,,1,COIMBATORE,3517.04,2233.12,3,3,29-05-2012,122.15,52.77,1.31,176.23
03-10-2012,,2,CUDDALORE,5955.58,3893.32,3,2,29-05-2012,277.71,247.81,1.38,526.9
03-10-2012,,3,DHARMAPURI,3498.86,2279.71,3,3,29-05-2012,90.82,24.81,1.56,117.19
03-10-2012,,4,DINDIGUL,3871.65,2044.42,3,3,29-05-2012,197,85.43,0.44,282.87
03-10-2012,,5,ERODE,3097.77,1991.28,3,3,29-05-2012,15.57,5.98,0.13,21.68
03-10-2012,,6,KANCHIPURAM,4541.1,2209.82,3,4,29-05-2012,48.95,53.39,0.77,103.11
03-10-2012,,7,KANYAKUMARI(NAGERCOIL),2124.05,938.81,3,3,29-05-2012,12.05,0.83,0.04,12.92
03-10-2012,,8,KARUR,2101.46,1343.58,4,2,29-05-2012,4.1,1.96,0.01,6.07
03-10-2012,,9,KRISHNAGIRI,6151,4049.14,2,4,29-05-2012,382.85,104.6,6.58,494.03
03-10-2012,,10,MADURAI,4273.73,2793.22,3,3,29-05-2012,163.09,62.16,0.23,225.48
03-10-2012,,11,NAGAPATTINAM,3738.82,2489.81,3,3,29-05-2012,83.83,78.22,0.13,162.18
03-10-2012,,12,NAMAKKAL,2357,1516.25,3,4,29-05-2012,43.89,20.99,1.97,66.85
03-10-2012,,13,NILGIRIS(UDHAGAMANDALAM),1423.43,875.08,2,2,29-05-2012,65.56,44.27,4.02,113.85
03-10-2012,,14,PERAMBALUR,3340.23,2146.04,3,3,29-05-2012,71.67,55.33,0.47,127.47
03-10-2012,,15,PUDUKKOTTAI,4012.67,2638.5,3,4,29-05-2012,133.43,45.79,0.04,179.26
03-10-2012,,16,RAMANATHAPURAM,2262.6,1183.45,3,4,29-05-2012,10.56,4.4,--,14.96
03-10-2012,,17,SALEM,5827.49,3808.23,4,1,29-05-2012,197.91,68.41,9.27,275.59
03-10-2012,,18,SIVAGANGA,3170.89,1964.33,3,3,29-05-2012,117.09,43.03,0.04,160.16
03-10-2012,,19,THANJAVUR,7560.24,4017.84,3,2,29-05-2012,412.59,25.05,0.09,437.73
03-10-2012,,20,THENI,2213.13,1095.61,3,3,29-05-2012,52.02,25.05,0.09,77.16
03-10-2012,,21,THOOTHUKUDI,2592.94,1207.55,3,4,29-05-2012,47.64,23.94,0.05,71.63
03-10-2012,,22,TIRUCHIRAPPALLI,2020.75,939.24,3,3,29-05-2012,12.07,4.88,0.11,17.06
03-10-2012,,23,TIRUNELVELI,2623.83,1716.56,3,4,29-05-2012,46.46,19.14,0.08,65.68
03-10-2012,,24,TIRUVALLUR,6505.18,4249.62,3,2,29-05-2012,354.78,292.99,8.37,656.14
03-10-2012,,25,TIRUVANNAMALAI,5575.39,2703.4,3,3,29-05-2012,139,68.68,4.56,212.24
03-10-2012,,26,TIRUVARUR,2038.24,1333.31,3,3,29-05-2012,21.37,22.63,0.03,44.03
03-10-2012,,27,VELLORE,4395.49,2813.71,3,4,29-05-2012,136.62,67.6,3.08,207.3
03-10-2012,,28,VILLUPURAM,9153.83,6053.89,3,3,29-05-2012,574.38,406.54,13.41,994.33
03-10-2012,,29,VIRUDHUNAGAR,4422.62,2837.17,3,2,29-05-2012,255.13,133.75,0.21,389.09
03-10-2012,,29,Total,114367.01,69366.01,,,,4090.29,2090.43,58.47,6239.19
03-10-2012,,1,DHALAI,1443.04,956.68,2,4,28-08-2012,7.56,4.62,11.74,23.92
03-10-2012,,2,NORTH TRIPURA,1902.5,1190.38,2,4,28-08-2012,45.3,12.92,18.75,76.97
03-10-2012,,3,SOUTH TRIPURA,3314.95,1892.4,2,4,28-08-2012,2.71,1.17,2.08,5.96
03-10-2012,,4,WEST TRIPURA,3178.03,2080.78,3,1,28-08-2012,8.66,4.17,5.06,17.89
03-10-2012,,4,Total,9838.52,6120.24,,,,64.23,22.88,37.63,124.74
03-10-2012,,1,AGRA,3015.28,2034.58,3,2,26-09-2012,267.33,114.67,0.05,382.05
03-10-2012,,2,ALIGARH,3363.52,2259.6,3,4,26-09-2012,79.47,38.12,--,117.59
03-10-2012,,3,ALLAHABAD,4879.3,3058.85,3,3,26-09-2012,90.85,47.11,0.08,138.04
03-10-2012,,4,AMBEDKAR NAGAR,4474.96,2875.47,3,1,26-09-2012,150.72,85.93,0.01,236.66
03-10-2012,,5,AURAIYA,4530.79,2948.87,3,3,26-09-2012,93.97,66.54,0.01,160.52
03-10-2012,,6,AZAMGARH,5895.58,3811.05,3,3,26-09-2012,156.03,93.9,0.03,249.96
03-10-2012,,7,BAGPAT,1349.48,899.6,3,3,26-09-2012,37.3,7.24,--,44.54
03-10-2012,,8,BAHRAICH,9891.7,6418.32,3,2,26-09-2012,648.01,179.07,1.83,828.91
03-10-2012,,9,BALLIA,4737.11,2989.07,3,1,26-09-2012,164.41,51.88,0.01,216.3
03-10-2012,,10,BALRAMPUR,2443.75,1600.46,3,3,26-09-2012,36.22,9.02,0.31,45.55
03-10-2012,,11,BANDA,5073.28,3381.73,3,2,26-09-2012,276.35,120.67,0.01,397.03
03-10-2012,,12,BARABANKI,5582.06,3549.47,3,4,26-09-2012,86.23,58.05,0.01,144.29
03-10-2012,,13,BAREILLY,3776.07,2478.06,3,4,26-09-2012,50.78,13.7,--,64.48
03-10-2012,,14,BASTI,5338.11,3361.67,3,1,26-09-2012,204.68,86.4,0.02,291.1
03-10-2012,,15,BIJNOR,3785.67,2472.81,3,3,26-09-2012,45.75,25.03,0.04,70.82
03-10-2012,,16,BUDAUN,2932.13,1794.77,3,1,26-09-2012,13.19,4.56,--,17.75
03-10-2012,,17,BULANDSHAHR,2055.59,1383.67,3,2,26-09-2012,62.53,28.97,--,91.5
03-10-2012,,18,CHANDAULI,2007.56,1290.49,4,1,26-09-2012,19.96,10.88,--,30.84
03-10-2012,,19,CHITRAKOOT,1135.11,722.64,3,1,26-09-2012,21.35,13.11,--,34.46
03-10-2012,,20,DEORIA,6481.13,4280.7,3,3,26-09-2012,373.64,134.66,0.06,508.36
03-10-2012,,21,ETAH,2196.39,1442.27,3,3,26-09-2012,10.76,3.57,--,14.33
03-10-2012,,22,ETAWAH,3550.2,2310.58,3,3,26-09-2012,51.91,29.29,--,81.2
03-10-2012,,23,FAIZABAD,2800.59,1743.82,3,3,26-09-2012,40.99,21.55,--,62.54
03-10-2012,,24,FARRUKHABAD,4121.39,2650.64,3,1,26-09-2012,37.7,11.99,--,49.69
03-10-2012,,25,FATEHPUR,3596.43,2332.75,3,2,26-09-2012,94.89,55.15,0.02,150.06
03-10-2012,,26,FIROZABAD,1308.36,884.5,3,2,26-09-2012,29.33,11.22,--,40.55
03-10-2012,,27,GAUTAM BUDDHA NAGAR,1090.5,620.74,3,2,26-09-2012,30.34,11.46,0.01,41.81
03-10-2012,,28,GHAZIABAD,1561.65,1078.31,3,3,26-09-2012,64.89,24.05,--,88.94
03-10-2012,,29,GHAZIPUR,5154.82,3292.96,3,3,26-09-2012,173.28,78.39,0.01,251.68
03-10-2012,,30,GONDA,4888.83,3125.16,2,4,26-09-2012,171.7,50.92,0.01,222.63
03-10-2012,,31,GORAKHPUR,7032.97,4555.48,3,2,26-09-2012,95.06,49.18,0.02,144.26
03-10-2012,,32,HAMIRPUR,3391.22,2224.23,3,2,26-09-2012,212.07,101.2,--,313.27
03-10-2012,,33,HARDOI,7897.01,5253.95,3,3,26-09-2012,143.73,131.33,--,275.06
03-10-2012,,34,JALAUN,3114.18,1957.02,3,2,26-09-2012,119.13,79.68,--,198.81
03-10-2012,,35,JAUNPUR,8986.42,5931.54,3,3,26-09-2012,181.21,85.64,0.02,266.87
03-10-2012,,36,JHANSI,2066.57,1340.36,3,4,26-09-2012,3.45,2.79,--,6.24
03-10-2012,,37,JYOTIBA PHULE NAGAR,2206.61,1481.39,3,3,26-09-2012,42.91,16.45,--,59.36
03-10-2012,,38,KANNAUJ,3765.71,2476.18,3,3,26-09-2012,60.69,23.2,--,83.89
03-10-2012,,39,KANPUR DEHAT,3555.9,2228.11,3,3,26-09-2012,36.47,20.18,0.01,56.66
03-10-2012,,40,KANPUR NAGAR,3592.47,2364.91,3,3,26-09-2012,172.56,104.71,0.05,277.32
03-10-2012,,41,KAUSHAMBI,4202.04,2720.85,3,2,26-09-2012,87.46,95.29,--,182.75
03-10-2012,,42,KUSHINAGAR,10579.4,6941.7,3,1,26-09-2012,650.53,227.39,0.07,877.99
03-10-2012,,43,LAKHIMPUR KHERI,4788.06,3240.9,3,3,26-09-2012,165.55,211.51,0.07,377.13
03-10-2012,,44,LALITPUR,2768.5,1794.57,3,3,26-09-2012,73.12,43.62,--,116.74
03-10-2012,,45,LUCKNOW,3995.15,2667.93,4,1,26-09-2012,51.95,66.37,0.02,118.34
03-10-2012,,46,MAHAMAYA NAGAR(HATHRAS),1589.16,1081.14,3,1,26-09-2012,18.65,62.36,13.84,94.85
03-10-2012,,47,MAHARAJGANJ,4269.3,2696.97,3,3,26-09-2012,72.33,27.74,0.07,100.14
03-10-2012,,48,MAHOBA,1965.79,1283.05,3,2,26-09-2012,58.62,36.48,--,95.1
03-10-2012,,49,MAINPURI,3105.6,2020.7,3,1,26-09-2012,88.72,34.13,0.02,122.87
03-10-2012,,50,MATHURA,1858.84,1273.54,3,2,26-09-2012,99.88,44.39,0.02,144.29
03-10-2012,,51,MAU,4246.62,2776.66,3,1,26-09-2012,163.42,93.05,0.03,256.5
03-10-2012,,52,MEERUT,1544.95,1039.97,3,2,26-09-2012,24.44,10.23,--,34.67
03-10-2012,,53,MIRZAPUR,6523.45,4217.48,3,4,26-09-2012,97.73,66.24,0.06,164.03
03-10-2012,,54,MORADABAD,5458.06,3713.84,3,3,26-09-2012,189.53,66.98,--,256.51
03-10-2012,,55,MUZAFFARNAGAR,2196.81,1444.18,3,3,26-09-2012,37.31,10.18,--,47.49
03-10-2012,,56,PILIBHIT,3171.52,2061.36,3,2,26-09-2012,77.41,23.83,0.07,101.31
03-10-2012,,57,PRATAPGARH,3635.17,2275.59,3,2,26-09-2012,38.3,17.72,--,56.02
03-10-2012,,58,RAE BARELI,7735.21,5126.97,3,2,26-09-2012,227.63,178.21,0.15,405.99
03-10-2012,,59,RAMPUR,3341.36,2265.86,3,3,26-09-2012,334.22,97.27,0.03,431.52
03-10-2012,,60,SAHARANPUR,2292.46,1516.63,3,3,26-09-2012,32.75,18.9,0.01,51.66
03-10-2012,,61,SANT KABIR NAGAR,4378.6,2876.3,3,1,26-09-2012,182,80.29,0.03,262.32
03-10-2012,,62,SANT RAVIDAS NAGAR( BHADOHI),2872.39,1879.24,3,1,26-09-2012,157.32,75.51,0.02,232.85
03-10-2012,,63,SHAHJAHANPUR,5947.11,3825.48,3,1,26-09-2012,102.22,39.82,--,142.04
03-10-2012,,64,SHRAVASTI,3109.54,1995.27,3,3,26-09-2012,118.69,42.45,0.37,161.51
03-10-2012,,65,SIDDHARTHNAGAR,4938.48,3239.9,3,2,26-09-2012,165.27,50.73,0.01,216.01
03-10-2012,,66,SITAPUR,11644.27,7685.86,3,2,26-09-2012,284.51,271.3,0.03,555.84
03-10-2012,,67,SONBHADRA,4506.21,2936.97,3,4,26-09-2012,10.75,22.81,--,33.56
03-10-2012,,68,SULTANPUR,5008.02,3219.63,3,3,26-09-2012,109,51.25,0.01,160.26
03-10-2012,,69,UNNAO,6824.72,4388.8,3,4,26-09-2012,93.28,82.34,0.03,175.65
03-10-2012,,70,VARANASI,4642.4,3122.51,3,3,26-09-2012,123.12,40.77,0.01,163.9
03-10-2012,,70,Total,291765.59,190236.62,,,,8587.55,4290.62,17.59,12895.76
03-10-2012,,1,ALMORA,1686.87,1126.2,2,2,24-07-2012,114.52,54.16,0.08,168.76
03-10-2012,,2,BAGESHWAR,707.08,469.84,3,3,24-07-2012,28.04,16.16,0.16,44.36
03-10-2012,,3,CHAMOLI,798.93,530.03,3,1,24-07-2012,35.43,12.56,0.65,48.64
03-10-2012,,4,CHAMPAWAT,806.06,539.24,2,3,24-07-2012,66.31,21.7,0.15,88.16
03-10-2012,,5,DEHRADUN,1607.05,1047.66,2,4,24-07-2012,84.72,25.84,10.54,121.1
03-10-2012,,6,HARIDWAR,1163.5,758.07,3,3,24-07-2012,49.83,28.6,0.13,78.56
03-10-2012,,7,NAINITAL,503.61,332.61,2,4,24-07-2012,17.31,8.52,0.12,25.95
03-10-2012,,8,PAURI(GARHWAL),2054.88,1367.18,2,2,24-07-2012,101.45,29.13,0.16,130.74
03-10-2012,,9,PITHORAGARH,1497.02,1001.69,1,3,24-07-2012,95.32,50.88,3.07,149.27
03-10-2012,,10,RUDRAPRAYAG,454.34,299.26,3,1,24-07-2012,18.84,6.25,0.01,25.1
03-10-2012,,11,TEHRI GARHWAL,1776.62,1178.66,3,1,24-07-2012,87.47,23.35,0.03,110.85
03-10-2012,,12,UDHAM SINGH NAGAR,1174.09,773.22,2,2,24-07-2012,117,32.17,11.64,160.81
03-10-2012,,13,UTTARKASHI,861.02,569.46,2,3,24-07-2012,78.95,39.14,0.59,118.68
03-10-2012,,13,Total,15091.07,9993.12,,,,895.19,348.46,27.33,1270.98
03-10-2012,,1,BANKURA,7326.54,4901.8,3,1,27-08-2012,364.16,330.44,45.6,740.2
03-10-2012,,2,BARDHAMAN,13424.29,8205.96,3,2,27-08-2012,514.84,449.55,44.6,1008.99
03-10-2012,,3,BIRBHUM,11309.96,7325.23,3,1,27-08-2012,477.27,373.51,35.35,886.13
03-10-2012,,4,COOCH BEHAR,8658.03,5551.7,3,4,27-08-2012,153.93,451.5,1.96,607.39
03-10-2012,,5,DAKSHIN DINAJPUR,5329.51,3458.9,2,3,27-08-2012,362.27,325.38,76.55,764.2
03-10-2012,,6,DARJEELING,3202.65,2235.62,2,2,27-08-2012,147.48,61.18,20.89,229.55
03-10-2012,,7,HOOGHLY,5835.44,3631.12,4,1,27-08-2012,204.44,150.03,11.95,366.42
03-10-2012,,8,JALPAIGURI,10814.88,6998.97,3,1,27-08-2012,477.63,855.14,186.36,1519.13
03-10-2012,,9,MALDA,15189.16,9893.47,3,1,27-08-2012,850.84,280.68,47.42,1178.94
03-10-2012,,10,MIDNAPUR EAST,6811.5,4384.63,3,3,27-08-2012,370.75,122,24.99,517.74
03-10-2012,,11,MIDNAPUR WEST,8411.4,5367,2,4,27-08-2012,309.04,100.59,21.43,431.06
03-10-2012,,12,MURSHIDABAD,22017.46,14183.32,3,1,27-08-2012,1207.82,243.32,11.55,1462.69
03-10-2012,,13,NADIA,7119.11,4292.46,3,4,27-08-2012,321.37,254.82,9.19,585.38
03-10-2012,,14,NORTH 24 PARAGANAS,10808.93,6844.5,3,1,27-08-2012,529.04,388.57,21.37,938.98
03-10-2012,,15,PURULIA,10065.74,6753.47,2,2,27-08-2012,613.85,240.51,106.3,960.66
03-10-2012,,16,SILIGURI,1956.56,1270.57,2,4,27-08-2012,178.65,71.72,25.06,275.43
03-10-2012,,17,SOUTH 24 PARAGANAS,12949.75,8294.08,3,3,27-08-2012,900.13,876.87,13.49,1790.49
03-10-2012,,18,UTTAR DINAJPUR,8682.88,5535.36,2,2,27-08-2012,593.53,428.91,33.5,1055.94
03-10-2012,,18,Total,169913.79,109128.16,,,,8577.04,6004.72,737.56,15319.32
10-12-2012,ANDHRA PRADESH,1,ADILABAD,7845.08,5210.61,2,4,17-05-2012,680.66,301.6,134.12,1116.38
10-12-2012,ANDHRA PRADESH,2,CHITTOOR,7680.84,5036.09,3,2,17-05-2012,350.64,151.53,10.83,513
10-12-2012,ANDHRA PRADESH,3,EAST GODAVARI,9690.38,6324.81,4,1,17-05-2012,223.12,89.4,8.61,321.13
10-12-2012,ANDHRA PRADESH,4,GUNTUR,12563.94,6298.09,3,2,17-05-2012,932.09,412.56,41.15,1385.8
10-12-2012,ANDHRA PRADESH,5,KARIMNAGAR,10849.48,7165.48,3,3,17-05-2012,489.36,196.34,11.19,696.89
10-12-2012,ANDHRA PRADESH,6,KHAMMAM,5033.95,3296.76,3,4,17-05-2012,90.8,36.96,26.51,154.27
10-12-2012,ANDHRA PRADESH,7,KRISHNA,9115.68,5977.79,2,4,17-05-2012,829.83,381.55,21.29,1232.67
10-12-2012,ANDHRA PRADESH,8,KURNOOL,10196.49,6720.35,3,1,17-05-2012,1080.28,393.71,17.74,1491.73
10-12-2012,ANDHRA PRADESH,9,MAHBUBNAGAR,12463.21,8267.19,3,3,17-05-2012,906.04,330.53,62.63,1299.2
10-12-2012,ANDHRA PRADESH,10,MEDAK,9398.96,6237.97,3,1,17-05-2012,934.51,350.59,41.81,1326.91
10-12-2012,ANDHRA PRADESH,11,NALGONDA,4057.62,2623.6,3,3,17-05-2012,63.21,24.5,6.03,93.74
10-12-2012,ANDHRA PRADESH,12,NELLORE,6774.39,4452.2,2,3,17-05-2012,433.97,253.66,41.2,728.83
10-12-2012,ANDHRA PRADESH,13,NIZAMABAD,3563.44,2292.61,3,1,17-05-2012,73.66,23.4,4.74,101.8
10-12-2012,ANDHRA PRADESH,14,PRAKASAM,11629.2,7674.58,3,1,17-05-2012,1054.77,518.72,34.04,1607.53
10-12-2012,ANDHRA PRADESH,15,RANGAREDDI,5820.64,3846.08,3,2,17-05-2012,266.34,114.22,16.07,396.63
10-12-2012,ANDHRA PRADESH,16,SRIKAKULAM,11000.93,7286.19,2,4,17-05-2012,782.75,119.16,34.14,936.05
10-12-2012,ANDHRA PRADESH,17,VISAKHAPATNAM,7601.64,5006.22,2,4,17-05-2012,608.25,78.89,102.32,789.46
10-12-2012,ANDHRA PRADESH,18,WEST GODAVARI,9050.9,5877.01,3,4,17-05-2012,572.67,244.61,13.39,830.67
10-12-2012,ANDHRA PRADESH,18,Total,154336.77,99593.63,,,,10372.95,4021.93,627.81,15022.69
10-12-2012,ARUNACHAL PRADESH,1,DIBANG VALLEY,90.02,63.88,1,4,28-08-2012,1.8,0.3,1.43,3.53
10-12-2012,ARUNACHAL PRADESH,2,EAST KAMENG,440.35,306.8,1,4,28-08-2012,9.78,--,38.67,48.45
10-12-2012,ARUNACHAL PRADESH,3,EAST SIANG,457.78,311.35,2,1,28-08-2012,16.72,0.14,38.89,55.75
10-12-2012,ARUNACHAL PRADESH,4,LOHIT,354.99,243.65,2,1,28-08-2012,3.23,0.6,1.91,5.74
10-12-2012,ARUNACHAL PRADESH,5,LOWER DIBANG VALLEY,112.32,78.68,1,4,28-08-2012,3.45,0.4,2.73,6.58
10-12-2012,ARUNACHAL PRADESH,6,TAWANG,321.84,224.27,1,4,28-08-2012,8.64,0.5,27.04,36.18
10-12-2012,ARUNACHAL PRADESH,7,TIRAP,403.07,280.89,1,4,28-08-2012,9.37,0.1,36.07,45.54
10-12-2012,ARUNACHAL PRADESH,8,UPPER SUBANSIRI,467.27,323.21,2,1,28-08-2012,2.96,--,13.99,16.95
10-12-2012,ARUNACHAL PRADESH,9,WEST KAMENG,387.3,269.67,2,2,28-08-2012,4.47,0.5,3.46,8.43
10-12-2012,ARUNACHAL PRADESH,9,Total,3034.94,2102.4,,,,60.42,2.54,164.19,227.15
10-12-2012,ASSAM,1,BAGSHA,3930.13,2769.19,2,2,24-08-2012,92.5,10.81,19.1,122.41
10-12-2012,ASSAM,2,DIBRUGARH,3021.96,2136.12,2,2,24-08-2012,65.45,3.1,5.26,73.81
10-12-2012,ASSAM,3,GOALPARA,2837.73,2002.27,2,3,24-08-2012,54.37,3.48,10.12,67.97
10-12-2012,ASSAM,4,GOLAGHAT,3133.34,2179.53,3,1,24-08-2012,67.81,5.27,7.34,80.42
10-12-2012,ASSAM,5,HAILAKANDI,1737.93,1215.24,2,4,24-08-2012,27.5,4.24,0.04,31.78
10-12-2012,ASSAM,6,JORHAT,3071.84,2172.7,1,4,24-08-2012,353.7,44.61,57.52,455.83
10-12-2012,ASSAM,7,KAMRUP,3018.34,2129.06,2,2,24-08-2012,49.33,5.39,7.23,61.95
10-12-2012,ASSAM,8,KARIMGANJ,2672.51,1865.25,2,3,24-08-2012,64.68,11.9,0.18,76.76
10-12-2012,ASSAM,9,KOKRAJHAR,2979.14,2075.89,2,3,24-08-2012,44.84,2.32,20.31,67.47
10-12-2012,ASSAM,10,LAKHIMPUR,3024.58,2138.81,2,2,24-08-2012,28.88,4.08,9.07,42.03
10-12-2012,ASSAM,11,MARIGAON,1802.88,1249.95,2,3,24-08-2012,10.51,2.28,2.02,14.81
10-12-2012,ASSAM,12,NALBARI,3139.74,2195.41,1,4,24-08-2012,330.48,38.62,68.23,437.33
10-12-2012,ASSAM,13,SIBSAGAR,3209.83,2259.72,2,2,24-08-2012,77.3,3.06,3.03,83.39
10-12-2012,ASSAM,14,SONITPUR,4851,3387.94,2,4,24-08-2012,163.08,12.03,21.72,196.83
10-12-2012,ASSAM,15,TINSUKIA,2840.31,1984.83,2,2,24-08-2012,348.35,9.97,22.97,381.29
10-12-2012,ASSAM,16,UDALGURI,4038.66,2841.7,1,4,24-08-2012,436.88,51.05,90.2,578.13
10-12-2012,ASSAM,16,Total,49309.92,34603.61,,,,2215.66,212.21,344.34,2772.21
10-12-2012,BIHAR,1,ARARIA,4630.29,3129.75,2,2,31-05-2012,415.66,100.89,4.14,520.69
10-12-2012,BIHAR,2,ARWAL,2565.43,1738.33,2,2,31-05-2012,164.61,60.57,0.1,225.28
10-12-2012,BIHAR,3,AURANGABAD,7219.24,4914.68,2,2,31-05-2012,547.5,284.67,0.34,832.51
10-12-2012,BIHAR,4,BANKA,4127.69,2814.26,2,1,31-05-2012,343.23,75.09,11.49,429.81
10-12-2012,BIHAR,5,BEGUSARAI,7272.2,4860.75,2,2,31-05-2012,656.49,170.6,0.24,827.33
10-12-2012,BIHAR,6,BHAGALPUR,7537.71,5096.06,2,4,31-05-2012,465.26,87.48,8.49,561.23
10-12-2012,BIHAR,7,BHOJPUR,8121.9,5485.61,2,3,31-05-2012,568.63,167.3,1.5,737.43
10-12-2012,BIHAR,8,BUXAR,4307.11,2913.81,2,2,31-05-2012,352.97,91.74,1.23,445.94
10-12-2012,BIHAR,9,DARBHANGA,16395.84,11001.64,2,1,31-05-2012,1364.31,391.78,0.18,1756.27
10-12-2012,BIHAR,10,GAYA,14167.89,9534.99,2,1,31-05-2012,798.03,666.22,0.61,1464.86
