Date,State_Name,SL_No,District_Name,SancAmt_Total,SancAmt_Center_Share,ReleaseAmt_Instal_No,ReleaseAmt_Instal_Part,ReleaseAmt_Date,ReleaseAmt_General,ReleaseAmt_SC,ReleaseAmt_ST,ReleaseAmt_Total
2/18/2013,WEST BENGAL,13,NADIA,7119.11,4292.46,3,4,27-08-2012,321.37,254.82,9.19,585.38
2/18/2013,WEST BENGAL,14,NORTH 24 PARAGANAS,10808.93,6844.5,3,1,27-08-2012,529.04,388.57,21.37,938.98
2/18/2013,WEST BENGAL,15,PURULIA,10065.74,6753.47,2,2,27-08-2012,613.85,240.51,106.3,960.66
2/18/2013,WEST BENGAL,16,SILIGURI,1956.56,1270.57,2,4,27-08-2012,178.65,71.72,25.06,275.43
2/18/2013,WEST BENGAL,17,SOUTH 24 PARAGANAS,12949.75,8294.08,3,3,27-08-2012,900.13,876.87,13.49,1790.49
2/18/2013,WEST BENGAL,18,UTTAR DINAJPUR,8682.88,5535.36,2,2,27-08-2012,593.53,428.91,33.5,1055.94
2/18/2013,WEST BENGAL,18,Total,169913.79,109128.16,,,,8577.04,6004.72,737.56,15319.32
3/1/2013,ANDHRA PRADESH,1,ADILABAD,7845.08,5210.61,2,4,17-05-2012,680.66,301.6,134.12,1116.38
3/1/2013,ANDHRA PRADESH,2,CHITTOOR,7680.84,5036.09,3,2,17-05-2012,350.64,151.53,10.83,513
3/1/2013,ANDHRA PRADESH,3,EAST GODAVARI,9690.38,6324.81,4,1,17-05-2012,223.12,89.4,8.61,321.13
3/1/2013,ANDHRA PRADESH,4,GUNTUR,12563.94,6298.09,3,2,17-05-2012,932.09,412.56,41.15,1385.8
3/1/2013,ANDHRA PRADESH,5,KARIMNAGAR,10849.48,7165.48,3,3,17-05-2012,489.36,196.34,11.19,696.89
3/1/2013,ANDHRA PRADESH,6,KHAMMAM,5033.95,3296.76,3,4,17-05-2012,90.8,36.96,26.51,154.27
3/1/2013,ANDHRA PRADESH,7,KRISHNA,9115.68,5977.79,2,4,17-05-2012,829.83,381.55,21.29,1232.67
3/1/2013,ANDHRA PRADESH,8,KURNOOL,10196.49,6720.35,3,1,17-05-2012,1080.28,393.71,17.74,1491.73
3/1/2013,ANDHRA PRADESH,9,MAHBUBNAGAR,12463.21,8267.19,3,3,17-05-2012,906.04,330.53,62.63,1299.2
3/1/2013,ANDHRA PRADESH,10,MEDAK,9398.96,6237.97,3,1,17-05-2012,934.51,350.59,41.81,1326.91
3/1/2013,ANDHRA PRADESH,11,NALGONDA,4057.62,2623.6,3,3,17-05-2012,63.21,24.5,6.03,93.74
3/1/2013,ANDHRA PRADESH,12,NELLORE,6774.39,4452.2,2,3,17-05-2012,433.97,253.66,41.2,728.83
3/1/2013,ANDHRA PRADESH,13,NIZAMABAD,3563.44,2292.61,3,1,17-05-2012,73.66,23.4,4.74,101.8
3/1/2013,ANDHRA PRADESH,14,PRAKASAM,11629.2,7674.58,3,1,17-05-2012,1054.77,518.72,34.04,1607.53
3/1/2013,ANDHRA PRADESH,15,RANGAREDDI,5820.64,3846.08,3,2,17-05-2012,266.34,114.22,16.07,396.63
3/1/2013,ANDHRA PRADESH,16,SRIKAKULAM,11000.93,7286.19,2,4,17-05-2012,782.75,119.16,34.14,936.05
3/1/2013,ANDHRA PRADESH,17,VISAKHAPATNAM,7601.64,5006.22,2,4,17-05-2012,608.25,78.89,102.32,789.46
3/1/2013,ANDHRA PRADESH,18,WEST GODAVARI,9050.9,5877.01,3,4,17-05-2012,572.67,244.61,13.39,830.67
3/1/2013,ANDHRA PRADESH,18,Total,154336.77,99593.63,,,,10372.95,4021.93,627.81,15022.69
3/1/2013,ARUNACHAL PRADESH,1,DIBANG VALLEY,90.02,63.88,1,4,28-08-2012,1.8,0.3,1.43,3.53
3/1/2013,ARUNACHAL PRADESH,2,EAST KAMENG,440.35,306.8,1,4,28-08-2012,9.78,--,38.67,48.45
3/1/2013,ARUNACHAL PRADESH,3,EAST SIANG,457.78,311.35,2,1,28-08-2012,16.72,0.14,38.89,55.75
3/1/2013,ARUNACHAL PRADESH,4,LOHIT,354.99,243.65,2,1,28-08-2012,3.23,0.6,1.91,5.74
3/1/2013,ARUNACHAL PRADESH,5,LOWER DIBANG VALLEY,112.32,78.68,1,4,28-08-2012,3.45,0.4,2.73,6.58
3/1/2013,ARUNACHAL PRADESH,6,TAWANG,321.84,224.27,1,4,28-08-2012,8.64,0.5,27.04,36.18
3/1/2013,ARUNACHAL PRADESH,7,TIRAP,403.07,280.89,1,4,28-08-2012,9.37,0.1,36.07,45.54
3/1/2013,ARUNACHAL PRADESH,8,UPPER SUBANSIRI,467.27,323.21,2,1,28-08-2012,2.96,--,13.99,16.95
3/1/2013,ARUNACHAL PRADESH,9,WEST KAMENG,387.3,269.67,2,2,28-08-2012,4.47,0.5,3.46,8.43
3/1/2013,ARUNACHAL PRADESH,9,Total,3034.94,2102.4,,,,60.42,2.54,164.19,227.15
3/1/2013,BIHAR,1,ARARIA,4630.29,3129.75,2,2,31-05-2012,415.66,100.89,4.14,520.69
3/1/2013,BIHAR,,,,,2,3,29-01-2013,139.41,33.84,1.39,174.64
3/1/2013,BIHAR,2,ARWAL,2565.43,1738.33,2,2,31-05-2012,164.61,60.57,0.1,225.28
3/1/2013,BIHAR,,,,,2,3,29-01-2013,55.21,20.31,0.05,75.57
3/1/2013,BIHAR,3,AURANGABAD,7219.24,4914.68,2,2,31-05-2012,547.5,284.67,0.34,832.51
3/1/2013,BIHAR,,,,,2,3,29-01-2013,183.64,95.48,0.11,279.23
3/1/2013,BIHAR,4,BANKA,4127.69,2814.26,2,1,31-05-2012,343.23,75.09,11.49,429.81
3/1/2013,BIHAR,,,,,2,2,29-01-2013,115.12,25.19,3.85,144.16
3/1/2013,BIHAR,5,BEGUSARAI,7272.2,4860.75,2,2,31-05-2012,656.49,170.6,0.24,827.33
3/1/2013,BIHAR,,,,,2,3,29-01-2013,220.19,57.22,0.08,277.49
3/1/2013,BIHAR,6,BHAGALPUR,7537.71,5096.06,2,4,31-05-2012,465.26,87.48,8.49,561.23
3/1/2013,BIHAR,,,,,3,1,29-01-2013,156.05,29.34,2.85,188.24
3/1/2013,BIHAR,7,BHOJPUR,8121.9,5485.61,2,3,31-05-2012,568.63,167.3,1.5,737.43
3/1/2013,BIHAR,,,,,2,4,29-01-2013,190.72,56.11,0.5,247.33
3/1/2013,BIHAR,8,BUXAR,4307.11,2913.81,2,2,31-05-2012,352.97,91.74,1.23,445.94
3/1/2013,BIHAR,,,,,2,3,29-01-2013,118.39,30.77,0.41,149.57
3/1/2013,BIHAR,9,DARBHANGA,16395.84,11001.64,2,1,31-05-2012,1364.31,391.78,0.18,1756.27
3/1/2013,BIHAR,,,,,2,2,29-01-2013,437.6,131.4,0.06,569.06
3/1/2013,BIHAR,10,GAYA,14167.89,9534.99,2,1,31-05-2012,798.03,666.22,0.61,1464.86
3/1/2013,BIHAR,,,,,2,2,29-01-2013,267.66,203.45,0.2,471.31
3/1/2013,BIHAR,11,GOPALGANJ,7334.04,4959.89,2,4,31-05-2012,551.32,117.72,1.08,670.12
3/1/2013,BIHAR,,,,,3,1,29-01-2013,184.92,39.48,0.36,224.76
3/1/2013,BIHAR,12,JAMUI,5779.45,3907.68,2,1,31-05-2012,472.28,161.78,18.7,652.76
3/1/2013,BIHAR,,,,,2,2,29-01-2013,158.41,54.26,6.27,218.94
3/1/2013,BIHAR,13,JEHANABAD,2847.71,1938.98,2,3,31-05-2012,178.94,65.84,0.11,244.89
3/1/2013,BIHAR,,,,,2,4,29-01-2013,60.02,22.08,0.05,82.15
3/1/2013,BIHAR,14,KAIMUR(BHABUA),4138.38,2800.15,2,3,31-05-2012,231,109.38,5.31,345.69
3/1/2013,BIHAR,,,,,2,4,29-01-2013,77.48,36.69,1.78,115.95
3/1/2013,BIHAR,15,KATIHAR,9951.14,6644.42,2,2,31-05-2012,1071.92,150.64,44.03,1266.59
3/1/2013,BIHAR,,,,,2,3,29-01-2013,349.53,50.53,14.77,414.83
3/1/2013,BIHAR,16,KHAGARIA,6200.88,4186.01,2,4,31-05-2012,390.79,103.05,0.06,493.9
3/1/2013,BIHAR,,,,,3,1,29-01-2013,131.07,34.57,0.04,165.68
3/1/2013,BIHAR,17,LAKHISARAI,3873.52,2606.26,2,4,31-05-2012,216.51,65.69,1.29,283.49
3/1/2013,BIHAR,,,,,3,1,29-01-2013,72.62,22.03,0.43,95.08
3/1/2013,BIHAR,18,MADHEPURA,6079.8,4102.27,2,4,31-05-2012,629.71,202.38,2.9,834.99
3/1/2013,BIHAR,,,,,3,1,29-01-2013,211.21,67.88,0.97,280.06
3/1/2013,BIHAR,19,MADHUBANI,4307.83,2924.08,2,3,31-05-2012,240.31,56.56,0.06,296.93
3/1/2013,BIHAR,,,,,2,4,29-01-2013,150,38.97,0.02,188.99
3/1/2013,BIHAR,20,MUNGER,4328.34,2930.99,2,1,31-05-2012,414.6,108.92,5.8,529.32
3/1/2013,BIHAR,,,,,2,2,29-01-2013,139.06,36.53,1.95,177.54
3/1/2013,BIHAR,21,MUZAFFARPUR,12397.69,8249.19,2,2,31-05-2012,905.71,272.36,0.57,1178.64
3/1/2013,BIHAR,,,,,2,3,29-01-2013,303.78,91.35,0.19,395.32
3/1/2013,BIHAR,22,NALANDA,8291.48,5641.43,2,1,31-05-2012,634.19,273.08,0.19,907.46
3/1/2013,BIHAR,,,,,2,2,29-01-2013,212.71,91.59,0.06,304.36
3/1/2013,BIHAR,23,NAWADA,8281.04,5596.7,2,2,31-05-2012,522.78,284.9,0.56,808.24
3/1/2013,BIHAR,,,,,2,3,29-01-2013,175.35,95.56,0.19,271.1
3/1/2013,BIHAR,24,PASHCHIM CHAMPARAN,10631.22,7171.33,2,4,31-05-2012,702.89,188.77,7.93,899.59
3/1/2013,BIHAR,,,,,3,1,29-01-2013,235.75,63.31,2.66,301.72
3/1/2013,BIHAR,25,PATNA,11231.64,7578.82,3,1,31-05-2012,1108.14,419.51,0.61,1528.26
3/1/2013,BIHAR,,,,,3,2,29-01-2013,371.68,140.71,0.2,512.59
3/1/2013,BIHAR,26,PURBA CHAMPARAN,14276.55,9661.14,2,2,31-05-2012,1267.87,293.85,1.07,1562.79
3/1/2013,BIHAR,,,,,2,3,29-01-2013,415.25,98.56,0.36,514.17
3/1/2013,BIHAR,27,PURNIA,7906.83,5346.65,3,1,31-05-2012,863.84,190.51,26.69,1081.04
3/1/2013,BIHAR,,,,,3,2,29-01-2013,289.74,63.9,8.95,362.59
3/1/2013,BIHAR,28,SAHARSA,4626.7,3124.67,2,4,31-05-2012,472.5,145.24,1.04,618.78
3/1/2013,BIHAR,,,,,3,1,29-01-2013,158.48,48.72,0.35,207.55
3/1/2013,BIHAR,29,SAMASTIPUR,16274.76,10977.32,2,1,31-05-2012,1331.03,471.06,0.88,1802.97
3/1/2013,BIHAR,,,,,2,2,29-01-2013,427.04,158,0.29,585.33
3/1/2013,BIHAR,30,SARAN,9567.69,6509.42,2,4,31-05-2012,1093.87,224.62,1.46,1319.95
3/1/2013,BIHAR,,,,,3,1,29-01-2013,356.89,75.34,0.49,432.72
3/1/2013,BIHAR,31,SASARAM(ROHTAS),8409.6,5626.82,2,3,31-05-2012,500.32,190.09,4.25,694.66
3/1/2013,BIHAR,,,,,2,4,29-01-2013,167.81,63.76,1.42,232.99
3/1/2013,BIHAR,32,SHEIKHPURA,2431.4,1655.25,2,4,31-05-2012,224.23,91.42,0.03,315.68
3/1/2013,BIHAR,,,,,3,1,29-01-2013,75.21,30.66,0.01,105.88
3/1/2013,BIHAR,33,SHEOHAR,2628.12,1769.25,2,2,31-05-2012,175.05,44.08,0.01,219.14
3/1/2013,BIHAR,,,,,2,3,29-01-2013,58.71,14.78,0.01,73.5
3/1/2013,BIHAR,34,SITAMARHI,14638.66,9882.78,2,1,31-05-2012,832.38,166.8,0.37,999.55
3/1/2013,BIHAR,,,,,2,2,29-01-2013,279.18,55.94,0.12,335.24
3/1/2013,BIHAR,35,SIWAN,10940.13,7369.19,2,2,31-05-2012,830.87,163,2.77,996.64
3/1/2013,BIHAR,,,,,2,3,29-01-2013,278.68,54.67,0.93,334.28
3/1/2013,BIHAR,36,SUPAUL,7611.1,5138.02,2,2,31-05-2012,597.69,162.71,1.33,761.73
3/1/2013,BIHAR,,,,,2,3,29-01-2013,200.47,54.57,0.45,255.49
3/1/2013,BIHAR,37,VAISHALI,7275.82,4841.58,2,4,31-05-2012,494.52,204.45,0.44,699.41
3/1/2013,BIHAR,,,,,3,1,29-01-2013,165.87,68.57,0.15,234.59
3/1/2013,BIHAR,37,Total,288606.82,194630.17,,,,30222.86,9380.87,210.83,39814.56
3/1/2013,HIMACHAL PRADESH,1,BILASPUR,1157.15,793.98,2,3,27-08-2012,96.96,56.18,2.41,155.55
3/1/2013,HIMACHAL PRADESH,2,CHAMBA,2367.96,1360.06,2,3,27-08-2012,124.16,61.9,32.91,218.97
3/1/2013,HIMACHAL PRADESH,3,HAMIRPUR,1281.89,888.67,2,3,27-08-2012,89.38,46.34,--,135.72
3/1/2013,HIMACHAL PRADESH,4,KANGRA,4345.77,3087.38,2,3,27-08-2012,212.25,89.64,0.18,302.07
3/1/2013,HIMACHAL PRADESH,5,KULLU,1145.97,776.61,2,4,27-08-2012,61.04,43.79,1.57,106.4
3/1/2013,HIMACHAL PRADESH,6,MANDI,2287.1,1359.93,3,1,27-08-2012,24.77,17.76,0.29,42.82
3/1/2013,HIMACHAL PRADESH,7,SHIMLA,1864.86,1293.65,3,1,27-08-2012,39.86,27.73,0.14,67.73
3/1/2013,HIMACHAL PRADESH,8,SIRMAUR,2707.19,1875.3,3,1,27-08-2012,221.29,170.13,3.08,394.5
3/1/2013,HIMACHAL PRADESH,9,SOLAN,1265.26,845.41,2,4,27-08-2012,89.38,69.44,0.69,159.51
3/1/2013,HIMACHAL PRADESH,10,UNA,754.28,526.3,2,1,27-08-2012,57.02,26.67,--,83.69
3/1/2013,HIMACHAL PRADESH,10,Total,19177.43,12807.29,,,,1016.11,609.58,41.27,1666.96
3/1/2013,JAMMU & KASHMIR,1,ANANTNAG,3493.37,2440.13,2,2,14-06-2012,213.07,0.02,12.54,225.63
3/1/2013,JAMMU & KASHMIR,2,BANDIPORA,962.47,670.15,1,3,14-06-2012,137.65,0.06,6.83,144.54
3/1/2013,JAMMU & KASHMIR,3,BARAMULLA,3299.59,2327.66,1,4,14-06-2012,291.58,0.13,14.47,306.18
3/1/2013,JAMMU & KASHMIR,4,BUDGAM,2463.41,1733.42,1,4,14-06-2012,228.97,0.05,3.31,232.33
3/1/2013,JAMMU & KASHMIR,5,DODA,4129.34,2917,2,3,14-06-2012,221.54,37.17,18.92,277.63
3/1/2013,JAMMU & KASHMIR,6,JAMMU,3159.33,2207.31,2,2,14-06-2012,115.42,108.1,5.51,229.03
3/1/2013,JAMMU & KASHMIR,7,KARGIL,1246.2,859.82,1,4,14-06-2012,93.02,0.21,90.99,184.22
3/1/2013,JAMMU & KASHMIR,8,KATHUA,1392.82,975.68,2,3,14-06-2012,126.27,64.55,7.77,198.59
3/1/2013,JAMMU & KASHMIR,9,KUPWARA,2923.92,2049.74,2,1,14-06-2012,203.66,0.03,9.64,213.33
3/1/2013,JAMMU & KASHMIR,10,LEH (LADAKH),849.48,551.34,2,2,14-06-2012,26.57,0.15,25.18,51.9
3/1/2013,JAMMU & KASHMIR,11,POONCH,2111.59,1462.47,2,2,14-06-2012,125.68,0.37,38.63,164.68
3/1/2013,JAMMU & KASHMIR,12,PULWAMA,2187.01,1526.8,1,3,14-06-2012,291.99,0.02,6.07,298.08
3/1/2013,JAMMU & KASHMIR,13,RAJAURI,1921.22,1338.65,2,3,14-06-2012,110.02,18.18,31.02,159.22
3/1/2013,JAMMU & KASHMIR,14,RAMBAN,1346.71,929.89,1,2,14-06-2012,80.44,13.5,6.87,100.81
3/1/2013,JAMMU & KASHMIR,15,REASI,1553.66,1081.75,1,3,14-06-2012,146.65,67.13,22.58,236.36
3/1/2013,JAMMU & KASHMIR,16,SHOPIAN,682.3,472.07,1,3,14-06-2012,100.75,0.01,2.09,102.85
3/1/2013,JAMMU & KASHMIR,17,SRINAGAR,964.02,673.02,2,1,14-06-2012,113.61,0.02,11.99,125.62
3/1/2013,JAMMU & KASHMIR,18,UDHAMPUR,2903.32,2038.97,2,1,14-06-2012,161.32,73.85,24.84,260.01
3/1/2013,JAMMU & KASHMIR,18,Total,37589.76,26255.87,,,,2788.21,383.55,339.25,3511.01
3/1/2013,JHARKHAND,1,CHATRA,3978.16,2661.34,2,2,17-05-2012,174.22,156.3,7.54,338.06
3/1/2013,JHARKHAND,2,DEOGHAR,2228.74,1444.93,3,1,17-05-2012,73.27,18.5,7.63,99.4
3/1/2013,JHARKHAND,3,DUMKA,5592.6,3530,3,2,17-05-2012,280.87,41.63,98.62,421.12
3/1/2013,JHARKHAND,4,GARHWA,3784.05,2528.86,3,1,17-05-2012,205.23,121.69,31.44,358.36
3/1/2013,JHARKHAND,5,LATEHAR,3543.85,2373.11,2,4,17-05-2012,180.37,128.9,37.84,347.11
3/1/2013,JHARKHAND,6,LOHARDAGA,869.92,577.02,3,2,17-05-2012,4.31,0.34,2.33,6.98
3/1/2013,JHARKHAND,7,PAKUR,2527.91,1695.61,3,2,17-05-2012,71.2,4.47,26.35,102.02
3/1/2013,JHARKHAND,8,PALAMU,3577.28,2382.22,3,1,17-05-2012,170.5,121.84,35.77,328.11
3/1/2013,JHARKHAND,9,PASCHIM SINGHBHUM,6427.06,4303.83,2,4,17-05-2012,575.25,57.23,316.24,948.72
3/1/2013,JHARKHAND,10,PURBI SINGHBHUM,2618.39,1746.17,2,4,17-05-2012,10.1,0.91,4.14,15.15
3/1/2013,JHARKHAND,11,RANCHI,8346.42,5682.84,2,4,17-05-2012,517.03,57,240.75,814.78
3/1/2013,JHARKHAND,12,SAHIBGANJ,4031.6,2697.09,3,1,17-05-2012,307.28,32.79,73.43,413.5
3/1/2013,JHARKHAND,12,Total,47525.98,31623.02,,,,2569.63,741.6,882.08,4193.31
3/1/2013,KARNATAKA,1,BAGALKOT,2742.49,1805.71,3,1,29-06-2012,178.71,56.06,8.06,242.83
3/1/2013,KARNATAKA,2,BANGALORE RURAL,2229.57,1587.61,2,4,29-06-2012,22.72,10.37,0.69,33.78
3/1/2013,KARNATAKA,3,BANGALORE URBAN,2436.51,1602.35,2,2,29-06-2012,116.58,63.61,2.35,182.54
3/1/2013,KARNATAKA,4,BELGAUM,7526.43,4897.97,3,1,29-06-2012,445.73,89.4,20.44,555.57
3/1/2013,KARNATAKA,5,BELLARY,3565.21,2362.11,3,1,29-06-2012,216.96,104.52,43.01,364.49
3/1/2013,KARNATAKA,6,BIDAR,3122.13,2112.17,2,4,29-06-2012,287.03,147.42,38.5,472.95
3/1/2013,KARNATAKA,7,BIJAPUR,5553.91,3713.75,2,2,29-06-2012,325.25,126.41,4.81,456.47
3/1/2013,KARNATAKA,8,CHICKMAGALUR,2447.33,1579.36,3,1,29-06-2012,137.01,63.43,4.6,205.04
3/1/2013,KARNATAKA,9,CHITRADURGA,3045.66,2022.87,3,1,29-06-2012,153.31,90.03,28.59,271.93
3/1/2013,KARNATAKA,10,DAVANGERE,4632.24,3040.06,3,1,29-06-2012,184.06,92.72,23.42,300.2
3/1/2013,KARNATAKA,11,DHARWAD,1894.74,1284.34,3,1,29-06-2012,149.82,18.44,5.9,174.16
3/1/2013,KARNATAKA,12,GADAG,2072.7,1120.68,2,4,29-06-2012,112.63,34.57,6.19,153.39
3/1/2013,KARNATAKA,13,GULBARGA,9825.09,6459.55,2,2,29-06-2012,424.66,240.3,22.49,687.45
3/1/2013,KARNATAKA,14,HASSAN,2568.92,1700.64,3,1,29-06-2012,83.36,31.54,1.1,116
3/1/2013,KARNATAKA,15,HAVERI,3749.61,2495.35,3,1,29-06-2012,287.99,71.14,21.41,380.54
3/1/2013,KARNATAKA,16,KODAGU,1541.07,1025.86,3,1,29-06-2012,158.44,35.97,10.78,205.19
3/1/2013,KARNATAKA,17,KOLAR,1946.48,1388.58,2,4,29-06-2012,52.57,37.34,5.24,95.15
3/1/2013,KARNATAKA,18,KOPPAL,2610.56,1518.43,2,3,29-06-2012,123.82,39.09,12.53,175.44
3/1/2013,KARNATAKA,19,MANDYA,5692.09,3103.45,2,4,29-06-2012,496,121.76,3.13,620.89
3/1/2013,KARNATAKA,20,MANGALORE(DAKSHINA KANNADA),1660.4,1076.85,3,2,29-06-2012,1.37,0.19,0.04,1.6
3/1/2013,KARNATAKA,21,MYSORE,5486.65,3546.31,2,4,29-06-2012,505.12,235.44,59.93,800.49
3/1/2013,KARNATAKA,22,RAMANAGARA,1966.83,1290.3,1,3,29-06-2012,186.57,85.21,5.66,277.44
3/1/2013,KARNATAKA,23,SHIMOGA,2626.03,1724.77,3,3,29-06-2012,51.94,18.89,1.63,72.46
3/1/2013,KARNATAKA,24,TUMKUR,8751.31,5640.49,2,2,29-06-2012,522.48,213.84,34.94,771.26
3/1/2013,KARNATAKA,25,UDUPI,1719.18,836.99,3,1,29-06-2012,37.43,3.66,0.92,42.01
3/1/2013,KARNATAKA,26,UTTAR KANNADA,5078.59,3245.11,3,1,29-06-2012,614.89,71.06,7.55,693.5
3/1/2013,KARNATAKA,26,Total,96491.73,62181.66,,,,5876.45,2102.41,373.91,8352.77
3/1/2013,MADHYA PRADESH,1,ALIRAJPUR,1960.76,1347.87,2,1,17-05-2012,71.48,5.48,80.24,157.2
3/1/2013,MADHYA PRADESH,,,,,2,2,29-12-2012,71.48,5.48,80.24,157.2
3/1/2013,MADHYA PRADESH,2,ANUPPUR,1496.69,978.89,2,1,17-05-2012,67.64,10.8,33.81,112.25
3/1/2013,MADHYA PRADESH,,,,,2,2,29-12-2012,67.64,10.8,33.81,112.25
3/1/2013,MADHYA PRADESH,3,ASHOKNAGAR,2945.88,2000.51,2,1,17-05-2012,179.47,69.01,22.14,270.62
3/1/2013,MADHYA PRADESH,,,,,2,2,29-12-2012,179.47,69.01,22.14,270.62
3/1/2013,MADHYA PRADESH,4,BALAGHAT,6541.24,4358.39,3,1,17-05-2012,472.19,63.67,77.62,613.48
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,472.19,63.67,77.62,613.48
3/1/2013,MADHYA PRADESH,5,BARWANI,3586,2436.88,3,1,17-05-2012,76.41,11.83,64.11,152.35
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,76.41,11.83,64.11,152.35
3/1/2013,MADHYA PRADESH,6,BETUL,2058.81,1394.1,3,1,17-05-2012,65.95,13.67,27.81,107.43
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,65.95,13.67,27.81,107.43
3/1/2013,MADHYA PRADESH,7,BHIND,2802.57,1917.48,2,3,17-05-2012,145.27,65.67,0.23,211.17
3/1/2013,MADHYA PRADESH,,,,,2,4,29-12-2012,145.27,65.67,0.23,211.17
3/1/2013,MADHYA PRADESH,8,BHOPAL,905.92,614.17,2,4,17-05-2012,81.55,34.08,2.97,118.6
3/1/2013,MADHYA PRADESH,,,,,3,1,29-12-2012,81.55,34.08,2.97,118.6
3/1/2013,MADHYA PRADESH,9,BURHANPUR,1911.22,1263.09,2,4,17-05-2012,101.68,25.95,35.33,162.96
3/1/2013,MADHYA PRADESH,,,,,3,1,29-12-2012,101.68,25.95,35.33,162.96
3/1/2013,MADHYA PRADESH,10,CHHATARPUR,3953.76,2681.58,3,1,17-05-2012,185.9,102.76,6.91,295.57
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,185.9,102.76,6.91,295.57
3/1/2013,MADHYA PRADESH,11,CHHINDWARA,6143.57,4168.78,3,2,17-05-2012,360.08,86.25,137.44,583.77
3/1/2013,MADHYA PRADESH,,,,,3,3,29-12-2012,360.08,86.25,137.44,583.77
3/1/2013,MADHYA PRADESH,12,DAMOH,4410.47,2984.15,2,3,17-05-2012,270.76,114.53,34.88,420.17
3/1/2013,MADHYA PRADESH,,,,,2,4,29-12-2012,270.76,114.53,34.88,420.17
3/1/2013,MADHYA PRADESH,13,DATIA,1267.2,867.16,3,1,17-05-2012,105.77,64.62,1.61,172
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,105.77,64.62,1.61,172
3/1/2013,MADHYA PRADESH,14,DEWAS,2565.47,1718.22,3,3,17-05-2012,65.32,28.84,12.02,106.18
3/1/2013,MADHYA PRADESH,,,,,3,4,29-12-2012,65.32,28.84,12.02,106.18
3/1/2013,MADHYA PRADESH,15,DHAR,4023.3,2697,3,2,17-05-2012,40.41,6.13,24.24,70.78
3/1/2013,MADHYA PRADESH,,,,,3,3,29-12-2012,40.41,6.13,24.24,70.78
3/1/2013,MADHYA PRADESH,16,DINDORI,2904.53,1972.06,3,1,17-05-2012,151.87,22.55,101.83,276.25
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,151.87,22.55,101.83,276.25
3/1/2013,MADHYA PRADESH,17,GUNA,3293.17,2233.43,3,1,17-05-2012,204.45,78.64,25.23,308.32
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,204.45,78.64,25.23,308.32
3/1/2013,MADHYA PRADESH,18,GWALIOR,1615.38,1094.45,3,1,17-05-2012,24.51,11.48,1.33,37.32
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,24.51,11.48,1.33,37.32
3/1/2013,MADHYA PRADESH,19,HARDA,1356.58,930.18,3,2,17-05-2012,101.49,39.77,31.13,172.39
3/1/2013,MADHYA PRADESH,,,,,3,3,29-12-2012,101.49,39.77,31.13,172.39
3/1/2013,MADHYA PRADESH,20,INDORE,1904.55,1255.95,3,3,17-05-2012,76.04,31.54,9.8,117.38
3/1/2013,MADHYA PRADESH,,,,,3,4,29-12-2012,76.04,31.54,9.8,117.38
3/1/2013,MADHYA PRADESH,21,JABALPUR,3264.34,2156.32,3,3,17-05-2012,41.58,10.9,9.57,62.05
3/1/2013,MADHYA PRADESH,,,,,3,4,29-12-2012,41.58,10.9,9.57,62.05
3/1/2013,MADHYA PRADESH,22,JHABUA,2913.48,1936.76,2,4,17-05-2012,83.15,6.38,93.32,182.85
3/1/2013,MADHYA PRADESH,,,,,3,1,29-12-2012,83.15,6.38,93.32,182.85
3/1/2013,MADHYA PRADESH,23,KATNI,2356.97,1591.63,3,1,17-05-2012,78.12,18.23,17.03,113.38
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,78.12,18.23,17.03,113.38
3/1/2013,MADHYA PRADESH,24,KHANDWA(EAST NIMAR),3023.31,2091.62,3,2,17-05-2012,94.98,24.24,33,152.22
3/1/2013,MADHYA PRADESH,,,,,3,3,29-12-2012,94.98,24.24,33,152.22
3/1/2013,MADHYA PRADESH,25,KHARGONE,4387.93,2957.07,3,3,17-05-2012,120.59,32.24,44.06,196.89
3/1/2013,MADHYA PRADESH,,,,,3,4,29-12-2012,120.59,32.24,44.06,196.89
3/1/2013,MADHYA PRADESH,26,MANDLA,3998.87,2700.71,3,1,17-05-2012,346.22,33.3,200.82,580.34
3/1/2013,MADHYA PRADESH,,,,,3,2,29-12-2012,346.22,33.3,200.82,580.34
3/1/2013,MADHYA PRADESH,27,MANDSAUR,1734.39,1155.05,3,4,17-05-2012,19.93,7.84,0.56,28.33
3/1/2013,MADHYA PRADESH,,,,,4,1,29-12-2012,19.93,7.84,0.56,28.33
3/1/2013,MADHYA PRADESH,28,MORENA,1740.9,1186.46,3,2,17-05-2012,59.28,25.34,0.44,85.06
3/1/2013,MADHYA PRADESH,,,,,3,3,29-12-2012,59.28,25.34,0.44,85.06
3/1/2013,MADHYA PRADESH,29,NARSINGHPUR,2552.66,1706.49,3,1,17-05-2012,55.32,18.53,6.55,80.4
