Date,State_Name,SL_No,District_Name,HH_PER-BASE_TOTAL,HH_PER-BASE_SC,HH_PER-BASE_ST,BPL_WT,BPL_WOT,APL_WT,APL_WOT,APL+BPL_WT,APL+BPL_WOT,SCH_WT,SCH_WOT,ANGAN_WT,ANGAN_WOT,SAN_WT,SAN_WOT
3/15/2013,ANDHRA PRADESH,1,ADILABAD,406468,77928,72158,13312,261726,4528,126578,17840,388304,324,1015,121,306,0,0
3/15/2013,ANDHRA PRADESH,2,ANANTAPUR,715128,68153,22310,274192,246023,101502,93411,375694,339434,2233,622,243,283,8,0
3/15/2013,ANDHRA PRADESH,3,CHITTOOR,605121,156660,37265,190200,295716,73042,46163,263242,341879,2786,1899,308,361,0,0
3/15/2013,ANDHRA PRADESH,4,CUDDAPAH,467792,90250,18600,166663,251494,23065,26570,189728,278064,2913,1732,403,238,0,0
3/15/2013,ANDHRA PRADESH,5,EAST GODAVARI,1066661,215894,47999,219974,303755,393587,149345,613561,453100,1736,2117,771,931,6,42
3/15/2013,ANDHRA PRADESH,6,GUNTUR,782238,155032,39795,180184,367363,94379,140312,274563,507675,2508,1173,300,214,1,0
3/15/2013,ANDHRA PRADESH,7,KARIMNAGAR,689887,132072,24393,71358,311460,172056,135013,243414,446473,749,2314,285,271,0,0
3/15/2013,ANDHRA PRADESH,8,KHAMMAM,554816,100518,161491,264529,183431,102794,4171,367323,187602,3112,39,787,428,1,0
3/15/2013,ANDHRA PRADESH,9,KRISHNA,751132,154600,25810,67505,351572,238669,93386,306174,444958,1525,3374,429,62,0,1
3/15/2013,ANDHRA PRADESH,10,KURNOOL,588903,118755,13540,113630,312183,35046,128044,148676,440227,1493,918,0,421,19,0
3/15/2013,ANDHRA PRADESH,11,MAHBUBNAGAR,622104,71884,112368,116109,415718,40090,50187,156199,465905,1460,1136,38,124,0,0
3/15/2013,ANDHRA PRADESH,12,MEDAK,439672,101701,30220,93949,311743,22094,11886,116043,323629,1766,1063,375,940,2,0
3/15/2013,ANDHRA PRADESH,13,NALGONDA,599022,40875,14035,151076,214790,103578,129578,254654,344368,1915,1368,588,43,0,0
3/15/2013,ANDHRA PRADESH,14,NELLORE,462284,117945,58015,88440,226725,35594,111525,124034,338250,2747,340,559,362,3,0
3/15/2013,ANDHRA PRADESH,15,NIZAMABAD,477685,57733,15834,123201,225519,119491,9474,242692,234993,1039,1438,401,32,0,0
3/15/2013,ANDHRA PRADESH,16,PRAKASAM,687083,136917,25639,76962,252004,206763,151354,283725,403358,2188,1070,578,80,0,0
3/15/2013,ANDHRA PRADESH,17,RANGAREDDI,378238,76675,24516,110984,170921,68327,28006,179311,198927,796,575,349,466,0,0
3/15/2013,ANDHRA PRADESH,18,SRIKAKULAM,560858,49017,28719,62347,302221,25155,171135,87502,473356,306,1176,17,259,0,1
3/15/2013,ANDHRA PRADESH,19,VISAKHAPATNAM,588402,185782,154403,141743,252749,41633,152277,183376,405026,1475,4495,243,0,2,0
3/15/2013,ANDHRA PRADESH,20,VIZIANAGARAM,475573,49897,42960,90892,193302,14171,177208,105063,370510,559,146,86,0,0,4
3/15/2013,ANDHRA PRADESH,21,WARANGAL,205322,192120,137555,83572,75577,26776,19397,110348,94974,207,2104,93,65,1,0
3/15/2013,ANDHRA PRADESH,22,WEST GODAVARI,887247,161390,18632,277550,252275,229183,128239,506733,380514,904,1694,434,151,134,385
3/15/2013,ANDHRA PRADESH,,"Total 
                        :-",13011636,2511798,1126257,2978372,5778267,2171523,2083259,5149895,7861526,34741,31808,7408,6037,177,433
3/15/2013,ARUNACHAL PRADESH,1,ANJAW,3893,0,3893,661,3232,0,0,661,3232,17,37,0,33,0,0
3/15/2013,ARUNACHAL PRADESH,2,CHANGLANG,9971,0,9318,138,7035,2777,21,2915,7056,0,193,0,250,0,25
3/15/2013,ARUNACHAL PRADESH,3,DIBANG VALLEY,1081,4,975,0,1081,0,0,0,1081,15,9,0,0,0,0
3/15/2013,ARUNACHAL PRADESH,4,EAST KAMENG,8465,6,702,1988,3683,2522,272,4510,3955,5,10,7,21,1,0
3/15/2013,ARUNACHAL PRADESH,5,EAST SIANG,8853,0,8853,0,8020,145,688,145,8708,5,46,0,42,6,0
3/15/2013,ARUNACHAL PRADESH,6,KURUNG KUMEY,17061,0,17058,0,17024,37,0,37,17024,12,115,0,0,0,0
3/15/2013,ARUNACHAL PRADESH,7,LOHIT,11999,0,11999,824,8138,3037,0,3861,8138,21,129,22,159,0,7
3/15/2013,ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,3602,0,3602,869,1494,382,857,1251,2351,54,7,67,8,0,0
3/15/2013,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,8543,0,8543,414,5766,1199,1164,1613,6930,0,123,1,119,0,10
3/15/2013,ARUNACHAL PRADESH,10,PAPUM PARE,1257,0,6928,0,1257,0,0,0,1257,151,58,122,42,0,0
3/15/2013,ARUNACHAL PRADESH,11,TAWANG,5705,0,5555,0,4019,496,1190,496,5209,6,86,1,13,2,0
3/15/2013,ARUNACHAL PRADESH,12,TIRAP,14322,0,14322,8344,5494,383,101,8727,5595,0,254,0,150,0,0
3/15/2013,ARUNACHAL PRADESH,13,UPPER SIANG,4087,0,4087,213,2560,350,964,563,3524,5,76,2,50,0,2
3/15/2013,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,9013,0,9013,23,8989,0,1,23,8990,53,154,2,221,0,0
3/15/2013,ARUNACHAL PRADESH,15,WEST KAMENG,6549,0,6549,751,4961,600,237,1351,5198,191,0,107,4,2,2
3/15/2013,ARUNACHAL PRADESH,16,WEST SIANG,12871,0,12851,29,11447,1395,0,1424,11447,2,255,6,1,0,0
3/15/2013,ARUNACHAL PRADESH,,"Total 
                        :-",127272,10,124248,14254,94200,13323,5495,27577,99695,537,1552,337,1113,11,46
3/15/2013,ASSAM,1,BAGSHA,5005,235,282,0,1450,3019,536,3019,1986,24,12,0,28,0,0
3/15/2013,ASSAM,2,BARPETA,216871,0,0,0,106487,17315,93069,17315,199556,104,1806,1,175,0,0
3/15/2013,ASSAM,3,BONGAIGAON,95653,10313,3437,2015,51929,10185,31524,12200,83453,229,1222,4,59,0,0
3/15/2013,ASSAM,4,CACHAR,180958,33496,7150,2104,119931,12630,46293,14734,166224,70,1839,0,1697,0,0
3/15/2013,ASSAM,5,DARRANG,113721,5810,5567,0,79139,9641,24941,9641,104080,0,673,0,243,0,0
3/15/2013,ASSAM,6,DHEMAJI,104463,225,2262,715,80854,4513,18381,5228,99235,29,850,0,230,0,0
3/15/2013,ASSAM,7,DHUBRI,271266,6989,2150,1713,194324,39172,36057,40885,230381,460,1012,44,576,0,0
3/15/2013,ASSAM,8,DIBRUGARH,202039,6267,21338,2650,57122,96883,45384,99533,102506,219,969,28,606,0,0
3/15/2013,ASSAM,9,GOALPARA,89251,5922,16952,1317,65070,6064,16800,7381,81870,87,1840,175,804,0,0
3/15/2013,ASSAM,10,GOLAGHAT,122906,8602,10650,7486,79743,8646,27031,16132,106774,90,1086,46,119,0,0
3/15/2013,ASSAM,11,HAILAKANDI,64396,5425,257,472,49837,1642,12445,2114,62282,2,1126,0,35,0,0
3/15/2013,ASSAM,12,JORHAT,129054,13261,17504,11455,58852,37000,21747,48455,80599,601,1609,417,951,0,0
3/15/2013,ASSAM,13,KAMRUP,230279,29712,25829,32686,85783,60425,51385,93111,137168,1455,442,40,1531,12,0
3/15/2013,ASSAM,14,KARBI ANGLONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2013,ASSAM,15,KARIMGANJ,97153,1264,12,275,78992,2477,15409,2752,94401,360,1051,0,912,0,0
3/15/2013,ASSAM,16,KOKRAJHAR,33387,1356,12783,56,17284,7725,8322,7781,25606,11,293,0,63,0,0
3/15/2013,ASSAM,17,LAKHIMPUR,126421,13329,33431,16063,73224,14452,22682,30515,95906,286,1415,4,268,0,0
3/15/2013,ASSAM,18,MARIGAON,133883,120,270,0,59634,560,73689,560,133323,0,300,0,750,0,0
3/15/2013,ASSAM,19,NAGAON,242531,29337,16592,6343,159312,26199,50677,32542,209989,10,2468,72,591,2,0
3/15/2013,ASSAM,20,NALBARI,127388,5689,2605,121,79902,8939,38426,9060,118328,780,282,0,710,0,0
3/15/2013,ASSAM,21,SIBSAGAR,150631,5680,5903,4083,74272,22339,49937,26422,124209,382,2102,21,922,0,0
3/15/2013,ASSAM,22,SONITPUR,230738,13216,23141,17735,119266,36701,57036,54436,176302,442,1951,87,606,0,1
3/15/2013,ASSAM,23,TINSUKIA,167396,6892,11520,874,67748,69075,29699,69949,97447,309,859,0,595,0,0
3/15/2013,ASSAM,24,UDALGURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2013,ASSAM,,"Total 
                        :-",3135390,203140,219635,108163,1760155,495602,771470,603765,2531625,5950,25207,939,12471,14,1
3/15/2013,BIHAR,1,ARARIA,174614,0,0,0,99900,520,74194,520,174094,0,1354,0,0,0,0
3/15/2013,BIHAR,2,ARWAL,96134,0,0,1866,49621,1621,43026,3487,92647,11,374,0,0,0,0
3/15/2013,BIHAR,3,AURANGABAD,213913,0,0,0,123115,408,90390,408,213505,4,7,2,0,0,0
3/15/2013,BIHAR,4,BANKA,86663,57482,1115,1788,81907,2968,0,4756,81907,32,926,52,7,27,2
3/15/2013,BIHAR,5,BEGUSARAI,410947,77164,87,9297,191885,24279,185486,33576,377371,44,479,60,192,9,12
3/15/2013,BIHAR,6,BHAGALPUR,340102,0,0,7061,148238,2292,182511,9353,330749,5,1368,0,11,0,0
3/15/2013,BIHAR,7,BHOJPUR,313835,0,0,5418,163607,26487,118323,31905,281930,65,1390,36,160,0,0
3/15/2013,BIHAR,8,BUXAR,167724,0,0,1275,77997,16722,71730,17997,149727,441,348,24,51,0,0
3/15/2013,BIHAR,9,DARBHANGA,641347,0,0,12056,346712,7325,275254,19381,621966,578,892,76,820,0,0
3/15/2013,BIHAR,10,GAYA,444020,9024,0,13378,295570,25417,109655,38795,405225,529,1778,12,151,0,0
3/15/2013,BIHAR,11,GOPALGANJ,222302,0,0,4440,145598,16128,56136,20568,201734,11,1135,21,71,0,8
3/15/2013,BIHAR,12,JAMUI,237566,69095,16919,102,108718,11331,117415,11433,226133,3,158,1,77,0,0
3/15/2013,BIHAR,13,JEHANABAD,94239,468,0,1167,51868,2853,38351,4020,90219,7,55,0,25,0,1
3/15/2013,BIHAR,14,KAIMUR(BHABUA),158260,0,0,555,79620,8676,69409,9231,149029,15,0,0,0,0,0
3/15/2013,BIHAR,15,KATIHAR,423393,0,0,2632,252534,18326,149901,20958,402435,0,1198,0,86,0,51
3/15/2013,BIHAR,16,KHAGARIA,253911,1202,0,23573,118764,48350,63224,71923,181988,269,411,56,0,0,0
3/15/2013,BIHAR,17,KISHANGANJ,232581,12786,8399,0,107253,10391,114937,10391,222190,112,1223,0,100,0,50
3/15/2013,BIHAR,18,LAKHISARAI,128624,24762,1587,464,73964,9753,44443,10217,118407,314,293,0,0,0,0
3/15/2013,BIHAR,19,MADHEPURA,259483,4267,6870,27666,106730,26850,98237,54516,204967,175,18,39,27,0,0
3/15/2013,BIHAR,20,MADHUBANI,148945,26934,0,3418,67429,8397,69701,11815,137130,703,894,9,0,3,0
3/15/2013,BIHAR,21,MUNGER,162640,0,0,13770,85688,18184,44998,31954,130686,0,272,0,0,0,0
3/15/2013,BIHAR,22,MUZAFFARPUR,707866,0,0,44642,328425,58363,276436,103005,604861,37,221,266,0,0,0
3/15/2013,BIHAR,23,NALANDA,318434,39515,0,3828,151973,5065,157568,8893,309541,878,911,29,187,11,0
3/15/2013,BIHAR,24,NAWADA,229485,149122,10,7421,141019,13059,67986,20480,209005,111,672,3,499,0,50
3/15/2013,BIHAR,25,PASHCHIM CHAMPARAN,239032,494,3,6077,219036,3281,10638,9358,229674,197,34,24,252,0,0
3/15/2013,BIHAR,26,PATNA,496779,85641,8,43967,194494,66648,191670,110615,386164,12,2710,0,213,0,0
3/15/2013,BIHAR,27,PURBA CHAMPARAN,654777,131351,0,106901,285403,17533,244940,124434,530343,374,1623,0,6,0,43
3/15/2013,BIHAR,28,PURNIA,455203,55489,20257,432,171263,14170,269338,14602,440601,251,1140,9,83,0,49
3/15/2013,BIHAR,29,SAHARSA,122592,589,6,7950,101291,4969,8382,12919,109673,4,745,1,2,0,0
3/15/2013,BIHAR,30,SAMASTIPUR,598491,0,11,21879,315594,20196,240822,42075,556416,618,10,176,406,0,0
3/15/2013,BIHAR,31,SARAN,489391,5101,0,1957,189465,17420,280549,19377,470014,76,38,152,0,0,0
3/15/2013,BIHAR,32,SASARAM(ROHTAS),361705,57982,2292,3842,179343,4135,174385,7977,353728,344,1565,1,264,0,5
3/15/2013,BIHAR,33,SHEIKHPURA,72912,25873,22,2740,43575,6332,20265,9072,63840,0,0,1,55,3,0
3/15/2013,BIHAR,34,SHEOHAR,100210,0,0,52,56915,486,42757,538,99672,5,265,0,2,1,47
3/15/2013,BIHAR,35,SITAMARHI,142438,3491,519,250,32430,1001,108757,1251,141187,34,1290,7,30,1,49
3/15/2013,BIHAR,36,SIWAN,383108,0,0,5599,233045,7839,136625,13438,369670,18,1356,0,16,0,0
3/15/2013,BIHAR,37,SUPAUL,291996,50256,1149,0,155557,11,136428,11,291985,3,996,0,8,0,0
3/15/2013,BIHAR,38,VAISHALI,373041,0,0,140,183843,200,188858,340,372701,549,16,47,0,0,0
3/15/2013,BIHAR,,"Total 
                        :-",11248703,888088,59254,387603,5759389,527986,4573725,915589,10333114,6829,28165,1104,3801,55,367
3/15/2013,CHHATTISGARH,1,BASTAR(JAGDALPUR),224839,5872,127940,5134,126794,6615,86297,11749,213091,271,3471,212,1074,5,17
3/15/2013,CHHATTISGARH,2,BILASPUR,371399,869,8700,853,202904,1657,165985,2510,368889,0,2524,0,1194,0,0
3/15/2013,CHHATTISGARH,3,DANTEWADA,115788,336,13764,6838,73526,4965,30459,11803,103985,405,1475,176,1020,2,0
3/15/2013,CHHATTISGARH,4,DHAMTARI,122676,8569,38390,6119,38313,5488,72756,11607,111069,256,1627,50,321,1,0
3/15/2013,CHHATTISGARH,5,DURG,348076,14531,26337,14167,101901,14318,217690,28485,319591,1209,1466,289,291,5,0
3/15/2013,CHHATTISGARH,6,JANJGIR - CHAMPA,221272,51126,26344,7603,106569,24127,82973,31730,189542,120,2908,737,52,2,0
3/15/2013,CHHATTISGARH,7,JASHPUR,141873,3190,48424,6427,56062,7745,71639,14172,127701,890,1401,106,289,0,4
3/15/2013,CHHATTISGARH,8,KANKER,115378,5424,66214,2078,50835,1900,60565,3978,111400,33,1737,220,344,0,50
3/15/2013,CHHATTISGARH,9,KAWARDHA(KABIRDHAM),101715,0,0,2169,52932,6381,40233,8550,93165,1,1344,6,141,0,0
3/15/2013,CHHATTISGARH,10,KORBA,138150,0,0,0,71191,566,66393,566,137584,2,2081,2,888,0,0
3/15/2013,CHHATTISGARH,11,KORIYA,77822,4570,32898,1240,38251,1235,37096,2475,75347,27,2264,74,947,0,13
3/15/2013,CHHATTISGARH,12,MAHASAMUND,172481,25894,55892,1310,97835,2723,70613,4033,168448,229,1261,7,140,0,4
3/15/2013,CHHATTISGARH,13,RAIGARH,209401,27338,61624,2019,128378,4798,74206,6817,202584,50,2006,25,904,4,8
3/15/2013,CHHATTISGARH,14,RAIPUR,456778,80291,72576,58748,159859,59606,178565,118354,338424,2681,1609,503,185,1,0
3/15/2013,CHHATTISGARH,15,RAJNANDGAON,205040,17936,66632,6332,76544,10539,111625,16871,188169,238,1989,144,622,0,0
3/15/2013,CHHATTISGARH,16,SURGUJA,385384,0,0,42292,168828,2788,171476,45080,340304,17,3047,4,466,0,5
3/15/2013,CHHATTISGARH,,"Total 
                        :-",3408072,245946,645735,163329,1550722,155451,1538571,318780,3089293,6429,32210,2555,8878,20,101
3/15/2013,D & N HAVELI,1,DADRA AND NAGAR HAVELI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2013,D & N HAVELI,,"Total 
                        :-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2013,GOA,1,NORTH GOA,59768,2157,468,307,3698,55763,0,56070,3698,415,99,166,0,0,0
3/15/2013,GOA,2,SOUTH GOA,65260,251,1039,1210,1725,35611,26714,36821,28439,180,134,49,272,0,0
3/15/2013,GOA,,"Total 
                        :-",125028,2408,1507,1517,5423,91374,26714,92891,32137,595,233,215,272,0,0
3/15/2013,GUJARAT,1,AHMEDABAD,271385,34538,5678,29212,75235,83402,83536,112614,158771,70,902,82,314,1,46
3/15/2013,GUJARAT,2,AMRELI,193340,20939,1,22598,63014,50822,56906,73420,119920,768,678,487,732,3,52
3/15/2013,GUJARAT,3,ANAND,286920,28515,8360,35404,82760,94516,74240,129920,157000,390,515,879,243,23,52
3/15/2013,GUJARAT,4,BANAS KANTHA,433962,4593,2155,36155,125376,50033,222398,86188,347774,22,2038,20,1279,8,62
3/15/2013,GUJARAT,5,BHARUCH,231499,12625,78324,31623,58601,75231,66044,106854,124645,23,789,15,882,7,65
3/15/2013,GUJARAT,6,BHAVNAGAR,101327,5562,36,635,31244,10590,58858,11225,90102,140,796,97,998,25,39
3/15/2013,GUJARAT,7,DAHOD,160043,7929,150694,0,124000,2043,34000,2043,158000,387,1172,3,1897,0,87
3/15/2013,GUJARAT,8,DANGS,39343,185,39068,187,27900,453,10803,640,38703,383,85,134,288,33,40
