Date,State_Name,SL_No,District_Name,HH_PER-BASE_TOTAL,HH_PER-BASE_SC,HH_PER-BASE_ST,BPL_WT,BPL_WOT,APL_WT,APL_WOT,APL+BPL_WT,APL+BPL_WOT,SCH_WT,SCH_WOT,ANGAN_WT,ANGAN_WOT,SAN_WT,SAN_WOT
3/15/2013,UTTAR PRADESH,44,LAKHIMPUR KHERI,274183,98233,2779,43970,72979,33691,123543,77661,196522,968,2154,35,1089,0,20
3/15/2013,UTTAR PRADESH,45,LALITPUR,152456,46049,95,17050,84358,4038,47010,21088,131368,237,981,10,562,2,0
3/15/2013,UTTAR PRADESH,46,LUCKNOW,214520,30674,0,20410,83428,22951,87731,43361,171159,76,1418,2,1220,1,23
3/15/2013,UTTAR PRADESH,47,MAHAMAYA NAGAR(HATHRAS),184413,52046,0,17967,25133,12253,129060,30220,154193,4,1046,0,993,0,10
3/15/2013,UTTAR PRADESH,48,MAHARAJGANJ,299071,0,0,27271,142669,18515,110616,45786,253285,5,1426,3,1402,0,53
3/15/2013,UTTAR PRADESH,49,MAHOBA,118321,34627,62,6915,53102,8976,49328,15891,102430,317,860,127,464,0,0
3/15/2013,UTTAR PRADESH,50,MAINPURI,232290,45972,0,23213,84251,18887,105939,42100,190190,928,750,10,1302,7,10
3/15/2013,UTTAR PRADESH,51,MATHURA,230419,50818,0,12287,25005,13578,179549,25865,204554,5,1040,2,608,0,10
3/15/2013,UTTAR PRADESH,52,MAU,242055,70037,0,40476,112003,21109,68467,61585,180470,96,887,286,804,0,13
3/15/2013,UTTAR PRADESH,53,MEERUT,233592,54899,0,22203,23645,68359,119385,90562,143030,293,820,597,714,2,25
3/15/2013,UTTAR PRADESH,54,MIRZAPUR,322511,85897,0,10023,165200,9078,138210,19101,303410,32,1614,4,1199,33,109
3/15/2013,UTTAR PRADESH,55,MORADABAD,539172,83226,0,27217,75794,83713,352448,110930,428242,1043,1629,232,1981,3,0
3/15/2013,UTTAR PRADESH,56,MUZAFFARNAGAR,406511,82977,37,17865,51570,99801,237275,117666,288845,2,1699,7,2069,0,14
3/15/2013,UTTAR PRADESH,57,PILIBHIT,241953,48944,439,11605,95178,27976,107194,39581,202372,26,1389,4,883,0,21
3/15/2013,UTTAR PRADESH,58,PRATAPGARH,459422,121011,167,84931,104163,13834,256494,98765,360657,36,2381,88,1955,72,50
3/15/2013,UTTAR PRADESH,59,RAE BARELI,501603,61375,6,90014,180098,95631,135860,185645,315958,30,2036,11,1859,7,25
3/15/2013,UTTAR PRADESH,60,RAMPUR,247909,18151,0,39212,56944,49907,101846,89119,158790,41,633,3,229,1,0
3/15/2013,UTTAR PRADESH,61,SAHARANPUR,372051,55400,0,33484,47452,100044,191071,133528,238523,1129,3135,701,1069,4,22
3/15/2013,UTTAR PRADESH,62,SANT KABIR NAGAR,251528,53775,0,15275,120090,7704,108459,22979,228549,571,1182,2,988,0,0
3/15/2013,UTTAR PRADESH,63,SANT RAVIDAS NAGAR( BHADOHI),173935,40540,0,6486,67485,9812,90152,16298,157637,1,810,0,902,2,27
3/15/2013,UTTAR PRADESH,64,SHAHJAHANPUR,337751,111423,147,21418,185712,16455,114166,37873,299878,1281,4846,63,1347,6,10
3/15/2013,UTTAR PRADESH,65,SHRAVASTI,166343,28934,1364,5453,104820,2465,53605,7918,158425,0,908,0,647,2,3
3/15/2013,UTTAR PRADESH,66,SIDDHARTHNAGAR,330895,57919,78,28623,128038,41365,132869,69988,260907,60,1376,14,1250,0,49
3/15/2013,UTTAR PRADESH,67,SITAPUR,588499,225575,145,45877,301615,21983,219031,67860,520646,2528,2900,1063,1020,6,23
3/15/2013,UTTAR PRADESH,68,SONBHADRA,264203,110747,10108,13252,138160,10323,102468,23575,240628,3,1178,0,575,2,7
3/15/2013,UTTAR PRADESH,69,SULTANPUR,422859,120525,0,6747,162406,10296,243410,17043,405816,238,3557,8,1962,4,40
3/15/2013,UTTAR PRADESH,70,UNNAO,411469,146861,20,30697,229568,16305,134899,47002,364467,56,2259,42,1554,14,20
3/15/2013,UTTAR PRADESH,71,VARANASI,301496,45121,350,26358,85530,36728,152880,63086,238410,346,551,267,430,1,1
3/15/2013,UTTAR PRADESH,,"Total 
                        :-",21904007,5012372,29337,2006556,7249687,2291134,10356681,4297690,17606368,26900,107113,7121,80997,377,1690
3/15/2013,UTTARAKHAND,1,ALMORA,131720,27560,2,11129,45433,27018,48140,38147,93573,1057,214,27,237,0,32
3/15/2013,UTTARAKHAND,2,BAGESHWAR,52464,14503,14,4728,21322,9908,16506,14636,37828,327,98,104,98,0,4
3/15/2013,UTTARAKHAND,3,CHAMOLI,59484,10313,1539,4111,24392,9686,21295,13797,45687,430,112,256,1,0,0
3/15/2013,UTTARAKHAND,4,CHAMPAWAT,39557,7840,30,1698,22991,5784,9084,7482,32075,185,356,56,62,0,3
3/15/2013,UTTARAKHAND,5,DEHRADUN,111875,18854,16814,18646,37212,31554,24463,50200,61675,620,497,590,10,0,0
3/15/2013,UTTARAKHAND,6,HARIDWAR,188303,51507,0,42288,42458,29984,73573,72272,116031,175,133,75,19,1,11
3/15/2013,UTTARAKHAND,7,NAINITAL,96181,22652,421,9396,14314,46500,25971,55896,40285,990,205,137,95,0,0
3/15/2013,UTTARAKHAND,8,PAURI(GARHWAL),124334,18690,233,8080,52168,26940,37146,35020,89314,354,427,28,173,0,7
3/15/2013,UTTARAKHAND,9,PITHORAGARH,89638,20195,3905,4925,41110,14350,29253,19275,70363,77,334,74,215,0,8
3/15/2013,UTTARAKHAND,10,RUDRAPRAYAG,45095,6336,12,2739,13146,6889,22321,9628,35467,17,87,0,112,2,16
3/15/2013,UTTARAKHAND,11,TEHRI GARHWAL,117127,13748,4,8226,48647,25674,34580,33900,83227,881,307,118,101,0,0
3/15/2013,UTTARAKHAND,12,UDHAM SINGH NAGAR,139394,28792,18088,10020,39060,31024,59290,41044,98350,417,114,82,87,0,0
3/15/2013,UTTARAKHAND,13,UTTARKASHI,57314,15106,154,3107,28143,5364,20700,8471,48843,613,240,123,33,0,0
3/15/2013,UTTARAKHAND,,"Total 
                        :-",1252486,256096,41216,129093,430396,270675,422322,399768,852718,6143,3124,1670,1243,3,81
3/15/2013,WEST BENGAL,1,BANKURA,753160,165394,55544,86885,194652,137791,333832,224676,528484,1962,4880,387,4130,16,26
3/15/2013,WEST BENGAL,2,BARDHAMAN,1168874,301072,101750,51005,581608,237094,299167,288099,880775,2119,2929,2867,2834,0,0
3/15/2013,WEST BENGAL,3,BIRBHUM,638882,189367,50049,58015,233218,77461,270188,135476,503406,2124,630,146,1954,2,0
3/15/2013,WEST BENGAL,4,COOCH BEHAR,642154,386375,2475,58331,296443,54366,233014,112697,529457,2249,1251,979,775,28,39
3/15/2013,WEST BENGAL,5,DAKSHIN DINAJPUR,390150,80963,78079,9767,171601,29460,179322,39227,350923,283,1544,0,1127,0,0
3/15/2013,WEST BENGAL,6,DARJEELING,122417,9004,28771,10039,66648,16728,29002,26767,95650,0,1784,0,408,0,50
3/15/2013,WEST BENGAL,7,HOOGHLY,816062,244971,48414,51882,271737,296933,195510,348815,467247,427,5226,741,3350,0,15
3/15/2013,WEST BENGAL,8,HOWRAH,575268,0,0,62991,168925,211098,132254,274089,301179,163,1859,140,2185,0,0
3/15/2013,WEST BENGAL,9,JALPAIGURI,587157,224121,122209,53996,285494,86521,161146,140517,446640,738,1797,0,573,0,0
3/15/2013,WEST BENGAL,10,MALDA,622866,81157,30955,12898,292861,55332,261775,68230,554636,537,1226,64,96,0,1
3/15/2013,WEST BENGAL,11,MIDNAPUR EAST,783080,127612,7491,195103,331211,228230,28536,423333,359747,55,969,22,321,15,0
3/15/2013,WEST BENGAL,12,MIDNAPUR WEST,1048085,182530,127857,71500,474352,141966,360267,213466,834619,648,12475,497,5332,0,33
3/15/2013,WEST BENGAL,13,MURSHIDABAD,1358338,139770,23699,36866,682191,141835,497446,178701,1179637,381,9119,0,6298,0,0
3/15/2013,WEST BENGAL,14,NADIA,899402,109774,16342,81866,308017,249621,259898,331487,567915,2061,6127,529,5078,26,18
3/15/2013,WEST BENGAL,15,NORTH 24 PARAGANAS,876571,255634,43645,94245,313983,246664,221679,340909,535662,325,6013,370,4140,0,20
3/15/2013,WEST BENGAL,16,PURULIA,537324,14154,17446,1581,210168,18642,306933,20223,517101,1357,7239,5,4023,0,4
3/15/2013,WEST BENGAL,17,SILIGURI,116350,42627,24920,10847,59425,20991,25087,31838,84512,0,671,16,1325,7,24
3/15/2013,WEST BENGAL,18,SOUTH 24 PARAGANAS,1480469,369611,13887,107603,628712,222962,521192,330565,1149904,1202,3019,146,3768,18,10
3/15/2013,WEST BENGAL,19,UTTAR DINAJPUR,559945,180013,36467,522,256943,1545,300935,2067,557878,297,2214,14,1556,0,50
3/15/2013,WEST BENGAL,,"Total 
                        :-",13976554,3104149,830000,1055942,5828189,2475240,4617183,3531182,10445372,16928,70972,6923,49273,112,290
