Date,State_Name,SL_No,District_Name,Date_of_Sanction,Project_Cost_Lakhs,ApprShare_Central,ApprShare_State,ApprShare_Beneficiary,CompSanc_IHHL_BPL,CompSanc_IHHL_APL,CompSanc_IHHL_TOTAL,CompSanc_IHHL_SCW,CompSanc_School_Toilets,CompSanc_Anganwadi_Toilets,CompSanc_RSM_PC
3/15/2013,GOA,24,RAJASTHAN,32,102243.17,69096.73,25759.93,7386.51,1960903,5023430,6984333,1544,85662,32269,317
3/15/2013,GOA,25,SIKKIM,4,2053.82,1338.56,440.74,274.52,51302,35712,87014,789,1604,340,12
3/15/2013,GOA,26,TAMIL NADU,29,114367.01,69366.01,28683.56,16317.44,4422133,4244955,8667088,1438,53678,27970,249
3/15/2013,GOA,27,TRIPURA,4,9838.52,6120.24,2400.5,1317.78,454757,169017,623774,226,6833,6024,35
3/15/2013,GOA,28,UTTAR PRADESH,71,294726,192171.8,71925.16,30629.04,8303794,12372693,20676487,2366,269860,107302,428
3/15/2013,GOA,29,UTTARAKHAND,13,15091.07,9993.12,3641.26,1456.69,441631,444670,886301,470,3925,1601,81
3/15/2013,GOA,30,WEST BENGAL,19,174147.94,111799.51,43820.36,18528.07,6619158,4997498,11616656,1140,134081,84168,441
3/15/2013,GOA,,Total,607,2267236.73,1488892.13,554919.94,223424.66,61838922,63887805,125726727,33684,1375234,534931,4634
3/15/2013,GUJARAT,1,AHMEDABAD,23-04-2002,2767.54,1325.24,764.05,678.25,80192,169360,249552,35,920,678,31
3/15/2013,GUJARAT,2,AMRELI,24-09-2004,2491.08,1399.65,657.71,433.72,67802,85978,153780,52,1131,833,10
3/15/2013,GUJARAT,3,ANAND,24-09-2004,2680.53,1249.35,755.98,675.2,72058,65359,137417,52,628,488,1
3/15/2013,GUJARAT,4,BANAS KANTHA,24-09-2004,4321.31,2796.79,1063.29,461.23,126536,248418,374954,62,3588,1658,0
3/15/2013,GUJARAT,5,BHARUCH,24-09-2004,2688.39,1655.71,748.33,284.35,78463,66044,144507,72,2145,1154,10
3/15/2013,GUJARAT,6,BHAVNAGAR,24-09-2004,1017.5,668.26,232.7,116.54,31305,87900,119205,54,600,1145,0
3/15/2013,GUJARAT,7,DAHOD,24-09-2004,3755.19,2424.65,872.41,458.13,134798,63693,198491,87,1894,2297,0
3/15/2013,GUJARAT,8,DANGS,24-09-2004,807.73,528.9,181.13,97.7,27900,16143,44043,40,216,290,0
3/15/2013,GUJARAT,9,GANDHINAGAR,23-04-2002,696.41,485.75,148.61,62.05,13830,134168,147998,50,327,842,10
3/15/2013,GUJARAT,10,JAMNAGAR,24-09-2004,2182.87,1459.78,519.77,203.32,45478,121757,167235,150,1877,1435,0
3/15/2013,GUJARAT,11,JUNAGADH,24-09-2004,2207.5,1511.29,479.58,216.63,56444,155606,212050,50,1424,515,10
3/15/2013,GUJARAT,12,KACHCHH,24-09-2004,1929.39,1254.55,487.86,186.98,45596,172755,218351,84,1534,377,10
3/15/2013,GUJARAT,13,KHEDA,24-09-2004,4524.98,2938.23,1105.86,480.89,140212,158858,299070,81,2699,2284,10
3/15/2013,GUJARAT,14,MAHESANA,7/2/2000,2434.98,1611.23,591.71,232.04,61499,175540,237039,53,1995,1128,10
3/15/2013,GUJARAT,15,NARMADA,24-09-2004,1990.23,1321.12,468.09,201.02,58730,17385,76115,100,659,757,0
3/15/2013,GUJARAT,16,NAVSARI,24-09-2004,2111.87,1378.84,490.67,242.36,75015,91094,166109,45,1347,1369,10
3/15/2013,GUJARAT,17,PANCH MAHALS,24-09-2004,4868.75,3146.22,1133.76,588.77,156835,223369,380204,61,3272,1578,22
3/15/2013,GUJARAT,18,PATAN,11/3/2005,1886.19,1256.48,406.13,223.58,58741,122970,181711,58,760,773,10
3/15/2013,GUJARAT,19,PORBANDAR,27-12-2004,832.1,510.42,208.27,113.41,17024,49264,66288,64,715,178,4
3/15/2013,GUJARAT,20,RAJKOT,7/2/2000,2881.35,1928.31,622.35,330.69,78753,187031,265784,71,2532,820,10
3/15/2013,GUJARAT,21,SABAR KANTHA,24-09-2004,5914.82,3803.94,1627.77,483.11,151382,297657,449039,63,3611,1304,0
3/15/2013,GUJARAT,22,SURAT,7/2/2000,5098.82,3352.76,1169.57,576.49,158797,155542,314339,51,1878,2443,0
3/15/2013,GUJARAT,23,SURENDRANAGAR,24-09-2004,2679.4,1724.97,659.63,294.8,83235,181248,264483,55,727,1024,0
3/15/2013,GUJARAT,24,VADODARA,24-09-2004,5186.12,2988.53,1361.87,835.72,140958,243750,384708,50,2929,3748,10
3/15/2013,GUJARAT,25,VALSAD,24-09-2004,2276.91,1203.93,595.88,477.1,85274,40741,126015,131,1031,1398,0
3/15/2013,GUJARAT,,Total,,70231.96,43924.9,17352.98,8954.08,2046857,3331630,5378487,1671,40439,30516,168
3/15/2013,HARYANA,1,AMBALA,7/11/2003,1753.61,1131.99,436.44,185.18,43428,67548,110976,65,576,591,6
3/15/2013,HARYANA,2,BHIWANI,29-01-2002,1201.35,792.64,252.84,155.87,48947,70327,119274,50,344,587,0
3/15/2013,HARYANA,3,FARIDABAD,7/11/2003,885.66,569.78,206.76,109.12,22254,83065,105319,76,310,640,6
3/15/2013,HARYANA,4,FATEHABAD,14-01-2004,1141.97,624.73,303.02,214.22,25642,58681,84323,80,762,460,0
3/15/2013,HARYANA,5,GURGAON,18-03-2002,520.83,335.24,118.98,66.61,10522,51888,62410,59,492,399,0
3/15/2013,HARYANA,6,HISAR,7/11/2003,1576.33,1021.19,362.55,192.6,46463,101738,148201,65,805,391,0
3/15/2013,HARYANA,7,JHAJJAR,7/11/2003,891.5,591.44,201.2,98.86,22014,72731,94745,67,160,655,0
3/15/2013,HARYANA,8,JIND,14-01-2004,2028.91,1129.18,546.04,353.69,58000,120534,178534,82,233,448,0
3/15/2013,HARYANA,9,KAITHAL,7/11/2003,1295.2,639.22,343.34,312.64,37046,46392,83438,83,253,8,0
3/15/2013,HARYANA,10,KARNAL,20-10-2000,1254.24,702.55,328.62,223.07,45973,126699,172672,76,970,582,0
3/15/2013,HARYANA,11,KURUKSHETRA,7/11/2003,1248.57,694.64,338.67,215.26,30598,67780,98378,100,563,465,0
3/15/2013,HARYANA,12,MAHENDRAGARH,14-01-2004,625.34,394.2,139.2,91.94,17500,80000,97500,81,253,554,0
3/15/2013,HARYANA,13,MEWAT,12/10/2006,947.93,634.09,221.59,92.25,21875,99024,120899,50,497,185,0
3/15/2013,HARYANA,14,PANCHKULA,14-01-2004,397.79,257.66,92.07,48.06,8760,18801,27561,58,126,68,0
3/15/2013,HARYANA,15,PANIPAT,7/11/2003,1016.81,489.84,263.53,263.44,28000,39720,67720,64,182,216,0
3/15/2013,HARYANA,16,REWARI,20-02-2003,1156.72,763.99,272.43,120.3,30000,66388,96388,50,694,0,0
3/15/2013,HARYANA,17,ROHTAK,7/11/2003,751.85,479.1,168.23,104.52,22171,79851,102022,79,156,17,0
3/15/2013,HARYANA,18,SIRSA,20-02-2003,1009.16,650.49,218.3,140.37,35400,28111,63511,50,400,354,0
3/15/2013,HARYANA,19,SONIPAT,20-02-2003,1130.43,563.34,302.5,264.6,29808,94725,124533,50,100,368,5
3/15/2013,HARYANA,20,YAMUNANAGAR,20-10-2000,2253.64,1457.36,570.7,225.58,52539,84491,137030,50,1284,611,0
3/15/2013,HARYANA,,Total,,23087.84,13922.67,5687.01,3478.18,636940,1458494,2095434,1335,9160,7599,17
3/15/2013,HIMACHAL PRADESH,1,BILASPUR,15-07-2005,1157.15,793.98,284.38,78.79,11931,38738,50669,100,957,500,6
3/15/2013,HIMACHAL PRADESH,2,CHAMBA,17-05-2005,2367.96,1360.06,622.82,385.08,44429,31646,76075,50,1778,105,10
3/15/2013,HIMACHAL PRADESH,3,HAMIRPUR,18-03-2002,1281.89,888.67,316.82,76.4,11593,45592,57185,60,1400,900,3
3/15/2013,HIMACHAL PRADESH,4,KANGRA,12/3/2003,4345.77,3087.38,1063.16,195.23,45000,159201,204201,116,4000,4200,4
3/15/2013,HIMACHAL PRADESH,5,KINNAUR,20-02-2003,301.07,207.89,76.88,16.3,1560,13383,14943,65,350,226,1
3/15/2013,HIMACHAL PRADESH,6,KULLU,12/3/2003,1145.97,776.61,296.66,72.7,9989,41986,51975,150,1150,956,2
3/15/2013,HIMACHAL PRADESH,7,LAHAUL & SPITI,23-11-2005,154.05,103.22,41.47,9.36,2413,3049,5462,4,263,112,1
3/15/2013,HIMACHAL PRADESH,8,MANDI,17-05-2005,2287.1,1359.93,627.46,299.71,34407,117797,152204,100,3409,224,10
3/15/2013,HIMACHAL PRADESH,9,SHIMLA,17-05-2005,1864.86,1293.65,452.59,118.62,23874,53231,77105,70,2489,923,10
3/15/2013,HIMACHAL PRADESH,10,SIRMAUR,3/3/2000,2707.19,1875.3,686.5,145.39,13753,44978,58731,264,2804,223,6
3/15/2013,HIMACHAL PRADESH,11,SOLAN,20-02-2003,1265.26,845.41,339.09,80.76,10858,38230,49088,225,1288,1244,4
3/15/2013,HIMACHAL PRADESH,12,UNA,20-02-2003,754.28,526.3,189.5,38.48,8360,44752,53112,25,850,695,2
3/15/2013,HIMACHAL PRADESH,,Total,,19632.55,13118.4,4997.33,1516.82,218167,632583,850750,1229,20738,10308,59
3/15/2013,JAMMU & KASHMIR,2,ARUNACHAL PRADESH,16,6700.94,4662.35,1562.98,475.61,115560,18301,133861,318,3944,1866,39
3/15/2013,JAMMU & KASHMIR,3,ASSAM,26,92814.8,65248.07,20582.96,6983.77,2220017,1161020,3381037,211,34772,16819,115
3/15/2013,JAMMU & KASHMIR,4,BIHAR,38,293380.8,197840.73,71151.11,24388.96,6195779,4975535,11171314,2362,102268,16444,364
3/15/2013,JAMMU & KASHMIR,5,CHHATTISGARH,16,67877.81,45596.64,16475.61,5805.56,1568600,1823853,3392453,618,52338,10211,106
3/15/2013,JAMMU & KASHMIR,6,D & N HAVELI,1,91,80.69,0,10.31,2480,0,2480,12,0,0,1
3/15/2013,JAMMU & KASHMIR,7,GOA,2,1059.43,634.96,292.25,132.22,17935,27388,45323,150,731,547,3
3/15/2013,JAMMU & KASHMIR,8,GUJARAT,25,70231.96,43924.9,17352.98,8954.08,2046857,3331630,5378487,1671,40439,30516,168
3/15/2013,JAMMU & KASHMIR,9,HARYANA,20,23087.84,13922.67,5687,3478.17,636940,1458494,2095434,1335,9160,7599,17
3/15/2013,JAMMU & KASHMIR,10,HIMACHAL PRADESH,12,19632.55,13118.4,4997.33,1516.82,218167,632583,850750,1229,20738,10308,59
3/15/2013,JAMMU & KASHMIR,11,JAMMU & KASHMIR,21,40598.74,28374.07,9628.36,2596.31,703071,767732,1470803,1080,27277,1070,103
3/15/2013,JAMMU & KASHMIR,12,JHARKHAND,24,90728.43,60485.48,22185.77,8057.18,2327306,1402189,3729495,1203,42687,11472,249
3/15/2013,JAMMU & KASHMIR,13,KARNATAKA,29,108474.68,70077.23,26898.26,11499.19,2889224,2981691,5870915,1305,39267,26353,296
3/15/2013,JAMMU & KASHMIR,14,KERALA,14,22189.92,11873.91,5544.08,4771.93,961831,111911,1073742,1090,3600,4957,98
3/15/2013,JAMMU & KASHMIR,15,MADHYA PRADESH,50,170288.99,113086.85,41987.69,15214.45,3614346,4852847,8467193,1602,137730,27595,385
3/15/2013,JAMMU & KASHMIR,16,MAHARASHTRA,33,148969.04,97771.77,36414.52,14782.75,3623439,6104904,9728343,8210,87452,60076,355
3/15/2013,JAMMU & KASHMIR,17,MANIPUR,9,11274.03,7908.73,2579.5,785.8,194887,68367,263254,386,3919,1201,35
3/15/2013,JAMMU & KASHMIR,18,MEGHALAYA,7,14008.99,9562.87,3411.07,1035.05,216333,85500,301833,290,10331,1851,36
3/15/2013,JAMMU & KASHMIR,19,MIZORAM,8,6302.14,4331.58,1521.5,449.06,89903,18975,108878,560,5905,1630,20
3/15/2013,JAMMU & KASHMIR,20,NAGALAND,11,7957.58,5607.04,1759.75,590.79,180092,31254,211346,275,2972,1302,29
3/15/2013,JAMMU & KASHMIR,21,ORISSA,30,156204.83,104509.1,37841.95,13853.78,4485050,2571598,7056648,818,70663,25160,289
3/15/2013,JAMMU & KASHMIR,22,PUDUCHERRY,1,572.56,481.72,0,90.84,18000,0,18000,0,26,16,3
3/15/2013,JAMMU & KASHMIR,23,PUNJAB,20,24134.47,15139.89,6532.4,2462.18,623198,544370,1167568,411,7464,3274,81
3/15/2013,JAMMU & KASHMIR,24,RAJASTHAN,32,102243.17,69096.73,25759.93,7386.51,1960903,5023430,6984333,1544,85662,32269,317
3/15/2013,JAMMU & KASHMIR,25,SIKKIM,4,2053.82,1338.56,440.74,274.52,51302,35712,87014,789,1604,340,12
3/15/2013,JAMMU & KASHMIR,26,TAMIL NADU,29,114367.01,69366.01,28683.56,16317.44,4422133,4244955,8667088,1438,53678,27970,249
3/15/2013,JAMMU & KASHMIR,27,TRIPURA,4,9838.52,6120.24,2400.5,1317.78,454757,169017,623774,226,6833,6024,35
3/15/2013,JAMMU & KASHMIR,28,UTTAR PRADESH,71,294726,192171.8,71925.16,30629.04,8303794,12372693,20676487,2366,269860,107302,428
3/15/2013,JAMMU & KASHMIR,29,UTTARAKHAND,13,15091.07,9993.12,3641.26,1456.69,441631,444670,886301,470,3925,1601,81
3/15/2013,JAMMU & KASHMIR,30,WEST BENGAL,19,174147.94,111799.51,43820.36,18528.07,6619158,4997498,11616656,1140,134081,84168,441
3/15/2013,JAMMU & KASHMIR,,Total,607,2267236.73,1488892.13,554919.94,223424.66,61838922,63887805,125726727,33684,1375234,534931,4634
3/15/2013,JHARKHAND,1,BOKARO,22-03-2001,4433.2,2956.3,1099.63,377.27,104627,102176,206803,40,1814,249,8
3/15/2013,JHARKHAND,2,CHATRA,27-12-2004,3978.16,2661.34,977.35,339.47,98223,25280,123503,50,1134,526,10
3/15/2013,JHARKHAND,3,DEOGHAR,11/3/2005,2228.74,1444.93,516.18,267.63,75153,88207,163360,50,464,1057,10
3/15/2013,JHARKHAND,4,DHANBAD,7/2/2000,4399.71,2963.46,1099.78,336.47,104672,89302,193974,62,2820,73,10
3/15/2013,JHARKHAND,5,DUMKA,29-01-2002,5592.6,3530,1366.71,695.89,148732,42024,190756,50,2926,202,10
3/15/2013,JHARKHAND,6,GARHWA,27-12-2004,3784.05,2528.86,908.41,346.78,95558,69177,164735,50,1303,714,10
3/15/2013,JHARKHAND,7,GIRIDIH,27-12-2004,6792.67,4554.06,1679.11,559.5,155100,44190,199290,50,2472,1762,10
3/15/2013,JHARKHAND,8,GODDA,27-12-2004,3461.16,2265.64,855.32,340.2,95732,114088,209820,50,1612,315,10
3/15/2013,JHARKHAND,9,GUMLA,27-12-2004,3331.13,2231.77,798.28,301.08,97098,101793,198891,50,1190,307,10
3/15/2013,JHARKHAND,10,HAZARIBAGH,29-01-2002,4693.7,3072.09,1137.9,483.71,140453,71402,211855,105,1563,169,15
3/15/2013,JHARKHAND,11,JAMTARA,27-12-2004,2541.97,1682.3,621.33,238.34,68040,62374,130414,50,626,620,10
3/15/2013,JHARKHAND,12,KHUNTI,22-07-2008,2549.88,1736.96,641.2,171.72,45773,11493,57266,12,1791,196,12
3/15/2013,JHARKHAND,13,KODERMA,27-12-2004,1713.47,1145.65,416.75,151.07,39950,37106,77056,50,472,440,10
3/15/2013,JHARKHAND,14,LATEHAR,27-12-2004,3543.85,2373.11,867.59,303.15,79635,14552,94187,50,2058,649,16
3/15/2013,JHARKHAND,15,LOHARDAGA,27-12-2004,869.92,577.02,199.91,92.99,22626,25229,47855,50,626,307,10
3/15/2013,JHARKHAND,16,PAKUR,27-12-2004,2527.91,1695.61,608,224.3,72250,29077,101327,50,1601,685,10
3/15/2013,JHARKHAND,17,PALAMU,27-12-2004,3577.28,2382.22,854.31,340.75,91152,138623,229775,50,1927,99,10
3/15/2013,JHARKHAND,18,PASCHIM SINGHBHUM,27-12-2004,6427.06,4303.83,1598.34,524.89,170083,33439,203522,50,3063,361,10
3/15/2013,JHARKHAND,19,PURBI SINGHBHUM,23-04-2002,2618.39,1746.17,582.12,290.1,97196,119789,216985,52,2248,337,10
3/15/2013,JHARKHAND,20,RAMGARH,22-07-2008,2236.36,1498.82,558.49,179.05,48992,16857,65849,40,670,40,8
3/15/2013,JHARKHAND,21,RANCHI,23-04-2002,8346.42,5682.84,2059.03,604.55,197639,41036,238675,42,5900,1032,10
3/15/2013,JHARKHAND,22,SAHIBGANJ,27-12-2004,4031.6,2697.09,985.57,348.94,112798,12484,125282,50,1238,800,10
3/15/2013,JHARKHAND,23,SERAIKELA KHARSAWAN,27-12-2004,4294.78,2885.62,1061.22,347.94,105319,62645,167964,50,1752,357,10
3/15/2013,JHARKHAND,24,SIMDEGA,27-12-2004,2754.42,1869.79,693.24,191.39,60505,49846,110351,50,1417,175,10
3/15/2013,JHARKHAND,,Total,,90728.43,60485.48,22185.77,8057.18,2327306,1402189,3729495,1203,42687,11472,249
3/15/2013,KARNATAKA,1,BAGALKOT,17-05-2005,2742.49,1805.71,665.37,271.41,74926,175385,250311,58,745,1118,10
3/15/2013,KARNATAKA,2,BANGALORE RURAL,11/3/2005,2229.57,1587.61,315.68,326.28,63044,39979,103023,10,1420,414,5
3/15/2013,KARNATAKA,3,BANGALORE URBAN,17-05-2005,2436.51,1602.35,587.61,246.55,71892,28299,100191,50,86,454,10
3/15/2013,KARNATAKA,4,BELGAUM,11/3/2005,7526.43,4897.97,1942.03,686.43,196594,501172,697766,50,3290,1962,10
3/15/2013,KARNATAKA,5,BELLARY,7/2/2000,3565.21,2362.11,861.69,341.41,100252,85854,186106,93,859,582,2
3/15/2013,KARNATAKA,6,BIDAR,17-05-2005,3122.13,2112.17,757.92,252.04,58384,125768,184152,51,1426,1165,10
3/15/2013,KARNATAKA,7,BIJAPUR,17-05-2005,5553.91,3713.75,1413.56,426.6,127172,108608,235780,50,2129,1793,10
3/15/2013,KARNATAKA,8,CHAMARAJANAGAR,11/3/2005,4157.73,2768.67,1004.45,384.61,110188,28797,138985,50,369,1269,10
3/15/2013,KARNATAKA,9,CHICKMAGALUR,11/3/2005,2447.33,1579.36,618.04,249.93,67568,70603,138171,35,1852,764,10
3/15/2013,KARNATAKA,10,CHIKBALLAPUR,4/8/2010,3442.23,2187.65,966.24,288.34,89907,36479,126386,12,941,42,6
3/15/2013,KARNATAKA,11,CHITRADURGA,11/3/2005,3045.66,2022.87,735.63,287.16,75400,130585,205985,50,1422,1021,28
3/15/2013,KARNATAKA,12,DAVANGERE,11/3/2005,4632.24,3040.06,1141.57,450.61,122530,129754,252284,50,1385,972,10
3/15/2013,KARNATAKA,13,DHARWAD,11/3/2005,1894.74,1284.34,452.8,157.6,53596,60267,113863,25,930,1051,10
3/15/2013,KARNATAKA,14,GADAG,11/3/2005,2072.7,1120.68,563.7,388.32,46821,39520,86341,50,291,431,10
3/15/2013,KARNATAKA,15,GULBARGA,17-05-2005,9825.09,6459.55,2429.12,936.42,269726,172264,441990,50,4024,2232,10
3/15/2013,KARNATAKA,16,HASSAN,11/3/2005,2568.92,1700.64,599.83,268.45,64134,216283,280417,50,1902,1173,10
3/15/2013,KARNATAKA,17,HAVERI,11/3/2005,3749.61,2495.35,910.15,344.11,98436,57875,156311,53,818,785,10
3/15/2013,KARNATAKA,18,KODAGU,17-05-2005,1541.07,1025.86,357.72,157.49,38838,18095,56933,50,179,287,9
3/15/2013,KARNATAKA,19,KOLAR,11/3/2005,1946.48,1388.58,417.94,139.96,43183,83210,126393,12,981,64,5
3/15/2013,KARNATAKA,20,KOPPAL,11/3/2005,2610.56,1518.43,677.36,414.77,60869,177618,238487,50,870,987,3
3/15/2013,KARNATAKA,21,MANDYA,11/3/2005,5692.09,3103.45,1559.51,1029.13,128782,148152,276934,50,1631,914,10
3/15/2013,KARNATAKA,22,MANGALORE(DAKSHINA KANNADA),7/2/2000,1660.4,1076.85,361.76,221.79,59478,35532,95010,70,1236,505,15
3/15/2013,KARNATAKA,23,MYSORE,7/2/2000,5486.65,3546.31,1376.25,564.09,160601,42639,203240,54,1059,656,20
3/15/2013,KARNATAKA,24,RAICHUR,17-05-2005,4382.99,2939.25,1086.5,357.24,104887,120627,225514,52,1464,230,10
3/15/2013,KARNATAKA,25,RAMANAGARA,4/8/2010,1966.83,1290.3,455.99,220.54,41876,58807,100683,10,1186,501,0
3/15/2013,KARNATAKA,26,SHIMOGA,11/3/2005,2626.03,1724.77,548.56,352.7,99428,40151,139579,50,1616,986,23
3/15/2013,KARNATAKA,27,TUMKUR,17-05-2005,8751.31,5640.49,2325.02,785.8,242872,137654,380526,50,2242,1845,10
3/15/2013,KARNATAKA,28,UDUPI,11/3/2005,1719.18,836.99,476.14,406.05,52348,34286,86634,20,618,431,10
3/15/2013,KARNATAKA,29,UTTAR KANNADA,17-05-2005,5078.59,3245.11,1290.12,543.36,165492,77428,242920,50,2296,1719,10
3/15/2013,KARNATAKA,,Total,,108474.68,70077.23,26898.26,11499.19,2889224,2981691,5870915,1305,39267,26353,296
3/15/2013,KERALA,1,ALAPPUZHA,29-01-2002,1611.93,1040.24,328.98,242.71,114359,2189,116548,107,166,246,10
3/15/2013,KERALA,2,ERNAKULAM,12/3/2003,1520.55,743.42,396.46,380.67,54585,16069,70654,62,365,394,9
3/15/2013,KERALA,3,IDUKKI,12/3/2003,2325.86,1016.15,650.77,658.94,86535,11880,98415,51,116,188,4
3/15/2013,KERALA,4,KANNUR,12/3/2003,984.83,487.38,265.88,231.57,34121,0,34121,56,168,350,5
3/15/2013,KERALA,5,KASARGOD,15-01-2001,1761.91,875.88,468.02,418.01,56965,23300,80265,57,281,382,4
3/15/2013,KERALA,6,KOLLAM,10/1/2001,1573.46,1026.36,325.72,221.38,95130,7290,102420,400,410,351,10
3/15/2013,KERALA,7,KOTTAYAM,23-11-2005,1114.37,553.72,309.11,251.54,28118,1646,29764,40,182,133,5
3/15/2013,KERALA,8,KOZHIKODE,12/3/2003,931.88,432.46,249.41,250.01,42285,2086,44371,30,253,250,7
3/15/2013,KERALA,9,MALAPPURAM,29-01-2002,1302.3,852.72,285.96,163.62,60592,3996,64588,55,448,272,10
3/15/2013,KERALA,10,PALAKKAD,12/3/2003,2979.05,1396.7,800.5,781.85,107018,24424,131442,49,289,520,7
3/15/2013,KERALA,11,PATHANAMTHITTA,12/3/2003,1327.24,557,365.59,404.65,53799,1200,54999,25,172,121,5
3/15/2013,KERALA,12,THIRUVANANTHAPURAM,29-01-2002,2157.69,1407.08,461.37,289.24,129000,9482,138482,58,350,817,10
3/15/2013,KERALA,13,THRISSUR,12/3/2003,1469.59,739.57,386.79,343.23,48669,5868,54537,59,316,839,9
3/15/2013,KERALA,14,WAYANAD,29-01-2002,1129.26,745.23,249.52,134.51,50655,2481,53136,41,84,94,3
3/15/2013,KERALA,,Total,,22189.92,11873.91,5544.08,4771.93,961831,111911,1073742,1090,3600,4957,98
3/15/2013,MADHYA PRADESH,1,ALIRAJPUR,4/8/2010,1960.76,1347.87,497.06,115.83,38225,37210,75435,9,2140,586,10
3/15/2013,MADHYA PRADESH,2,ANUPPUR,13-08-2007,1496.69,978.89,345.29,172.51,39615,72695,112310,26,1984,1007,4
3/15/2013,MADHYA PRADESH,3,ASHOKNAGAR,13-08-2007,2945.88,2000.51,741.73,203.64,54450,51854,106304,0,2362,130,0
3/15/2013,MADHYA PRADESH,4,BALAGHAT,24-07-2003,6541.24,4358.39,1564.02,618.83,171243,105357,276600,54,2852,1989,8
3/15/2013,MADHYA PRADESH,5,BARWANI,24-07-2003,3586,2436.88,875.66,273.46,75695,49508,125203,41,2666,1846,7
3/15/2013,MADHYA PRADESH,6,BETUL,29-01-2002,2058.81,1394.1,505.8,158.91,43427,117664,161091,38,2412,455,10
3/15/2013,MADHYA PRADESH,7,BHIND,24-07-2003,2802.57,1917.48,701.56,183.53,42573,148810,191383,31,2460,160,6
3/15/2013,MADHYA PRADESH,8,BHOPAL,20-02-2003,905.92,614.17,212.34,79.41,20010,39539,59549,20,589,165,4
3/15/2013,MADHYA PRADESH,9,BURHANPUR,13-08-2007,1911.22,1263.09,492.12,156.01,41047,48092,89139,18,971,349,0
3/15/2013,MADHYA PRADESH,10,CHHATARPUR,24-07-2003,3953.76,2681.58,987.2,284.98,74861,165480,240341,62,3068,240,5
3/15/2013,MADHYA PRADESH,11,CHHINDWARA,20-02-2003,6143.57,4168.78,1524.67,450.12,116436,186478,302914,50,6107,418,10
3/15/2013,MADHYA PRADESH,12,DAMOH,24-07-2003,4410.47,2984.15,1064.71,361.61,99131,78822,177953,50,1944,158,7
3/15/2013,MADHYA PRADESH,13,DATIA,24-07-2003,1267.2,867.16,334.3,65.74,11997,35651,47648,30,2155,70,3
3/15/2013,MADHYA PRADESH,14,DEWAS,24-07-2003,2565.47,1718.22,601.96,245.29,59245,106423,165668,50,1927,25,10
3/15/2013,MADHYA PRADESH,15,DHAR,24-07-2003,4023.3,2697,957.39,368.91,100281,98820,199101,52,3503,490,10
3/15/2013,MADHYA PRADESH,16,DINDORI,24-07-2003,2904.53,1972.06,696.43,236.04,63701,63086,126787,12,1708,750,7
3/15/2013,MADHYA PRADESH,17,GUNA,24-07-2003,3293.17,2233.43,830.22,229.52,53901,60419,114320,10,3664,86,10
3/15/2013,MADHYA PRADESH,18,GWALIOR,30-08-2000,1615.38,1094.45,384.69,136.24,32128,111287,143415,53,1897,142,4
3/15/2013,MADHYA PRADESH,19,HARDA,24-07-2003,1356.58,930.18,340.63,85.77,23589,46014,69603,5,1742,223,4
3/15/2013,MADHYA PRADESH,20,HOSHANGABAD,30-08-2000,1455.64,960.98,337.52,157.14,50677,76631,127308,78,1686,725,10
3/15/2013,MADHYA PRADESH,21,INDORE,13-02-2003,1904.55,1255.95,478.1,170.5,48998,114548,163546,20,1502,721,10
3/15/2013,MADHYA PRADESH,22,JABALPUR,24-07-2003,3264.34,2156.32,729.18,378.84,106290,88024,194314,44,2240,260,10
3/15/2013,MADHYA PRADESH,23,JHABUA,24-07-2003,2913.48,1936.76,685.77,290.95,81491,32863,114354,9,2140,586,10
3/15/2013,MADHYA PRADESH,24,KATNI,24-07-2003,2356.97,1591.63,564.02,201.32,53000,117095,170095,15,2079,921,6
3/15/2013,MADHYA PRADESH,25,KHANDWA(EAST NIMAR),23-04-2002,3023.31,2091.62,698.87,232.82,60123,58327,118450,40,2960,1375,8
3/15/2013,MADHYA PRADESH,26,KHARGONE,24-07-2003,4387.93,2957.07,1056.43,374.43,91083,152741,243824,50,3498,687,10
3/15/2013,MADHYA PRADESH,27,MANDLA,12/3/2003,3998.87,2700.71,964.26,333.9,98650,73826,172476,0,3064,176,10
3/15/2013,MADHYA PRADESH,28,MANDSAUR,13-02-2003,1734.39,1155.05,398.09,181.25,46666,119498,166164,50,1092,341,10
3/15/2013,MADHYA PRADESH,29,MORENA,24-07-2003,1740.9,1186.46,430.34,124.1,32478,169027,201505,50,2151,142,7
3/15/2013,MADHYA PRADESH,30,NARSINGHPUR,30-08-2000,2552.66,1706.49,599.1,247.07,67857,58600,126457,78,1720,913,6
3/15/2013,MADHYA PRADESH,31,NEEMUCH,24-07-2003,1512.54,1031.75,364.06,116.73,27790,86180,113970,39,1412,103,10
3/15/2013,MADHYA PRADESH,32,PANNA,24-07-2003,6268.42,4326.6,1643.45,298.37,72600,186451,259051,15,9254,117,10
3/15/2013,MADHYA PRADESH,33,RAISEN,30-08-2000,3499.88,2338.82,842.56,318.5,88825,86117,174942,27,3000,869,10
3/15/2013,MADHYA PRADESH,34,RAJGARH,23-04-2002,3854.44,2598.48,899.33,356.63,94365,80166,174531,44,3206,244,10
3/15/2013,MADHYA PRADESH,35,RATLAM,24-07-2003,2002.65,1344.58,458.73,199.34,51248,88719,139967,24,1392,158,6
