Date,State_Name,SL_No,District_Name,Date_of_Sanction,Project_Cost_Lakhs,ApprShare_Central,ApprShare_State,ApprShare_Beneficiary,CompSanc_IHHL_BPL,CompSanc_IHHL_APL,CompSanc_IHHL_TOTAL,CompSanc_IHHL_SCW,CompSanc_School_Toilets,CompSanc_Anganwadi_Toilets,CompSanc_RSM_PC
3/15/2013,MADHYA PRADESH,36,REWA,13-02-2003,7676.61,4560.04,2090.66,1025.91,121538,197742,319280,9,8902,2153,10
3/15/2013,MADHYA PRADESH,37,SAGAR,24-07-2003,9087,5631.34,2370.7,1084.96,208079,137113,345192,22,3749,139,11
3/15/2013,MADHYA PRADESH,38,SATNA,24-07-2003,9696.16,5725.11,2541.41,1429.64,225199,119149,344348,66,3358,1845,8
3/15/2013,MADHYA PRADESH,39,SEHORE,30-08-2000,2183.91,1496.35,543.95,143.61,34355,86987,121342,4,3230,62,10
3/15/2013,MADHYA PRADESH,40,SEONI,2/5/2003,3824.66,2573.32,910.43,340.91,104769,122727,227496,10,2794,1718,4
3/15/2013,MADHYA PRADESH,41,SHAHDOL,24-07-2003,3312.37,2221.07,776.12,315.18,84802,74157,158959,45,2500,878,9
3/15/2013,MADHYA PRADESH,42,SHAJAPUR,24-07-2003,3302.24,2250.05,807,245.19,65429,91295,156724,18,3259,313,8
3/15/2013,MADHYA PRADESH,43,SHEOPUR,24-07-2003,1081.77,745.88,257.14,78.75,18198,63230,81428,10,1054,189,10
3/15/2013,MADHYA PRADESH,44,SHIVPURI,24-07-2003,3320.76,2229.87,829.76,261.13,65212,149252,214464,52,2814,148,8
3/15/2013,MADHYA PRADESH,45,SIDHI,24-07-2003,5118.91,3465.78,1179.46,473.67,127045,68292,195337,20,1458,488,9
3/15/2013,MADHYA PRADESH,46,SINGRAULI,4/8/2010,3718.42,2429.16,976.07,313.19,53722,98994,152716,7,1936,472,3
3/15/2013,MADHYA PRADESH,47,TIKAMGARH,13-02-2003,4759.02,3281.72,1201.48,275.82,66866,97843,164709,30,5086,112,6
3/15/2013,MADHYA PRADESH,48,UJJAIN,2/5/2003,3878.22,2649.56,956.11,272.55,68225,166634,234859,50,3800,1006,10
3/15/2013,MADHYA PRADESH,49,UMARIA,24-07-2003,2513.42,1714.93,618.92,179.57,40359,78621,118980,51,2303,300,10
3/15/2013,MADHYA PRADESH,50,VIDISHA,24-07-2003,4602.03,3115.01,1120.89,366.13,96852,88789,185641,14,2940,145,7
3/15/2013,MADHYA PRADESH,,Total,,170288.99,113086.85,41987.69,15214.45,3614346,4852847,8467193,1602,137730,27595,385
3/15/2013,MAHARASHTRA,1,AHMEDNAGAR,23-04-2002,4545.41,2935.06,1064.81,545.54,134247,304214,438461,50,2800,3646,14
3/15/2013,MAHARASHTRA,2,AKOLA,13-02-2003,2959.32,1970.82,712.04,276.46,81443,106045,187488,0,1547,1000,7
3/15/2013,MAHARASHTRA,3,AMRAVATI,7/2/2000,5987.5,3961.39,1456.74,569.37,176172,133894,310066,108,1587,1801,10
3/15/2013,MAHARASHTRA,4,AURANGABAD,22-03-2001,4819.5,3194.93,1160.9,463.67,110190,174106,284296,154,1787,1810,10
3/15/2013,MAHARASHTRA,5,BEED,13-02-2003,4189.63,2776.51,1029.33,383.79,90500,385000,475500,53,3154,1614,10
3/15/2013,MAHARASHTRA,6,BHANDARA,14-01-2004,3128.96,2041.92,731.4,355.64,93065,39555,132620,45,1347,1081,7
3/15/2013,MAHARASHTRA,7,BULDHANA,25-07-2003,5227.7,3487.91,1268.57,471.22,117275,208512,325787,70,2730,1833,28
3/15/2013,MAHARASHTRA,8,CHANDRAPUR,2/3/2001,4881.19,3124.09,1208.52,548.58,143479,148429,291908,66,2022,1833,25
3/15/2013,MAHARASHTRA,9,DHULE,7/2/2000,3871.14,2566.57,909.77,394.8,106598,77574,184172,142,1473,1489,10
3/15/2013,MAHARASHTRA,10,GADCHIROLI,7/11/2003,2352.55,1536.96,530.74,284.85,75900,53113,129013,54,1278,1321,12
3/15/2013,MAHARASHTRA,11,GONDIA,7/11/2003,3646.28,2349.39,833.34,463.55,120714,59502,180216,175,1731,1298,8
3/15/2013,MAHARASHTRA,12,HINGOLI,14-01-2004,2699.49,1788.09,660.17,251.23,52157,146643,198800,200,1797,910,10
3/15/2013,MAHARASHTRA,13,JALGAON,23-04-2002,9719.11,6355.42,2441.97,921.72,214260,304787,519047,725,3627,2618,15
3/15/2013,MAHARASHTRA,14,JALNA,23-04-2002,3125.27,2048.28,744.16,332.83,85470,139011,224481,124,2200,1550,8
3/15/2013,MAHARASHTRA,15,KOLHAPUR,13-02-2003,3203.5,2132.63,770.31,300.56,75993,322439,398432,985,2210,3167,10
3/15/2013,MAHARASHTRA,16,LATUR,7/11/2003,3531.81,2362.48,875.69,293.64,74260,200093,274353,115,2556,1017,10
3/15/2013,MAHARASHTRA,17,NAGPUR,13-02-2003,3912.1,2591.91,970.29,349.9,67367,182311,249678,300,2219,1775,10
3/15/2013,MAHARASHTRA,18,NANDED,7/2/2000,4799.86,3202.91,1192.22,404.73,101990,189813,291803,69,4432,2695,10
3/15/2013,MAHARASHTRA,19,NANDURBAR,23-04-2002,5686.32,3788.13,1409.23,488.96,134118,79135,213253,132,2216,866,6
3/15/2013,MAHARASHTRA,20,NASHIK,7/11/2003,6872.1,4519.83,1657.58,694.69,202284,249900,452184,54,2072,3427,15
3/15/2013,MAHARASHTRA,21,OSMANABAD,25-07-2003,2001.79,1294.66,488.65,218.48,54312,144344,198656,57,1689,752,4
3/15/2013,MAHARASHTRA,22,PARBHANI,14-01-2004,2189.8,1439.62,537.77,212.41,53647,200093,253740,56,1540,863,9
3/15/2013,MAHARASHTRA,23,PUNE,13-02-2003,4835.64,3104.75,1232.22,498.67,97302,305917,403219,633,5684,2480,10
3/15/2013,MAHARASHTRA,24,RAIGAD,7/2/2000,6569.89,4337.97,1662.77,569.15,124656,183838,308494,500,4915,1931,10
3/15/2013,MAHARASHTRA,25,RATNAGIRI,2/3/2001,3019.85,1835.73,734.49,449.63,95726,222099,317825,575,4167,1147,10
3/15/2013,MAHARASHTRA,26,SANGLI,22-03-2001,4578.41,2954.82,1216.7,406.89,50210,199976,250186,900,3274,2151,10
3/15/2013,MAHARASHTRA,27,SATARA,13-02-2003,6239.22,4116.67,1581.12,541.43,83517,306199,389716,852,4419,3431,10
3/15/2013,MAHARASHTRA,28,SINDHUDURG,25-07-2003,2084.95,1346.18,502.92,235.85,43874,73459,117333,460,2292,1050,4
3/15/2013,MAHARASHTRA,29,SOLAPUR,25-07-2003,6243.25,4067.68,1535.61,639.96,167757,291036,458793,52,4045,3378,10
3/15/2013,MAHARASHTRA,30,THANE,7/11/2003,7933.25,5278.51,1804.93,849.81,235922,299502,535424,300,4883,2616,13
3/15/2013,MAHARASHTRA,31,WARDHA,7/11/2003,2270.99,1509.48,521.24,240.27,63339,71069,134408,56,1298,852,8
3/15/2013,MAHARASHTRA,32,WASHIM,14-01-2003,4337.69,2837.65,1098.04,402,107896,97057,204953,50,1526,950,6
3/15/2013,MAHARASHTRA,33,YAVATMAL,22-03-2001,7505.57,4912.82,1870.28,722.47,187799,206239,394038,98,2935,1724,16
3/15/2013,MAHARASHTRA,,Total,,148969.04,97771.77,36414.52,14782.75,3623439,6104904,9728343,8210,87452,60076,355
3/15/2013,MANIPUR,1,BISHNUPUR,12/3/2003,669.2,467.84,150.91,50.45,12152,4850,17002,24,302,84,2
3/15/2013,MANIPUR,2,CHANDEL,13-08-2007,1099.64,770,253.21,76.43,17610,0,17610,50,434,182,5
3/15/2013,MANIPUR,3,CHURACHANDPUR,13-08-2007,1986.26,1398.73,457.12,130.41,33864,3762,37626,50,676,190,7
3/15/2013,MANIPUR,4,IMPHAL EAST,12/3/2003,1008.5,700.15,243.45,64.9,13189,12030,25219,50,804,119,3
3/15/2013,MANIPUR,5,IMPHAL WEST,22-03-2001,942.21,656.51,209.11,76.59,20608,4405,25013,45,156,0,5
3/15/2013,MANIPUR,6,SENAPATI,13-08-2007,2509.77,1766.2,564.69,178.88,47968,28392,76360,50,490,185,1
3/15/2013,MANIPUR,7,TAMENGLONG,13-08-2007,883.84,617.51,204.61,61.72,13380,1486,14866,50,424,0,4
3/15/2013,MANIPUR,8,THOUBAL,12/3/2003,1351.23,954.19,303.18,93.86,23264,5250,28514,42,395,42,3
3/15/2013,MANIPUR,9,UKHRUL,31-07-2006,823.38,577.6,193.22,52.56,12852,8192,21044,25,238,399,5
3/15/2013,MANIPUR,,Total,,11274.03,7908.73,2579.5,785.8,194887,68367,263254,386,3919,1201,35
3/15/2013,MEGHALAYA,1,EAST GARO HILLS,31-07-2006,1899.42,1355.15,443.55,100.72,31739,6469,38208,10,1311,177,10
3/15/2013,MEGHALAYA,2,EAST KHASI HILLS,14-01-2004,2784.15,1957.65,651.34,175.16,42284,32778,75062,50,2148,349,4
3/15/2013,MEGHALAYA,3,JAINTIA HILLS,17-11-2006,1625.05,1141.78,372.82,110.45,31950,6729,38679,50,595,155,5
3/15/2013,MEGHALAYA,4,RI BHOI,23-11-2005,1553.53,1074.04,403.07,76.42,16276,21196,37472,50,1946,305,3
3/15/2013,MEGHALAYA,5,SOUTH GARO HILLS,15-01-2008,1237.23,858.26,307.91,71.06,12891,5346,18237,30,1074,227,4
3/15/2013,MEGHALAYA,6,WEST GARO HILLS,14-01-2004,2772.29,1669.52,728.49,374.28,44385,11179,55564,50,2244,448,4
3/15/2013,MEGHALAYA,7,WEST KHASI HILLS,17-11-2006,2137.32,1506.47,503.89,126.96,36808,1803,38611,50,1013,190,6
3/15/2013,MEGHALAYA,,Total,,14008.99,9562.87,3411.07,1035.05,216333,85500,301833,290,10331,1851,36
3/15/2013,MIZORAM,1,AIZAWL,23-11-2005,1088.11,751.95,265.15,71.01,16525,3497,20022,60,1025,454,5
3/15/2013,MIZORAM,2,CHAMPHAI,23-11-2005,1010.51,695.73,252.24,62.54,11077,1949,13026,54,1097,282,3
3/15/2013,MIZORAM,3,KOLASIB,23-11-2005,489.29,336.08,115.08,38.13,8833,720,9553,20,360,97,3
3/15/2013,MIZORAM,4,LAWNGTLAI,15-07-2005,1079.08,736.95,258.51,83.62,16544,2773,19317,149,908,141,2
3/15/2013,MIZORAM,5,LUNGLEI,15-07-2005,1222.06,836.68,292.49,92.89,19280,4665,23945,150,1287,218,3
3/15/2013,MIZORAM,6,MAMIT,2/5/2003,654.3,448.63,166.18,39.49,5459,2000,7459,50,734,222,0
3/15/2013,MIZORAM,7,SAIHA,20-02-2003,391.32,275.29,87.52,28.51,7238,567,7805,0,214,99,2
3/15/2013,MIZORAM,8,SERCHHIP,15-07-2005,367.47,250.27,84.33,32.87,4947,2804,7751,77,280,117,2
3/15/2013,MIZORAM,,Total,,6302.14,4331.58,1521.5,449.06,89903,18975,108878,560,5905,1630,20
3/15/2013,NAGALAND,1,DIMAPUR,10/10/2000,1254.41,884.82,277.99,91.6,28927,3331,32258,0,450,215,3
3/15/2013,NAGALAND,2,KIPHIRE,4/8/2010,868.68,607.44,206.49,54.75,14316,78,14394,10,194,77,4
3/15/2013,NAGALAND,3,KOHIMA,22-03-2001,713.9,511.98,135.81,66.11,25610,13063,38673,189,365,184,3
3/15/2013,NAGALAND,4,LONGLENG,4/8/2010,363.97,254.21,85.54,24.22,6438,0,6438,8,26,40,2
3/15/2013,NAGALAND,5,MOKOKCHUNG,22-03-2001,516.6,362.24,120.69,33.67,11000,2312,13312,10,430,110,2
3/15/2013,NAGALAND,6,MON,20-02-2006,967.54,681.75,214.63,71.16,20631,7839,28470,17,368,99,2
3/15/2013,NAGALAND,7,PEREN,31-07-2006,395.83,278.51,86.14,31.18,9018,2325,11343,6,95,148,3
3/15/2013,NAGALAND,8,PHEK,20-01-2007,732,511.32,155.91,64.77,18742,1160,19902,11,155,89,2
3/15/2013,NAGALAND,9,TUENSANG,20-01-2007,578.09,403.52,129.39,45.18,13027,0,13027,5,214,81,3
3/15/2013,NAGALAND,10,WOKHA,31-07-2006,513.83,370.71,106.68,36.44,11813,1146,12959,7,134,196,3
3/15/2013,NAGALAND,11,ZUNHEBOTO,23-04-2002,1052.73,740.54,240.48,71.71,20570,0,20570,12,541,63,2
3/15/2013,NAGALAND,,Total,,7957.58,5607.04,1759.75,590.79,180092,31254,211346,275,2972,1302,29
3/15/2013,ORISSA,1,ANGUL,24-09-2004,4152.45,2794.83,1007.11,350.51,109581,77228,186809,24,2040,795,10
3/15/2013,ORISSA,2,BALANGIR,13-02-2003,6720.7,4496.49,1634.15,590.06,199853,142381,342234,28,2400,915,10
3/15/2013,ORISSA,3,BALESWAR,28-03-2000,6649.37,4416.83,1561.67,670.87,281636,102367,384003,48,3787,1849,10
3/15/2013,ORISSA,4,BARGARH,27-12-2004,6105.44,4080.06,1472.77,552.61,175810,140072,315882,0,2393,361,10
3/15/2013,ORISSA,5,BHADRAK,18-09-2001,4115.18,2746.55,987.86,380.77,136849,81632,218481,0,1855,1190,8
3/15/2013,ORISSA,6,BOUDH,27-12-2004,2735.83,1845.44,665.73,224.66,71702,20970,92672,3,1033,258,10
3/15/2013,ORISSA,7,CUTTACK,1/5/2002,5811.85,3873.76,1386.78,551.31,178679,186195,364874,50,2426,42,10
3/15/2013,ORISSA,8,DEBAGARH,27-12-2004,1705.3,1150.2,404.81,150.29,42977,19981,62958,20,620,190,10
3/15/2013,ORISSA,9,DHENKANAL,27-12-2004,4603.56,3096.41,1118.23,388.92,125111,65196,190307,32,2065,690,10
3/15/2013,ORISSA,10,GAJAPATI,24-09-2004,2996.63,2026.75,737.68,232.2,68154,42038,110192,14,1438,630,10
3/15/2013,ORISSA,11,GANJAM,28-03-2000,8954.97,5966.47,2140.54,847.96,270886,180430,451316,20,4235,2505,10
3/15/2013,ORISSA,12,JAGATSINGHAPUR,13-02-2003,3340.31,2249.43,796.05,294.83,95623,116710,212333,16,2434,955,10
3/15/2013,ORISSA,13,JAJAPUR,1/5/2002,6385.41,4283.17,1554.84,547.4,162500,191899,354399,50,3414,1355,10
3/15/2013,ORISSA,14,JHARSUGUDA,27-12-2004,1483.49,1002.44,356.16,124.89,33172,34757,67929,30,811,433,10
3/15/2013,ORISSA,15,KALAHANDI,24-09-2004,7138.43,4776.4,1748.32,613.71,190958,105415,296373,50,2330,676,10
3/15/2013,ORISSA,16,KANDHAMAL,12/3/2003,4428.09,2975.36,1100.63,352.1,112422,43118,155540,0,1812,937,5
3/15/2013,ORISSA,17,KENDRAPARA,13-02-2003,4433.47,2981.58,1076.03,375.86,136153,80039,216192,9,2583,1064,10
3/15/2013,ORISSA,18,KENDUJHAR,24-09-2004,9266.57,6221.22,2321.83,723.52,219850,43598,263448,50,5428,1590,10
3/15/2013,ORISSA,19,KHORDHA,18-09-2001,4436.66,2959.3,1060.24,417.12,150000,80593,230593,50,2431,150,8
3/15/2013,ORISSA,20,KORAPUT,13-02-2003,7781.77,5192.27,1913.5,676,221421,42780,264201,50,2659,1130,10
3/15/2013,ORISSA,21,MALKANGIRI,24-09-2004,3532.33,2370.51,856.1,305.72,89117,42591,131708,50,1650,534,10
3/15/2013,ORISSA,22,MAYURBHANJ,24-09-2004,12029.74,7971.46,2896.26,1162.02,369475,193293,562768,10,4642,1698,10
3/15/2013,ORISSA,23,NABARANGAPUR,24-09-2004,5971.15,3982.53,1478.84,509.78,158604,95891,254495,50,1838,378,10
3/15/2013,ORISSA,24,NAYAGARH,1/5/2002,4723.4,3146.15,1123.53,453.72,134750,72562,207312,51,1993,34,8
3/15/2013,ORISSA,25,NUAPADA,24-09-2004,3920.21,2634.16,956.66,329.39,101492,27298,128790,20,941,585,10
3/15/2013,ORISSA,26,PURI,13-02-2003,5865.69,3914.59,1396.07,555.03,160972,70160,231132,50,2250,1130,10
3/15/2013,ORISSA,27,RAYAGADA,13-02-2003,5583.72,3769.28,1379.64,434.8,134397,77807,212204,25,2931,1001,10
3/15/2013,ORISSA,28,SAMBALPUR,27-12-2004,3594.39,2425.16,869.18,300.05,88701,59914,148615,0,2217,480,10
3/15/2013,ORISSA,29,SONEPUR,24-09-2004,3073.09,2064.03,736.73,272.33,80396,26722,107118,0,1563,214,10
3/15/2013,ORISSA,30,SUNDARGARH,28-03-2000,4665.63,3096.27,1104.01,465.35,183809,107961,291770,18,2444,1391,10
3/15/2013,ORISSA,,Total,,156204.83,104509.1,37841.95,13853.78,4485050,2571598,7056648,818,70663,25160,289
3/15/2013,PUDUCHERRY,1,PONDICHERRY,18-09-2001,572.56,481.72,0,90.84,18000,0,18000,0,26,16,3
3/15/2013,PUDUCHERRY,,Total,,572.56,481.72,0,90.84,18000,0,18000,0,26,16,3
3/15/2013,PUNJAB,1,AMRITSAR,2/5/2003,3939.15,2484.93,1072.78,381.44,90089,66983,157072,0,599,378,0
3/15/2013,PUNJAB,2,BARNALA,4/8/2010,560.71,360.73,145.42,54.56,12137,12000,24137,35,54,123,0
3/15/2013,PUNJAB,3,BATHINDA,10/1/2001,1146.55,775.3,305.63,65.62,40000,11602,51602,14,442,0,7
3/15/2013,PUNJAB,4,FARIDKOT,2/5/2003,300.92,181.3,87.54,32.08,6000,0,6000,0,410,0,1
3/15/2013,PUNJAB,5,FATEHGARH SAHIB,2/5/2003,233.72,151.47,65.1,17.15,2485,16192,18677,0,363,0,2
3/15/2013,PUNJAB,6,FEROZEPUR,15-07-2005,1479.83,1013.1,392.84,73.89,50655,75000,125655,0,326,604,10
3/15/2013,PUNJAB,7,GURDASPUR,2/5/2003,1483.77,879.82,429.65,174.3,40780,73530,114310,0,600,0,4
3/15/2013,PUNJAB,8,HOSHIARPUR,2/5/2003,365.6,206.63,97.96,61.01,11112,0,11112,0,839,0,5
3/15/2013,PUNJAB,9,JALANDHAR,2/5/2003,689.57,395.76,190.67,103.14,19885,2708,22593,0,1200,0,5
3/15/2013,PUNJAB,10,KAPURTHALA,2/5/2003,415.76,238.4,117.14,60.22,12617,2229,14846,0,500,0,2
3/15/2013,PUNJAB,11,LUDHIANA,7/7/2004,2100.49,1120.46,574.65,405.38,45422,8956,54378,50,156,311,10
3/15/2013,PUNJAB,12,MANSA,15-07-2005,843.85,489.05,233.65,121.15,25000,44004,69004,75,240,391,10
3/15/2013,PUNJAB,13,MOGA,18-09-2001,1108.71,753.77,301.48,53.46,37170,0,37170,10,210,0,5
3/15/2013,PUNJAB,14,MUKTSAR,22-03-2001,747.42,512.08,188.77,46.57,33148,0,33148,200,193,0,5
3/15/2013,PUNJAB,15,NAWANSHAHR,2/5/2003,184.66,100.52,48.59,35.55,7273,35894,43167,0,330,0,2
3/15/2013,PUNJAB,16,PATIALA,1/5/2002,2748.66,1794.35,728.44,225.87,60513,76029,136542,2,0,417,0
3/15/2013,PUNJAB,17,RUPNAGAR,2/5/2003,1282.95,829.37,340.74,112.84,28278,20872,49150,0,52,228,9
3/15/2013,PUNJAB,18,S.A.S NAGAR,4/8/2010,396,271.81,105.99,18.2,4008,16674,20682,0,504,0,4
3/15/2013,PUNJAB,19,SANGRUR,1/5/2002,623.59,306.9,183.29,133.4,19920,26006,45926,25,306,372,0
3/15/2013,PUNJAB,20,TARN TARAN,4/8/2010,3482.56,2274.14,922.07,286.35,76706,55691,132397,0,140,450,0
3/15/2013,PUNJAB,,Total,,24134.47,15139.89,6532.4,2462.18,623198,544370,1167568,411,7464,3274,81
3/15/2013,RAJASTHAN,1,AJMER,1/5/2002,1770.7,1206.41,446.3,117.99,27392,184378,211770,50,2050,1157,10
3/15/2013,RAJASTHAN,2,ALWAR,28-03-2000,2926.71,1977.54,755.14,194.03,55920,284634,340554,50,3156,1610,10
3/15/2013,RAJASTHAN,3,BANSWARA,11/3/2005,7953.45,5351.42,2011.87,590.16,169828,79429,249257,40,4092,1619,8
3/15/2013,RAJASTHAN,4,BARAN,15-07-2005,2505.38,1700.32,622.92,182.14,45648,113170,158818,50,1269,1013,10
3/15/2013,RAJASTHAN,5,BARMER,3/3/2000,5374.94,3609.71,1355.98,409.25,112891,171707,284598,60,4394,1980,10
3/15/2013,RAJASTHAN,6,BHARATPUR,27-12-2004,2249.68,1513.84,561,174.84,45606,199450,245056,50,794,586,10
3/15/2013,RAJASTHAN,7,BHILWARA,17-05-2005,5066.56,3380.14,1293.18,393.24,104663,174671,279334,50,4500,1519,10
3/15/2013,RAJASTHAN,8,BIKANER,24-09-2004,2829.04,1882.61,684.23,262.2,63295,120000,183295,85,2764,917,10
3/15/2013,RAJASTHAN,9,BUNDI,1/5/2002,2179.99,1474.56,537.96,167.47,41413,125545,166958,20,1898,296,10
3/15/2013,RAJASTHAN,10,CHITTORGARH,11/3/2005,3108.43,2098.13,776.16,234.14,56149,189366,245515,50,2800,1071,14
3/15/2013,RAJASTHAN,11,CHURU,17-05-2005,1919.85,1298.81,464.04,157,40000,101217,141217,42,1312,950,10
3/15/2013,RAJASTHAN,12,DAUSA,17-05-2005,2615.75,1778.84,674.29,162.62,43276,214288,257564,50,2073,954,10
3/15/2013,RAJASTHAN,13,DHOLPUR,11/3/2005,1675.85,1132.68,423.44,119.73,29882,100462,130344,50,1002,384,10
3/15/2013,RAJASTHAN,14,DUNGARPUR,11/3/2005,5544.01,3702.03,1379.28,462.7,130459,37264,167723,50,3768,1481,10
3/15/2013,RAJASTHAN,15,GANGANAGAR,17-05-2005,2302.66,1585.63,585.76,131.27,31756,134637,166393,20,3600,858,10
3/15/2013,RAJASTHAN,16,HANUMANGARH,17-05-2005,1618.48,1100.11,388.71,129.66,31621,35602,67223,50,1246,227,10
3/15/2013,RAJASTHAN,17,JAIPUR,28-03-2000,4710.26,3236.22,1237.78,236.26,60791,315869,376660,50,7043,1108,10
3/15/2013,RAJASTHAN,18,JAISALMER,27-12-2004,1833.55,1267.2,473.85,92.5,17497,61888,79385,56,2674,484,10
3/15/2013,RAJASTHAN,19,JALOR,15-07-2005,3927.1,2670.55,997.41,259.14,67713,133481,201194,50,3011,960,10
3/15/2013,RAJASTHAN,20,JHALAWAR,22-03-2001,2998.14,2032.02,764.02,202.1,55229,143234,198463,50,2452,1179,12
3/15/2013,RAJASTHAN,21,JHUNJHUNU,27-12-2004,1644.35,1123.91,418.31,102.13,21440,177396,198836,50,1755,902,10
3/15/2013,RAJASTHAN,22,JODHPUR,11/3/2005,4214.75,2889.55,1063.73,261.47,70837,248282,319119,50,4996,906,10
3/15/2013,RAJASTHAN,23,KARAULI,17-05-2005,4108.01,2792.19,1057.93,257.89,68530,148819,217349,56,3969,672,10
3/15/2013,RAJASTHAN,24,KOTA,1/5/2002,2359.75,1583.05,592.9,183.8,47767,87135,134902,50,1510,1398,10
3/15/2013,RAJASTHAN,25,NAGAUR,17-05-2005,2519.29,1713.76,637.74,167.79,41537,256360,297897,50,2793,1855,10
3/15/2013,RAJASTHAN,26,PALI,17-05-2005,2389.22,1619.13,588.36,181.73,46444,228892,275336,50,1560,753,10
3/15/2013,RAJASTHAN,27,RAJSAMAND,1/5/2002,2974.59,2015.74,736.72,222.13,69568,121350,190918,35,2401,677,10
3/15/2013,RAJASTHAN,28,SAWAI MADHOPUR,20-02-2003,1864.18,1258.92,460.84,144.42,38914,137304,176218,50,1021,723,3
3/15/2013,RAJASTHAN,29,SIKAR,3/3/2000,1862.18,1271.68,467.79,122.71,28460,228307,256767,58,2962,659,10
3/15/2013,RAJASTHAN,30,SIROHI,17-05-2005,1925.35,1301.63,480.54,143.18,36060,79445,115505,50,1137,391,10
3/15/2013,RAJASTHAN,31,TONK,11/3/2005,2270.48,1533.84,573.03,163.61,41916,182977,224893,50,1812,724,10
3/15/2013,RAJASTHAN,32,UDAIPUR,11/3/2005,9000.49,5994.56,2248.72,757.21,218401,206871,425272,22,3848,2256,10
3/15/2013,RAJASTHAN,,Total,,102243.17,69096.73,25759.93,7386.51,1960903,5023430,6984333,1544,85662,32269,317
3/15/2013,SIKKIM,1,EAST SIKKIM,18-03-2002,768.19,501.5,161.29,105.4,24109,18000,42109,225,464,36,7
3/15/2013,SIKKIM,2,NORTH SIKKIM,18-03-2002,270.69,178.95,59.51,32.23,4978,1031,6009,135,272,63,3
3/15/2013,SIKKIM,3,SOUTH SIKKIM,25-11-1999,466.58,301.51,101.8,63.27,8970,7681,16651,205,438,82,1
3/15/2013,SIKKIM,4,WEST SIKKIM,25-11-1999,548.36,356.6,118.14,73.62,13245,9000,22245,224,430,159,1
3/15/2013,SIKKIM,,Total,,2053.82,1338.56,440.74,274.52,51302,35712,87014,789,1604,340,12
3/15/2013,TAMIL NADU,1,COIMBATORE,25-11-1999,3517.04,2233.12,863.27,420.65,190006,163561,353567,10,1026,812,14
3/15/2013,TAMIL NADU,2,CUDDALORE,25-11-1999,5955.58,3893.32,1417.73,644.53,242992,104369,347361,69,2635,1486,10
3/15/2013,TAMIL NADU,3,DHARMAPURI,29-01-2002,3498.86,2279.71,821.14,398.01,152872,60203,213075,0,2507,715,4
3/15/2013,TAMIL NADU,4,DINDIGUL,20-02-2003,3871.65,2044.42,1089.34,737.89,131516,319776,451292,20,1368,1374,10
3/15/2013,TAMIL NADU,5,ERODE,2/3/2001,3097.77,1991.28,699.77,406.72,165306,110521,275827,63,2798,752,10
3/15/2013,TAMIL NADU,6,KANCHIPURAM,26-06-2002,4541.1,2209.82,1286.29,1044.99,147350,240767,388117,58,1955,1497,10
3/15/2013,TAMIL NADU,7,KANYAKUMARI(NAGERCOIL),22-03-2001,2124.05,938.81,591.65,593.59,76233,10568,86801,43,557,367,5
3/15/2013,TAMIL NADU,8,KARUR,26-06-2002,2101.46,1343.58,463.8,294.08,105280,72598,177878,108,932,418,10
3/15/2013,TAMIL NADU,9,KRISHNAGIRI,27-12-2004,6151,4049.14,1485.02,616.84,204772,85863,290635,40,2774,924,6
3/15/2013,TAMIL NADU,10,MADURAI,29-01-2002,4273.73,2793.22,1031.56,448.95,153151,224536,377687,0,1845,881,10
3/15/2013,TAMIL NADU,11,NAGAPATTINAM,2/5/2003,3738.82,2489.81,914.38,334.63,131000,140933,271933,50,1934,646,10
3/15/2013,TAMIL NADU,12,NAMAKKAL,20-02-2003,2357,1516.25,529.35,311.4,117538,113278,230816,50,1027,673,4
3/15/2013,TAMIL NADU,13,NILGIRIS(UDHAGAMANDALAM),2/5/2003,1423.43,875.08,356,192.35,43000,51545,94545,75,839,271,4
3/15/2013,TAMIL NADU,14,PERAMBALUR,3/3/2000,3340.23,2146.04,761.29,432.9,181496,94081,275577,49,1256,1185,10
3/15/2013,TAMIL NADU,15,PUDUKKOTTAI,26-06-2002,4012.67,2638.5,956.52,417.65,176710,77100,253810,50,3826,1306,10
3/15/2013,TAMIL NADU,16,RAMANATHAPURAM,26-06-2002,2262.6,1183.45,595.69,483.46,105000,109870,214870,52,1460,821,10
3/15/2013,TAMIL NADU,17,SALEM,20-02-2003,5827.49,3808.23,1419.66,599.6,232463,233736,466199,128,2108,1253,10
3/15/2013,TAMIL NADU,18,SIVAGANGA,20-02-2003,3170.89,1964.33,739.38,467.18,125730,130058,255788,10,851,601,6
3/15/2013,TAMIL NADU,19,THANJAVUR,20-02-2003,7560.24,4017.84,2152.97,1389.43,177761,196183,373944,25,4540,1022,10
3/15/2013,TAMIL NADU,20,THENI,26-06-2002,2213.13,1095.61,610.21,507.31,73362,71577,144939,35,440,552,7
3/15/2013,TAMIL NADU,21,THOOTHUKUDI,20-02-2003,2592.94,1207.55,730.98,654.41,91637,253636,345273,54,260,718,4
3/15/2013,TAMIL NADU,22,TIRUCHIRAPPALLI,29-01-2002,2020.75,939.24,552.86,528.65,77747,166886,244633,5,929,1027,10
3/15/2013,TAMIL NADU,23,TIRUNELVELI,26-06-2002,2623.83,1716.56,571.03,336.24,125763,155744,281507,19,557,907,10
