Date,State_Name,District_Name,Rural_Households,Census_2001_IHHL
06-03-13,TAMIL NADU,RAMANATHAPURAM,232147,27177
06-03-13,TAMIL NADU,SALEM,454964,40686
06-03-13,TAMIL NADU,SIVAGANGA,236937,24676
06-03-13,TAMIL NADU,THANJAVUR,391191,56053
06-03-13,TAMIL NADU,THENI,158207,17115
06-03-13,TAMIL NADU,THOOTHUKUDI,239037,39871
06-03-13,TAMIL NADU,TIRUCHIRAPPALLI,358811,42385
06-03-13,TAMIL NADU,TIRUNELVELI,422597,54943
06-03-13,TAMIL NADU,TIRUVALLUR,325798,51968
06-03-13,TAMIL NADU,TIRUVANNAMALAI,477106,36505
06-03-13,TAMIL NADU,TIRUVARUR,262679,40791
06-03-13,TAMIL NADU,VELLORE,537022,62590
06-03-13,TAMIL NADU,VILLUPURAM,683022,49065
06-03-13,TAMIL NADU,VIRUDHUNAGAR,266882,26367
06-03-13,TRIPURA,DHALAI,73160,43024
06-03-13,TRIPURA,NORTH TRIPURA,122693,87339
06-03-13,TRIPURA,SOUTH TRIPURA,173665,116369
06-03-13,TRIPURA,WEST TRIPURA,238261,173852
06-03-13,UTTAR PRADESH,AGRA,367102,49909
06-03-13,UTTAR PRADESH,ALIGARH,406432,69821
06-03-13,UTTAR PRADESH,ALLAHABAD,696236,76916
06-03-13,UTTAR PRADESH,AMBEDKAR NAGAR,321866,30597
06-03-13,UTTAR PRADESH,AURAIYA,207674,27584
06-03-13,UTTAR PRADESH,AZAMGARH,608684,67852
06-03-13,UTTAR PRADESH,BAGPAT,162811,53873
06-03-13,UTTAR PRADESH,BAHRAICH,549894,48507
06-03-13,UTTAR PRADESH,BALLIA,437289,61248
06-03-13,UTTAR PRADESH,BALRAMPUR,296167,25025
06-03-13,UTTAR PRADESH,BANDA,273445,26281
06-03-13,UTTAR PRADESH,BARABANKI,514291,56246
06-03-13,UTTAR PRADESH,BAREILLY,475575,154066
06-03-13,UTTAR PRADESH,BASTI,358566,36700
06-03-13,UTTAR PRADESH,BIJNOR,476873,165258
06-03-13,UTTAR PRADESH,BUDAUN,501193,125812
06-03-13,UTTAR PRADESH,BULANDSHAHR,438742,111092
06-03-13,UTTAR PRADESH,CHANDAULI,256548,31608
06-03-13,UTTAR PRADESH,CHITRAKOOT,150784,8582
06-03-13,UTTAR PRADESH,DEORIA,426692,47321
06-03-13,UTTAR PRADESH,ETAH,245668,56956
06-03-13,UTTAR PRADESH,ETAWAH,214002,29416
06-03-13,UTTAR PRADESH,FAIZABAD,362059,36017
06-03-13,UTTAR PRADESH,FARRUKHABAD,239285,44794
06-03-13,UTTAR PRADESH,FATEHPUR,416615,55186
06-03-13,UTTAR PRADESH,FIROZABAD,271428,30381
06-03-13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,109179,34892
06-03-13,UTTAR PRADESH,GHAZIABAD,242727,112203
06-03-13,UTTAR PRADESH,GHAZIPUR,485939,56393
06-03-13,UTTAR PRADESH,GONDA,500060,42701
06-03-13,UTTAR PRADESH,GORAKHPUR,559062,62471
06-03-13,UTTAR PRADESH,HAMIRPUR,171971,26337
06-03-13,UTTAR PRADESH,HARDOI,619495,81970
06-03-13,UTTAR PRADESH,JALAUN,216920,44640
06-03-13,UTTAR PRADESH,JAUNPUR,615793,62663
06-03-13,UTTAR PRADESH,JHANSI,214711,26369
06-03-13,UTTAR PRADESH,JYOTIBA PHULE NAGAR,234453,54799
06-03-13,UTTAR PRADESH,KANNAUJ,232517,25668
06-03-13,UTTAR PRADESH,KANPUR DEHAT,299000,40789
06-03-13,UTTAR PRADESH,KANPUR NAGAR,291529,41237
06-03-13,UTTAR PRADESH,KANSHIRAM NAGAR,190576,14294
06-03-13,UTTAR PRADESH,KAUSHAMBI,254926,28865
06-03-13,UTTAR PRADESH,KUSHINAGAR,506922,41822
06-03-13,UTTAR PRADESH,LAKHIMPUR KHERI,630131,79935
06-03-13,UTTAR PRADESH,LALITPUR,186503,15235
06-03-13,UTTAR PRADESH,LUCKNOW,274212,40561
06-03-13,UTTAR PRADESH,MAHAMAYA NAGAR(HATHRAS),204968,31441
06-03-13,UTTAR PRADESH,MAHARAJGANJ,400326,33777
06-03-13,UTTAR PRADESH,MAHOBA,129475,14264
06-03-13,UTTAR PRADESH,MAINPURI,262409,31067
06-03-13,UTTAR PRADESH,MATHURA,290944,40064
06-03-13,UTTAR PRADESH,MAU,252219,29772
06-03-13,UTTAR PRADESH,MEERUT,268299,92454
06-03-13,UTTAR PRADESH,MIRZAPUR,335481,25945
06-03-13,UTTAR PRADESH,MORADABAD,520831,199294
06-03-13,UTTAR PRADESH,MUZAFFARNAGAR,481057,168645
06-03-13,UTTAR PRADESH,PILIBHIT,297601,66176
06-03-13,UTTAR PRADESH,PRATAPGARH,163574,48683
06-03-13,UTTAR PRADESH,RAE BARELI,561905,58222
06-03-13,UTTAR PRADESH,RAMPUR,291440,120739
06-03-13,UTTAR PRADESH,SAHARANPUR,404600,120580
06-03-13,UTTAR PRADESH,SANT KABIR NAGAR,239614,25862
06-03-13,UTTAR PRADESH,SANT RAVIDAS NAGAR( BHADOHI),187958,15823
06-03-13,UTTAR PRADESH,SHAHJAHANPUR,418787,94077
06-03-13,UTTAR PRADESH,SHRAVASTI,180317,23835
06-03-13,UTTAR PRADESH,SIDDHARTHNAGAR,352651,33113
06-03-13,UTTAR PRADESH,SITAPUR,710299,65643
06-03-13,UTTAR PRADESH,SONBHADRA,267308,13964
06-03-13,UTTAR PRADESH,SULTANPUR,595287,56329
06-03-13,UTTAR PRADESH,UNNAO,475335,55831
06-03-13,UTTAR PRADESH,VARANASI,301485,46372
06-03-13,UTTARAKHAND,ALMORA,126476,31424
06-03-13,UTTARAKHAND,BAGESHWAR,55748,11257
06-03-13,UTTARAKHAND,CHAMOLI,72744,13664
06-03-13,UTTARAKHAND,CHAMPAWAT,44386,7805
06-03-13,UTTARAKHAND,DEHRADUN,137051,53391
06-03-13,UTTARAKHAND,HARIDWAR,199642,63588
06-03-13,UTTARAKHAND,NAINITAL,112670,38960
06-03-13,UTTARAKHAND,PAURI(GARHWAL),137102,33071
06-03-13,UTTARAKHAND,PITHORAGARH,95130,17555
06-03-13,UTTARAKHAND,RUDRAPRAYAG,51064,12508
06-03-13,UTTARAKHAND,TEHRI GARHWAL,116988,27096
06-03-13,UTTARAKHAND,UDHAM SINGH NAGAR,194695,53060
06-03-13,UTTARAKHAND,UTTARKASHI,61149,14617
06-03-13,WEST BENGAL,BANKURA,691417,45723
06-03-13,WEST BENGAL,BARDHAMAN,1064226,232640
06-03-13,WEST BENGAL,BIRBHUM,711236,62961
06-03-13,WEST BENGAL,COOCH BEHAR,604602,111026
06-03-13,WEST BENGAL,DAKSHIN DINAJPUR,338680,42121
06-03-13,WEST BENGAL,DARJEELING,234411,99375
06-03-13,WEST BENGAL,HOOGHLY,777386,253793
06-03-13,WEST BENGAL,HOWRAH,388459,143324
06-03-13,WEST BENGAL,JALPAIGURI,620432,152385
06-03-13,WEST BENGAL,MALDA,729770,93040
06-03-13,WEST BENGAL,MIDNAPUR EAST,978844,62067
06-03-13,WEST BENGAL,MIDNAPUR WEST,1109569,45422
06-03-13,WEST BENGAL,MURSHIDABAD,1282692,178289
06-03-13,WEST BENGAL,NADIA,879934,322744
06-03-13,WEST BENGAL,NORTH 24 PARAGANAS,988219,428817
06-03-13,WEST BENGAL,PURULIA,496403,17785
06-03-13,WEST BENGAL,SILIGURI,0,0
06-03-13,WEST BENGAL,SOUTH 24 PARAGANAS,1291490,349271
06-03-13,WEST BENGAL,UTTAR DINAJPUR,529416,51883
